allocation_of,seed,trained_b2a,trained_a2b,trained_family_f1,trained_fine_f1,trained_hsr_balanced,trained_hsr_miss,trained_hsr_fatigue,trained_awbir,recal_b2a,recal_a2b,recal_family_f1,recal_fine_f1,recal_hsr_balanced,recal_hsr_miss,recal_hsr_fatigue,recal_awbir
saber_v2,503,0.0,0.06429938780538655,0.5733146114615041,0.49584877650063697,0.2006610544000292,0.17754271592313264,0.17027355234564745,0.08918198743478609,0.0,0.06163643600386649,0.5968489135634032,0.5080402654210334,0.19087124048136447,0.16895692189697045,0.1624495535143624,0.07181400597609462
saber_v2,613,0.0005,0.06096359053088456,0.5492371612425179,0.4745461292916672,0.1963678530340936,0.1734248218014037,0.1670102810394259,0.13778084826594617,0.0005,0.061560622429445995,0.565788022261393,0.4871752559821835,0.19196143240627456,0.16984867576072996,0.16326491481163602,0.09861441671727599
saber_v2,719,0.0,0.05817744167093118,0.6358221738926464,0.5343649729369749,0.17997662570077244,0.15932263228696822,0.15339292562224943,0.037906512876039224,0.0,0.05661378669850837,0.6204976116780094,0.5245098845049956,0.17536750607183943,0.1552306081578739,0.1497160387867278,0.052380907805858364
saber_v2,823,0.00025,0.054244612497867745,0.5631484679677683,0.49169513114710645,0.18946695641058417,0.16659742639226213,0.1613073172513285,0.11379655175012347,0.00025,0.05540076950778037,0.5762968587112245,0.5054477230575513,0.18699987217180108,0.1647271781012034,0.15917989079819578,0.09218247460784858
saber_v2,907,0.00075,0.05749511950114668,0.6133391579888342,0.5057611111827288,0.19034349263161737,0.16784527309581634,0.1623655521265134,0.05826091044535073,0.00025,0.05979795682416937,0.5961070506256488,0.4991491498609406,0.18875111849674037,0.1668926486611518,0.16069739413085954,0.06613140690846088
saber_v2,1013,0.0,0.05662326339531093,0.6516752218347891,0.5482871347190766,0.17631343474370448,0.1560204038153674,0.15041087635360934,0.035771429785136165,0.0,0.05734349235230568,0.6352676534951119,0.5342563240158383,0.1785632110443564,0.15801087148396364,0.1521274264531327,0.038400937909761214
saber_v2,1109,0.0005,0.060129641212259055,0.6070044885645624,0.5155604768683594,0.18328920216942715,0.16239203082485712,0.15608918756049012,0.03763940926465149,0.00025,0.06159852921665624,0.5980820143056085,0.5105560300014611,0.1858695056700937,0.16478043985074536,0.15815543908986324,0.04214861405784424
saber_v2,1201,0.0005,0.05432042607228824,0.5970882998733908,0.5001520811123623,0.1860685524369533,0.16377531454867514,0.15870966563795402,0.07665262904173396,0.0005,0.05264305073823468,0.6024190970073666,0.5097416321344423,0.18122751593287195,0.15947176518568568,0.15466025090849328,0.07084164624237302
saber_v2,1303,0.00025,0.05533443263016243,0.5773648992654468,0.5043554734898852,0.1856412410291996,0.16358433313246046,0.15808422052190427,0.08855846733852549,0.0,0.05668960027292887,0.6023757948034503,0.5250293483501391,0.18165117510637133,0.16047917313416482,0.15480999251291977,0.05726328353938061
saber_v2,1409,0.0,0.057277155474687744,0.5775009626797497,0.4992134647607956,0.18073811654279506,0.15981264038275414,0.15398367451288325,0.0975284177175218,0.0,0.05652849642728531,0.5851493217675511,0.505805128358658,0.17944887785102537,0.15861805542874188,0.15298113621007653,0.08966384901049314
saber_v2,1511,0.00075,0.05847121927181062,0.57347325203551,0.4938154560083246,0.18476287869103925,0.1633515031987485,0.15733186026551743,0.12232360786345618,0.0005,0.059030344383161806,0.590342891308596,0.5075720299606356,0.18193422326107997,0.16108635707894306,0.1548985591935867,0.08912972155626643
saber_v2,1607,0.00025,0.06283997649779192,0.5166529109337498,0.4782067241525936,0.194528953087051,0.1721959971512573,0.16494859480287066,0.23942835751673225,0.00025,0.06373078599723281,0.541670639709162,0.4846686206004049,0.1912200288526506,0.1695816061308839,0.1622696809773379,0.1613898384414493
saber_v2,1709,0.0,0.0647163624646993,0.5968919539892652,0.5159594259006494,0.1888004236591735,0.16772581460041514,0.16052482606234364,0.06473056312934912,0.0,0.06338014821553799,0.5896857904031856,0.5159787233424175,0.18761527364365152,0.16652362082503971,0.15953963587224484,0.06844995619529759
saber_v2,1801,0.00075,0.056158905251985365,0.6475108507622416,0.5187710043721241,0.18275414985117144,0.16130625201633766,0.15612388378590603,0.04576928793247049,0.00075,0.054860597790034306,0.6348895593033907,0.5143248865686372,0.18082394404777122,0.1594892654748209,0.1543169408885886,0.04504820345674406
saber_v2,1907,0.0,0.060925683743674304,0.571524065316654,0.47814174905855333,0.19427694892350394,0.17168087994497302,0.1655996055587005,0.0829622123723429,0.0,0.06066033623320256,0.5908311674781772,0.49967480015571925,0.18699987217180108,0.1655740399189204,0.15929037088438852,0.04681583793199064
saber_v2,2003,0.0,0.06718030363336555,0.6363309093377019,0.5134738714501803,0.1892240828326729,0.16847452262254767,0.1610954876645788,0.0540644661504494,0.0,0.0630484638274483,0.6265688655194371,0.5108650181739052,0.18509340589105386,0.16436880261499973,0.15766969193404065,0.04972785852402921
