group_id,module_path,channel_index,flops_cost,magnitude,taylor,fisher,sbl_raw,sem_rank,v_c,random
conv.0:out:0,conv.0,0,31734.0,0.61270607,0.2987837812925136,0.03966627716659277,0.4493661734793477,0.359375,72.07205412926035,0.5118216247002567
conv.0:out:1,conv.0,1,31734.0,0.94311166,0.34803730528074084,0.02061602638400195,0.5780654935122129,0.515625,103.4077298376344,0.9504636963259353
conv.0:out:2,conv.0,2,31734.0,0.5387346,0.5554913095347729,0.08641989547893592,0.6070549265727063,0.546875,109.67486497930922,0.14415961271963373
conv.0:out:3,conv.0,3,31734.0,0.6300147,18.188437243108638,104.24939203970212,4.954630236996763,0.9375,188.01405425024439,0.9486494471372439
conv.0:out:4,conv.0,4,31734.0,0.63513255,120.69012051833124,8694.708003200823,21.171522538962563,0.984375,197.4147569627566,0.31183145201048545
conv.0:out:5,conv.0,5,31734.0,0.60715157,0.38410929203018895,0.0758282417392433,0.6864292924508675,0.59375,119.07556769182145,0.42332644897257565
conv.0:out:6,conv.0,6,31734.0,0.7398342,0.5034555484890006,0.8299159422094542,0.21190251272864202,0.125,25.06854056669925,0.8277025938204418
conv.0:out:7,conv.0,7,31734.0,0.698591,0.08916594013862778,0.0036992067795531547,0.16970108350290047,0.046875,9.400702712512219,0.4091991363691613
conv.0:out:8,conv.0,8,31734.0,0.8154459,1.7266229567103437,7.961032844342878,0.7850741621378816,0.640625,128.47627040433366,0.5495936876730595
conv.0:out:9,conv.0,9,31734.0,0.5443833,0.3990781112515833,0.043206560053803855,0.3990774622761819,0.28125,56.40421627507332,0.027559113243068367
conv.0:out:10,conv.0,10,31734.0,0.51400024,3.2725908417487517,2.4051907839511433,1.2318307199846004,0.765625,153.54481097103292,0.7535131086748066
conv.0:out:11,conv.0,11,31734.0,0.7774298,10.904847479272576,132.04927507077088,7.078444065235999,0.953125,191.1476218210818,0.5381433132192782
conv.0:out:12,conv.0,12,31734.0,0.4580336,0.2778106565510825,0.0309188916315698,0.22262114574343173,0.140625,28.20210813753666,0.32973171649909216
conv.0:out:13,conv.0,13,31734.0,0.87971705,5.054724845191231,5.914102246506388,1.2053244717432108,0.75,150.4112434001955,0.7884287034284043
conv.0:out:14,conv.0,14,31734.0,0.40570223,0.114614941925538,0.013743419012850921,0.5030477021533102,0.4375,87.73989198344738,0.303194829291645
conv.0:out:15,conv.0,15,31734.0,0.7740321,2.396039436422143,0.8973741806679123,0.7402527465796993,0.625,125.34270283349626,0.4534978894806515
conv.0:out:16,conv.0,16,31734.0,0.45962918,0.09955094623364857,0.256682652498059,0.25352777477633026,0.15625,31.335675708374065,0.13404169724716475
conv.0:out:17,conv.0,17,31734.0,0.5360453,0.7225202881672885,1.6823956239287092,0.4945422408764131,0.40625,81.47275684177256,0.40311298644712923
conv.0:out:18,conv.0,18,31734.0,0.7101033,0.08299573997646803,0.012042118773192279,0.4037950476304104,0.296875,59.537783845910724,0.20345524067614962
conv.0:out:19,conv.0,19,31734.0,0.4105122,2.403735877807776,1.5609713296407624,1.150412019216219,0.71875,144.1441082585207,0.2623133404418495
conv.0:out:20,conv.0,20,31734.0,0.6969945,0.30419630859978497,0.046579732973206944,0.9961556328024699,0.703125,141.0105406876833,0.7503646726300526
conv.0:out:21,conv.0,21,31734.0,0.49416742,0.3772423402406275,0.05499041931923898,0.21089136002728992,0.109375,21.934972995861845,0.2804087579860399
conv.0:out:22,conv.0,22,31734.0,0.64659756,46.41523442676953,386.7766241246523,7.764571655544842,0.96875,194.2811893919192,0.48519097443163506
conv.0:out:23,conv.0,23,31734.0,0.26210544,0.36633256749337306,0.034591600405641465,0.3460079314063549,0.234375,47.003513562561096,0.9807371998012386
conv.0:out:24,conv.0,24,31734.0,0.77302635,0.7455940820923388,0.5233871257314444,0.31593623386009995,0.21875,43.86994599172369,0.9616571936637868
conv.0:out:25,conv.0,25,31734.0,0.45784333,6.3551410818472505,5.924851619379112,1.4919067630686982,0.828125,166.07908125438254,0.7247899407735336
conv.0:out:26,conv.0,26,31734.0,0.6442115,10.47919316677826,27.069320896739185,3.1719721773249603,0.90625,181.74691910856959,0.5412268555474342
conv.0:out:27,conv.0,27,31734.0,0.42621323,0.4348255240256549,0.13905314608160824,0.2006926015068018,0.09375,18.801405425024438,0.2768912040453708
conv.0:out:28,conv.0,28,31734.0,0.4372907,1.811706067295745,0.799199253255324,0.6751722795616502,0.578125,115.94200012098403,0.16065200877512686
conv.0:out:29,conv.0,29,31734.0,0.26923826,1.0084877179551768,0.48318624760217727,0.5210759335835746,0.453125,90.87345955428479,0.9699254132161326
conv.0:out:30,conv.0,30,31734.0,0.48324248,0.9138344610109925,0.6676071483704504,0.5920584424557092,0.53125,106.54129740847182,0.5160685855478787
conv.0:out:31,conv.0,31,31734.0,0.33564746,8.064300033758627,90.3896396635833,2.4978163464664362,0.875,175.47978396689476,0.11586561247077032
conv.0:out:32,conv.0,32,31734.0,0.6214572,2.471255840760932,4.6396827391366156,0.6950100957483301,0.609375,122.20913526265885,0.6234897555375004
conv.0:out:33,conv.0,33,31734.0,0.63377,140.4261179243731,2964.859238670377,23.910343467316125,1.0,200.548324533594,0.776683114342298
conv.0:out:34,conv.0,34,31734.0,0.6162815,0.3578136121823263,0.2461293524460777,0.4524706051584577,0.375,75.20562170009775,0.6130033010530405
conv.0:out:35,conv.0,35,31734.0,0.56892234,4.70290134489187,52.7762024106279,4.707849801221698,0.921875,184.88048667940697,0.9172977047909027
conv.0:out:36,conv.0,36,31734.0,0.42410412,6.533408630686608,5.1785672232483595,1.2735003873084452,0.78125,156.67837854187033,0.03959287666420286
conv.0:out:37,conv.0,37,31734.0,0.61461836,1.3206999654357787,4.472701938495845,1.4450091744872964,0.8125,162.94551368354513,0.5285892632600216
conv.0:out:38,conv.0,38,31734.0,0.5175429,9.702407473007042,29.131964850230627,1.8778976492031916,0.84375,169.21264882521996,0.4593358828854037
conv.0:out:39,conv.0,39,31734.0,0.12079715,0.06713919476409558,0.00024386153903125526,0.091521482224735,0.015625,3.1335675708374064,0.0623495791498756
conv.0:out:40,conv.0,40,31734.0,0.33201817,0.8392413557812688,0.5651268934696922,0.4269033705706988,0.328125,65.80491898758554,0.641328169139375
conv.0:out:41,conv.0,41,31734.0,0.7475768,0.4465551780667738,0.0744314228955334,0.8918543885567942,0.671875,134.7434055460085,0.8526328384806567
conv.0:out:42,conv.0,42,31734.0,0.53871864,10.714027877780609,22.87875247202902,2.763144154888437,0.890625,178.61335153773217,0.592941018104284
conv.0:out:43,conv.0,43,31734.0,0.6863863,0.7514773547954974,0.18094929617686617,0.25601247465829147,0.171875,34.46924327921147,0.2600974477372232
conv.0:out:44,conv.0,44,31734.0,0.5887066,1.3250393908892875,0.18250365127754264,0.41499703762815443,0.3125,62.67135141674813,0.8398815210314088
conv.0:out:45,conv.0,45,31734.0,0.3896465,0.695886398316361,0.13143169248354525,0.500685133806428,0.421875,84.60632441260998,0.5094958815215094
conv.0:out:46,conv.0,46,31734.0,0.39256054,1.4231914196843718,0.5041700361345027,0.535879725382971,0.5,100.274162266797,0.510888884466533
conv.0:out:47,conv.0,47,31734.0,0.68472624,3.927674142494652,1.9189797143922442,1.3926355712357292,0.796875,159.81194611270772,0.7530302077021779
conv.0:out:48,conv.0,48,31734.0,0.437974,14.075738710656879,260.6138702549885,1.9429966299699686,0.859375,172.34621639605734,0.14792203578495655
conv.0:out:49,conv.0,49,31734.0,0.42075297,1.0112907921502483,0.9072469594613342,0.28927257293514685,0.1875,37.602810850048876,0.819626719119277
conv.0:out:50,conv.0,50,31734.0,0.51606256,0.5537510871145059,0.0581090522858137,0.533129929558072,0.484375,97.1405946959596,0.6832869060032571
conv.0:out:51,conv.0,51,31734.0,0.6432461,0.23571610274666455,0.03136361559649181,0.18746049227826234,0.0625,12.534270283349626,0.787096941554801
