source_index,target_index,source_class,target_class,source_family,target_family,transition_type,support,confusion_rate,mean_margin,margin_std,vulnerability_probability,operational_cost,stability,raw_weight,normalized_weight,cost_profile
5,18,DDoS-HTTP_Flood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,4318,0.1905974988420565,2.4559047522472803,2.102861395832774,0.9922112506206218,6.0,1.0,3.5484262483880347,0.035828663555963904,balanced_soc
5,11,DDoS-HTTP_Flood,DDoS-SlowLoris,ddos,ddos,same_family_attack,4318,0.0013895321908290875,7.429833383206667,2.3502992769080944,0.006862058076593018,2.0,1.0,0.008251590267422105,8.33167806791635e-05,balanced_soc
5,7,DDoS-HTTP_Flood,DDoS-ICMP_Fragmentation,ddos,ddos,same_family_attack,4318,0.0018527095877721167,10.523659363307917,3.1355838139544296,0.0003110447233392009,2.0,1.0,0.0021637543111113176,2.1847551507035362e-05,balanced_soc
6,7,DDoS-ICMP_Flood,DDoS-ICMP_Fragmentation,ddos,ddos,same_family_attack,16224,0.0017258382642998027,8.258488943572551,1.3068726582399883,0.6759542874087212,2.0,1.0,0.677680125673021,0.0068425751366065456,balanced_soc
6,23,DDoS-ICMP_Flood,Mirai-greeth_flood,ddos,mirai,cross_family_attack,16224,0.0,9.755506829371496,0.9294866547725598,0.15127623944240579,6.0,1.0,0.4538287183272174,0.004582334624642895,balanced_soc
6,13,DDoS-ICMP_Flood,DDoS-TCP_Flood,ddos,ddos,same_family_attack,16224,0.0,10.285013175063746,1.0350612037972928,0.08908591312173436,2.0,1.0,0.08908591312173436,0.0008995055794845454,balanced_soc
7,23,DDoS-ICMP_Fragmentation,Mirai-greeth_flood,ddos,mirai,cross_family_attack,29928,6.682705159048383e-05,6.710098520882468,1.2326050232746129,0.31948014780089656,6.0,1.0,0.9586409245574612,0.009679452453760421,balanced_soc
7,24,DDoS-ICMP_Fragmentation,Mirai-greip_flood,ddos,mirai,cross_family_attack,29928,0.0006348569901095964,7.392273935926762,1.4910098760515185,0.1615023545210848,6.0,1.0,0.48641163453358316,0.004911326200263317,balanced_soc
7,6,DDoS-ICMP_Fragmentation,DDoS-ICMP_Flood,ddos,ddos,same_family_attack,29928,0.0,6.844441071540551,1.157678717270162,0.2793184659907101,2.0,1.0,0.2793184659907101,0.0028202945876345366,balanced_soc
8,20,DDoS-PSHACK_Flood,DoS-TCP_Flood,ddos,dos,cross_family_attack,19315,0.1239968936060057,6.985915984620887,4.671938051406881,0.3508239391727131,6.0,1.0,1.4244624983361565,0.014382879628443354,balanced_soc
8,18,DDoS-PSHACK_Flood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,19315,0.0036758995599275174,8.70192548337453,5.032383642446886,0.063071878277535,6.0,1.0,0.20024333351238757,0.002021868435056016,balanced_soc
8,19,DDoS-PSHACK_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,19315,0.0008801449650530675,8.835814825243478,4.187130880537128,0.05516814256319204,6.0,1.0,0.16814486258473532,0.0016977683312282476,balanced_soc
9,20,DDoS-RSTFINFlood,DoS-TCP_Flood,ddos,dos,cross_family_attack,16818,0.0,8.648680880093407,1.6663075197873376,0.39856367876852694,6.0,1.0,1.1956910363055808,0.012072961041852194,balanced_soc
9,19,DDoS-RSTFINFlood,DoS-SYN_Flood,ddos,dos,cross_family_attack,16818,0.00017838030681412772,9.323710062762464,2.303656742068049,0.20292533407668323,6.0,1.0,0.6093111431504921,0.006152249594804444,balanced_soc
9,18,DDoS-RSTFINFlood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,16818,0.007016292068022357,10.828515434623268,2.002000369653831,0.045061702943626554,6.0,1.0,0.15623398503494673,0.0015775035167681693,balanced_soc
10,19,DDoS-SYN_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,19654,0.17752111529459652,0.35855967886507106,0.6717868112084228,0.49004266607504143,6.0,1.0,2.0026913441089143,0.02022128948209518,balanced_soc
10,12,DDoS-SYN_Flood,DDoS-SynonymousIP_Flood,ddos,ddos,same_family_attack,19654,0.507123231912079,0.3205333313694025,1.4309621210518038,0.5090360343432213,2.0,1.0,1.0161592662553003,0.010260218452187195,balanced_soc
10,18,DDoS-SYN_Flood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,19654,0.000559682507377633,9.204458492889074,1.1591302683396154,7.055192234407522e-05,6.0,1.0,0.0018907032891651247,1.9090539661751425e-05,balanced_soc
11,18,DDoS-SlowLoris,DoS-HTTP_Flood,ddos,dos,cross_family_attack,3514,0.12919749573136027,1.9992869839148557,2.9121373226447425,0.3958127298191759,6.0,1.0,1.5750306766516087,0.015903175169473517,balanced_soc
11,5,DDoS-SlowLoris,DDoS-HTTP_Flood,ddos,ddos,same_family_attack,3514,0.13801935116676153,1.7334663373337051,2.926063518648768,0.5163381299555774,2.0,1.0,0.6543574811223389,0.0066070850555540435,balanced_soc
11,24,DDoS-SlowLoris,Mirai-greip_flood,ddos,mirai,cross_family_attack,3514,0.006829823562891292,5.183458468709809,3.3544749201891877,0.016391611500619862,6.0,1.0,0.06966430519053346,0.0007034044891493734,balanced_soc
12,19,DDoS-SynonymousIP_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,17252,0.11749362392766056,-1.3062350668473899,2.2397806680728953,0.35984173730855257,6.0,1.0,1.4320060837086395,0.014459047643049594,balanced_soc
12,10,DDoS-SynonymousIP_Flood,DDoS-SYN_Flood,ddos,ddos,same_family_attack,17252,0.5904822629260376,-1.8809903678783328,1.9922221172620436,0.6393292738722985,2.0,1.0,1.2298115367983362,0.012417477694289702,balanced_soc
12,18,DDoS-SynonymousIP_Flood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,17252,0.00017389288198469742,6.7457311483775495,2.8815623051383827,0.00011460063897456942,6.0,1.0,0.0008654805628778005,8.738806933259958e-06,balanced_soc
13,20,DDoS-TCP_Flood,DoS-TCP_Flood,ddos,dos,cross_family_attack,17167,0.3450806780450865,0.4456994844768844,1.00173229560473,0.9961958231252381,6.0,1.0,4.023829503510974,0.040628837517293265,balanced_soc
13,19,DDoS-TCP_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,17167,0.00011650259218267607,7.0901287857438975,1.4635652584514443,0.0012963006402843264,6.0,1.0,0.004238409697401007,4.279546605470531e-05,balanced_soc
13,11,DDoS-TCP_Flood,DDoS-SlowLoris,ddos,ddos,same_family_attack,17167,0.0012815285140094367,9.288090586240004,2.1338650694894596,0.00014392725884577505,2.0,1.0,0.0014254557728552116,1.4392908778289179e-05,balanced_soc
14,21,DDoS-UDP_Flood,DoS-UDP_Flood,ddos,dos,cross_family_attack,18091,0.21165220275274998,0.5998742372406259,1.2065772871067773,0.991929707171988,6.0,1.0,3.610745729774214,0.036457906937471946,balanced_soc
14,19,DDoS-UDP_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,18091,0.000552761041401802,7.5507694238784575,1.2683515130864007,0.000950047836381692,6.0,1.0,0.004508426633350482,4.5521842559484245e-05,balanced_soc
14,25,DDoS-UDP_Flood,Mirai-udpplain,ddos,mirai,cross_family_attack,18091,0.0002211044165607208,8.141309100500925,1.6483421040174038,0.0005263533002738248,6.0,1.0,0.0022423731505036367,2.2641370442127327e-05,balanced_soc
15,24,DDoS-UDP_Fragmentation,Mirai-greip_flood,ddos,mirai,cross_family_attack,29874,0.0006360045524536386,7.878360471274144,1.4876182548790866,0.3061553954171158,6.0,1.0,0.9203741999087083,0.009293071137972413,balanced_soc
15,25,DDoS-UDP_Fragmentation,Mirai-udpplain,ddos,mirai,cross_family_attack,29874,0.00167369619066747,7.938447352854539,1.412065081883198,0.28830124401345203,6.0,1.0,0.8699248206123585,0.008783680858764202,balanced_soc
15,9,DDoS-UDP_Fragmentation,DDoS-RSTFINFlood,ddos,ddos,same_family_attack,29874,0.0,8.934029046646229,0.9574222005022117,0.10652974328608544,2.0,1.0,0.10652974328608544,0.0010756369341575719,balanced_soc
16,22,DNS_Spoofing,MITM-ArpSpoofing,spoofing_mitm,spoofing_mitm,same_family_attack,26131,0.14549768474226016,1.7624601396191686,2.123742850160811,0.9241799752190074,2.0,1.0,1.0696776599612676,0.010800596746090808,balanced_soc
16,1,DNS_Spoofing,BenignTraffic,spoofing_mitm,benign,attack_to_benign,26131,0.025180819716046077,6.110534679198652,4.070811899308956,0.011951207167434783,10.0,1.0,0.18566013441740428,0.0018746210365279642,balanced_soc
16,32,DNS_Spoofing,VulnerabilityScan,spoofing_mitm,reconnaissance,cross_family_attack,26131,0.03382955110787953,5.604595008467265,3.818892726984372,0.019821594252129544,6.0,1.0,0.1609534360800272,0.0016251560849284473,balanced_soc
17,1,DictionaryBruteForce,BenignTraffic,brute_force,benign,attack_to_benign,1959,0.1260847371107708,-0.9972747226586568,2.1851722986585513,0.21357684113257328,10.0,1.0,1.6983078912167204,0.0171479122826589,balanced_soc
17,16,DictionaryBruteForce,DNS_Spoofing,brute_force,spoofing_mitm,cross_family_attack,1959,0.34201123021949975,-0.47416949375604356,5.049708256906334,0.1265821431813671,6.0,1.0,1.4057801202026003,0.014194242583816442,balanced_soc
17,27,DictionaryBruteForce,Recon-OSScan,brute_force,reconnaissance,cross_family_attack,1959,0.11944869831546708,-1.0212172978748284,1.9074284974071953,0.21875212834339008,6.0,1.0,1.0146024799765714,0.010244499491751014,balanced_soc
18,5,DoS-HTTP_Flood,DDoS-HTTP_Flood,dos,ddos,cross_family_attack,10723,0.26643663153968106,0.7602999427962145,1.2068361529868374,0.9958673527399736,6.0,1.0,3.786911952838964,0.03823666740599771,balanced_soc
18,11,DoS-HTTP_Flood,DDoS-SlowLoris,dos,ddos,cross_family_attack,10723,0.010258323230439242,6.561062884888831,2.3435771449303147,0.003012743503666691,6.0,1.0,0.0398132002023178,0.00040199616824023956,balanced_soc
18,7,DoS-HTTP_Flood,DDoS-ICMP_Fragmentation,dos,ddos,cross_family_attack,10723,0.0020516646460878485,9.050129919502147,2.6779920404199484,0.00025001961405672434,6.0,1.0,0.0069050527804337195,6.972071436421152e-05,balanced_soc
19,10,DoS-SYN_Flood,DDoS-SYN_Flood,dos,ddos,cross_family_attack,21673,0.046186499330964796,0.9718774797874692,0.7734630086472718,0.7335532115687085,6.0,1.0,2.3392191326990197,0.023619229884577774,balanced_soc
19,12,DoS-SYN_Flood,DDoS-SynonymousIP_Flood,dos,ddos,cross_family_attack,21673,0.07811562773958382,1.998097126517961,2.6641639240357606,0.26287548866958366,6.0,1.0,1.0229733492275024,0.010329020639174838,balanced_soc
19,11,DoS-SYN_Flood,DDoS-SlowLoris,dos,ddos,cross_family_attack,21673,0.0018456143588797122,11.945285056904662,2.2155130749266077,1.2581756168380372e-05,6.0,1.0,0.005574588345144278,5.6286938575066764e-05,balanced_soc
20,13,DoS-TCP_Flood,DDoS-TCP_Flood,dos,ddos,cross_family_attack,18572,0.18350204609088952,0.35595860888672204,0.5374598426119813,0.9988821785548435,6.0,1.0,3.547152673937199,0.03581580420161402,balanced_soc
20,11,DoS-TCP_Flood,DDoS-SlowLoris,dos,ddos,cross_family_attack,18572,0.0023691578720654747,11.059010482416674,2.2703765068933284,2.2451114076845476e-05,6.0,1.0,0.00717482695842696,7.244463972796887e-05,balanced_soc
20,4,DoS-TCP_Flood,DDoS-ACK_Fragmentation,dos,ddos,cross_family_attack,18572,0.0004846004738315744,9.594125527590466,1.548391824056179,9.714699002520953e-05,6.0,1.0,0.0017452423915703518,1.7621812627382546e-05,balanced_soc
21,14,DoS-UDP_Flood,DDoS-UDP_Flood,dos,ddos,cross_family_attack,22308,0.0914470145239376,5.030562768637351,2.400797860768733,0.5215979793156956,6.0,1.0,1.8391349815188995,0.018569851498753426,balanced_soc
21,11,DoS-UDP_Flood,DDoS-SlowLoris,dos,ddos,cross_family_attack,22308,0.0018827326519634212,5.347274201972383,1.4885012888170983,0.38000549124417476,6.0,1.0,1.1456646716884147,0.011567841966146264,balanced_soc
21,7,DoS-UDP_Flood,DDoS-ICMP_Fragmentation,dos,ddos,cross_family_attack,22308,0.0006275775506544738,8.1968598976245,1.391715784543479,0.021990268346482513,6.0,1.0,0.06785353769141096,0.0006851210657490402,balanced_soc
22,1,MITM-ArpSpoofing,BenignTraffic,spoofing_mitm,benign,attack_to_benign,27485,0.09175914134982718,1.9278126441479022,4.320222303415414,0.07557218006483608,10.0,1.0,0.8366566070733163,0.008447769796630733,balanced_soc
22,29,MITM-ArpSpoofing,Recon-PortScan,spoofing_mitm,reconnaissance,cross_family_attack,27485,0.07513189012188466,1.282064431994389,4.143640725618826,0.1441474074812121,6.0,1.0,0.6578378928092903,0.006642226972178257,balanced_soc
22,27,MITM-ArpSpoofing,Recon-OSScan,spoofing_mitm,reconnaissance,cross_family_attack,27485,0.07240312897944333,1.289550354566892,4.31252455124587,0.1430723600311478,6.0,1.0,0.6464264670317733,0.0065270051509378575,balanced_soc
23,24,Mirai-greeth_flood,Mirai-greip_flood,mirai,mirai,same_family_attack,29454,0.01086439872343315,5.414425316904735,1.3685879001619965,0.9615020471802483,2.0,1.0,0.9723664459036815,0.009818039830817315,balanced_soc
23,7,Mirai-greeth_flood,DDoS-ICMP_Fragmentation,mirai,ddos,cross_family_attack,29454,0.0,10.622900224640437,1.2144508330373294,0.005259425427373579,6.0,1.0,0.015778276282120737,0.00015931416149961064,balanced_soc
23,15,Mirai-greeth_flood,DDoS-UDP_Fragmentation,mirai,ddos,cross_family_attack,29454,0.00044136619813947174,10.728247563131752,1.3509810009195777,0.004733545258939328,6.0,1.0,0.015524734371236398,0.0001567541342687959,balanced_soc
24,23,Mirai-greip_flood,Mirai-greeth_flood,mirai,mirai,same_family_attack,29596,0.026692796323827546,2.0572646219643147,0.896390319726054,0.9821890677555234,2.0,1.0,1.0088818640793509,0.010186738104598745,balanced_soc
24,4,Mirai-greip_flood,DDoS-ACK_Fragmentation,mirai,ddos,cross_family_attack,29596,0.0045276388701175835,8.50642415020102,1.6908749555726845,0.0015536768684157902,6.0,1.0,0.01824394721560012,0.0001842101824766519,balanced_soc
24,25,Mirai-greip_flood,Mirai-udpplain,mirai,mirai,same_family_attack,29596,0.004662792269225571,6.996863193012465,1.5088667561007432,0.007029989780549183,2.0,1.0,0.011692782049774754,0.00011806269167490986,balanced_soc
25,24,Mirai-udpplain,Mirai-greip_flood,mirai,mirai,same_family_attack,28859,0.00034651235316539037,8.155860415318639,1.0501841640116896,0.7163758947892586,2.0,1.0,0.716722407142424,0.007236787294139744,balanced_soc
25,21,Mirai-udpplain,DoS-UDP_Flood,mirai,dos,cross_family_attack,28859,0.00013860494126615613,9.682023691426338,1.128122538593593,0.15571723180147878,6.0,1.0,0.46756751022823484,0.004721055995253478,balanced_soc
25,14,Mirai-udpplain,DDoS-UDP_Flood,mirai,ddos,cross_family_attack,28859,0.0,10.390346852761676,1.2669337927461655,0.07668595568332207,6.0,1.0,0.2300578670499662,0.002322907491928389,balanced_soc
26,29,Recon-HostDiscovery,Recon-PortScan,reconnaissance,reconnaissance,same_family_attack,20030,0.14083874188716924,0.6110773174693837,1.6957342429859756,0.3815884098331926,2.0,1.0,0.5224271517203618,0.005274976945059076,balanced_soc
26,1,Recon-HostDiscovery,BenignTraffic,reconnaissance,benign,attack_to_benign,20030,0.07743384922616076,3.579969396566041,3.370421628310235,0.019598450117296537,10.0,1.0,0.4851614967172865,0.004898703486957939,balanced_soc
26,32,Recon-HostDiscovery,VulnerabilityScan,reconnaissance,reconnaissance,same_family_attack,20030,0.08881677483774339,0.9361923064885886,1.513489022002504,0.2756763623601056,2.0,1.0,0.36449313719784904,0.0036803081329510666,balanced_soc
27,1,Recon-OSScan,BenignTraffic,reconnaissance,benign,attack_to_benign,14475,0.16041450777202074,1.4245271410464933,2.7836093113279023,0.1153272232855161,10.0,1.0,1.3787086552876842,0.013920900448315041,balanced_soc
27,29,Recon-OSScan,Recon-PortScan,reconnaissance,reconnaissance,same_family_attack,14475,0.26867012089810016,0.07492670316976174,0.4891288734637265,0.44468845931898177,2.0,1.0,0.7133585802170819,0.007202822540546986,balanced_soc
27,32,Recon-OSScan,VulnerabilityScan,reconnaissance,reconnaissance,same_family_attack,14475,0.29934369602763383,0.7588588829989672,1.767321877789763,0.22440260128053088,2.0,1.0,0.5237462973081647,0.005288296433795299,balanced_soc
28,1,Recon-PingSweep,BenignTraffic,reconnaissance,benign,attack_to_benign,339,0.22123893805309736,-1.8295972610996887,1.1057657260483218,0.2967068557073454,10.0,1.0,2.589728968802214,0.026148642082246622,balanced_soc
28,16,Recon-PingSweep,DNS_Spoofing,reconnaissance,spoofing_mitm,cross_family_attack,339,0.35693215339233036,-0.479053119510676,3.614893692076478,0.07687651951425731,6.0,1.0,1.3014260187197628,0.013140573229856506,balanced_soc
28,27,Recon-PingSweep,Recon-OSScan,reconnaissance,reconnaissance,same_family_attack,339,0.18289085545722714,-1.7698753910430414,0.7370681563592311,0.27950572167725674,2.0,1.0,0.4623965771344839,0.00466884478692681,balanced_soc
29,1,Recon-PortScan,BenignTraffic,reconnaissance,benign,attack_to_benign,12036,0.09122632103688934,2.3283708359193134,3.1795671885491283,0.057959938860471114,10.0,1.0,0.7459312994868023,0.007531711157112662,balanced_soc
29,27,Recon-PortScan,Recon-OSScan,reconnaissance,reconnaissance,same_family_attack,12036,0.08956463941508806,0.07743465523063721,0.42227650323463517,0.5504236438557869,2.0,1.0,0.639988283270875,0.006461998439868271,balanced_soc
29,32,Recon-PortScan,VulnerabilityScan,reconnaissance,reconnaissance,same_family_attack,12036,0.3401462279827185,0.9449230555126777,2.1005893882027964,0.23118074327613736,2.0,1.0,0.5713269712588558,0.005768721230427258,balanced_soc
30,32,SqlInjection,VulnerabilityScan,web_application,reconnaissance,cross_family_attack,787,0.758576874205845,-1.6626845445233045,0.7038011529367317,0.4309209703226242,6.0,1.0,3.5684935335854076,0.036031284086725915,balanced_soc
30,1,SqlInjection,BenignTraffic,web_application,benign,attack_to_benign,787,0.08767471410419314,-0.30901151660739845,1.3270928510198479,0.11130249577161272,10.0,1.0,0.9948860493790292,0.010045421560027124,balanced_soc
30,27,SqlInjection,Recon-OSScan,web_application,reconnaissance,cross_family_attack,787,0.048284625158831,-0.7444993125741031,0.9557362549570113,0.17204214533587897,6.0,1.0,0.66098031148413,0.0066739561539539685,balanced_soc
31,32,Uploading_Attack,VulnerabilityScan,malware,reconnaissance,cross_family_attack,188,0.7553191489361702,-2.740679310674363,1.3096138583121917,0.31038274211907096,6.0,1.0,3.1971056731657237,0.03228135953755686,balanced_soc
31,1,Uploading_Attack,BenignTraffic,malware,benign,attack_to_benign,188,0.09042553191489362,-1.6718162149190903,1.3633104908462417,0.1065850323250782,10.0,1.0,0.985052821199859,0.009946134890546377,balanced_soc
31,16,Uploading_Attack,DNS_Spoofing,malware,spoofing_mitm,cross_family_attack,188,0.09042553191489362,-1.0144299076909715,2.138252866082351,0.05523278924196834,6.0,1.0,0.43697496347058584,0.0044121612942299385,balanced_soc
32,1,VulnerabilityScan,BenignTraffic,reconnaissance,benign,attack_to_benign,29910,0.03804747576061518,1.8557017085692011,1.3024234986411787,0.09696957549224643,10.0,1.0,0.6750852562643082,0.006816374591207392,balanced_soc
32,29,VulnerabilityScan,Recon-PortScan,reconnaissance,reconnaissance,same_family_attack,29910,0.06756937479103979,0.6671906660060267,1.1405545849793215,0.3182726219216787,2.0,1.0,0.3858419967127185,0.0038958687931759405,balanced_soc
32,27,VulnerabilityScan,Recon-OSScan,reconnaissance,reconnaissance,same_family_attack,29910,0.04690738883316616,0.8286559621931437,1.1116961434692427,0.2708169200915314,2.0,1.0,0.31772430892469755,0.003208080588735765,balanced_soc
33,32,XSS,VulnerabilityScan,web_application,reconnaissance,cross_family_attack,577,0.6533795493934142,-2.5376705680191,1.3371654709557195,0.27771032545274693,6.0,1.0,2.7932696245384836,0.028203803769106514,balanced_soc
33,1,XSS,BenignTraffic,web_application,benign,attack_to_benign,577,0.14558058925476602,-1.819383527315262,1.2977504024920479,0.13540787705376117,10.0,1.0,1.404942331542636,0.014185783383616776,balanced_soc
33,16,XSS,DNS_Spoofing,web_application,spoofing_mitm,cross_family_attack,577,0.11785095320623917,-1.244158468688588,2.270683719954499,0.07617752535433206,6.0,1.0,0.5820854356817137,0.00587735006338116,balanced_soc
0,32,Backdoor_Malware,VulnerabilityScan,malware,reconnaissance,cross_family_attack,482,0.6244813278008299,-2.152768418502016,1.202374901979845,0.2755128840976566,5.0,1.0,2.2499855297462164,0.026080190686686905,alert_fatigue
0,1,Backdoor_Malware,BenignTraffic,malware,benign,attack_to_benign,482,0.1887966804979253,-1.5495079471362576,1.5679195687639393,0.15071248099891724,8.0,1.0,1.35803664598737,0.01574136998599019,alert_fatigue
0,27,Backdoor_Malware,Recon-OSScan,malware,reconnaissance,cross_family_attack,482,0.03319502074688797,-1.514632807480349,1.3768103058087142,0.14554695985916052,5.0,1.0,0.4468549515151212,0.005179616575631531,alert_fatigue
1,27,BenignTraffic,Recon-OSScan,benign,reconnaissance,benign_to_attack,29940,0.11396125584502338,0.15606365554524945,0.8332721838928554,0.24074910018082693,10.0,1.0,1.7735517801292517,0.020557718263948616,alert_fatigue
1,22,BenignTraffic,MITM-ArpSpoofing,benign,spoofing_mitm,benign_to_attack,29940,0.23102872411489647,1.777179526242147,3.3237178815302375,0.047590798913107545,10.0,1.0,1.39309761514002,0.016147771160163207,alert_fatigue
1,29,BenignTraffic,Recon-PortScan,benign,reconnaissance,benign_to_attack,29940,0.06212424849699399,0.48703450645465074,1.0351897853350214,0.17291228835423644,10.0,1.0,1.1751826842561521,0.01362186027060806,alert_fatigue
2,32,BrowserHijacking,VulnerabilityScan,malware,reconnaissance,cross_family_attack,868,0.4539170506912442,-1.3405208394000059,1.9033156118871035,0.20277240897646212,5.0,1.0,1.6417236491692657,0.019029662750767708,alert_fatigue
2,1,BrowserHijacking,BenignTraffic,malware,benign,attack_to_benign,868,0.19815668202764977,-1.262449050004581,1.6617041955568856,0.18754380084840128,8.0,1.0,1.5428019315042043,0.017883034372206355,alert_fatigue
2,27,BrowserHijacking,Recon-OSScan,malware,reconnaissance,cross_family_attack,868,0.12557603686635946,-1.3494111600284753,1.5561465514370139,0.20458315784944753,5.0,1.0,0.8253979867895176,0.009567411258109802,alert_fatigue
3,16,CommandInjection,DNS_Spoofing,web_application,spoofing_mitm,cross_family_attack,808,0.8292079207920792,-3.6531627656209587,2.521963802797123,0.794022307804893,5.0,1.0,4.058075571492431,0.047038251280418705,alert_fatigue
3,32,CommandInjection,VulnerabilityScan,web_application,reconnaissance,cross_family_attack,808,0.13613861386138615,-0.890735594795482,1.5060993062565229,0.05013324623433835,5.0,1.0,0.46567965023931124,0.005397818748870255,alert_fatigue
3,1,CommandInjection,BenignTraffic,web_application,benign,attack_to_benign,808,0.02599009900990099,-0.7004368851090422,1.888324272090855,0.04144576378737801,8.0,1.0,0.26974345118911597,0.0031266692831978626,alert_fatigue
4,24,DDoS-ACK_Fragmentation,Mirai-greip_flood,ddos,mirai,cross_family_attack,29898,0.0008696233861796776,6.585007798279781,1.2384711787319114,0.4558334522743095,5.0,1.0,1.1417576891512229,0.01323442211400069,alert_fatigue
4,20,DDoS-ACK_Fragmentation,DoS-TCP_Flood,ddos,dos,cross_family_attack,29898,0.0,8.287234664401412,0.9451261322607154,0.08308802935792378,5.0,1.0,0.20772007339480947,0.002407739539640628,alert_fatigue
4,15,DDoS-ACK_Fragmentation,DDoS-UDP_Fragmentation,ddos,ddos,same_family_attack,29898,0.0007692822262358686,7.545152138850358,1.261727672771615,0.17451019534616347,2.0,1.0,0.17527947757239934,0.002031711821305202,alert_fatigue
5,18,DDoS-HTTP_Flood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,4318,0.1905974988420565,2.4559047522472803,2.102861395832774,0.9922112506206218,5.0,1.0,2.9570218736566956,0.03427564013639208,alert_fatigue
5,11,DDoS-HTTP_Flood,DDoS-SlowLoris,ddos,ddos,same_family_attack,4318,0.0013895321908290875,7.429833383206667,2.3502992769080944,0.006862058076593018,2.0,1.0,0.008251590267422105,9.564641407585042e-05,alert_fatigue
5,7,DDoS-HTTP_Flood,DDoS-ICMP_Fragmentation,ddos,ddos,same_family_attack,4318,0.0018527095877721167,10.523659363307917,3.1355838139544296,0.0003110447233392009,2.0,1.0,0.0021637543111113176,2.5080661313981465e-05,alert_fatigue
6,7,DDoS-ICMP_Flood,DDoS-ICMP_Fragmentation,ddos,ddos,same_family_attack,16224,0.0017258382642998027,8.258488943572551,1.3068726582399883,0.6759542874087212,2.0,1.0,0.677680125673021,0.007855173585993616,alert_fatigue
6,23,DDoS-ICMP_Flood,Mirai-greeth_flood,ddos,mirai,cross_family_attack,16224,0.0,9.755506829371496,0.9294866547725598,0.15127623944240579,5.0,1.0,0.37819059860601445,0.004383709493753783,alert_fatigue
6,13,DDoS-ICMP_Flood,DDoS-TCP_Flood,ddos,ddos,same_family_attack,16224,0.0,10.285013175063746,1.0350612037972928,0.08908591312173436,2.0,1.0,0.08908591312173436,0.0010326189084311653,alert_fatigue
7,23,DDoS-ICMP_Fragmentation,Mirai-greeth_flood,ddos,mirai,cross_family_attack,29928,6.682705159048383e-05,6.710098520882468,1.2326050232746129,0.31948014780089656,5.0,1.0,0.7988674371312177,0.009259888482979277,alert_fatigue
7,24,DDoS-ICMP_Fragmentation,Mirai-greip_flood,ddos,mirai,cross_family_attack,29928,0.0006348569901095964,7.392273935926762,1.4910098760515185,0.1615023545210848,5.0,1.0,0.405343028777986,0.0046984406540789975,alert_fatigue
7,6,DDoS-ICMP_Fragmentation,DDoS-ICMP_Flood,ddos,ddos,same_family_attack,29928,0.0,6.844441071540551,1.157678717270162,0.2793184659907101,2.0,1.0,0.2793184659907101,0.003237655868912301,alert_fatigue
8,20,DDoS-PSHACK_Flood,DoS-TCP_Flood,ddos,dos,cross_family_attack,19315,0.1239968936060057,6.985915984620887,4.671938051406881,0.3508239391727131,5.0,1.0,1.187052081946797,0.013759441668806232,alert_fatigue
8,13,DDoS-PSHACK_Flood,DDoS-TCP_Flood,ddos,ddos,same_family_attack,19315,0.0,7.721798392747503,3.3854148486695403,0.16807361899110768,2.0,1.0,0.16807361899110768,0.0019481867659762538,alert_fatigue
8,18,DDoS-PSHACK_Flood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,19315,0.0036758995599275174,8.70192548337453,5.032383642446886,0.063071878277535,5.0,1.0,0.16686944459365632,0.0019342288549184436,alert_fatigue
9,20,DDoS-RSTFINFlood,DoS-TCP_Flood,ddos,dos,cross_family_attack,16818,0.0,8.648680880093407,1.6663075197873376,0.39856367876852694,5.0,1.0,0.9964091969213174,0.011549648437342453,alert_fatigue
9,19,DDoS-RSTFINFlood,DoS-SYN_Flood,ddos,dos,cross_family_attack,16818,0.00017838030681412772,9.323710062762464,2.303656742068049,0.20292533407668323,5.0,1.0,0.5077592859587434,0.005885575185114046,alert_fatigue
9,18,DDoS-RSTFINFlood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,16818,0.007016292068022357,10.828515434623268,2.002000369653831,0.045061702943626554,5.0,1.0,0.13019498752912229,0.0015091253060606677,alert_fatigue
10,19,DDoS-SYN_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,19654,0.17752111529459652,0.35855967886507106,0.6717868112084228,0.49004266607504143,5.0,1.0,1.668909453424095,0.019344780759111904,alert_fatigue
10,12,DDoS-SYN_Flood,DDoS-SynonymousIP_Flood,ddos,ddos,same_family_attack,19654,0.507123231912079,0.3205333313694025,1.4309621210518038,0.5090360343432213,2.0,1.0,1.0161592662553003,0.011778576831545796,alert_fatigue
