source_index,target_index,source_class,target_class,source_family,target_family,transition_type,robust_weight_raw,n_cost_profiles_present,n_cost_profiles_total,profile_weight_min,profile_weight_mean,profile_weight_max,aggregation,cvar_q,profile_weight__alert_fatigue,profile_weight__balanced_soc,profile_weight__miss_sensitive,robust_weight
3,16,CommandInjection,DNS_Spoofing,web_application,spoofing_mitm,cross_family_attack,0.04916954643824808,3,3,0.047038251280418705,0.04815281536029852,0.04916954643824808,cvar,0.75,0.047038251280418705,0.04916954643824808,0.04825064836222878,0.04570703262481837
13,20,DDoS-TCP_Flood,DoS-TCP_Flood,ddos,dos,cross_family_attack,0.040628837517293265,3,3,0.03886774653839651,0.03978871177367522,0.040628837517293265,cvar,0.75,0.03886774653839651,0.040628837517293265,0.03986955126533589,0.03776775944524117
18,5,DoS-HTTP_Flood,DDoS-HTTP_Flood,dos,ddos,cross_family_attack,0.03823666740599771,3,3,0.03657926704343217,0.037446007111465125,0.03823666740599771,cvar,0.75,0.03657926704343217,0.03823666740599771,0.03752208688496549,0.03554404567846034
14,21,DDoS-UDP_Flood,DoS-UDP_Flood,ddos,dos,cross_family_attack,0.036457906937471946,3,3,0.0348776084366913,0.03570402796755153,0.036457906937471946,cvar,0.75,0.0348776084366913,0.036457906937471946,0.03577656852849134,0.033890545317850934
30,32,SqlInjection,VulnerabilityScan,web_application,reconnaissance,cross_family_attack,0.036031284086725915,3,3,0.034469477910603105,0.0352862268518496,0.036031284086725915,cvar,0.75,0.034469477910603105,0.036031284086725915,0.0353579185582198,0.03349396519926002
5,18,DDoS-HTTP_Flood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,0.035828663555963904,3,3,0.03427564013639208,0.03508779612159582,0.035828663555963904,cvar,0.75,0.03427564013639208,0.035828663555963904,0.03515908467243148,0.03330561318300483
20,13,DoS-TCP_Flood,DDoS-TCP_Flood,dos,ddos,cross_family_attack,0.03581580420161402,3,3,0.03426333818152305,0.03507520267381121,0.03581580420161402,cvar,0.75,0.03426333818152305,0.03581580420161402,0.03514646563829658,0.03329365938291146
31,32,Uploading_Attack,VulnerabilityScan,malware,reconnaissance,cross_family_attack,0.03228135953755686,3,3,0.03088209698066199,0.031613843486305145,0.03228135953755686,cvar,0.75,0.03088209698066199,0.03228135953755686,0.03167807394069658,0.030008109906192886
28,1,Recon-PingSweep,BenignTraffic,reconnaissance,benign,attack_to_benign,0.030791960284070836,3,3,0.02401459900617829,0.026985067124165252,0.030791960284070836,cvar,0.75,0.02401459900617829,0.026148642082246622,0.030791960284070836,0.02862359397709107
33,32,XSS,VulnerabilityScan,web_application,reconnaissance,cross_family_attack,0.028203803769106514,3,3,0.026981286280950315,0.027620603681132238,0.028203803769106514,cvar,0.75,0.026981286280950315,0.028203803769106514,0.027676720993339888,0.02621769514668027
0,32,Backdoor_Malware,VulnerabilityScan,malware,reconnaissance,cross_family_attack,0.027261879686867517,3,3,0.026080190686686905,0.026698156766303854,0.027261879686867517,cvar,0.75,0.026080190686686905,0.027261879686867517,0.026752399925357138,0.025342101250139665
19,10,DoS-SYN_Flood,DDoS-SYN_Flood,dos,ddos,cross_family_attack,0.023619229884577774,3,3,0.022595434589905268,0.023130829913448392,0.023619229884577774,cvar,0.75,0.022595434589905268,0.023619229884577774,0.02317782526586213,0.021955966428596298
2,1,BrowserHijacking,BenignTraffic,malware,benign,attack_to_benign,0.022929955399462795,3,3,0.017883034372206355,0.020095063123626997,0.022929955399462795,cvar,0.75,0.017883034372206355,0.01947219959921184,0.022929955399462795,0.021315230573565137
1,27,BenignTraffic,Recon-OSScan,benign,reconnaissance,benign_to_attack,0.020557718263948616,3,3,0.005271896850343133,0.012191402534561961,0.020557718263948616,cvar,0.75,0.020557718263948616,0.010744592489394137,0.005271896850343133,0.019110046104700316
10,19,DDoS-SYN_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,0.02022128948209518,3,3,0.019344780759111904,0.01980315234352138,0.02022128948209518,cvar,0.75,0.019344780759111904,0.02022128948209518,0.01984338678935705,0.01879730859902869
17,1,DictionaryBruteForce,BenignTraffic,brute_force,benign,attack_to_benign,0.020192935155162652,3,3,0.01574843680088309,0.017696428079568213,0.020192935155162652,cvar,0.75,0.01574843680088309,0.0171479122826589,0.020192935155162652,0.018770950980542468
0,1,Backdoor_Malware,BenignTraffic,malware,benign,attack_to_benign,0.020183873955204195,3,3,0.01574136998599019,0.017688487140217535,0.020183873955204195,cvar,0.75,0.01574136998599019,0.017140217479458215,0.020183873955204195,0.018762527869244476
2,32,BrowserHijacking,VulnerabilityScan,malware,reconnaissance,cross_family_attack,0.01989189353043789,3,3,0.019029662750767708,0.019480567662767744,0.01989189353043789,cvar,0.75,0.019029662750767708,0.01989189353043789,0.01952014670709763,0.018491108672458463
21,14,DoS-UDP_Flood,DDoS-UDP_Flood,dos,ddos,cross_family_attack,0.018569851498753426,3,3,0.017764925737833313,0.018185862902165437,0.018569851498753426,cvar,0.75,0.017764925737833313,0.018569851498753426,0.01822281146990958,0.01726216468881866
33,1,XSS,BenignTraffic,web_application,benign,attack_to_benign,0.016704809265920793,3,3,0.013028053176702277,0.014639548608746616,0.016704809265920793,cvar,0.75,0.013028053176702277,0.014185783383616776,0.016704809265920793,0.01552845851583606
27,1,Recon-OSScan,BenignTraffic,reconnaissance,benign,attack_to_benign,0.01639289001603834,3,3,0.012784787868513697,0.01436619277762236,0.01639289001603834,cvar,0.75,0.012784787868513697,0.013920900448315041,0.01639289001603834,0.015238504583708757
1,22,BenignTraffic,MITM-ArpSpoofing,benign,spoofing_mitm,benign_to_attack,0.016147771160163207,3,3,0.004140993802245781,0.009576158974547971,0.016147771160163207,cvar,0.75,0.016147771160163207,0.00843971196123493,0.004140993802245781,0.015010646969514296
11,18,DDoS-SlowLoris,DoS-HTTP_Flood,ddos,dos,cross_family_attack,0.015903175169473517,3,3,0.01521383872673494,0.015574328279393165,0.015903175169473517,cvar,0.75,0.01521383872673494,0.015903175169473517,0.015605970941971033,0.01478327540039897
12,19,DDoS-SynonymousIP_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,0.014459047643049594,3,3,0.01383230811704729,0.014160062515848865,0.014459047643049594,cvar,0.75,0.01383230811704729,0.014459047643049594,0.014188831787449705,0.013440843168538658
8,20,DDoS-PSHACK_Flood,DoS-TCP_Flood,ddos,dos,cross_family_attack,0.014382879628443354,3,3,0.013759441668806232,0.014085469508400623,0.014382879628443354,cvar,0.75,0.013759441668806232,0.014382879628443354,0.014114087227952286,0.013370038896773668
12,10,DDoS-SynonymousIP_Flood,DDoS-SYN_Flood,ddos,ddos,same_family_attack,0.014255078072437996,3,3,0.012185415428337633,0.012952657065021777,0.014255078072437996,cvar,0.75,0.014255078072437996,0.012417477694289702,0.012185415428337633,0.013251237111665162
17,16,DictionaryBruteForce,DNS_Spoofing,brute_force,spoofing_mitm,cross_family_attack,0.014194242583816442,3,3,0.013578981254816042,0.01390073311284652,0.014194242583816442,cvar,0.75,0.013578981254816042,0.014194242583816442,0.013928975499907079,0.013194685651165841
4,24,DDoS-ACK_Fragmentation,Mirai-greip_flood,ddos,mirai,cross_family_attack,0.013834071526987726,3,3,0.01323442211400069,0.013548009696546999,0.013834071526987726,cvar,0.75,0.01323442211400069,0.013834071526987726,0.013575535448652582,0.012859877798796071
1,29,BenignTraffic,Recon-PortScan,benign,reconnaissance,benign_to_attack,0.01362186027060806,3,3,0.0034932399274276,0.008078210806097615,0.01362186027060806,cvar,0.75,0.01362186027060806,0.007119532220257186,0.0034932399274276,0.0126626104347198
28,16,Recon-PingSweep,DNS_Spoofing,reconnaissance,spoofing_mitm,cross_family_attack,0.013140573229856506,3,3,0.012570984081193753,0.012868851602290824,0.013140573229856506,cvar,0.75,0.012570984081193753,0.013140573229856506,0.012894997495822218,0.012215215572105783
16,22,DNS_Spoofing,MITM-ArpSpoofing,spoofing_mitm,spoofing_mitm,same_family_attack,0.012398923004729518,3,3,0.010598751329796242,0.011266090360205523,0.012398923004729518,cvar,0.75,0.012398923004729518,0.010800596746090808,0.010598751329796242,0.011525792270659299
9,20,DDoS-RSTFINFlood,DoS-TCP_Flood,ddos,dos,cross_family_attack,0.012072961041852194,3,3,0.011549648437342453,0.011823315568519599,0.012072961041852194,cvar,0.75,0.011549648437342453,0.012072961041852194,0.011847337226364153,0.011222784511773522
30,1,SqlInjection,BenignTraffic,web_application,benign,attack_to_benign,0.011829226953361105,3,3,0.009225594577848264,0.01036674769707883,0.011829226953361105,cvar,0.75,0.009225594577848264,0.010045421560027124,0.011829226953361105,0.010996214149802954
10,12,DDoS-SYN_Flood,DDoS-SynonymousIP_Flood,ddos,ddos,same_family_attack,0.011778576831545796,3,3,0.010068471818788956,0.010702422367507314,0.011778576831545796,cvar,0.75,0.011778576831545796,0.010260218452187195,0.010068471818788956,0.010949130803749093
31,1,Uploading_Attack,BenignTraffic,malware,benign,attack_to_benign,0.011712309555747386,3,3,0.009134410892411004,0.010264285112901589,0.011712309555747386,cvar,0.75,0.009134410892411004,0.009946134890546377,0.011712309555747386,0.010887530061902111
24,23,Mirai-greip_flood,Mirai-greeth_flood,mirai,mirai,same_family_attack,0.011694222495065295,3,3,0.009996364698226488,0.010625775099296844,0.011694222495065295,cvar,0.75,0.011694222495065295,0.010186738104598745,0.009996364698226488,0.01087071668995609
21,11,DoS-UDP_Flood,DDoS-SlowLoris,dos,ddos,cross_family_attack,0.011567841966146264,3,3,0.01106642417088662,0.01132864137790083,0.011567841966146264,cvar,0.75,0.01106642417088662,0.011567841966146264,0.01135165799666961,0.010753235863369686
23,24,Mirai-greeth_flood,Mirai-greip_flood,mirai,mirai,same_family_attack,0.011270962408973548,3,3,0.00963455678970061,0.010241186343163825,0.011270962408973548,cvar,0.75,0.011270962408973548,0.009818039830817315,0.00963455678970061,0.010477262530518694
19,12,DoS-SYN_Flood,DDoS-SynonymousIP_Flood,dos,ddos,cross_family_attack,0.010329020639174838,3,3,0.009881300591542498,0.010115436478869014,0.010329020639174838,cvar,0.75,0.009881300591542498,0.010329020639174838,0.010135988205889705,0.009601652191974296
17,27,DictionaryBruteForce,Recon-OSScan,brute_force,reconnaissance,cross_family_attack,0.010244499491751014,3,3,0.009800443084019539,0.010032663065226662,0.010244499491751014,cvar,0.75,0.009800443084019539,0.010244499491751014,0.01005304661990943,0.009523083014045442
2,27,BrowserHijacking,Recon-OSScan,malware,reconnaissance,cross_family_attack,0.010000909033480122,3,3,0.009567411258109802,0.00979410958628864,0.010000909033480122,cvar,0.75,0.009567411258109802,0.010000909033480122,0.009814008467275991,0.009296646167871458
22,1,MITM-ArpSpoofing,BenignTraffic,spoofing_mitm,benign,attack_to_benign,0.00994787382261181,3,3,0.0077583303761814834,0.008717991331808008,0.00994787382261181,cvar,0.75,0.0077583303761814834,0.008447769796630733,0.00994787382261181,0.0092473456904618
7,23,DDoS-ICMP_Fragmentation,Mirai-greeth_flood,ddos,mirai,cross_family_attack,0.009679452453760421,3,3,0.009259888482979277,0.009479300106623498,0.009679452453760421,cvar,0.75,0.009259888482979277,0.009679452453760421,0.009498559383130796,0.008997826523578755
