source_index,target_index,source_class,target_class,source_family,target_family,transition_type,robust_weight_raw,n_cost_profiles_present,n_cost_profiles_total,profile_weight_min,profile_weight_mean,profile_weight_max,aggregation,cvar_q,profile_weight__alert_fatigue,profile_weight__balanced_soc,profile_weight__miss_sensitive,robust_weight
15,24,DDoS-UDP_Fragmentation,Mirai-greip_flood,ddos,mirai,cross_family_attack,0.009293071137972413,3,3,0.008890255188823906,0.009100908408803475,0.009293071137972413,cvar,0.75,0.008890255188823906,0.009293071137972413,0.009119398899614104,0.008638654135675557
29,1,Recon-PortScan,BenignTraffic,reconnaissance,benign,attack_to_benign,0.008869147013120181,3,3,0.006917033117800805,0.007772630429344549,0.008869147013120181,cvar,0.75,0.006917033117800805,0.007531711157112662,0.008869147013120181,0.00824458269901093
15,25,DDoS-UDP_Fragmentation,Mirai-udpplain,ddos,mirai,cross_family_attack,0.008783680858764202,3,3,0.008402944857757687,0.008602051334906132,0.008783680858764202,cvar,0.75,0.008402944857757687,0.008783680858764202,0.00861952828819651,0.008165135061429555
25,24,Mirai-udpplain,Mirai-greip_flood,mirai,mirai,same_family_attack,0.00830772322780406,3,3,0.007101543623964802,0.007548684715302869,0.00830772322780406,cvar,0.75,0.00830772322780406,0.007236787294139744,0.007101543623964802,0.00772269431218148
27,29,Recon-OSScan,Recon-PortScan,reconnaissance,reconnaissance,same_family_attack,0.008268732200310729,3,3,0.0070682136158393034,0.0075132561188990055,0.008268732200310729,cvar,0.75,0.008268732200310729,0.007202822540546986,0.0070682136158393034,0.0076864490283664036
32,1,VulnerabilityScan,BenignTraffic,reconnaissance,benign,attack_to_benign,0.008026785292851215,3,3,0.006260076602405503,0.007034412162154703,0.008026785292851215,cvar,0.75,0.006260076602405503,0.006816374591207392,0.008026785292851215,0.007461539994344411
6,7,DDoS-ICMP_Flood,DDoS-ICMP_Fragmentation,ddos,ddos,same_family_attack,0.007855173585993616,3,3,0.006714698644275222,0.0071374824556251285,0.007855173585993616,cvar,0.75,0.007855173585993616,0.0068425751366065456,0.006714698644275222,0.007302013164175413
11,5,DDoS-SlowLoris,DDoS-HTTP_Flood,ddos,ddos,same_family_attack,0.007584834506404862,3,3,0.006483609486112513,0.006891843016023806,0.007584834506404862,cvar,0.75,0.007584834506404862,0.0066070850555540435,0.006483609486112513,0.007050711331524894
29,27,Recon-PortScan,Recon-OSScan,reconnaissance,reconnaissance,same_family_attack,0.007418277248579661,3,3,0.006341234301010653,0.006740503329819528,0.007418277248579661,cvar,0.75,0.007418277248579661,0.006461998439868271,0.006341234301010653,0.006895883016667898
30,27,SqlInjection,Recon-OSScan,web_application,reconnaissance,cross_family_attack,0.0066739561539539685,3,3,0.00638466793665565,0.006535951654703202,0.0066739561539539685,cvar,0.75,0.00638466793665565,0.0066739561539539685,0.006549230873499989,0.00620397692804608
22,29,MITM-ArpSpoofing,Recon-PortScan,spoofing_mitm,reconnaissance,cross_family_attack,0.006642226972178257,3,3,0.006354314082829434,0.006504878571011084,0.006642226972178257,cvar,0.75,0.006354314082829434,0.006642226972178257,0.006518094658025563,0.006174482111607158
29,32,Recon-PortScan,VulnerabilityScan,reconnaissance,reconnaissance,same_family_attack,0.006622405414562335,3,3,0.005660913304104638,0.006017346649698076,0.006622405414562335,cvar,0.75,0.006622405414562335,0.005768721230427258,0.005660913304104638,0.0061560563858021914
22,27,MITM-ArpSpoofing,Recon-OSScan,spoofing_mitm,reconnaissance,cross_family_attack,0.0065270051509378575,3,3,0.006244086647900779,0.006392039314081302,0.0065270051509378575,cvar,0.75,0.006244086647900779,0.0065270051509378575,0.006405026143405272,0.006067374197786149
9,19,DDoS-RSTFINFlood,DoS-SYN_Flood,ddos,dos,cross_family_attack,0.006152249594804444,3,3,0.005885575185114046,0.0060250329777019026,0.006152249594804444,cvar,0.75,0.005885575185114046,0.006152249594804444,0.006037274153187218,0.0057190088848778
27,32,Recon-OSScan,VulnerabilityScan,reconnaissance,reconnaissance,same_family_attack,0.006070884956661849,3,3,0.005189466857961462,0.005516216082806204,0.006070884956661849,cvar,0.75,0.006070884956661849,0.005288296433795299,0.005189466857961462,0.005643373935209092
26,29,Recon-HostDiscovery,Recon-PortScan,reconnaissance,reconnaissance,same_family_attack,0.0060555943834476825,3,3,0.005176396288596269,0.005502322539034342,0.0060555943834476825,cvar,0.75,0.0060555943834476825,0.005274976945059076,0.005176396288596269,0.0056291601224046596
33,16,XSS,DNS_Spoofing,web_application,spoofing_mitm,cross_family_attack,0.00587735006338116,3,3,0.005622591404041394,0.005755817836661654,0.00587735006338116,cvar,0.75,0.005622591404041394,0.00587735006338116,0.005767512042562408,0.0054634677468872045
26,1,Recon-HostDiscovery,BenignTraffic,reconnaissance,benign,attack_to_benign,0.005768585716206657,3,3,0.004498910479536262,0.00505539989423362,0.005768585716206657,cvar,0.75,0.004498910479536262,0.004898703486957939,0.005768585716206657,0.005362362572549966
3,32,CommandInjection,VulnerabilityScan,web_application,reconnaissance,cross_family_attack,0.005642392997469009,3,3,0.005397818748870255,0.0055257192282338885,0.005642392997469009,cvar,0.75,0.005397818748870255,0.005642392997469009,0.005536945938362401,0.00524505633057354
0,27,Backdoor_Malware,Recon-OSScan,malware,reconnaissance,cross_family_attack,0.005414304120907086,3,3,0.005179616575631531,0.00530234678829044,0.005414304120907086,cvar,0.75,0.005179616575631531,0.005414304120907086,0.005313119668332702,0.00503302944650482
28,27,Recon-PingSweep,Recon-OSScan,reconnaissance,reconnaissance,same_family_attack,0.005359763760746893,3,3,0.004581591745100854,0.0048700667642581855,0.005359763760746893,cvar,0.75,0.005359763760746893,0.00466884478692681,0.004581591745100854,0.004982329812243558
7,24,DDoS-ICMP_Fragmentation,Mirai-greip_flood,ddos,mirai,cross_family_attack,0.004911326200263317,3,3,0.0046984406540789975,0.004809769477790253,0.004911326200263317,cvar,0.75,0.0046984406540789975,0.004911326200263317,0.004819541579028443,0.0045654711732695625
25,21,Mirai-udpplain,DoS-UDP_Flood,mirai,dos,cross_family_attack,0.004721055995253478,3,3,0.004516417870410047,0.004623433692449798,0.004721055995253478,cvar,0.75,0.004516417870410047,0.004721055995253478,0.004632827211685867,0.004388599774245418
6,23,DDoS-ICMP_Flood,Mirai-greeth_flood,ddos,mirai,cross_family_attack,0.004582334624642895,3,3,0.004383709493753783,0.0044875808113595044,0.004582334624642895,cvar,0.75,0.004383709493753783,0.004582334624642895,0.004496698315681836,0.004259647146622129
32,29,VulnerabilityScan,Recon-PortScan,reconnaissance,reconnaissance,same_family_attack,0.004472398918198706,3,3,0.003823061403281283,0.0040637763715519765,0.004472398918198706,cvar,0.75,0.004472398918198706,0.0038958687931759405,0.003823061403281283,0.0041574531000004526
31,16,Uploading_Attack,DNS_Spoofing,malware,spoofing_mitm,cross_family_attack,0.0044121612942299385,3,3,0.0042209124688261,0.0043209263361364434,0.0044121612942299385,cvar,0.75,0.0042209124688261,0.0044121612942299385,0.004329705245353293,0.0041014574025937285
26,32,Recon-HostDiscovery,VulnerabilityScan,reconnaissance,reconnaissance,same_family_attack,0.004224938514684961,3,3,0.003611529217799304,0.003838925288478444,0.004224938514684961,cvar,0.75,0.004224938514684961,0.0036803081329510666,0.003611529217799304,0.003927418829683183
3,1,CommandInjection,BenignTraffic,web_application,benign,attack_to_benign,0.004009072829610172,3,3,0.0031266692831978626,0.003513420334874342,0.004009072829610172,cvar,0.75,0.0031266692831978626,0.0034045188918149913,0.004009072829610172,0.0037267543813608145
32,27,VulnerabilityScan,Recon-OSScan,reconnaissance,reconnaissance,same_family_attack,0.0036828283795614326,3,3,0.00314812683088676,0.003346345266394652,0.0036828283795614326,cvar,0.75,0.0036828283795614326,0.003208080588735765,0.00314812683088676,0.0034234840280177917
7,6,DDoS-ICMP_Fragmentation,DDoS-ICMP_Flood,ddos,ddos,same_family_attack,0.003237655868912301,3,3,0.0027675879133185603,0.002941846123288466,0.003237655868912301,cvar,0.75,0.003237655868912301,0.0028202945876345366,0.0027675879133185603,0.003009660514443865
4,20,DDoS-ACK_Fragmentation,DoS-TCP_Flood,ddos,dos,cross_family_attack,0.0025168338082935658,3,3,0.002407739539640628,0.0024647905551767207,0.0025168338082935658,cvar,0.75,0.002407739539640628,0.0025168338082935658,0.002469798317595969,0.002339598660552922
25,14,Mirai-udpplain,DDoS-UDP_Flood,mirai,ddos,cross_family_attack,0.002322907491928389,3,3,0.0022222191218241364,0.0022748742597892314,0.002322907491928389,cvar,0.75,0.0022222191218241364,0.002322907491928389,0.0022794961656151694,0.002159328613115205
16,1,DNS_Spoofing,BenignTraffic,spoofing_mitm,benign,attack_to_benign,0.0022075049374607274,3,3,0.001721629457436725,0.0019345851438084722,0.0022075049374607274,cvar,0.75,0.001721629457436725,0.0018746210365279642,0.0022075049374607274,0.002052052693280043
4,15,DDoS-ACK_Fragmentation,DDoS-UDP_Fragmentation,ddos,ddos,same_family_attack,0.002031711821305202,1,3,0.0,0.0006772372737684007,0.002031711821305202,cvar,0.75,0.002031711821305202,0.0,0.0,0.0018886389081756757
8,18,DDoS-PSHACK_Flood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,0.002021868435056016,3,3,0.0019342288549184436,0.001980060108106561,0.002021868435056016,cvar,0.75,0.0019342288549184436,0.002021868435056016,0.0019840830343452235,0.0018794886920557186
4,18,DDoS-ACK_Fragmentation,DoS-HTTP_Flood,ddos,dos,cross_family_attack,0.0019952522973019494,2,3,0.0,0.0013177388685994464,0.0019952522973019494,cvar,0.75,0.0,0.0019952522973019494,0.00195796430849639,0.0018547468596656306
8,13,DDoS-PSHACK_Flood,DDoS-TCP_Flood,ddos,ddos,same_family_attack,0.0019481867659762538,1,3,0.0,0.0006493955886587513,0.0019481867659762538,cvar,0.75,0.0019481867659762538,0.0,0.0,0.001810995677650769
8,19,DDoS-PSHACK_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,0.0016977683312282476,2,3,0.0,0.001121269386814852,0.0016977683312282476,cvar,0.75,0.0,0.0016977683312282476,0.0016660398292163076,0.001578211680319048
16,32,DNS_Spoofing,VulnerabilityScan,spoofing_mitm,reconnaissance,cross_family_attack,0.0016251560849284473,3,3,0.0015547123337566733,0.0015915510017467107,0.0016251560849284473,cvar,0.75,0.0015547123337566733,0.0016251560849284473,0.001594784586555012,0.0015107127800647105
9,18,DDoS-RSTFINFlood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,0.0015775035167681693,3,3,0.0015091253060606677,0.0015448837964889262,0.0015775035167681693,cvar,0.75,0.0015091253060606677,0.0015775035167681693,0.0015480225666379408,0.0014664159002817413
15,9,DDoS-UDP_Fragmentation,DDoS-RSTFINFlood,ddos,ddos,same_family_attack,0.0012348150607965412,3,3,0.0010555350462840682,0.001121995680412727,0.0012348150607965412,cvar,0.75,0.0012348150607965412,0.0010756369341575719,0.0010555350462840682,0.0011478595260244495
6,13,DDoS-ICMP_Flood,DDoS-TCP_Flood,ddos,ddos,same_family_attack,0.0010326189084311653,3,3,0.0008826952973845256,0.0009382732617667454,0.0010326189084311653,cvar,0.75,0.0010326189084311653,0.0008995055794845454,0.0008826952973845256,0.0009599020034879395
11,7,DDoS-SlowLoris,DDoS-ICMP_Fragmentation,ddos,ddos,same_family_attack,0.0007183792330555892,1,3,0.0,0.00023945974435186305,0.0007183792330555892,cvar,0.75,0.0007183792330555892,0.0,0.0,0.0006677910499642537
11,24,DDoS-SlowLoris,Mirai-greip_flood,ddos,mirai,cross_family_attack,0.0007034044891493734,2,3,0.0,0.0004645545011790531,0.0007034044891493734,cvar,0.75,0.0,0.0007034044891493734,0.0006902590143877859,0.0006538708258041772
21,7,DoS-UDP_Flood,DDoS-ICMP_Fragmentation,dos,ddos,cross_family_attack,0.0006851210657490402,3,3,0.0006554239195329025,0.000670954087809152,0.0006851210657490402,cvar,0.75,0.0006554239195329025,0.0006851210657490402,0.0006723172781455133,0.0006368749189799822
18,11,DoS-HTTP_Flood,DDoS-SlowLoris,dos,ddos,cross_family_attack,0.00040199616824023956,3,3,0.0003845713077544427,0.0003936836653380661,0.00040199616824023956,cvar,0.75,0.0003845713077544427,0.00040199616824023956,0.00039448352001951605,0.00037368764423899124
24,4,Mirai-greip_flood,DDoS-ACK_Fragmentation,mirai,ddos,cross_family_attack,0.0001842101824766519,3,3,0.00017622543788624925,0.0001804010723471942,0.0001842101824766519,cvar,0.75,0.00017622543788624925,0.0001842101824766519,0.0001807675966786815,0.0001712381225817968
23,7,Mirai-greeth_flood,DDoS-ICMP_Fragmentation,mirai,ddos,cross_family_attack,0.00015931416149961064,3,3,0.00015240855578278344,0.00015601985291050134,0.00015931416149961064,cvar,0.75,0.00015240855578278344,0.00015931416149961064,0.00015633684144911,0.00014809527654283846
23,15,Mirai-greeth_flood,DDoS-UDP_Fragmentation,mirai,ddos,cross_family_attack,0.0001567541342687959,3,3,0.00014995949507568473,0.0001535127620892025,0.0001567541342687959,cvar,0.75,0.00014995949507568473,0.0001567541342687959,0.00015382465692312692,0.00014571552613561786
24,25,Mirai-greip_flood,Mirai-udpplain,mirai,mirai,same_family_attack,0.0001355341985467754,3,3,0.0001158562938516966,0.00012315106135779393,0.0001355341985467754,cvar,0.75,0.0001355341985467754,0.00011806269167490986,0.0001158562938516966,0.0001259898958501924
5,11,DDoS-HTTP_Flood,DDoS-SlowLoris,ddos,ddos,same_family_attack,9.564641407585042e-05,3,3,8.175972687224347e-05,8.690764054241913e-05,9.564641407585042e-05,cvar,0.75,9.564641407585042e-05,8.33167806791635e-05,8.175972687224347e-05,8.891100458089862e-05
20,11,DoS-TCP_Flood,DDoS-SlowLoris,dos,ddos,cross_family_attack,7.244463972796887e-05,3,3,6.930446616430126e-05,7.094662475777201e-05,7.244463972796887e-05,cvar,0.75,6.930446616430126e-05,7.244463972796887e-05,7.109076838104591e-05,6.734309651804602e-05
18,7,DoS-HTTP_Flood,DDoS-ICMP_Fragmentation,dos,ddos,cross_family_attack,6.972071436421152e-05,3,3,6.669861162605692e-05,6.82790248997792e-05,6.972071436421152e-05,cvar,0.75,6.669861162605692e-05,6.972071436421152e-05,6.841774870906914e-05,6.481098966558218e-05
19,11,DoS-SYN_Flood,DDoS-SlowLoris,dos,ddos,cross_family_attack,5.6286938575066764e-05,3,3,5.3847134095992666e-05,5.5123033599783296e-05,5.6286938575066764e-05,cvar,0.75,5.3847134095992666e-05,5.6286938575066764e-05,5.523502812829047e-05,5.232321882474112e-05
14,19,DDoS-UDP_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,4.5521842559484245e-05,3,3,4.35486601803393e-05,4.4580538939490885e-05,4.5521842559484245e-05,cvar,0.75,4.35486601803393e-05,4.5521842559484245e-05,4.467111407864911e-05,4.23161996342858e-05
13,19,DDoS-TCP_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,4.279546605470531e-05,3,3,4.094046074783321e-05,4.1910538625329895e-05,4.279546605470531e-05,cvar,0.75,4.094046074783321e-05,4.279546605470531e-05,4.199568907345116e-05,3.9781814249869614e-05
5,7,DDoS-HTTP_Flood,DDoS-ICMP_Fragmentation,ddos,ddos,same_family_attack,2.5080661313981465e-05,3,3,2.1439256647721168e-05,2.278915648957933e-05,2.5080661313981465e-05,cvar,0.75,2.5080661313981465e-05,2.1847551507035362e-05,2.1439256647721168e-05,2.331448402457576e-05
14,25,DDoS-UDP_Flood,Mirai-udpplain,ddos,mirai,cross_family_attack,2.2641370442127327e-05,3,3,2.1659961283705845e-05,2.21731907121233e-05,2.2641370442127327e-05,cvar,0.75,2.1659961283705845e-05,2.2641370442127327e-05,2.2218240410536733e-05,2.1046967735783426e-05
10,18,DDoS-SYN_Flood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,1.9090539661751425e-05,3,3,1.8263044236457235e-05,1.8695784241477043e-05,1.9090539661751425e-05,cvar,0.75,1.8263044236457235e-05,1.9090539661751425e-05,1.873376882622247e-05,1.774618605117545e-05
20,4,DoS-TCP_Flood,DDoS-ACK_Fragmentation,dos,ddos,cross_family_attack,1.7621812627382546e-05,3,3,1.6857980405092574e-05,1.7257427640212383e-05,1.7621812627382546e-05,cvar,0.75,1.6857980405092574e-05,1.7621812627382546e-05,1.729248988816203e-05,1.63808866058946e-05
13,11,DDoS-TCP_Flood,DDoS-SlowLoris,ddos,ddos,same_family_attack,1.6522843316106036e-05,3,3,1.4123928949457501e-05,1.5013227014617572e-05,1.6522843316106036e-05,cvar,0.75,1.6522843316106036e-05,1.4392908778289179e-05,1.4123928949457501e-05,1.535930658730984e-05
