tag,architecture,method,seed,condition,unit,lr_now,bn_var_max,eval_b2a,eval_a2b,eval_family_f1,eval_fine_f1,eval_awbir,eval_ece,batch_b2a,batch_a2b,batch_family_f1,batch_fine_f1,batch_awbir,batch_ece
C,shallow,fisher,101,baseline,1,0.001,0.3716753125190735,0.027,0.04395291977028487,0.6158801631961194,0.5612862622559479,0.08993963014602924,0.05752387072215842,0.02075,0.04079717973503156,0.6441826200838991,0.5743537601854208,0.07530564484912411,0.052802314839156594
C,shallow,fisher,101,baseline,2,0.001,0.38617074489593506,0.002,0.04456890506245143,0.6051324154619677,0.5350264421470997,0.12130163220378712,0.11785449632276318,0.0035,0.029207179545497623,0.6361218510703612,0.5678126044598255,0.09084022814907645,0.08504156836977628
C,shallow,fisher,101,baseline,3,0.001,0.3853664696216583,0.003,0.04273042588275431,0.6573344905689376,0.5737130790955414,0.09547176857421817,0.1076265439475235,0.00175,0.04000113720361631,0.6525451733709202,0.5750784436570734,0.08226753673420388,0.09596278260036675
C,shallow,fisher,101,baseline,4,0.001,0.3726828396320343,0.00125,0.053751824264134496,0.6160118557767498,0.5512260705033163,0.1100797787424411,0.13449775514951828,0.002,0.04008642747483937,0.659153058996761,0.5748366185285542,0.08821434526584758,0.10421454325274078
C,shallow,fisher,101,baseline,5,0.001,0.38783323764801025,0.002,0.04535547089706412,0.5875724369234052,0.5349561407952238,0.10859062175094378,0.14200107732475017,0.0015,0.038409052140785806,0.6416426486916714,0.5715581019096784,0.09004288940657561,0.11623008490085268
C,shallow,fisher,101,baseline,6,0.001,0.4042496979236603,0.00275,0.04525122723223593,0.5716944630414837,0.5274768049084475,0.10759353040182466,0.15530020388793564,0.00125,0.04312844714846193,0.6157095455016611,0.5670847783484981,0.09098546922145943,0.12002148465744474
C,shallow,fisher,101,baseline,7,0.001,0.40787217020988464,0.0005,0.05917249483520024,0.6255504125707709,0.5183803907107057,0.11391609248442143,0.18346408277407913,0.0005,0.044493091488030934,0.6528314608330618,0.5761623935347963,0.09450005115840555,0.12399921748104539
C,shallow,fisher,101,baseline,8,0.001,0.40500783920288086,0.00125,0.04517541365781543,0.6349929852444574,0.5314971386116968,0.11186227405729783,0.16808063892265623,0.00125,0.043071586967646555,0.6508122489564896,0.5593218589859795,0.09529358155584575,0.13860335309883223
C,shallow,fisher,211,baseline,1,0.001,0.39811763167381287,0.017,0.044170883796743804,0.6133268867214362,0.5250334733285543,0.11375181438002059,0.09569761106032684,0.02275,0.03377494740433275,0.6640221075499687,0.5747215858682317,0.08513382401252664,0.05419213825179994
C,shallow,fisher,211,baseline,2,0.001,0.4209696650505066,0.00675,0.027416083849813307,0.6593678839917673,0.5674216878887097,0.10386445269333153,0.08998273849137842,0.003,0.02511324652679062,0.647787663155026,0.5733929987934295,0.08968998692872865,0.08408927311851003
C,shallow,fisher,211,baseline,3,0.001,0.3861592411994934,0.00075,0.06600519322984781,0.6243084600412225,0.5423297301191949,0.10781797613223722,0.13349938030776728,0.00125,0.03921457136900362,0.6398127432207678,0.5643727608256939,0.08424038963393393,0.10418420935279456
C,shallow,fisher,211,baseline,4,0.001,0.3940451741218567,0.00075,0.04401925664790281,0.6011456034800108,0.533231645323297,0.10808213681790477,0.14085317778998474,0.00175,0.029671537688823184,0.6569422711150278,0.5769344062461972,0.08997908840272967,0.09843976539972749
C,shallow,fisher,211,baseline,5,0.001,0.39301276206970215,0.0005,0.057172911809859554,0.613326977795071,0.5382751528694927,0.11567464160703868,0.16494526918366895,0.001,0.03340535622903281,0.6265952057576695,0.568285231951985,0.09550096243499666,0.11674712469096417
C,shallow,fisher,211,baseline,6,0.001,0.3942030966281891,0.0,0.04722238016716893,0.593666575416839,0.5347421087986437,0.10440711081590556,0.15148971436814695,0.00025,0.03720551164686037,0.6474208744342269,0.5804999891965275,0.09069427114423545,0.11679885888409831
C,shallow,fisher,211,baseline,7,0.001,0.4453183114528656,0.00175,0.049250393282917304,0.6182665608531637,0.5506405964051581,0.10904300199107912,0.15040541224655654,0.00175,0.03970735960273687,0.6607949215612563,0.5781089394645635,0.10381163304957895,0.12995531944642422
C,shallow,fisher,211,baseline,8,0.001,0.4305843412876129,0.00025,0.06318113758268418,0.6070297988009987,0.5414871005820467,0.11184165925397788,0.1753381793570085,0.00025,0.04068345937340081,0.6463070635345881,0.5838523054658384,0.0818829399212298,0.11761675068853279
C,shallow,fisher,307,baseline,1,0.001,0.3974641263484955,0.04,0.039811603267565054,0.6454388367511256,0.5569521787803965,0.10099261317686299,0.07633434696333904,0.04525,0.032931521388904685,0.6849515298855113,0.5948401969296541,0.06607794402243362,0.047517092078890016
C,shallow,fisher,307,baseline,2,0.001,0.377566933631897,0.01825,0.03443831618051212,0.6070874733918371,0.5434187598888274,0.1081437655594388,0.12342213689618997,0.006,0.03478895396220694,0.6578167706398624,0.5803444288360389,0.08358871631778522,0.08314381970111351
C,shallow,fisher,307,baseline,3,0.001,0.48690199851989746,0.009,0.03714865146604499,0.6001541414836729,0.5270902280051708,0.10712972933151316,0.09843039333220042,0.00275,0.03194594492143819,0.6473418812997598,0.5803589512841169,0.08821952131928279,0.08637890390802057
C,shallow,fisher,307,baseline,4,0.001,1.4113870859146118,1.0,9.476696802562498e-05,0.2138778194717133,0.20105097710302217,0.1859999749486075,0.2407814486561707,0.003,0.02867648452455412,0.6796881281203705,0.5924016325776116,0.07842583317166484,0.07870868499891948
C,shallow,fisher,307,baseline,5,0.001,0.3891841471195221,0.0025,0.03929986164022668,0.6080062608615625,0.5393876548845443,0.10955892636932933,0.14439414732563385,0.001,0.03541441595117606,0.6428425946681996,0.58740154612775,0.08124976970849268,0.10096076759590099
C,shallow,fisher,307,baseline,6,0.001,0.39980757236480713,0.00025,0.047355053922404806,0.6026852876232113,0.5392736765826566,0.10800469349538126,0.14000226549950087,0.0005,0.03512063835029662,0.6581615596525432,0.5828280190761631,0.09183189777659585,0.11161251442777244
C,shallow,fisher,307,baseline,7,0.001,0.4238100051879883,0.00025,0.056575879911298116,0.5872587510079694,0.5278852565956624,0.10886187049069039,0.15620901499268683,0.00075,0.035660810068042684,0.6686183303161033,0.5851667902538948,0.08218823276557485,0.11507454087521342
C,shallow,fisher,307,baseline,8,0.001,1.5333285331726074,1.0,8.529027122306249e-05,0.2025110076636876,0.20743019893357428,0.2676254752110874,0.274627116668341,0.00275,0.0351016849566915,0.643393689610094,0.5770562414533122,0.09018959687917195,0.12541814432387188
