tag,architecture,method,seed,condition,unit,lr_now,bn_var_max,eval_b2a,eval_a2b,eval_family_f1,eval_fine_f1,eval_awbir,eval_ece,batch_b2a,batch_a2b,batch_family_f1,batch_fine_f1,batch_awbir,batch_ece
B,shallow,saber_v2,307,cosine_decay,5,0.0003155717009792784,0.3834920823574066,0.00175,0.040835086522241805,0.6046494927691027,0.5500839672119211,0.10010224465735627,0.1333284848616545,0.00125,0.030780311214722997,0.6574537646299378,0.5916868246232829,0.07669889323691308,0.08709631197105086
B,shallow,saber_v2,307,cosine_decay,6,0.00015498214331265782,0.3933774530887604,0.001,0.045611341710733305,0.6021653642414297,0.5401057329007832,0.0992075956770284,0.14436422733191437,0.001,0.03286518451128675,0.6599019315756677,0.5865959417411291,0.07442378000541444,0.0948028927254548
B,shallow,saber_v2,307,cosine_decay,7,4.7679631406912874e-05,0.4152849018573761,0.001,0.04910824283087887,0.6052137896885389,0.5414744107842141,0.10219830453297181,0.14227441031410523,0.00075,0.03412558518602756,0.6738247074106488,0.5969113234031364,0.07077574786311928,0.08926492669798
B,shallow,saber_v2,307,cosine_decay,8,1e-05,1.440442681312561,0.68375,0.009050245446447187,0.25505333533462743,0.23464462793269586,0.3379552420833323,0.13844202622265203,0.00075,0.03400238812759425,0.6684738867476976,0.5950416160040212,0.07092656299586311,0.08920651944810085
B,deep,fisher,401,cosine_decay,1,0.0009336825748732947,5.1443963050842285,0.00025,0.056073614980762305,0.6271056759509497,0.5155657751019906,0.04694913867047783,0.22540004109138842,0.00025,0.04179223289930062,0.6035294790069582,0.5250838225853975,0.05190156844646494,0.17569627616785571
B,deep,fisher,401,cosine_decay,2,0.0007524999999999974,5.029486179351807,0.422,0.02108565038570156,0.4621478571709766,0.4376212799227297,0.1140592645746767,0.30031903977266877,0.0,0.044900589450541116,0.5938134451286275,0.5271589119080139,0.13658511850433466,0.18922037967964675
B,deep,fisher,401,cosine_decay,3,0.0005049999999999984,4.902265548706055,0.0,0.05653797312408787,0.6056157477219144,0.5180005682046362,0.03993962292567249,0.24150976881979128,0.0,0.04363071207899775,0.5875965342846536,0.5205380405709774,0.07021114442769141,0.19854217795918927
B,deep,fisher,401,cosine_decay,4,0.000257499999999999,5.067990779876709,0.0,0.05867970660146699,0.5953347964030411,0.5470782065361693,0.02264963978602614,0.23753500240143208,0.0,0.04375390913743106,0.5651973719481993,0.5098606774174503,0.14031573856377325,0.20538421999308562
B,deep,fisher,401,cosine_decay,5,7.631742512670273e-05,4.7862982749938965,0.0,0.06117207786054093,0.5941981087401266,0.5202661450243588,0.06291866359973998,0.25046370990565436,0.0,0.04716551998635356,0.5754887548330453,0.5201546641647985,0.12228364293148522,0.21029619322095328
B,deep,fisher,401,cosine_decay,6,1e-05,4.773355484008789,0.0,0.059523132616895055,0.6164154956946869,0.5473107600371104,0.031220292055661025,0.24296570865971692,0.00025,0.04756354125206118,0.5729782356275838,0.5122889461103178,0.12844540324470569,0.2144380978721541
B,deep,saber_v2,401,cosine_decay,1,0.0009336825748732947,9.835185050964355,0.0,0.06005382763783856,0.5851417406456698,0.5089251666189715,0.06800741960758526,0.19782805160948153,0.00025,0.04293891321241068,0.5834622742435047,0.5251524512738034,0.045003828092778565,0.1468338715371765
B,deep,saber_v2,401,cosine_decay,2,0.0007524999999999974,9.972967147827148,0.4585,0.016896950398968935,0.40386364585974627,0.3437506617464795,0.11907724765092301,0.33506456287554387,0.0,0.04863440799075074,0.5919483144161395,0.5288417175797029,0.04751139409253714,0.17532934897361035
B,deep,saber_v2,401,cosine_decay,3,0.0005049999999999984,9.706159591674805,0.0,0.0597884801273668,0.590311413238201,0.5144946617347096,0.043334092571617966,0.2278420979841452,0.00025,0.04329902769090806,0.5910840799186459,0.5335880818512818,0.05237935203375062,0.17990499063587567
B,deep,saber_v2,401,cosine_decay,4,0.000257499999999999,9.643200874328613,0.0,0.05658535660810068,0.5948782781969771,0.537926152299364,0.03145099000240546,0.23080909948808942,0.00025,0.04625575709330756,0.5757250183719695,0.5176802718343241,0.08291609149076049,0.18888747237990472
B,deep,saber_v2,401,cosine_decay,5,7.631742512670273e-05,9.632734298706055,0.0,0.062356664960861244,0.5796108004110121,0.5044433951262252,0.06722972175576865,0.2438416018771099,0.00025,0.04847330414510718,0.5728085190601333,0.5182598838476987,0.08976928563256989,0.19789714314854792
B,deep,saber_v2,401,cosine_decay,6,1e-05,9.575571060180664,0.0,0.060233884877087245,0.6022875473415331,0.535507764968206,0.036951971577328456,0.23595144396918152,0.00025,0.04798051591137393,0.5732149039142408,0.5158125706424825,0.0899087529344965,0.2012156298706377
B,shallow,fisher,307,lr_1e-4,1,0.0001,0.3946380019187927,0.20375,0.045800875646784554,0.5581226035396184,0.5327634726520484,0.12491748934952457,0.039637482271322355,0.2355,0.04158374556964425,0.5645866413180052,0.5465153397670148,0.10926457709380985,0.054627465095539465
B,shallow,fisher,307,lr_1e-4,2,0.0001,0.36949941515922546,0.164,0.03728132522128087,0.575499246440569,0.5336278925986907,0.1193074236232636,0.05128591059446678,0.19125,0.035367032467163245,0.585521500309572,0.5470127199327564,0.10132802466011644,0.056847948802586125
B,shallow,fisher,307,lr_1e-4,3,0.0001,0.4715763032436371,0.15225,0.042266067739428745,0.552057882757547,0.49898381357496163,0.14551067053743819,0.05746597836442254,0.1205,0.03400238812759425,0.5900647245380503,0.5438241742244351,0.08828756332868164,0.06060712559887876
B,shallow,fisher,307,lr_1e-4,4,0.0001,1.3470258712768555,1.0,0.0,0.23557141682773683,0.21943380866455597,0.26332064264428784,0.10121435438320237,0.10675,0.03260931369761756,0.6095066983782814,0.5509525350043469,0.08650964825124816,0.06318679735111837
B,shallow,fisher,307,lr_1e-4,5,0.0001,0.37090003490448,0.06575,0.040531832224559805,0.6032433911419691,0.5467269454109307,0.1007174595459014,0.05768517112367066,0.09525,0.03135838971967931,0.620429460700989,0.558067082966449,0.08276904502395607,0.06051811724074222
B,shallow,fisher,307,lr_1e-4,6,0.0001,0.37900519371032715,0.0415,0.04128996796876481,0.5981993717423744,0.5424442937053793,0.10329438855404266,0.07146019928052404,0.07475,0.030514963704251247,0.6242973237987997,0.5586350095838769,0.08571331239294151,0.06267425626626894
B,shallow,fisher,307,lr_1e-4,7,0.0001,0.3999316990375519,0.035,0.039536779060290746,0.6106557713745828,0.5468983304589562,0.10148945286105342,0.07966379661795862,0.04925,0.03186065465021512,0.6314033766987657,0.5602698897736486,0.08239964262553992,0.0647277362157541
B,shallow,fisher,307,lr_1e-4,8,0.0001,1.4258570671081543,1.0,0.0,0.21599125778345452,0.21024136141316507,0.24388697773594845,0.11161469721718704,0.0405,0.03048653361384356,0.6231984915714595,0.5587901515483917,0.07974680984770485,0.06844479512577817
B,shallow,saber_v2,307,lr_1e-4,1,0.0001,0.39453548192977905,0.26275,0.04436041773279506,0.558332301074295,0.5443609077188194,0.12951822314867747,0.04666884205259842,0.32275,0.03589772748810675,0.5715545842679806,0.5521686410873974,0.09936754548661272,0.04254051988783967
B,shallow,saber_v2,307,lr_1e-4,2,0.0001,0.37004339694976807,0.2165,0.037717253274198746,0.5801813876832678,0.5450698799079239,0.12592711254002262,0.05376406261959191,0.279,0.03165216732055875,0.597550128190401,0.5564546555682504,0.09760833159230149,0.04594840056839968
B,shallow,saber_v2,307,lr_1e-4,3,0.0001,0.4747050404548645,0.1325,0.04183013968651087,0.55624041157435,0.5179444211547244,0.14420010047835996,0.04624619811977198,0.173,0.02992740850249237,0.6172652188375373,0.5592880646788035,0.0782506128697381,0.043490917628059796
B,shallow,saber_v2,307,lr_1e-4,4,0.0001,1.3496910333633423,0.8695,0.014906844070430811,0.2787329825296739,0.2809119917873302,0.3234576081955937,0.10083174093294961,0.14375,0.027785675025113248,0.6352751240073783,0.5669060299929378,0.0762059204037864,0.03889613937855128
B,shallow,saber_v2,307,lr_1e-4,5,0.0001,0.3759768605232239,0.0615,0.039015560736149806,0.6129343485736699,0.5550029167256935,0.10209092951625788,0.061699339221803484,0.098,0.02832584674285931,0.6393201982094308,0.5698155579333782,0.07417484154557949,0.04051525670282983
B,shallow,saber_v2,307,lr_1e-4,6,0.0001,0.38505852222442627,0.05,0.03562290328083243,0.6105214849932259,0.5488807419716066,0.10180847586318124,0.06754062389095998,0.08475,0.025549174579708497,0.6481808183995127,0.5727071246036313,0.07959264826519342,0.04354360948812748
B,shallow,saber_v2,307,lr_1e-4,7,0.0001,0.40636563301086426,0.0385,0.034447792877314684,0.6227175560151164,0.5525398201584588,0.10016457903161033,0.06673127670056098,0.0445,0.027264456700972307,0.6644528175857347,0.5806773505061248,0.0730685378953762,0.03922595552176673
B,shallow,saber_v2,307,lr_1e-4,8,0.0001,1.430779218673706,0.79575,0.017920433653645686,0.2665016598758403,0.24430969256003565,0.323538356864742,0.1248334195091162,0.04375,0.026222020052690434,0.6520475197335743,0.573531571862459,0.07710716574331988,0.05088330532600435
B,deep,fisher,401,lr_1e-4,1,0.0001,5.134727478027344,0.03975,0.05478478421561381,0.5820788362368738,0.525256430681498,0.14254086553251313,0.1311850070178455,0.08575,0.03664638653550918,0.577235778544713,0.5436688185642605,0.19096130526912403,0.07460959941562723
B,deep,fisher,401,lr_1e-4,2,0.0001,4.753332614898682,0.519,0.011220409014233998,0.366799002306224,0.3217476010140604,0.11038437394008614,0.432203296006473,0.01025,0.03887341028411137,0.5820369157716732,0.5355615644162823,0.15359193101108629,0.1145048290007424
B,deep,fisher,401,lr_1e-4,3,0.0001,4.617873191833496,0.00025,0.055353386023767555,0.614971148026569,0.538296566198339,0.04712558774560191,0.18708967913770091,0.00075,0.03969788290593431,0.5902491367768534,0.5368199350841429,0.10799029257659568,0.1364684668886242
B,deep,fisher,401,lr_1e-4,4,0.0001,4.703292369842529,0.00175,0.049885331968688995,0.5828725989487098,0.5481727887971856,0.02134933636148593,0.20380301676515786,0.00025,0.03974526638994712,0.5879960649714996,0.5319257399635544,0.11717260390568086,0.1440959574693142
B,deep,fisher,401,lr_1e-4,5,0.0001,4.769598960876465,0.0,0.057087621538636495,0.6127330738959835,0.539433477478771,0.04667733478778595,0.2063266021359198,0.0,0.043175830632474745,0.58790669215342,0.5371405125106833,0.10632108382674137,0.15646171302979725
B,deep,fisher,401,lr_1e-4,6,0.0001,4.789248943328857,0.0,0.05539129281097781,0.6083021028846768,0.546425758254987,0.029958883108212032,0.20631517498957788,0.0,0.044512044881636056,0.5810612041821925,0.5289153275441651,0.11790543427843318,0.16623755345968053
B,deep,saber_v2,401,lr_1e-4,1,0.0001,8.508410453796387,0.0,0.06252724550330736,0.5648948228455741,0.49666530190173563,0.11998004445348832,0.10749302384519795,0.00025,0.04210496389378518,0.5810291974978958,0.520110909162767,0.10289326059260118,0.047545030615483076
B,deep,saber_v2,401,lr_1e-4,2,0.0001,8.824037551879883,0.31825,0.02147419495460662,0.40500873259877657,0.3733561181208055,0.14081577920451216,0.22222341321380637,0.0,0.03929038494342412,0.5793410324274899,0.5240451851337992,0.09023322435749852,0.074851312876315
B,deep,saber_v2,401,lr_1e-4,3,0.0001,8.579950332641602,0.0,0.06148480885502549,0.5773081855718931,0.5073188363734984,0.07804319306819024,0.163577660879078,0.00025,0.03908189761376774,0.5833274488452524,0.5243197786180593,0.08303920403455549,0.10139132676555261
B,deep,saber_v2,401,lr_1e-4,4,0.0001,8.675455093383789,0.0,0.058300638729364494,0.5963738325869711,0.5400581666415625,0.04514663952083906,0.16910442463931782,0.00025,0.037594056215765434,0.5849592438661636,0.5234080125928957,0.07115714445598913,0.11192369422585968
B,deep,saber_v2,401,lr_1e-4,5,0.0001,8.587700843811035,0.0,0.06288735998180474,0.5802126633974862,0.5051847918105344,0.07634518585132842,0.192723834642739,0.0,0.040854039915846935,0.5855385204219078,0.5272205694690618,0.07630074119595952,0.1269807506529371
B,deep,saber_v2,401,lr_1e-4,6,0.0001,8.413439750671387,0.0,0.060546615871571806,0.6035231664379394,0.5347889605741426,0.04407786720399277,0.187267693663039,0.00025,0.04153636208563143,0.588359781506597,0.5296680166147166,0.07358184372362192,0.1362166428927152
B,shallow,fisher,307,batch_256,1,0.001,0.3589935302734375,0.01575,0.04087299330945206,0.6502680107040688,0.5483205276757543,0.10082345081322135,0.10327933459617052,0.01425,0.029785258050453935,0.6929587524315182,0.591577301092857,0.0687388568342026,0.06344705974705554
B,shallow,fisher,307,batch_256,2,0.001,0.4091000258922577,0.00425,0.03965997611872406,0.6067772299092482,0.49991094581152107,0.1170472002070182,0.16563588002991486,0.00075,0.03432459581888137,0.6734271280127154,0.5853951988886982,0.0811743562695142,0.09850142093718664
B,shallow,fisher,307,batch_256,3,0.001,0.3819383978843689,0.00125,0.04587668922120506,0.612849262774751,0.5449486693196235,0.10979182644413751,0.1429925421664581,0.00075,0.034353025909289056,0.655992750183966,0.5900846967182044,0.09698950742241452,0.11217719584115289
B,shallow,fisher,307,batch_256,4,0.001,0.693962812423706,0.3295,0.013618013305282312,0.44650276344527373,0.3739373072845056,0.12573974837194374,0.14245216641434688,0.00025,0.033964481340383997,0.6531574277355978,0.5807430320289143,0.0832794811004828,0.10408106872160133
B,shallow,fisher,307,batch_256,5,0.001,0.4480758607387543,0.00075,0.04543128447148462,0.656709330675126,0.5739347090107636,0.11020527486690833,0.1423389330339565,0.00075,0.03549970622239912,0.6751008542285606,0.5894795632707437,0.09080671276248109,0.12524475295309662
B,shallow,fisher,307,batch_256,6,0.001,0.5858516693115234,0.0045,0.04170694262807756,0.6123978860543574,0.5377207387676526,0.10356959453966118,0.14602618674761048,0.00025,0.03557551979681962,0.6416308043522707,0.578123871538412,0.08994673904743274,0.13214171086647716
B,shallow,fisher,307,batch_256,7,0.001,0.5459019541740417,0.0015,0.05040655029282993,0.67689921698189,0.5446884426078198,0.11231303387165785,0.15185127819391037,0.0005,0.03769829988059362,0.7008693907202485,0.5933186725094869,0.086789904817899,0.13060672248103214
B,shallow,fisher,307,batch_256,8,0.001,1.0166420936584473,0.9965,0.00013267375523587499,0.1973327620649705,0.25280943201396555,0.13906279405596114,0.262408319857286,0.00025,0.030477056917040998,0.657821742488366,0.5792442552391165,0.08599647437265749,0.1334742681159542
B,shallow,saber_v2,307,batch_256,1,0.001,0.3610919713973999,0.0125,0.03745190576372699,0.6650554349972329,0.5717614029019991,0.09242256885372784,0.0771137158466121,0.00425,0.02776672163150812,0.71436573540774,0.6150202474908457,0.06144657246439389,0.04406326721934906
B,shallow,saber_v2,307,batch_256,2,0.001,0.3904068171977997,0.00375,0.043062110270843994,0.5533075561328851,0.5105594427394521,0.13946221532805003,0.12663981970395863,0.00275,0.037906787210249995,0.6490935745919924,0.5784672430695527,0.07999118020215737,0.08910227629485688
B,shallow,saber_v2,307,batch_256,3,0.001,0.36315348744392395,0.001,0.03657057296108868,0.603472666152485,0.541273232485218,0.11974973388029184,0.14107085180082204,0.0005,0.02339796440552681,0.6794015674594077,0.6034245951384254,0.08628494481545507,0.09568101714448292
B,shallow,saber_v2,307,batch_256,4,0.001,0.673119306564331,0.021,0.07593677147893331,0.4225609867063246,0.3808611779539869,0.17185293669792753,0.12627046519276888,0.00025,0.03592615757851443,0.6759776353982452,0.5991037477668149,0.07197406796701511,0.0847673157702649
B,shallow,saber_v2,307,batch_256,5,0.001,0.3922065198421478,0.001,0.05320217584958587,0.5965560642115336,0.5407396068814415,0.11496009903160788,0.15924902134580105,0.00075,0.04243664828187487,0.6432223136078112,0.5735000575812643,0.09501647237090698,0.1321778084754287
B,shallow,saber_v2,307,batch_256,6,0.001,0.4164124131202698,0.00125,0.049667367942230055,0.5742293133827914,0.5183536670377735,0.11634803188188445,0.1480323825772806,0.00075,0.034457269574117246,0.6540383108093073,0.5982866733451252,0.07874424794497117,0.11012217844429345
B,shallow,saber_v2,307,batch_256,7,0.001,0.46703195571899414,0.0,0.0644131081670173,0.602226864593052,0.5281902365727918,0.11557129808666163,0.15098923274446038,0.0005,0.03531964898315043,0.6992096543542945,0.6022609616056391,0.07785799596743262,0.11932485567115952
B,shallow,saber_v2,307,batch_256,8,0.001,0.9874179363250732,0.419,0.053116885578362805,0.30872060657706224,0.31769994377337496,0.20045338619092562,0.11907706394720939,0.00025,0.039034514129754935,0.6592733314386633,0.5777950919104989,0.08863749974650052,0.13422820508249333
B,deep,fisher,401,batch_256,1,0.001,5.266528129577637,0.0,0.05571350050226493,0.6651389763360933,0.5469633098812478,0.03582349824008463,0.21632646352264306,0.0,0.038210041507931995,0.6559827327393043,0.5622007649429042,0.019107373031000137,0.16519863124134374
B,deep,fisher,401,batch_256,2,0.001,5.7383575439453125,0.0,0.06757832489907317,0.6272597288596687,0.5505233373538472,0.036317711910994914,0.21689644031820832,0.0,0.050766664771327304,0.606375605196303,0.571120945188261,0.03986398659786393,0.16850648034566781
B,deep,fisher,401,batch_256,3,0.001,6.315315246582031,0.0,0.06565455544815299,0.6520959779739197,0.5663683525643561,0.03291863563446483,0.21657462576173248,0.00075,0.046739068630238245,0.6236154436313075,0.5467890500637487,0.025984012185760297,0.1848305355868542
B,deep,fisher,401,batch_256,4,0.001,6.101780891418457,0.0,0.06041394211633593,0.6551333578609301,0.5544649086477824,0.03766823569441308,0.23140173337539344,0.0,0.04485320596652831,0.6641952791775778,0.585773514209147,0.023585667229132835,0.18343534470810993
B,deep,fisher,401,batch_256,5,0.001,8.456465721130371,0.0,0.059636852978525806,0.5521782428332462,0.4910685128616614,0.13294737817347316,0.2513318232007526,0.0,0.04516593696101287,0.5563378171837847,0.5104580663394378,0.16737496696081702,0.20739374034469632
B,deep,fisher,401,batch_256,6,0.001,9.432843208312988,0.0,0.054329902769090804,0.6731696380006191,0.5796161652895221,0.023987539506526184,0.21696474676044852,0.0005,0.04446466139762324,0.6720875211754821,0.6004729842555092,0.022274785741167487,0.180836065375136
B,deep,saber_v2,401,batch_256,1,0.001,10.270635604858398,0.0,0.07038342715263168,0.5825627060571974,0.4726952906877241,0.08536792773568455,0.2551789892263668,0.0,0.046625348268607494,0.574949786969897,0.5045927897145353,0.05023816730355952,0.19547347137865947
B,deep,saber_v2,401,batch_256,2,0.001,10.976461410522461,0.0,0.06928413032353443,0.6273102662196272,0.5528710893369024,0.053824329815936656,0.2158321063478086,0.0,0.05054870074486837,0.6042515780605761,0.5531236777715185,0.03217963908912319,0.18417264110440054
B,deep,saber_v2,401,batch_256,3,0.001,10.528112411499023,0.0,0.06192073690794337,0.6590794493719684,0.565846672360963,0.04619343987138743,0.22289803205238296,0.00075,0.04893766228843274,0.65855443097198,0.5678125782948504,0.015356828348221246,0.1818425181665174
B,deep,saber_v2,401,batch_256,4,0.001,12.907310485839844,0.00025,0.06048027899395387,0.5717384169583027,0.515253798942239,0.07817593474727155,0.24183213965020423,0.0,0.04211444059058774,0.5892656200025215,0.5362814293103143,0.04326770788194047,0.1897354083968544
B,deep,saber_v2,401,batch_256,5,0.001,13.724272727966309,0.0,0.06277363962017399,0.6005402018962216,0.5148007691247303,0.07285960488352794,0.24107121844721086,0.00075,0.04710865980553818,0.5922212868326173,0.529195404173552,0.05371463582850265,0.19941284340980298
B,deep,saber_v2,401,batch_256,6,0.001,14.185050010681152,0.0005,0.05853755614942856,0.6318488493363005,0.5645961960892183,0.042695370960233785,0.23457187974076935,0.001,0.051183639430640054,0.6394995645168742,0.5914314640094308,0.025889662405193838,0.1830231787313519
B,shallow,fisher,307,bn_momentum_0.01,1,0.001,0.47832784056663513,0.0425,0.03827637838554993,0.5853415661518476,0.5070252477035455,0.10690509519048493,0.0412499596238365,0.04525,0.032931521388904685,0.6849515298855113,0.5948401969296541,0.06607794402243362,0.047517092078890016
B,shallow,fisher,307,bn_momentum_0.01,2,0.001,0.4915473759174347,0.02025,0.03573662364246318,0.555648653879585,0.5003302730757228,0.1173211765347505,0.083150057329026,0.006,0.03478895396220694,0.6578167706398624,0.5803444288360389,0.08358871631778522,0.08314381970111351
B,shallow,fisher,307,bn_momentum_0.01,3,0.001,0.5627400875091553,0.0175,0.02731184018498512,0.5682054178262859,0.4799077219823475,0.14423280612375028,0.11801429757446888,0.00275,0.03194594492143819,0.6473418812997598,0.5803589512841169,0.08821952131928279,0.08637890390802057
B,shallow,fisher,307,bn_momentum_0.01,4,0.001,0.6087115406990051,0.0245,0.03966945281552662,0.5502037607679846,0.47301965128897705,0.13101949342408525,0.09008064076179527,0.003,0.02867648452455412,0.6796881281203705,0.5924016325776116,0.07842583317166484,0.07870868499891948
B,shallow,fisher,307,bn_momentum_0.01,5,0.001,0.5312486290931702,0.031,0.044730008908095,0.5628032772018167,0.47870822462201496,0.13591213639919078,0.12413404802280256,0.001,0.03541441595117606,0.6428425946681996,0.58740154612775,0.08124976970849268,0.10096076759590099
B,shallow,fisher,307,bn_momentum_0.01,6,0.001,0.4712033271789551,0.001,0.047762551884914996,0.5485381913414064,0.513433580561931,0.12336328261749123,0.12672084611264633,0.0005,0.03512063835029662,0.6581615596525432,0.5828280190761631,0.09183189777659585,0.11161251442777244
B,shallow,fisher,307,bn_momentum_0.01,7,0.001,0.42946192622184753,0.0035,0.039726312996341995,0.6212893706189779,0.5292903210708249,0.10342201605191428,0.138410868457391,0.00075,0.035660810068042684,0.6686183303161033,0.5851667902538948,0.08218823276557485,0.11507454087521342
B,shallow,fisher,307,bn_momentum_0.01,8,0.001,0.6180734634399414,0.05575,0.033121055324955934,0.5441919031151955,0.4695384447889547,0.12240724499672838,0.12546634508395432,0.00275,0.0351016849566915,0.643393689610094,0.5770562414533122,0.09018959687917195,0.12541814432387188
B,shallow,saber_v2,307,bn_momentum_0.01,1,0.001,0.4861336052417755,0.0215,0.045298610716248744,0.5968938971759312,0.5454067526561381,0.15311274686283444,0.03886512315466811,0.03725,0.022601921874111558,0.7177037248301626,0.6178688821037565,0.049198922891056436,0.021130530242308706
B,shallow,saber_v2,307,bn_momentum_0.01,2,0.001,0.4971626102924347,0.02225,0.0372244650404655,0.5667390056805988,0.5128560784293171,0.13901514798589146,0.08688548355055183,0.007,0.027738291541100434,0.6874663351335646,0.5902784818566805,0.0802032565693158,0.07947719734084398
B,shallow,saber_v2,307,bn_momentum_0.01,3,0.001,0.5625948905944824,0.003,0.07059191448228805,0.5485893322729806,0.49281773014047614,0.19303138142867537,0.11048438361319173,0.003,0.03481738405261462,0.6524167913528482,0.5796933481348915,0.0809002453282894,0.08602402193626461
B,shallow,saber_v2,307,bn_momentum_0.01,4,0.001,0.6143337488174438,0.00375,0.05680332063455962,0.5564976129565202,0.5015833987811295,0.16575299960729664,0.07687232631215948,0.001,0.035660810068042684,0.6514235996311459,0.5863503569270322,0.08033049462921295,0.08163432745108135
B,shallow,saber_v2,307,bn_momentum_0.01,5,0.001,0.5309352874755859,0.00025,0.06395822672049431,0.5232862522540663,0.463304494752085,0.17669319797420938,0.1424600440409648,0.0015,0.03753719603495006,0.6544487703422194,0.6002425608601841,0.0768397380187214,0.08850612345534128
B,shallow,saber_v2,307,bn_momentum_0.01,6,0.001,0.4680076539516449,0.0045,0.03278937093686624,0.5901548101679249,0.5384657091645445,0.10420356136644676,0.10356217863421627,0.00075,0.02491423589393681,0.6883125474456365,0.6023064974914895,0.07769688177046118,0.0951476962992158
B,shallow,saber_v2,307,bn_momentum_0.01,7,0.001,0.43144506216049194,0.00125,0.056983377873808305,0.5914237864361803,0.5128180987328532,0.11965968724016164,0.16810009183007552,0.001,0.03955573245389587,0.6747650682854754,0.5935902282897193,0.07836309291810842,0.11408447138319985
B,shallow,saber_v2,307,bn_momentum_0.01,8,0.001,0.6105517745018005,0.006,0.03518697522791456,0.5955382779562352,0.5193513129757479,0.11394504229700776,0.10306814939372946,0.00075,0.033443263016243056,0.6532020863103392,0.5771971983737981,0.08807155447548794,0.1224874767854836
B,deep,fisher,401,bn_momentum_0.01,1,0.001,4.910939693450928,0.05525,0.04426565076476943,0.5337509822349047,0.5022651823043564,0.05794666556754839,0.20798348384293808,0.0,0.041346828149580184,0.5748889321575913,0.5157864769878663,0.10692296522356837,0.17498047640868686
B,deep,fisher,401,bn_momentum_0.01,2,0.001,5.695771217346191,0.28575,0.02457307480904456,0.4949874616288413,0.4911068527232422,0.10126373263460214,0.2505985364868346,0.0,0.046540057997384435,0.5948390114079793,0.5272857475069012,0.04733733581581334,0.18837149477187212
