architecture,method,seed,unit,batch_index,loss,benign_fraction
shallow,fisher,307,8,199,0.5272967219352722,0.064453125
shallow,fisher,307,8,200,0.49275803565979004,0.0595703125
shallow,fisher,307,8,201,0.49956122040748596,0.0546875
shallow,fisher,307,8,202,0.5718703269958496,0.0556640625
shallow,fisher,307,8,203,0.5772340297698975,0.0546875
shallow,fisher,307,8,204,0.5958956480026245,0.05859375
shallow,fisher,307,8,205,0.4826631546020508,0.0546875
shallow,fisher,307,8,206,0.546656608581543,0.046875
shallow,fisher,307,8,207,0.5313819050788879,0.0556640625
shallow,fisher,307,8,208,0.529902458190918,0.05859375
shallow,fisher,307,8,209,0.5872306823730469,0.052734375
shallow,fisher,307,8,210,0.6037419438362122,0.0673828125
shallow,fisher,307,8,211,0.4943203330039978,0.05078125
shallow,fisher,307,8,212,0.5230339765548706,0.060546875
shallow,fisher,307,8,213,0.5613997578620911,0.056640625
shallow,fisher,307,8,214,0.4988686740398407,0.0537109375
shallow,fisher,307,8,215,0.5458734631538391,0.0654296875
shallow,fisher,307,8,216,0.5055993795394897,0.044921875
shallow,fisher,307,8,217,0.5276702046394348,0.0654296875
shallow,fisher,307,8,218,0.5611875057220459,0.0517578125
shallow,fisher,307,8,219,0.5220764875411987,0.048828125
shallow,fisher,307,8,220,0.5353572964668274,0.0546875
shallow,fisher,307,8,221,0.5485211610794067,0.044921875
shallow,fisher,307,8,222,0.46815598011016846,0.0615234375
shallow,fisher,307,8,223,0.5251055359840393,0.05078125
shallow,fisher,307,8,224,0.5385875105857849,0.0625
shallow,fisher,307,8,225,0.4944288730621338,0.0625
shallow,fisher,307,8,226,0.5515991449356079,0.046875
shallow,fisher,307,8,227,0.5339758396148682,0.041015625
shallow,fisher,307,8,228,0.4516419470310211,0.060546875
shallow,fisher,307,8,229,0.47671443223953247,0.0498046875
shallow,fisher,307,8,230,0.5078525543212891,0.0576171875
shallow,fisher,307,8,231,0.5254212617874146,0.041015625
shallow,fisher,307,8,232,0.5509509444236755,0.0517578125
shallow,fisher,307,8,233,0.5304532051086426,0.056640625
shallow,fisher,307,8,234,0.5012694597244263,0.05078125
shallow,fisher,307,8,235,0.4929998517036438,0.0419921875
shallow,fisher,307,8,236,0.536948025226593,0.0595703125
shallow,fisher,307,8,237,0.46553835272789,0.0546875
shallow,fisher,307,8,238,0.4511938989162445,0.056640625
shallow,fisher,307,8,239,0.5239511132240295,0.0498046875
shallow,fisher,307,8,240,0.5301708579063416,0.0556640625
shallow,fisher,307,8,241,0.46311402320861816,0.0341796875
shallow,fisher,307,8,242,0.5347368717193604,0.060546875
shallow,fisher,307,8,243,1.3191759586334229,0.048828125
shallow,fisher,307,8,244,0.5885098576545715,0.0625
shallow,fisher,307,8,245,0.5924537181854248,0.05859375
shallow,fisher,307,8,246,0.5914161801338196,0.0517578125
shallow,fisher,307,8,247,0.5238027572631836,0.0576171875
shallow,fisher,307,8,248,0.5559655427932739,0.0546875
shallow,fisher,307,8,249,0.5761467814445496,0.052734375
shallow,fisher,307,8,250,0.49489080905914307,0.04731861129403114
shallow,saber_v2,307,1,0,1.1323859691619873,0.056640625
shallow,saber_v2,307,1,1,1.069596529006958,0.0498046875
shallow,saber_v2,307,1,2,0.9187029600143433,0.064453125
shallow,saber_v2,307,1,3,0.8753419518470764,0.052734375
shallow,saber_v2,307,1,4,0.7985759973526001,0.0625
shallow,saber_v2,307,1,5,0.9868585467338562,0.0537109375
shallow,saber_v2,307,1,6,0.9610142707824707,0.0400390625
shallow,saber_v2,307,1,7,0.8387007713317871,0.068359375
shallow,saber_v2,307,1,8,0.8002177476882935,0.0478515625
shallow,saber_v2,307,1,9,0.9181951284408569,0.0595703125
shallow,saber_v2,307,1,10,0.9310433864593506,0.048828125
shallow,saber_v2,307,1,11,0.8844221830368042,0.05859375
shallow,saber_v2,307,1,12,0.7744755744934082,0.0380859375
shallow,saber_v2,307,1,13,0.791019856929779,0.05859375
shallow,saber_v2,307,1,14,0.7734745740890503,0.0615234375
shallow,saber_v2,307,1,15,0.9127954244613647,0.0439453125
shallow,saber_v2,307,1,16,0.8113043904304504,0.0546875
shallow,saber_v2,307,1,17,0.854914665222168,0.046875
shallow,saber_v2,307,1,18,0.7359651327133179,0.041015625
shallow,saber_v2,307,1,19,0.7855314016342163,0.056640625
shallow,saber_v2,307,1,20,0.8335869908332825,0.0458984375
shallow,saber_v2,307,1,21,0.7648963332176208,0.052734375
shallow,saber_v2,307,1,22,0.755681574344635,0.0693359375
shallow,saber_v2,307,1,23,0.8053164482116699,0.0537109375
shallow,saber_v2,307,1,24,0.8241851329803467,0.0673828125
shallow,saber_v2,307,1,25,0.8299591541290283,0.0537109375
shallow,saber_v2,307,1,26,0.8048162460327148,0.04296875
shallow,saber_v2,307,1,27,0.7578363418579102,0.0673828125
shallow,saber_v2,307,1,28,0.8004841208457947,0.0576171875
shallow,saber_v2,307,1,29,0.7793983817100525,0.0595703125
shallow,saber_v2,307,1,30,0.7800102233886719,0.048828125
shallow,saber_v2,307,1,31,0.7991189360618591,0.046875
shallow,saber_v2,307,1,32,0.8142989277839661,0.0439453125
shallow,saber_v2,307,1,33,0.7705157399177551,0.052734375
shallow,saber_v2,307,1,34,0.8646672368049622,0.0537109375
shallow,saber_v2,307,1,35,0.7038481831550598,0.0537109375
shallow,saber_v2,307,1,36,0.7843763828277588,0.048828125
shallow,saber_v2,307,1,37,0.6673505902290344,0.060546875
shallow,saber_v2,307,1,38,0.8594008088111877,0.0625
shallow,saber_v2,307,1,39,0.7476937770843506,0.0576171875
shallow,saber_v2,307,1,40,0.7174816131591797,0.0537109375
shallow,saber_v2,307,1,41,0.7973235249519348,0.05078125
shallow,saber_v2,307,1,42,0.7915164828300476,0.0498046875
shallow,saber_v2,307,1,43,0.7016589045524597,0.064453125
shallow,saber_v2,307,1,44,0.7060911059379578,0.0546875
shallow,saber_v2,307,1,45,0.7571156024932861,0.0498046875
shallow,saber_v2,307,1,46,0.7295202612876892,0.05859375
shallow,saber_v2,307,1,47,0.695322573184967,0.0537109375
shallow,saber_v2,307,1,48,0.6896204948425293,0.0439453125
shallow,saber_v2,307,1,49,0.7462312579154968,0.0556640625
shallow,saber_v2,307,1,50,0.7103578448295593,0.052734375
shallow,saber_v2,307,1,51,0.7756018042564392,0.0458984375
shallow,saber_v2,307,1,52,0.742497980594635,0.0537109375
shallow,saber_v2,307,1,53,0.7726665139198303,0.046875
shallow,saber_v2,307,1,54,0.7288860082626343,0.05078125
shallow,saber_v2,307,1,55,0.7442318797111511,0.060546875
shallow,saber_v2,307,1,56,0.6608451008796692,0.0439453125
shallow,saber_v2,307,1,57,0.671348512172699,0.05078125
shallow,saber_v2,307,1,58,0.7312510013580322,0.052734375
shallow,saber_v2,307,1,59,0.8057932257652283,0.0576171875
shallow,saber_v2,307,1,60,0.7345644235610962,0.0546875
shallow,saber_v2,307,1,61,0.6716639995574951,0.0625
shallow,saber_v2,307,1,62,0.6341139674186707,0.05859375
shallow,saber_v2,307,1,63,0.7419778108596802,0.0498046875
shallow,saber_v2,307,1,64,0.7054218649864197,0.0546875
shallow,saber_v2,307,1,65,0.7606836557388306,0.0517578125
shallow,saber_v2,307,1,66,0.728391706943512,0.0517578125
shallow,saber_v2,307,1,67,0.7504286766052246,0.0478515625
shallow,saber_v2,307,1,68,0.676137387752533,0.0556640625
shallow,saber_v2,307,1,69,0.6659048199653625,0.046875
shallow,saber_v2,307,1,70,0.7269029021263123,0.0576171875
shallow,saber_v2,307,1,71,0.6344103217124939,0.05078125
shallow,saber_v2,307,1,72,0.687451183795929,0.048828125
shallow,saber_v2,307,1,73,0.6779764294624329,0.0546875
shallow,saber_v2,307,1,74,0.7272822260856628,0.0595703125
shallow,saber_v2,307,1,75,0.6972723007202148,0.0576171875
shallow,saber_v2,307,1,76,0.6219449043273926,0.0693359375
shallow,saber_v2,307,1,77,0.7392618060112,0.044921875
shallow,saber_v2,307,1,78,0.767863392829895,0.05859375
shallow,saber_v2,307,1,79,0.6653872728347778,0.0537109375
shallow,saber_v2,307,1,80,0.6813018321990967,0.0517578125
shallow,saber_v2,307,1,81,0.7092085480690002,0.0517578125
shallow,saber_v2,307,1,82,0.7297890782356262,0.04296875
shallow,saber_v2,307,1,83,0.7450277209281921,0.0576171875
shallow,saber_v2,307,1,84,0.6848679184913635,0.0712890625
shallow,saber_v2,307,1,85,0.6403763294219971,0.048828125
shallow,saber_v2,307,1,86,0.7649250030517578,0.0478515625
shallow,saber_v2,307,1,87,0.6940335631370544,0.05859375
shallow,saber_v2,307,1,88,0.6683557629585266,0.05078125
shallow,saber_v2,307,1,89,0.6728278994560242,0.08203125
shallow,saber_v2,307,1,90,0.6753180623054504,0.046875
shallow,saber_v2,307,1,91,0.6899445652961731,0.0595703125
shallow,saber_v2,307,1,92,0.6205371618270874,0.06640625
shallow,saber_v2,307,1,93,0.7226459383964539,0.0537109375
shallow,saber_v2,307,1,94,0.6613230109214783,0.060546875
shallow,saber_v2,307,1,95,0.6899192929267883,0.056640625
shallow,saber_v2,307,1,96,0.6589617133140564,0.060546875
shallow,saber_v2,307,1,97,0.6513879299163818,0.0390625
shallow,saber_v2,307,1,98,0.6403402090072632,0.0546875
shallow,saber_v2,307,1,99,0.7699299454689026,0.046875
shallow,saber_v2,307,1,100,0.655041515827179,0.048828125
shallow,saber_v2,307,1,101,0.7132149338722229,0.048828125
shallow,saber_v2,307,1,102,0.5919566750526428,0.037109375
shallow,saber_v2,307,1,103,0.6065241098403931,0.0546875
shallow,saber_v2,307,1,104,0.8000200390815735,0.0615234375
shallow,saber_v2,307,1,105,0.6547573208808899,0.0498046875
shallow,saber_v2,307,1,106,0.6219983696937561,0.0498046875
shallow,saber_v2,307,1,107,0.675691545009613,0.05859375
shallow,saber_v2,307,1,108,0.6705771684646606,0.0390625
shallow,saber_v2,307,1,109,0.6155186891555786,0.05859375
shallow,saber_v2,307,1,110,0.649090051651001,0.0546875
shallow,saber_v2,307,1,111,0.6097148656845093,0.0439453125
shallow,saber_v2,307,1,112,0.5827513933181763,0.052734375
shallow,saber_v2,307,1,113,0.729591429233551,0.0478515625
shallow,saber_v2,307,1,114,0.6793088316917419,0.0595703125
shallow,saber_v2,307,1,115,0.6468007564544678,0.0380859375
shallow,saber_v2,307,1,116,0.6136613488197327,0.046875
shallow,saber_v2,307,1,117,0.627014696598053,0.0478515625
shallow,saber_v2,307,1,118,0.616797924041748,0.0634765625
shallow,saber_v2,307,1,119,0.5578501224517822,0.056640625
shallow,saber_v2,307,1,120,0.6532195806503296,0.0634765625
shallow,saber_v2,307,1,121,0.6875895857810974,0.041015625
shallow,saber_v2,307,1,122,0.6169586777687073,0.0478515625
shallow,saber_v2,307,1,123,0.6809992790222168,0.0439453125
shallow,saber_v2,307,1,124,0.6533202528953552,0.048828125
shallow,saber_v2,307,1,125,0.651597797870636,0.0634765625
shallow,saber_v2,307,1,126,0.733941912651062,0.044921875
shallow,saber_v2,307,1,127,0.6879615187644958,0.0498046875
shallow,saber_v2,307,1,128,0.7366759181022644,0.0634765625
shallow,saber_v2,307,1,129,0.6559211015701294,0.0458984375
shallow,saber_v2,307,1,130,0.6490439176559448,0.052734375
shallow,saber_v2,307,1,131,0.6009647250175476,0.05078125
shallow,saber_v2,307,1,132,0.6676869988441467,0.048828125
shallow,saber_v2,307,1,133,0.5822951197624207,0.06640625
shallow,saber_v2,307,1,134,0.6958044767379761,0.056640625
shallow,saber_v2,307,1,135,0.631366491317749,0.046875
shallow,saber_v2,307,1,136,0.5674731731414795,0.05078125
shallow,saber_v2,307,1,137,0.7097808718681335,0.0595703125
shallow,saber_v2,307,1,138,0.6022666096687317,0.0556640625
shallow,saber_v2,307,1,139,0.6338158845901489,0.052734375
shallow,saber_v2,307,1,140,0.6184340715408325,0.05078125
shallow,saber_v2,307,1,141,0.6420993208885193,0.0458984375
shallow,saber_v2,307,1,142,0.6041690707206726,0.05859375
shallow,saber_v2,307,1,143,0.537260115146637,0.0537109375
shallow,saber_v2,307,1,144,0.6761672496795654,0.0498046875
shallow,saber_v2,307,1,145,0.6105916500091553,0.0537109375
shallow,saber_v2,307,1,146,0.6534780859947205,0.0634765625
shallow,saber_v2,307,1,147,0.6502437591552734,0.056640625
shallow,saber_v2,307,1,148,0.6407594680786133,0.0625
shallow,saber_v2,307,1,149,0.6250340938568115,0.0400390625
shallow,saber_v2,307,1,150,0.6910765171051025,0.0537109375
shallow,saber_v2,307,1,151,0.6469510197639465,0.0654296875
shallow,saber_v2,307,1,152,0.6504297256469727,0.052734375
shallow,saber_v2,307,1,153,0.6807176470756531,0.060546875
shallow,saber_v2,307,1,154,0.6701963543891907,0.0458984375
shallow,saber_v2,307,1,155,0.5857544541358948,0.0546875
shallow,saber_v2,307,1,156,0.643025279045105,0.0615234375
shallow,saber_v2,307,1,157,0.62962406873703,0.052734375
shallow,saber_v2,307,1,158,0.6463432312011719,0.0615234375
shallow,saber_v2,307,1,159,0.6544453501701355,0.0576171875
shallow,saber_v2,307,1,160,0.7199816703796387,0.052734375
shallow,saber_v2,307,1,161,0.7878151535987854,0.0517578125
shallow,saber_v2,307,1,162,0.5476236939430237,0.0693359375
shallow,saber_v2,307,1,163,0.6065635681152344,0.0458984375
shallow,saber_v2,307,1,164,0.602864146232605,0.0517578125
shallow,saber_v2,307,1,165,2.33413028717041,0.0576171875
shallow,saber_v2,307,1,166,0.5977369546890259,0.060546875
shallow,saber_v2,307,1,167,0.6388124227523804,0.0517578125
shallow,saber_v2,307,1,168,0.6141584515571594,0.0400390625
shallow,saber_v2,307,1,169,0.6488839387893677,0.05859375
shallow,saber_v2,307,1,170,0.683037281036377,0.0546875
shallow,saber_v2,307,1,171,0.6359676122665405,0.048828125
shallow,saber_v2,307,1,172,0.607120931148529,0.048828125
shallow,saber_v2,307,1,173,0.6476055979728699,0.046875
shallow,saber_v2,307,1,174,0.7037964463233948,0.064453125
shallow,saber_v2,307,1,175,0.6229480504989624,0.0419921875
shallow,saber_v2,307,1,176,0.68962162733078,0.07421875
shallow,saber_v2,307,1,177,0.6332365870475769,0.0654296875
shallow,saber_v2,307,1,178,0.649297297000885,0.052734375
shallow,saber_v2,307,1,179,0.6103162169456482,0.05859375
shallow,saber_v2,307,1,180,0.6569925546646118,0.0419921875
shallow,saber_v2,307,1,181,0.644227147102356,0.0478515625
shallow,saber_v2,307,1,182,0.5970299243927002,0.0625
shallow,saber_v2,307,1,183,0.6829891800880432,0.060546875
shallow,saber_v2,307,1,184,0.5894695520401001,0.05078125
shallow,saber_v2,307,1,185,0.5775785446166992,0.046875
shallow,saber_v2,307,1,186,0.6335509419441223,0.0478515625
shallow,saber_v2,307,1,187,0.6500803828239441,0.060546875
shallow,saber_v2,307,1,188,0.6284756064414978,0.060546875
shallow,saber_v2,307,1,189,0.6723760366439819,0.060546875
shallow,saber_v2,307,1,190,0.6130342483520508,0.056640625
shallow,saber_v2,307,1,191,0.5453230142593384,0.0478515625
shallow,saber_v2,307,1,192,0.5888285040855408,0.0615234375
shallow,saber_v2,307,1,193,0.6150258183479309,0.0576171875
shallow,saber_v2,307,1,194,0.621983528137207,0.0439453125
shallow,saber_v2,307,1,195,0.6574519276618958,0.05078125
shallow,saber_v2,307,1,196,0.6181663870811462,0.0673828125
shallow,saber_v2,307,1,197,0.6446173787117004,0.05859375
shallow,saber_v2,307,1,198,0.5896368026733398,0.0537109375
shallow,saber_v2,307,1,199,0.6719944477081299,0.0625
shallow,saber_v2,307,1,200,0.6015931367874146,0.0546875
shallow,saber_v2,307,1,201,0.5582588911056519,0.056640625
shallow,saber_v2,307,1,202,0.6598080992698669,0.068359375
shallow,saber_v2,307,1,203,0.5908219814300537,0.0517578125
shallow,saber_v2,307,1,204,0.6865994334220886,0.072265625
shallow,saber_v2,307,1,205,0.7034716010093689,0.0498046875
shallow,saber_v2,307,1,206,0.5865745544433594,0.0673828125
shallow,saber_v2,307,1,207,0.6339643001556396,0.064453125
shallow,saber_v2,307,1,208,0.6009700298309326,0.064453125
shallow,saber_v2,307,1,209,0.589668333530426,0.056640625
shallow,saber_v2,307,1,210,0.5364109873771667,0.0546875
shallow,saber_v2,307,1,211,0.6041005849838257,0.044921875
shallow,saber_v2,307,1,212,0.5874823331832886,0.0556640625
shallow,saber_v2,307,1,213,0.5940118432044983,0.0517578125
shallow,saber_v2,307,1,214,0.6030643582344055,0.0498046875
shallow,saber_v2,307,1,215,0.6083023548126221,0.0419921875
shallow,saber_v2,307,1,216,0.5616310238838196,0.052734375
shallow,saber_v2,307,1,217,0.6304899454116821,0.0439453125
shallow,saber_v2,307,1,218,0.6234416365623474,0.056640625
shallow,saber_v2,307,1,219,0.6479453444480896,0.0546875
shallow,saber_v2,307,1,220,0.6768664121627808,0.0546875
shallow,saber_v2,307,1,221,0.6220269799232483,0.0556640625
shallow,saber_v2,307,1,222,0.581117570400238,0.048828125
shallow,saber_v2,307,1,223,0.7432446479797363,0.041015625
shallow,saber_v2,307,1,224,0.5602045059204102,0.0673828125
shallow,saber_v2,307,1,225,0.626249372959137,0.056640625
shallow,saber_v2,307,1,226,0.6365058422088623,0.0498046875
shallow,saber_v2,307,1,227,0.6598837971687317,0.056640625
shallow,saber_v2,307,1,228,0.6377391219139099,0.0615234375
shallow,saber_v2,307,1,229,0.571777880191803,0.0419921875
shallow,saber_v2,307,1,230,0.633904218673706,0.060546875
shallow,saber_v2,307,1,231,0.6416577696800232,0.0546875
shallow,saber_v2,307,1,232,0.6174803972244263,0.0615234375
shallow,saber_v2,307,1,233,0.5603811740875244,0.0615234375
shallow,saber_v2,307,1,234,0.571709156036377,0.0595703125
shallow,saber_v2,307,1,235,0.5806556940078735,0.04296875
shallow,saber_v2,307,1,236,0.6884159445762634,0.046875
shallow,saber_v2,307,1,237,0.6815544366836548,0.052734375
shallow,saber_v2,307,1,238,0.6789618134498596,0.0439453125
shallow,saber_v2,307,1,239,0.5680455565452576,0.0595703125
shallow,saber_v2,307,1,240,0.5980114340782166,0.0625
shallow,saber_v2,307,1,241,0.701206386089325,0.0556640625
shallow,saber_v2,307,1,242,0.666914701461792,0.052734375
shallow,saber_v2,307,1,243,0.6536504626274109,0.0556640625
shallow,saber_v2,307,1,244,0.5741939544677734,0.0546875
shallow,saber_v2,307,1,245,0.5716694593429565,0.048828125
shallow,saber_v2,307,1,246,0.6303818225860596,0.0478515625
shallow,saber_v2,307,1,247,0.6618756055831909,0.0478515625
shallow,saber_v2,307,1,248,0.5646190047264099,0.0546875
shallow,saber_v2,307,1,249,0.6182423830032349,0.0546875
shallow,saber_v2,307,1,250,0.631196916103363,0.05678233504295349
shallow,saber_v2,307,2,0,0.6545827388763428,0.0537109375
shallow,saber_v2,307,2,1,0.5708652138710022,0.0439453125
shallow,saber_v2,307,2,2,0.7049860954284668,0.0498046875
shallow,saber_v2,307,2,3,0.5850128531455994,0.05078125
shallow,saber_v2,307,2,4,0.5547871589660645,0.048828125
shallow,saber_v2,307,2,5,0.5489682555198669,0.06640625
shallow,saber_v2,307,2,6,0.6531539559364319,0.048828125
shallow,saber_v2,307,2,7,0.5652979016304016,0.052734375
shallow,saber_v2,307,2,8,0.5472678542137146,0.048828125
shallow,saber_v2,307,2,9,0.6847201585769653,0.046875
shallow,saber_v2,307,2,10,0.5736845135688782,0.0546875
shallow,saber_v2,307,2,11,0.5386311411857605,0.0595703125
shallow,saber_v2,307,2,12,0.5804206132888794,0.052734375
shallow,saber_v2,307,2,13,0.5515353083610535,0.0498046875
shallow,saber_v2,307,2,14,0.7107962965965271,0.0576171875
shallow,saber_v2,307,2,15,0.6926019191741943,0.048828125
shallow,saber_v2,307,2,16,0.6023555397987366,0.05078125
shallow,saber_v2,307,2,17,0.6365731358528137,0.0537109375
shallow,saber_v2,307,2,18,0.6064104437828064,0.0458984375
shallow,saber_v2,307,2,19,0.8212040066719055,0.0458984375
shallow,saber_v2,307,2,20,0.5746907591819763,0.0498046875
shallow,saber_v2,307,2,21,0.5906908512115479,0.05078125
shallow,saber_v2,307,2,22,0.5974963903427124,0.05859375
shallow,saber_v2,307,2,23,0.617608904838562,0.0634765625
shallow,saber_v2,307,2,24,0.5788106918334961,0.060546875
shallow,saber_v2,307,2,25,0.5982328057289124,0.044921875
shallow,saber_v2,307,2,26,0.8173836469650269,0.056640625
shallow,saber_v2,307,2,27,0.5726882815361023,0.0546875
shallow,saber_v2,307,2,28,0.6109092831611633,0.0546875
shallow,saber_v2,307,2,29,0.6051132082939148,0.0615234375
shallow,saber_v2,307,2,30,0.5611425042152405,0.0498046875
shallow,saber_v2,307,2,31,0.6480943560600281,0.05859375
shallow,saber_v2,307,2,32,0.5871901512145996,0.0517578125
shallow,saber_v2,307,2,33,0.6055563688278198,0.064453125
shallow,saber_v2,307,2,34,0.5764636397361755,0.0478515625
shallow,saber_v2,307,2,35,0.6269987225532532,0.056640625
shallow,saber_v2,307,2,36,0.5593027472496033,0.044921875
shallow,saber_v2,307,2,37,0.6419492959976196,0.0654296875
shallow,saber_v2,307,2,38,0.6538088917732239,0.052734375
shallow,saber_v2,307,2,39,0.6543328762054443,0.0556640625
shallow,saber_v2,307,2,40,0.6737515926361084,0.0595703125
shallow,saber_v2,307,2,41,0.5706583857536316,0.046875
shallow,saber_v2,307,2,42,0.6002467274665833,0.0537109375
shallow,saber_v2,307,2,43,0.5848274827003479,0.048828125
shallow,saber_v2,307,2,44,0.680527925491333,0.0625
shallow,saber_v2,307,2,45,0.6335553526878357,0.0576171875
shallow,saber_v2,307,2,46,0.6454651951789856,0.05859375
shallow,saber_v2,307,2,47,0.5873852968215942,0.060546875
shallow,saber_v2,307,2,48,0.5568684339523315,0.0537109375
shallow,saber_v2,307,2,49,0.62424635887146,0.06640625
shallow,saber_v2,307,2,50,0.6344336867332458,0.0556640625
shallow,saber_v2,307,2,51,0.521735429763794,0.0595703125
shallow,saber_v2,307,2,52,0.6330413222312927,0.0419921875
shallow,saber_v2,307,2,53,0.6442219614982605,0.068359375
shallow,saber_v2,307,2,54,0.5668138265609741,0.0546875
shallow,saber_v2,307,2,55,0.5613333582878113,0.0498046875
shallow,saber_v2,307,2,56,0.7038170099258423,0.0380859375
shallow,saber_v2,307,2,57,0.601803183555603,0.0546875
shallow,saber_v2,307,2,58,0.6341432332992554,0.0654296875
shallow,saber_v2,307,2,59,0.6357717514038086,0.0576171875
shallow,saber_v2,307,2,60,0.5200552344322205,0.0595703125
shallow,saber_v2,307,2,61,0.5651803016662598,0.0576171875
shallow,saber_v2,307,2,62,0.5909997820854187,0.076171875
shallow,saber_v2,307,2,63,0.6022118330001831,0.044921875
shallow,saber_v2,307,2,64,0.6311911940574646,0.0498046875
shallow,saber_v2,307,2,65,0.5735305547714233,0.072265625
shallow,saber_v2,307,2,66,0.612851083278656,0.056640625
shallow,saber_v2,307,2,67,0.5671085715293884,0.04296875
shallow,saber_v2,307,2,68,0.5977743268013,0.048828125
shallow,saber_v2,307,2,69,0.613845944404602,0.0498046875
shallow,saber_v2,307,2,70,0.5869619846343994,0.0556640625
shallow,saber_v2,307,2,71,0.6169450283050537,0.046875
shallow,saber_v2,307,2,72,0.5904894471168518,0.0615234375
shallow,saber_v2,307,2,73,0.591812789440155,0.064453125
shallow,saber_v2,307,2,74,0.67562335729599,0.060546875
shallow,saber_v2,307,2,75,0.6466296911239624,0.0546875
shallow,saber_v2,307,2,76,0.6057952642440796,0.0498046875
shallow,saber_v2,307,2,77,0.6103473901748657,0.060546875
shallow,saber_v2,307,2,78,0.5473170876502991,0.064453125
shallow,saber_v2,307,2,79,0.6351077556610107,0.0732421875
shallow,saber_v2,307,2,80,0.5532217025756836,0.052734375
shallow,saber_v2,307,2,81,0.6149608492851257,0.0478515625
shallow,saber_v2,307,2,82,0.611534833908081,0.0478515625
shallow,saber_v2,307,2,83,0.4917777180671692,0.05859375
shallow,saber_v2,307,2,84,0.555406928062439,0.0478515625
shallow,saber_v2,307,2,85,0.6192701458930969,0.046875
shallow,saber_v2,307,2,86,0.6034837961196899,0.0556640625
shallow,saber_v2,307,2,87,0.6398950815200806,0.044921875
shallow,saber_v2,307,2,88,0.5986209511756897,0.0439453125
shallow,saber_v2,307,2,89,0.5617815256118774,0.0654296875
shallow,saber_v2,307,2,90,0.5616610050201416,0.044921875
shallow,saber_v2,307,2,91,0.5735958814620972,0.0576171875
shallow,saber_v2,307,2,92,0.6100843548774719,0.0615234375
shallow,saber_v2,307,2,93,0.6614564061164856,0.041015625
shallow,saber_v2,307,2,94,0.632328987121582,0.0615234375
shallow,saber_v2,307,2,95,0.5362060070037842,0.0380859375
shallow,saber_v2,307,2,96,0.5245826840400696,0.0576171875
shallow,saber_v2,307,2,97,0.5700631737709045,0.044921875
shallow,saber_v2,307,2,98,0.6644868850708008,0.056640625
shallow,saber_v2,307,2,99,0.5803822875022888,0.0537109375
shallow,saber_v2,307,2,100,0.6068128943443298,0.0625
shallow,saber_v2,307,2,101,0.5510932803153992,0.0546875
shallow,saber_v2,307,2,102,0.6665699481964111,0.0615234375
shallow,saber_v2,307,2,103,0.607400119304657,0.056640625
shallow,saber_v2,307,2,104,0.6060519218444824,0.064453125
shallow,saber_v2,307,2,105,0.5461380481719971,0.046875
shallow,saber_v2,307,2,106,0.5119253993034363,0.044921875
shallow,saber_v2,307,2,107,0.6185675263404846,0.0517578125
shallow,saber_v2,307,2,108,0.5867938995361328,0.0576171875
shallow,saber_v2,307,2,109,0.6358712315559387,0.060546875
shallow,saber_v2,307,2,110,0.5085899233818054,0.068359375
shallow,saber_v2,307,2,111,0.5385298728942871,0.04296875
shallow,saber_v2,307,2,112,0.7589783072471619,0.0556640625
shallow,saber_v2,307,2,113,0.6669377088546753,0.0498046875
shallow,saber_v2,307,2,114,0.5420811772346497,0.0498046875
shallow,saber_v2,307,2,115,0.6094024777412415,0.0556640625
shallow,saber_v2,307,2,116,0.5842523574829102,0.0498046875
shallow,saber_v2,307,2,117,0.5421883463859558,0.0458984375
shallow,saber_v2,307,2,118,0.5872928500175476,0.052734375
shallow,saber_v2,307,2,119,0.5168556571006775,0.0615234375
shallow,saber_v2,307,2,120,0.5964205265045166,0.0498046875
shallow,saber_v2,307,2,121,0.564957857131958,0.05859375
shallow,saber_v2,307,2,122,0.5788068771362305,0.0634765625
shallow,saber_v2,307,2,123,0.588871955871582,0.060546875
shallow,saber_v2,307,2,124,0.6147503852844238,0.0556640625
shallow,saber_v2,307,2,125,0.5441089868545532,0.0615234375
shallow,saber_v2,307,2,126,0.6484360098838806,0.056640625
shallow,saber_v2,307,2,127,0.5904281139373779,0.0576171875
shallow,saber_v2,307,2,128,0.6020097732543945,0.0556640625
shallow,saber_v2,307,2,129,0.5355595946311951,0.056640625
shallow,saber_v2,307,2,130,0.6100054383277893,0.0595703125
shallow,saber_v2,307,2,131,0.5532664656639099,0.0546875
shallow,saber_v2,307,2,132,0.5922232270240784,0.046875
shallow,saber_v2,307,2,133,0.6925151944160461,0.0517578125
shallow,saber_v2,307,2,134,0.6090605854988098,0.0634765625
shallow,saber_v2,307,2,135,0.5904113054275513,0.05078125
shallow,saber_v2,307,2,136,0.5571836829185486,0.052734375
shallow,saber_v2,307,2,137,0.6340941190719604,0.046875
shallow,saber_v2,307,2,138,0.5108876824378967,0.05078125
shallow,saber_v2,307,2,139,0.6015669107437134,0.0517578125
shallow,saber_v2,307,2,140,0.6210471987724304,0.056640625
shallow,saber_v2,307,2,141,0.5898618698120117,0.0380859375
shallow,saber_v2,307,2,142,0.5411891937255859,0.0537109375
shallow,saber_v2,307,2,143,0.5429149866104126,0.0498046875
shallow,saber_v2,307,2,144,0.5566946864128113,0.0478515625
shallow,saber_v2,307,2,145,0.5745235085487366,0.0546875
shallow,saber_v2,307,2,146,0.5212295651435852,0.0556640625
