architecture,method,regime,seed,raw_b2a,raw_a2b,raw_family_f1,raw_fine_f1,raw_awbir,raw_ece,raw_hsr_miss,raw_hsr_balanced,raw_hsr_fatigue,raw_teacher_correction_family,raw_teacher_degradation_family,trained_b2a,trained_a2b,trained_family_f1,trained_fine_f1,trained_awbir,trained_ece,trained_hsr_miss,trained_hsr_balanced,trained_hsr_fatigue,trained_teacher_correction_family,trained_teacher_degradation_family,batch_b2a,batch_a2b,batch_family_f1,batch_fine_f1,batch_awbir,batch_ece,batch_hsr_miss,batch_hsr_balanced,batch_hsr_fatigue,batch_teacher_correction_family,batch_teacher_degradation_family,recal_b2a,recal_a2b,recal_family_f1,recal_fine_f1,recal_awbir,recal_ece,recal_hsr_miss,recal_hsr_balanced,recal_hsr_fatigue,recal_teacher_correction_family,recal_teacher_degradation_family,final_is_collapse,collapse_epochs
shallow,saber_v2,minimal_ce,101,0.2095,0.015145263881725976,0.6487113331110472,0.5533295066300429,0.17779286461402685,0.07475875769581002,0.16270441263203045,0.1964548817757761,0.17099083159079942,0.04482869551230497,0.15398101978446196,0.07275,0.022296716520543235,0.807566970405706,0.7110831639953146,0.05998811757639192,0.034430081269454606,0.11317757760977964,0.13304487695029757,0.11398101978446196,0.03133344056618948,0.02580022518899791,0.1725,0.02929345023207839,0.636551560675483,0.5387907573849054,0.2719875804817137,0.06633035089208611,0.17207120261648168,0.20433327971690524,0.17668811323789607,0.08521795078011903,0.19104069486890785,0.06325,0.0246175004297748,0.8041354761179079,0.7083077234070752,0.06155548911751322,0.03220003977775433,0.11679668650474506,0.13677014637284862,0.11673154254463566,0.034984719317999034,0.03397136882740872,False,0
shallow,saber_v2,minimal_ce,211,0.2095,0.015145263881725976,0.6487113331110472,0.5533295066300429,0.17779286461402685,0.07475875769581002,0.16270441263203045,0.1964548817757761,0.17099083159079942,0.04482869551230497,0.15398101978446196,0.06075,0.026009970775313737,0.7882207324787665,0.675076564794445,0.13814250998968247,0.04814985181952118,0.1273752077636588,0.14915554125784142,0.12691169374296285,0.030304005147177095,0.049235965899951745,0.16825,0.02888086642599278,0.6285956405593031,0.5244417058525925,0.2535206866586323,0.05647340619850692,0.17272934427108466,0.2051182242239022,0.17714170821939842,0.08558790413382661,0.19374296284381534,0.0685,0.023689186866082172,0.7976352276449262,0.6914528965752147,0.10260485891210143,0.04380086945458048,0.12217039300841777,0.14349364645327328,0.12252050828373813,0.04239987132057262,0.05328936786231301,False,0
shallow,saber_v2,minimal_ce,307,0.2095,0.015145263881725976,0.6487113331110472,0.5533295066300429,0.17779286461402685,0.07475875769581002,0.16270441263203045,0.1964548817757761,0.17099083159079942,0.04482869551230497,0.15398101978446196,0.072,0.024015815712566616,0.8050082314184049,0.7005842847832524,0.10738214405118535,0.03241765888644844,0.11679534609404323,0.13705002412739262,0.11719961396171788,0.06572301753257198,0.06620556538523403,0.13775,0.02815884476534296,0.6468210087852223,0.5129884326177179,0.25477717339903494,0.06042106223425555,0.17292236341214948,0.20489625221167765,0.1760093292584848,0.08600611227280039,0.194129001125945,0.07525,0.023242221076156096,0.80451686396191,0.7025225637877859,0.1049912327663727,0.05077598878063071,0.11608358801136669,0.13640341000482548,0.11680070773685056,0.06607688595785749,0.06585169695994852,False,0
shallow,saber_v2,minimal_ce,401,0.2095,0.015145263881725976,0.6487113331110472,0.5533295066300429,0.17779286461402685,0.07475875769581002,0.16270441263203045,0.1964548817757761,0.17099083159079942,0.04482869551230497,0.15398101978446196,0.06,0.024737837373216436,0.7974622318775472,0.7104106914917994,0.06773160926358561,0.03182745602075733,0.11657551873894162,0.13641949493324754,0.1162924239987132,0.04548817757760978,0.0442013833038443,0.11375,0.03345367027677497,0.6415259742761409,0.5456077785701792,0.2645553501090646,0.058904206583983675,0.1713648061766125,0.2015731059996783,0.17224867299340518,0.0884510213929548,0.18827408718031205,0.06125,0.024565927454014095,0.7951598314259553,0.704364314812614,0.08318508147840294,0.028934385530394905,0.11963835719264382,0.14015119832716744,0.11945311243364967,0.05124658195271031,0.05623290976355155,False,0
shallow,saber_v2,minimal_ce,503,0.2095,0.015145263881725976,0.6487113331110472,0.5533295066300429,0.17779286461402685,0.07475875769581002,0.16270441263203045,0.1964548817757761,0.17099083159079942,0.04482869551230497,0.15398101978446196,0.06025,0.026130307718755373,0.7958011623447704,0.6874468012480491,0.14291904993534008,0.02921940292493408,0.12327087019462764,0.1441981663181599,0.12273926331027826,0.06527263953675407,0.0760817114363841,0.1525,0.029912325941206807,0.630441369131841,0.5307242885879501,0.2657187449742294,0.05800654235960279,0.17237949707790468,0.2042013833038443,0.1763599806980859,0.08658516969599485,0.18735724626025413,0.06225,0.02561457796114836,0.8045280045229961,0.6991022354252889,0.11675068669070163,0.031987522907478944,0.11762237949707789,0.13755509087984558,0.1173009490107769,0.06705806659160367,0.06694547209264919,False,0
deep,random,minimal_ce,101,0.25925,0.039092315626611654,0.5282881473643579,0.3950038328275602,0.29756143468723406,0.09982408806076044,0.24362634711275535,0.29004021232105515,0.2538442978928744,0.04082354833520991,0.27101495898343253,0.04825,0.025648959944988826,0.7974064879850399,0.6997927574242709,0.10236352985422324,0.048193180218353164,0.12117982949975874,0.14154737011420299,0.12010294354190124,0.0442013833038443,0.07157793147820492,0.2005,0.017139418944473097,0.6427859605283373,0.5343503952908688,0.2615105996062186,0.03631982190198298,0.18536271513591765,0.2230979572140904,0.19355316068843492,0.06750844458742158,0.23282933890944185,0.046,0.026095925734914906,0.7955152959926951,0.7018078577396245,0.09593002149563731,0.043233458028552316,0.12053241113077047,0.14064339713688273,0.1192697442496381,0.0421585973942416,0.06768537880006434,False,0
deep,random,minimal_ce,211,0.25925,0.039092315626611654,0.5282881473643579,0.3950038328275602,0.29756143468723406,0.09982408806076044,0.24362634711275535,0.29004021232105515,0.2538442978928744,0.04082354833520991,0.27101495898343253,0.04125,0.029568506102802133,0.7916169630512764,0.6835312774535591,0.13698769370425543,0.05725147571237904,0.1250134041070184,0.14527907350812289,0.12288241917323468,0.045005629724947725,0.0759852018658517,0.17175,0.015403128760529482,0.6322235242637883,0.49513269128875725,0.2924069580529093,0.04974093948554664,0.19627231783818563,0.2359594659803764,0.20326363197683772,0.06339070291137204,0.25259771594016406,0.04325,0.02910434932095582,0.7917967402575776,0.6832287380652461,0.1522901825802426,0.04621745796497082,0.12417162618626347,0.14439440244490914,0.1222293710792987,0.051938233874859255,0.08167926652726396,False,0
deep,random,minimal_ce,307,0.25925,0.039092315626611654,0.5282881473643579,0.3950038328275602,0.29756143468723406,0.09982408806076044,0.24362634711275535,0.29004021232105515,0.2538442978928744,0.04082354833520991,0.27101495898343253,0.053,0.025098848203541343,0.7918512929930807,0.6834080938105809,0.16612084673743027,0.07390136340099618,0.12635515521955928,0.14795238861187068,0.12558790413382662,0.04423355316068844,0.08285346630207495,0.1755,0.01684717208182912,0.6776833070806637,0.5288016581415418,0.26626867405680743,0.04987234422397252,0.1753257198005469,0.21062570371561845,0.18224867299340516,0.07058066591603668,0.2164548817757761,0.052,0.025150421179302045,0.8167251042376842,0.7230922531906463,0.09484548050787794,0.05977984745912459,0.10968312691008525,0.12791700176934212,0.10887405501045519,0.033456651117902525,0.038491233714009976,False,0
deep,random,minimal_ce,401,0.25925,0.039092315626611654,0.5282881473643579,0.3950038328275602,0.29756143468723406,0.09982408806076044,0.24362634711275535,0.29004021232105515,0.2538442978928744,0.04082354833520991,0.27101495898343253,0.0495,0.024875365308578305,0.7992840746789831,0.6972080059004021,0.11795040410451117,0.0815443780721659,0.11829928690150661,0.1382596107447322,0.11743123693099566,0.05180955444748271,0.07415152002573588,0.18225,0.01569537562317346,0.6130825511549755,0.5309894326052715,0.24053410983503462,0.050798734562296013,0.18791887834432472,0.2260833199292263,0.19501688917484317,0.06245777706289207,0.2384751487855879,0.049,0.024634691421695033,0.7975494012224944,0.698924996149933,0.08340342209122015,0.031056071372566482,0.11897753471663718,0.1391088949654174,0.11814219076725108,0.04318803281325398,0.06697764194949332,False,0
deep,random,minimal_ce,503,0.25925,0.039092315626611654,0.5282881473643579,0.3950038328275602,0.29756143468723406,0.09982408806076044,0.24362634711275535,0.29004021232105515,0.2538442978928744,0.04082354833520991,0.27101495898343253,0.048,0.02625064466219701,0.7915427287529698,0.6752420707379784,0.17939962251372432,0.07508665063243297,0.12456704734330598,0.1454946115489786,0.1234019623612675,0.06454881775776097,0.09776419494933247,0.1335,0.025734914904589994,0.6750416001557341,0.5101963455560314,0.299769862400581,0.07301755356034434,0.18699801619216128,0.22215859739424157,0.19163744571336658,0.06311725912819688,0.20860543670580667,0.048,0.026422554581399346,0.7910958176058674,0.6815281512752085,0.16373368515783168,0.0568433532244239,0.12404696799099245,0.1448383464693582,0.12283898986649508,0.05612031526459707,0.08824191732346791,False,0
