architecture,regime,method,seed,epoch,eval_b2a,eval_a2b,eval_family_f1,eval_fine_f1,eval_awbir,eval_ece,eval_hsr_miss,eval_hsr_balanced,eval_hsr_fatigue,eval_teacher_correction_family,eval_teacher_degradation_family,batch_b2a,batch_a2b,batch_family_f1,batch_fine_f1,batch_awbir,batch_ece,batch_hsr_miss,batch_hsr_balanced,batch_hsr_fatigue,batch_teacher_correction_family,batch_teacher_degradation_family,is_collapse,bn_var_max
shallow,minimal_ce,fisher,101,1,0.07675,0.021849750730617158,0.8006540413068871,0.702511622342416,0.07124687282405218,0.024625891167774094,0.11802182188622594,0.13901881936625382,0.11910406948689078,0.03514556860221972,0.03982628277304166,0.22525,0.014010658414990544,0.6345980591673405,0.5398872532941755,0.2626715566812962,0.056288466332692695,0.1662658838668168,0.2012449734598681,0.17608171143638413,0.08311082515682805,0.19538362554286634,False,0.5139256119728088
shallow,minimal_ce,fisher,211,1,0.06725,0.022846828261990717,0.8021737111123928,0.6969710996696246,0.09374617523983032,0.04631514750417995,0.11883679159294408,0.13962682966060802,0.1192729612353225,0.03741354350973138,0.04249638089110504,0.2975,0.009042461750042977,0.6209400363182674,0.5053283597147281,0.2128497110065372,0.05892436012125337,0.16658088038174898,0.2039472414347756,0.18076081711436384,0.0875824352581631,0.20797812449734598,False,0.5103578567504883
shallow,minimal_ce,fisher,307,1,0.0805,0.02308750214887399,0.8082110221656267,0.7009807529610402,0.12137153436965771,0.03798906779376755,0.11347917001769342,0.13340839633263632,0.11454720926491876,0.08200096509570533,0.07619430593533859,0.23575,0.012910434932095581,0.6612112643025133,0.5504973559978904,0.23285766614489037,0.04591479462242236,0.16366548710524906,0.19853305452790734,0.17426089753900595,0.08991474987936304,0.19768377030722215,False,0.48237234354019165
shallow,minimal_ce,fisher,401,1,0.08025,0.020973010142685232,0.7834844281816933,0.6840797792423574,0.09606264496259281,0.0459549153127384,0.12321189212374672,0.14547852662055655,0.12461315747144926,0.045086054367058065,0.06121923757439279,0.1485,0.022245143544782534,0.653882187535237,0.5547168957764996,0.22248881872988113,0.04483413676109773,0.16697496112808966,0.19907350812288885,0.1715763229853627,0.0867138491233714,0.1899308348077851,False,0.49697980284690857
shallow,minimal_ce,fisher,503,1,0.04875,0.029327832215918857,0.7872756519993614,0.6786140973684817,0.1471706917339207,0.0417734717788707,0.12966999088520723,0.1510567797973299,0.12802798777545438,0.04495737493968152,0.06477400675566994,0.20425,0.016176723396940002,0.632632394637977,0.5381837366796706,0.246748152798018,0.05975106363502419,0.16522036351938232,0.19917966865047448,0.17366414669454722,0.0893678623130127,0.1963808911050346,False,0.49991506338119507
shallow,minimal_ce,saber_v2,101,1,0.07275,0.022296716520543235,0.807566970405706,0.7110831639953146,0.05998811757639192,0.034430081269454606,0.11317757760977964,0.13304487695029757,0.11398101978446196,0.03133344056618948,0.02580022518899791,0.1725,0.02929345023207839,0.636551560675483,0.5387907573849054,0.2719875804817137,0.06633035089208611,0.17207120261648168,0.20433327971690524,0.17668811323789607,0.08521795078011903,0.19104069486890785,False,0.51105797290802
shallow,minimal_ce,saber_v2,211,1,0.06075,0.026009970775313737,0.7882207324787665,0.675076564794445,0.13814250998968247,0.04814985181952118,0.1273752077636588,0.14915554125784142,0.12691169374296285,0.030304005147177095,0.049235965899951745,0.16825,0.02888086642599278,0.6285956405593031,0.5244417058525925,0.2535206866586323,0.05647340619850692,0.17272934427108466,0.2051182242239022,0.17714170821939842,0.08558790413382661,0.19374296284381534,False,0.518110990524292
shallow,minimal_ce,saber_v2,307,1,0.072,0.024015815712566616,0.8050082314184049,0.7005842847832524,0.10738214405118535,0.03241765888644844,0.11679534609404323,0.13705002412739262,0.11719961396171788,0.06572301753257198,0.06620556538523403,0.13775,0.02815884476534296,0.6468210087852223,0.5129884326177179,0.25477717339903494,0.06042106223425555,0.17292236341214948,0.20489625221167765,0.1760093292584848,0.08600611227280039,0.194129001125945,False,0.4831770956516266
shallow,minimal_ce,saber_v2,401,1,0.06,0.024737837373216436,0.7974622318775472,0.7104106914917994,0.06773160926358561,0.03182745602075733,0.11657551873894162,0.13641949493324754,0.1162924239987132,0.04548817757760978,0.0442013833038443,0.11375,0.03345367027677497,0.6415259742761409,0.5456077785701792,0.2645553501090646,0.058904206583983675,0.1713648061766125,0.2015731059996783,0.17224867299340518,0.0884510213929548,0.18827408718031205,False,0.49363476037979126
shallow,minimal_ce,saber_v2,503,1,0.06025,0.026130307718755373,0.7958011623447704,0.6874468012480491,0.14291904993534008,0.02921940292493408,0.12327087019462764,0.1441981663181599,0.12273926331027826,0.06527263953675407,0.0760817114363841,0.1525,0.029912325941206807,0.630441369131841,0.5307242885879501,0.2657187449742294,0.05800654235960279,0.17237949707790468,0.2042013833038443,0.1763599806980859,0.08658516969599485,0.18735724626025413,False,0.49466854333877563
deep,minimal_ce,random,101,1,0.04825,0.025648959944988826,0.7974064879850399,0.6997927574242709,0.10236352985422324,0.048193180218353164,0.12117982949975874,0.14154737011420299,0.12010294354190124,0.0442013833038443,0.07157793147820492,0.2005,0.017139418944473097,0.6427859605283373,0.5343503952908688,0.2615105996062186,0.03631982190198298,0.18536271513591765,0.2230979572140904,0.19355316068843492,0.06750844458742158,0.23282933890944185,False,28.12051010131836
deep,minimal_ce,random,211,1,0.04125,0.029568506102802133,0.7916169630512764,0.6835312774535591,0.13698769370425543,0.05725147571237904,0.1250134041070184,0.14527907350812289,0.12288241917323468,0.045005629724947725,0.0759852018658517,0.17175,0.015403128760529482,0.6322235242637883,0.49513269128875725,0.2924069580529093,0.04974093948554664,0.19627231783818563,0.2359594659803764,0.20326363197683772,0.06339070291137204,0.25259771594016406,False,33.824012756347656
deep,minimal_ce,random,307,1,0.053,0.025098848203541343,0.7918512929930807,0.6834080938105809,0.16612084673743027,0.07390136340099618,0.12635515521955928,0.14795238861187068,0.12558790413382662,0.04423355316068844,0.08285346630207495,0.1755,0.01684717208182912,0.6776833070806637,0.5288016581415418,0.26626867405680743,0.04987234422397252,0.1753257198005469,0.21062570371561845,0.18224867299340516,0.07058066591603668,0.2164548817757761,False,31.098257064819336
deep,minimal_ce,random,401,1,0.0495,0.024875365308578305,0.7992840746789831,0.6972080059004021,0.11795040410451117,0.0815443780721659,0.11829928690150661,0.1382596107447322,0.11743123693099566,0.05180955444748271,0.07415152002573588,0.18225,0.01569537562317346,0.6130825511549755,0.5309894326052715,0.24053410983503462,0.050798734562296013,0.18791887834432472,0.2260833199292263,0.19501688917484317,0.06245777706289207,0.2384751487855879,False,31.37944793701172
deep,minimal_ce,random,503,1,0.048,0.02625064466219701,0.7915427287529698,0.6752420707379784,0.17939962251372432,0.07508665063243297,0.12456704734330598,0.1454946115489786,0.1234019623612675,0.06454881775776097,0.09776419494933247,0.1335,0.025734914904589994,0.6750416001557341,0.5101963455560314,0.299769862400581,0.07301755356034434,0.18699801619216128,0.22215859739424157,0.19163744571336658,0.06311725912819688,0.20860543670580667,False,33.01698303222656
deep,minimal_ce,magnitude,101,1,0.06075,0.02638817259755888,0.7943611777880558,0.6814096833020117,0.13918377529215678,0.04775751025324064,0.12340759208621521,0.14432362875985202,0.12285346630207497,0.06414669454720927,0.09511018175969117,0.2165,0.01964930376482723,0.5912458482019556,0.5111850502595171,0.2197388183662027,0.05096277573240707,0.2021768269797866,0.24311404214251248,0.21055332153771916,0.03981019784461959,0.23808911050345827,False,3.0611982345581055
deep,minimal_ce,magnitude,211,1,0.04775,0.030634347601856626,0.7929352117757623,0.6972886641394994,0.13956411405256028,0.021853403865675327,0.12250415527317571,0.14219398423677015,0.1205420620878237,0.03744571336657552,0.06207173878076243,0.23775,0.02037132542547705,0.5403430490106618,0.42085704926170725,0.3153121140637557,0.11968211820549801,0.23050372634175112,0.2773813736528873,0.2411468553964935,0.08110020910406948,0.3222776258645649,False,2.7651121616363525
deep,minimal_ce,magnitude,307,1,0.061,0.026783565411724258,0.7943136394850064,0.6776187948362515,0.15040332564211348,0.050849111476018685,0.12328293389094419,0.14410487373331188,0.1226524046967991,0.06950297571175808,0.1,0.2025,0.014406051229155923,0.5755574899967103,0.49913054430549886,0.27581752732723835,0.0820223942327776,0.2112567690740443,0.2547209264918771,0.21946437188354512,0.06226475792182725,0.28790413382660446,False,3.053119421005249
deep,minimal_ce,magnitude,401,1,0.053,0.02793536187037992,0.7972365275887139,0.7017319362816854,0.09221760553330423,0.045189380251202,0.11935016889174843,0.1390156023805694,0.11814219076725108,0.02580022518899791,0.04685539649348561,0.18175,0.019116383015299984,0.5871753039425404,0.4386364320497565,0.2631512606559663,0.11649053053948442,0.22991662645434563,0.2758307865529998,0.23927617822100694,0.07009811806337461,0.29763551552195594,False,3.147836446762085
deep,minimal_ce,magnitude,503,1,0.061,0.027780642943097816,0.7829233338539533,0.6647937374932408,0.1973969534693699,0.046442372393133785,0.12781084124175648,0.14935177738459066,0.12702589673475953,0.06490268618304648,0.10320090075599164,0.1825,0.021299638989169676,0.5510468038891061,0.48337853522190544,0.30691579095222593,0.0940143581715904,0.21762103908637606,0.2606820009650957,0.22356924561685704,0.06425928904616375,0.29557664468393113,False,3.026545524597168
deep,minimal_ce,taylor,101,1,0.042,0.02829637270070483,0.7833597092188237,0.6833324902938434,0.15288643248154885,0.09020100628580065,0.1268618304648544,0.1477497185137526,0.12496380891105034,0.0514556860221972,0.08775936947080586,0.1125,0.018583462265772736,0.6823115997254866,0.5928959814227823,0.19056725031369154,0.06316911915564345,0.16355691383840007,0.19496220041820814,0.16691812771433168,0.0670419816631816,0.18769502975711758,False,26.708396911621094
deep,minimal_ce,taylor,211,1,0.064,0.022692109334708613,0.7880844609284329,0.6751932417912073,0.17838093217023332,0.07625879221243356,0.12378692831483566,0.14553321537719158,0.12400193019141066,0.06104230336175004,0.09712079781244974,0.17725,0.011964930376482724,0.6291104042866623,0.4948069933401806,0.300697456620074,0.08676786021995835,0.2000040212321055,0.24118706771754866,0.20825800225188998,0.06876306900434292,0.26528872446517615,False,30.710758209228516
deep,minimal_ce,taylor,307,1,0.0515,0.02286401925391095,0.7968518337889243,0.696229834429956,0.1227750675175552,0.05677910218203147,0.12080317409254195,0.14167926652726395,0.12035869390381213,0.046388933569245616,0.07617822100691651,0.1215,0.016623689186866082,0.6984173460052531,0.5940747171976541,0.17978754305986397,0.04465685159690412,0.17245724089861134,0.20618304648544314,0.17654978285346629,0.060157632298536275,0.2014315586295641,False,29.70326805114746
deep,minimal_ce,taylor,401,1,0.04775,0.02386109678528451,0.8004010842438946,0.6960404098263583,0.11340042013843532,0.04783610957168114,0.1192496380891105,0.13955605597555093,0.11845906385716583,0.05951423516165353,0.08492842206852179,0.1095,0.0210589651022864,0.6833868634482577,0.571721105667718,0.19514660758782162,0.03820910651167932,0.17917269851482495,0.21317999034904295,0.18201865851696958,0.06532089432202026,0.21386520829982306,False,30.76498794555664
deep,minimal_ce,taylor,503,1,0.0505,0.02475502836513667,0.7849994453113972,0.6737100650237945,0.186663205328511,0.06843249807365644,0.1259878826872554,0.14752774650152806,0.12517291298053723,0.05907994209425768,0.09712079781244974,0.1445,0.014853017019082001,0.6807792284322701,0.5650228428058645,0.27326827480058286,0.04754618227064948,0.1763631976837703,0.2116454881775776,0.18213929548013513,0.07214090397297732,0.2211999356602863,False,32.46569061279297
deep,minimal_ce,fisher,101,1,0.0415,0.028399518652226233,0.7978902054221222,0.6990508687359264,0.11153296952035799,0.04559699344530137,0.1211892123746716,0.1409136239343735,0.11928422068521796,0.045504262506031845,0.06998552356442014,0.13125,0.016881554065669588,0.6480148431515238,0.5306578531051822,0.2878604426834982,0.08087875840422741,0.19651627258592033,0.2351938233874859,0.20128036030239665,0.08531446035065143,0.27228566832877593,False,32.699851989746094
deep,minimal_ce,fisher,211,1,0.046,0.02666322846828262,0.8046508882397166,0.6975164245442703,0.11645768843356381,0.046308897905880976,0.11850302932818617,0.13810197844619593,0.11712723178381856,0.056972816470966706,0.07797973299018819,0.1335,0.019546157813305827,0.6500855829768928,0.5308454624569031,0.286988223551739,0.06970658121748197,0.1905554661948421,0.22758565224384752,0.19507962039568924,0.06993726877915393,0.24106482226154094,False,29.591609954833984
deep,minimal_ce,fisher,307,1,0.05075,0.024050197696407084,0.8051192985068277,0.7058929221000999,0.11168310681315477,0.05480793176599397,0.11973486676317624,0.14016084928422068,0.11904616374457133,0.027714331671224064,0.05409361428341644,0.13,0.01768953068592058,0.711716406944209,0.6099120031725621,0.19736105843421603,0.04732172278337236,0.15508015655996998,0.18529515843654495,0.15958661733955284,0.06750844458742158,0.1712723178381856,False,26.193185806274414
deep,minimal_ce,fisher,401,1,0.04775,0.023706377858002406,0.8009635938427603,0.6991573605494412,0.09390910827930847,0.05690145045861741,0.118037906814648,0.13813093131735563,0.11728647257519705,0.04691973620717388,0.06995335370757601,0.06975,0.025425477050025787,0.6695013030962923,0.5701490735324121,0.23644869129841695,0.08210635003202149,0.1811417618358265,0.21395850088467108,0.18111629403249158,0.061685700498632784,0.2101656747627473,False,30.5417537689209
deep,minimal_ce,fisher,503,1,0.047,0.02485817431665807,0.8018077022194666,0.694200960723229,0.16711156299862934,0.07714550588551083,0.12158865476381964,0.142161814379926,0.12059192536593213,0.041611709827891266,0.07058066591603668,0.119,0.019632112772906996,0.6935494260803489,0.5621927423233117,0.2730726718580521,0.05800094368722251,0.1655862956409844,0.1973266848962522,0.16944828695512304,0.06453273282933891,0.18463889335692457,False,33.00960159301758
deep,minimal_ce,saber_v2,101,1,0.0425,0.027402441120852675,0.7866436252725503,0.6822525499287505,0.13426181542695084,0.06732267183089195,0.1283711329151252,0.1497378156667203,0.1266832877593695,0.040019301914106485,0.08000643397136882,0.0935,0.022520199415506276,0.6621444500468684,0.5570094199172011,0.22422675621936777,0.09590547522258555,0.19011849230604258,0.2257326684896252,0.19195753578896574,0.06857004986327811,0.2367379765160045,False,41.43975830078125
deep,minimal_ce,saber_v2,211,1,0.053,0.02643974557331958,0.8115179658973184,0.7139855609055611,0.09868649286676369,0.052796813415906335,0.11418958768966812,0.13310278269261702,0.11322502814862474,0.02654013189641306,0.0390381212803603,0.104,0.020697954271961493,0.6676660273110938,0.5408704220280743,0.2552151026637159,0.05508690578414478,0.18066591603667362,0.2149332475470484,0.18359980698085893,0.07563133344056619,0.22446517612996622,False,32.14195251464844
deep,minimal_ce,saber_v2,307,1,0.0485,0.02444559051057246,0.8036497982072514,0.6817034522948393,0.14105621301145083,0.05656875800750857,0.11973084553107072,0.14003860382821295,0.11887566350329741,0.060221972012224546,0.08599002734437831,0.08475,0.021884132714457626,0.6983630401101832,0.5889822364904321,0.23866061134961344,0.07018611561825935,0.1725309634872125,0.20457777062892069,0.1739713688274087,0.06644683931156506,0.20070773685057103,False,41.6111946105957
deep,minimal_ce,saber_v2,401,1,0.04825,0.0235000859549596,0.7954158914418369,0.6945594481774368,0.10387475417191966,0.05894419746779231,0.12045332689936196,0.14107769020427857,0.11975711758082677,0.04268940003216986,0.07083802477078976,0.08325,0.022898401237751418,0.6879415670231949,0.6012336905599063,0.15010601223974687,0.04367330927903383,0.16152082998230657,0.19114685539649348,0.16272156988901398,0.05893517773845906,0.169953353707576,False,38.31340408325195
deep,minimal_ce,saber_v2,503,1,0.0455,0.025889633831872098,0.7884518174571893,0.6775148365562558,0.17437149811797972,0.058619212876151856,0.12460457884295749,0.14555895126266688,0.12335209908315907,0.0601415473701142,0.09403249155541257,0.1345,0.017586384734399173,0.6809025271914181,0.5522551742799143,0.26374585943624873,0.051526303581153,0.175666184118814,0.21010455203474346,0.18037317033939199,0.07413543509731382,0.2196718674601898,False,37.67047882080078
deep,standard_ce,random,101,1,0.06275,0.020697954271961493,0.8102199181276114,0.7046485869847479,0.11404847795012041,0.05186755075408946,0.11398986649509409,0.13412578414026058,0.11453273282933892,0.06340678783979412,0.08156667202830947,0.17525,0.01585009455045556,0.6721020657235405,0.5514577195039491,0.18999244375696153,0.04991749911810848,0.18004530588172216,0.2164709667041982,0.18700820331349527,0.03894161170982789,0.1965256554608332,False,33.367088317871094
deep,standard_ce,random,101,2,0.0335,0.0322503008423586,0.7911313915379656,0.688045550410196,0.148020943568142,0.08046306553794373,0.12646774971851374,0.14637284864082353,0.12348077851053563,0.04938073025575036,0.08031204761138813,0.3365,0.0073749355337802995,0.6138636361887658,0.5194817527182235,0.182479529726049,0.07962872111868913,0.1890863760656265,0.2320186585169696,0.20519864886601255,0.04685539649348561,0.2378156667202831,False,53.73059844970703
deep,standard_ce,random,211,1,0.03175,0.03402097301014269,0.7796069955227966,0.6826960639208025,0.17302576069831083,0.07133627013677639,0.12847970618197416,0.14842206852179507,0.12500723821778995,0.05813093131735564,0.09207013028792022,0.12725,0.021351211964930377,0.6643001012843466,0.557307085689476,0.20780825645248155,0.06870096924106688,0.17037022143584793,0.2029049380730256,0.17440727038764678,0.04790091684092006,0.17524529515843654,False,34.26877212524414
deep,standard_ce,random,211,2,0.04,0.030995358432181538,0.7792007621118194,0.6700081102950622,0.19555775823932778,0.07878653093269136,0.1305479598949118,0.15162940324915555,0.12811002091040696,0.05935338587743284,0.09982306578735725,0.2115,0.013305827746260959,0.6637313831508399,0.5346801093656144,0.24618721102327076,0.042673879577685335,0.17890193555305345,0.21627473057744892,0.1878687469840759,0.046324593855557344,0.20738298214572945,False,37.74612808227539
deep,standard_ce,random,307,1,0.0615,0.021024583118445933,0.805086535030922,0.7086424164576705,0.110139201214341,0.08294335226783327,0.11383303844297893,0.13385234035708543,0.11426572301753257,0.055669937268779154,0.07305774489303522,0.22125,0.01887570912841671,0.6448963954415099,0.5131193344068723,0.2521169682320359,0.08314229656302846,0.1900823012170929,0.22883705967508444,0.19902364484478044,0.057873572462602545,0.23093131735563777,False,43.4937629699707
deep,standard_ce,random,307,2,0.05575,0.023293794051916797,0.7892917089604329,0.7048282901281396,0.1150267613340021,0.06518821752215212,0.11867058066591603,0.13912176290815506,0.11838346469358212,0.05322502814862474,0.07815666720283095,0.2245,0.007598418428743339,0.5974694598842439,0.46362226039227844,0.25283665290735974,0.07722004707169597,0.20055761085196502,0.24358050506675247,0.21139778027987774,0.05335370757600129,0.26170178542705486,False,46.129058837890625
deep,standard_ce,random,401,1,0.04475,0.03328176035757263,0.7959347086331459,0.7157672590595079,0.11895124271922607,0.06585716077280888,0.11991448179722268,0.13853305452790735,0.11729451503940806,0.027666076885957857,0.04471610101335049,0.206,0.018188069451607357,0.6669962825108029,0.4948916476165747,0.23327082138276925,0.040645539917953416,0.17259128196879525,0.2076821618143799,0.18253981019784463,0.042383786392150555,0.16446839311565065,False,39.02131271362305
deep,standard_ce,random,401,2,0.05225,0.023568849922640536,0.7988328102301656,0.6896553370328239,0.12481744514318334,0.055966353600867234,0.11808616159991421,0.13830143155862956,0.11766285990027345,0.06665594338105195,0.08920701302879203,0.141,0.026594464500601683,0.6820216337503126,0.49469805928714233,0.2360577740701939,0.07480211814076282,0.193820706664522,0.2303297410326524,0.19891748431719478,0.0737333118867621,0.2297410326524047,False,45.24324035644531
deep,standard_ce,random,503,1,0.04075,0.0271617672339694,0.8023439914715187,0.697622781133418,0.13346508555387895,0.05516761822731778,0.1202763926867192,0.14003538684252853,0.11853948849927617,0.0643879684735403,0.0884510213929548,0.2195,0.01684717208182912,0.5612342108874364,0.43686713990667275,0.2537714289813245,0.07983662193948744,0.24219612889389308,0.29171947884831917,0.25203956892391827,0.054479652565546086,0.3275373974585813,False,39.88780975341797
deep,standard_ce,random,503,2,0.049,0.026869520371325426,0.8048314860488199,0.7010362363393714,0.12462984274401682,0.053130605692632754,0.11936089217736313,0.1391507157793148,0.11816310117419977,0.03453434132218112,0.05644201383303844,0.18275,0.01652054323534468,0.5736256820663114,0.44870028432786835,0.2922006688792839,0.0876526883961674,0.22780950083105464,0.27380730255750363,0.23477722374135435,0.049155541257841405,0.3041981663181599,False,43.06387710571289
deep,standard_ce,magnitude,101,1,0.068,0.020044696578992608,0.8074989284628761,0.7154311913027748,0.11033776888481436,0.06774358843448074,0.11206637713795507,0.1320411774167605,0.11298375422229372,0.07001769342126428,0.08512144120958662,0.17525,0.01918514698298092,0.5520081291697416,0.4853230159952655,0.2495815315240252,0.09179976287478071,0.22837515414723072,0.2738426894000322,0.2352131253015924,0.06118706771754866,0.30731864243204116,False,3.446000814437866
deep,standard_ce,magnitude,101,2,0.04275,0.02802131682998109,0.8214644047900811,0.7307532182027031,0.07081024168021313,0.060752904931297654,0.10723955820063268,0.12426894000321698,0.10553321537719158,0.024304326845745537,0.020604793308669777,0.193,0.015712566615093692,0.5755817289077975,0.5014622074212,0.31688806162866967,0.08288577221609458,0.20691651922148946,0.2490847675727843,0.21442013833038445,0.08184011581148463,0.29728164709667043,False,5.520448207855225
