architecture,method,seed,unit,fine_macro_f1,family_macro_f1,awbir,attack_to_benign_rate,benign_to_attack_rate,hsr_balanced_soc,ece15
shallow,saber_v2,211,8,0.5334933189829927,0.6047039272715999,0.11328719753023536,0.05244404010538087,0.00025,0.17478680082540493,0.17236176014086277
shallow,saber_v2,307,0,0.4550200479731122,0.46411956626980516,0.11000644070767861,0.017958340440855935,0.89725,0.1941016416792973,0.053133046623288833
shallow,saber_v2,307,1,0.5898330154815373,0.6763347498361544,0.08880110037508238,0.03704440780121681,0.02975,0.13874837932104964,0.04028690595487636
shallow,saber_v2,307,2,0.553670965709647,0.6275738594879292,0.09792193294859652,0.04087299330945206,0.00925,0.15582622669418017,0.1113863695676798
shallow,saber_v2,307,3,0.5189420412391317,0.5848467702362941,0.1266232443989293,0.044692102120884744,0.00475,0.16539142820620514,0.10216237042681545
shallow,saber_v2,307,4,0.2769147064151929,0.3217670444404519,0.34554769959245424,0.04092985349026743,0.41675,0.28621281568999835,0.11563487917525972
shallow,saber_v2,307,5,0.5510253167540884,0.5985795584965259,0.10162440163693605,0.04847330414510718,0.00125,0.1657237815233469,0.13502465074742936
shallow,saber_v2,307,6,0.5483021555797364,0.6208629465070404,0.09713931396233084,0.036911734045980936,0.001,0.15492412483336682,0.14054772167769472
shallow,saber_v2,307,7,0.5117180582714645,0.5708212235502931,0.11256212540770605,0.057921570857261996,0.0005,0.17776519785979072,0.1789922836059405
shallow,saber_v2,307,8,0.23149521691244837,0.24581850427176788,0.28041420849377496,0.0041697465931275,0.81675,0.3044465952046164,0.15556320399395182
shallow,saber_v2,401,0,0.4550200479731122,0.46411956626980516,0.11000644070767861,0.017958340440855935,0.89725,0.1941016416792973,0.053133046623288833
shallow,saber_v2,401,1,0.5454221865914671,0.603529929478446,0.10296601417480991,0.025492314398893122,0.0695,0.1483263636529647,0.08464173217292897
shallow,saber_v2,401,2,0.43980409303458107,0.49029244927424176,0.15158651022148292,0.04973370481984799,0.083,0.20551122148974638,0.055686107297205044
shallow,saber_v2,401,3,0.5405229298255247,0.6163187407966306,0.09464066617886242,0.03417296867004037,0.0075,0.15223973265645258,0.1181189430770986
shallow,saber_v2,401,4,0.5338892428473714,0.5944333869971878,0.09942956957603316,0.02248820151248081,0.0065,0.14617519767717901,0.11034078680888591
shallow,saber_v2,401,5,0.533192900360051,0.5925146286043712,0.11456602151669762,0.045819829040389684,0.00425,0.1673435474151312,0.14703990750597032
shallow,saber_v2,401,6,0.5462945341319668,0.6278981738505546,0.09807094370094281,0.05152480051553231,0.0005,0.1639232300359745,0.14129819515731978
shallow,saber_v2,401,7,0.5291128393085659,0.5969554385974976,0.11102815295890683,0.04861545459714562,0.00125,0.16801555851792332,0.16619860638266915
shallow,saber_v2,401,8,0.5315326048772782,0.6015235650573201,0.10042017910591719,0.041090957335911,0.0025,0.1599642081043078,0.14138918534889194
shallow,saber_v2,503,0,0.4550200479731122,0.46411956626980516,0.11000644070767861,0.017958340440855935,0.89725,0.1941016416792973,0.053133046623288833
shallow,saber_v2,503,1,0.5353681622149417,0.6093222943552078,0.11960288188446774,0.047231856863971494,0.0075,0.16853052354778036,0.08717051942463275
shallow,saber_v2,503,2,0.5348810199019651,0.6044822376959592,0.09690345613183132,0.028041545838782433,0.01075,0.14945490403754497,0.10984278527114028
shallow,saber_v2,503,3,0.5501660256614689,0.6147281944790173,0.10080552331172317,0.04242717158507231,0.0025,0.15829148481583608,0.12375897435597281
shallow,saber_v2,503,4,0.546413240625443,0.6024260043658024,0.1070405283007611,0.04002009059722143,0.004,0.16336078596081152,0.13060813133872154
shallow,saber_v2,503,5,0.5181530178461279,0.5670057289157202,0.112943369933459,0.04749720437444324,0.0015,0.17055568744179253,0.16728508815956655
shallow,saber_v2,503,6,0.5144432752382474,0.564058383384737,0.1132959887913213,0.05623471882640587,0.0015,0.17626047734701705,0.1724458822346621
shallow,saber_v2,503,7,0.5262504226559459,0.5819697223488901,0.11804166378173801,0.04636947745493831,0.00325,0.1630302587607969,0.1554344131607698
shallow,saber_v2,503,8,0.5452512346143056,0.6172275287954541,0.09608787952936099,0.04475843899850268,0.0025,0.15942185131754352,0.1536851120944967
deep,random,101,0,0.27540346840462826,0.2421576126742941,0.20593646295940188,0.00045488144652299997,0.99975,0.3506619674585928,0.2764572730998062
deep,random,101,1,0.5497600883907242,0.6387963126130902,0.05509936524368966,0.06369287921002255,0.0,0.1865652562955388,0.23273373521696514
deep,random,101,2,0.5139113809709779,0.5818017307669707,0.09144967119644158,0.06495327988476336,0.0,0.19011157575646903,0.2531657094430236
deep,random,101,3,0.5085013711985744,0.595207311313594,0.07535504450979254,0.06789105589355775,0.00075,0.19337667317981774,0.2624437405192546
deep,random,101,4,0.5483158263901005,0.6200186319861318,0.050818293166310806,0.06249881541289968,0.0,0.18359233761253446,0.23901651673272317
deep,random,101,5,0.5225259536867817,0.6093637457461702,0.09690782523718433,0.06460264210306856,0.0,0.19764248278884608,0.27409590572213277
deep,random,101,6,0.4320086048015682,0.5187957684553886,0.2745525610421126,0.06349386857716874,0.0,0.21142053651321197,0.31303131642015103
deep,random,211,0,0.27540346840462826,0.2421576126742941,0.20593646295940188,0.00045488144652299997,0.99975,0.3506619674585928,0.2764572730998062
deep,random,211,1,0.5281382991302801,0.622498802742606,0.05233137719683742,0.058916624021531055,0.00025,0.18878216248790197,0.24720755683041035
deep,random,211,2,0.5218854714102195,0.5758857276624042,0.040758037388350994,0.06169329618468187,0.001,0.2000584357480689,0.2519568025093126
deep,random,211,3,0.5399936810615514,0.6111633235303685,0.06024137061499318,0.060925683743674304,0.0,0.1816018699439382,0.2533359136024924
deep,random,211,4,0.5221357209270402,0.627569398845127,0.06845584614631622,0.05213130911089631,0.0005,0.17922609156151276,0.2570756300544783
deep,random,211,5,0.5491954434706556,0.6223222307016847,0.08434030845550529,0.05961789958492068,0.0,0.18330381110644436,0.24906883522123135
deep,random,211,6,0.5209376305931188,0.6026217296025911,0.07164862714672035,0.059030344383161806,0.0,0.18949252205036432,0.2777812062359115
deep,random,307,0,0.27540346840462826,0.2421576126742941,0.20593646295940188,0.00045488144652299997,0.99975,0.3506619674585928,0.2764572730998062
deep,random,307,1,0.5383566109386874,0.6473423012410001,0.0266820891618469,0.054434146433918994,0.00075,0.17461697193257975,0.22738920563806425
deep,random,307,2,0.5540180578666491,0.6547712454845428,0.05833765785205297,0.0648679896135403,0.0,0.1864885593761984,0.2448485185090815
deep,random,307,3,0.5156087790270049,0.5107507114446522,0.07346003298222323,0.047032846231117684,0.23575,0.22093825897993097,0.27845440326754445
deep,random,307,4,0.006062823984299449,0.019534438163657297,0.33591946068229206,0.0,1.0,0.5602454301418893,0.7696457053760095
deep,random,307,5,0.496163229901034,0.5402609134113057,0.20386766665989148,0.06429938780538655,0.0005,0.19253300706707327,0.2542581839579229
deep,random,307,6,0.5845506401050002,0.6648776320526666,0.06302555794084734,0.05854703284623112,0.0005,0.18163108781797263,0.24341991027627075
deep,random,401,0,0.27540346840462826,0.2421576126742941,0.20593646295940188,0.00045488144652299997,0.99975,0.3506619674585928,0.2764572730998062
deep,random,401,1,0.5102773540241246,0.5975824586051727,0.09342029801346191,0.05905877447356949,0.0,0.18370190464016362,0.238317147131107
deep,random,401,2,0.2506299939585301,0.2931690321780238,0.11112308508611335,0.029595724114402682,0.46125,0.423284819488322,0.44803679598465507
deep,random,401,3,0.4981121406161299,0.575477884793899,0.0696442875561242,0.06872500521218323,0.0,0.19198882416318183,0.2534836131674916
deep,random,401,4,0.5364725216238934,0.5419878548671894,0.05313072070412925,0.06310532400826369,0.158,0.21199576340826504,0.263943986038115
deep,random,401,5,0.4921811546166581,0.5507025642929076,0.15916464953768478,0.06462159549667368,0.0005,0.19148298971896058,0.25654417456695866
deep,random,401,6,0.5283325103018379,0.6060453055072377,0.07841792921924015,0.0675498948086655,0.0,0.1913515092858056,0.2641009389321652
deep,random,503,0,0.27540346840462826,0.2421576126742941,0.20593646295940188,0.00045488144652299997,0.99975,0.3506619674585928,0.2764572730998062
deep,random,503,1,0.5360102315180485,0.615419277985189,0.05907544561212616,0.0657303690225735,0.00075,0.1886780738116543,0.23992992453018513
deep,random,503,2,0.4713489717287318,0.5049287583778652,0.3012436866379612,0.06150376224863062,0.0015,0.20217855773269297,0.26533574743412575
deep,random,503,3,0.5661836565498668,0.6642072197920119,0.053382850883189885,0.06736036087261424,0.00025,0.1868957834955534,0.25096694717656215
deep,random,503,4,0.4906625672010938,0.5562185775550573,0.13864982728789849,0.06137108849339474,0.001,0.19051514764156974,0.25880689064577483
deep,random,503,5,0.5130699681121041,0.6065968606179576,0.07194317685292742,0.057286632171490305,0.00075,0.18556637022698635,0.26928599595350794
deep,random,503,6,0.506328677138794,0.60250984040969,0.0898121102758347,0.06411933056613786,0.00025,0.19150855535874073,0.2739856393664989
deep,magnitude,101,0,0.002072674174583418,0.06723723647231633,0.36543052062176157,0.0,1.0,0.4191632731323387,0.9634776574537033
deep,magnitude,101,1,0.5294038234372676,0.6268650731902395,0.060795525061125476,0.05768465343719793,0.00125,0.17597012472379978,0.17792262110071677
deep,magnitude,101,2,0.5304892162596977,0.6071756926626954,0.06829687211407956,0.04130892136236993,0.00175,0.16256825112762732,0.19625944807936996
deep,magnitude,101,3,0.531770764303408,0.6451717687167489,0.03857197433999634,0.059106157957582305,0.0005,0.17717718814484762,0.21329849309424814
deep,magnitude,101,4,0.532645031803502,0.6354133774797691,0.05455724768884647,0.05572297719906749,0.0,0.17470645167181023,0.22096752354829594
deep,magnitude,101,5,0.5072950858533579,0.6100337949098444,0.10358416373956784,0.05074771137772218,0.0005,0.18254232026442177,0.24194441544072534
deep,magnitude,101,6,0.49536361694151276,0.5683289213700206,0.17729603737648497,0.05623471882640587,0.0,0.18284910794178338,0.24595986245824691
deep,magnitude,211,0,0.002072674174583418,0.06723723647231633,0.36543052062176157,0.0,1.0,0.4191632731323387,0.9634776574537033
deep,magnitude,211,1,0.5139178299451269,0.6446866200141587,0.07179710830381104,0.04437937112640018,0.001,0.1697905443655156,0.19468818306312202
deep,magnitude,211,2,0.5270258900331418,0.6515155373095799,0.059753983015364893,0.040854039915846935,0.00025,0.1824217965340297,0.23001841091445263
deep,magnitude,211,3,0.561624422458201,0.6812912025021647,0.05085248795349656,0.05472792403479843,0.0,0.17151622505067474,0.21388327255318526
deep,magnitude,211,4,0.5228704232063905,0.6294252912849442,0.10121325852754127,0.04090142339985974,0.0,0.16315260860831612,0.22409611550272499
deep,magnitude,211,5,0.5617114926630169,0.6652159493996854,0.06170172355247067,0.05163852087716306,0.0,0.17034751008929713,0.22012472191678772
deep,magnitude,211,6,0.5534236453261079,0.6612731958424027,0.05437122447832827,0.045601865013930744,0.00025,0.16891218202735522,0.2322687513885845
deep,magnitude,307,0,0.002072674174583418,0.06723723647231633,0.36543052062176157,0.0,1.0,0.4191632731323387,0.9634776574537033
deep,magnitude,307,1,0.5539020484931839,0.666068240854377,0.045553966299296304,0.04802789939538674,0.0015,0.16051752159383503,0.16620979578820427
deep,magnitude,307,2,0.5401181389060009,0.6296887110369975,0.05433788820267905,0.04850173423551487,0.00075,0.1697741093113712,0.20107330969161524
deep,magnitude,307,3,0.5452059407375489,0.5710854336293625,0.05824315365886087,0.047753075188112434,0.043,0.19468599915998613,0.21631267732001136
deep,magnitude,307,4,0.07745621032137602,0.14466671733733213,0.2550670724455244,0.005088986182976062,0.80325,0.4224375011413232,0.6531738366529248
deep,magnitude,307,5,0.5206209267067744,0.5757171771371159,0.1378678090801457,0.05438676294990618,0.00025,0.17329303701539417,0.21076453785058027
deep,magnitude,307,6,0.5894304558003962,0.6951323303555199,0.04621808197749203,0.04579139894998199,0.0,0.16185423933091067,0.203122927645037
deep,magnitude,401,0,0.002072674174583418,0.06723723647231633,0.36543052062176157,0.0,1.0,0.4191632731323387,0.9634776574537033
deep,magnitude,401,1,0.5267560080056777,0.6202438463086355,0.08773038817431623,0.042455601675479994,0.0035,0.16466828582385273,0.18536137545018952
deep,magnitude,401,2,0.49696364151289385,0.5596752437523277,0.09750508905528069,0.047961562517768806,0.1645,0.21427110534869706,0.2050213141777072
deep,magnitude,401,3,0.5156397052115139,0.6040271622090015,0.06910145845857628,0.04990428536229412,0.00075,0.17370756560325779,0.21346028327012181
deep,magnitude,401,4,0.5829025615013981,0.6725475802926633,0.027372324529288904,0.05313583897196793,0.00275,0.17470645167181023,0.1996606129218609
deep,magnitude,401,5,0.5186750654476247,0.5900854582138124,0.10173183942365283,0.049999052330319746,0.002,0.17221380179324702,0.21664181702006513
deep,magnitude,401,6,0.5580416924059542,0.7138435925783451,0.04599370572712363,0.05523018896533424,0.00175,0.16868939573784264,0.22883078372017007
deep,magnitude,503,0,0.002072674174583418,0.06723723647231633,0.36543052062176157,0.0,1.0,0.4191632731323387,0.9634776574537033
deep,magnitude,503,1,0.5608163398646733,0.7000126562390666,0.05528843113032628,0.05143003354750668,0.0015,0.16872226584613137,0.18979427327618714
deep,magnitude,503,2,0.5350658406608507,0.6579592333730151,0.07273769388813796,0.03984951005477531,0.00075,0.16005551396066545,0.20817174176526376
deep,magnitude,503,3,0.5408398548343957,0.6330217842637023,0.059385301616901004,0.05612099846477512,0.00025,0.1767115282774237,0.22741353755923505
deep,magnitude,503,4,0.5192973464349174,0.6106590456272787,0.07730034891493681,0.04739296070961506,0.0,0.1703402056207885,0.22460695727034286
deep,magnitude,503,5,0.5270597021861723,0.6403627411889947,0.06727114497612323,0.04645476772616137,0.00025,0.17291137853581928,0.2440723070111794
deep,magnitude,503,6,0.5447364243088553,0.6600155871354214,0.06749561207368315,0.05549553647580599,0.00025,0.17735249538905423,0.2492874475689251
deep,taylor,101,0,0.47821940107863836,0.5168817214484864,0.12972296790038915,0.027529804211444058,0.19675,0.21221672358065047,0.13337018807479645
deep,taylor,101,1,0.49673757599027546,0.5397139761992439,0.07870091673962329,0.05946627243607968,0.0,0.1964719417103413,0.2229051027737252
deep,taylor,101,2,0.5253916528078143,0.5914864425707576,0.08345207997213536,0.05976005003695912,0.0,0.17703657712605686,0.22563319063527346
deep,taylor,101,3,0.5673043556907328,0.6658773201362821,0.0461989006377256,0.06465950228388392,0.0,0.17798798414930334,0.23167051466208355
deep,taylor,101,4,0.5140345074444815,0.5993900622478809,0.06032304770759079,0.06409090047573018,0.0,0.18352111904457552,0.238778522967945
deep,taylor,101,5,0.5016740146999935,0.5866244275055486,0.09754389155999484,0.06143742537101268,0.0005,0.18616168441043807,0.2506429037609833
deep,taylor,101,6,0.5768770204348979,0.6538252394420349,0.04266982959966156,0.061570099126248556,0.00025,0.18110333996822556,0.23181329296036732
deep,taylor,211,0,0.47821940107863836,0.5168817214484864,0.12972296790038915,0.027529804211444058,0.19675,0.21221672358065047,0.13337018807479645
deep,taylor,211,1,0.5676600180280443,0.6445511198499156,0.03414746268304794,0.05782680388923637,0.00025,0.17125509030149194,0.19942100587414605
deep,taylor,211,2,0.5010658565008941,0.58631279738886,0.1222329713887659,0.052396656621368054,0.00025,0.17637187049177333,0.2233154348788306
deep,taylor,211,3,0.5584569523206004,0.6304622543266283,0.03178003628547107,0.05996853736661549,0.0,0.17856138492722923,0.23496823980899603
deep,taylor,211,4,0.5107517688469925,0.5903742079067544,0.07673448959795999,0.055353386023767555,0.00025,0.1799364511239751,0.24141750588036667
deep,taylor,211,5,0.5163742254119212,0.5753405823810936,0.13127338992180107,0.06033812854191543,0.0,0.18520479903581016,0.2527305763896574
deep,taylor,211,6,0.5421417268977993,0.6181566620144339,0.047135586736659366,0.058992437595951554,0.0,0.18173517649422033,0.25484115270490587
deep,taylor,307,0,0.47821940107863836,0.5168817214484864,0.12972296790038915,0.027529804211444058,0.19675,0.21221672358065047,0.13337018807479645
deep,taylor,307,1,0.5257084665648154,0.6021307829778232,0.055206051865998994,0.05605466158715718,0.00025,0.17312138200544183,0.200995373042039
deep,taylor,307,2,0.5329413726238902,0.6406938487523051,0.04672361486247636,0.05613995185838024,0.0,0.17335512499771735,0.22279597975718218
deep,taylor,307,3,0.5033989014771288,0.5163004943405544,0.04298336295834462,0.048141619757017494,0.00125,0.20791256551195195,0.2528133165535667
deep,taylor,307,4,0.012210483672057274,0.11814630673638184,0.31825862202406996,0.0014783647011997498,0.88175,0.4243275323679261,0.8657047451255947
deep,taylor,307,5,0.5195268832034126,0.5778348259075886,0.1807566284016253,0.05396031159379087,0.0,0.1752962875038805,0.22700387818975318
deep,taylor,307,6,0.5635494007059441,0.6598338811421246,0.040379550371452105,0.05338223308883456,0.0,0.17073829915450778,0.23037562331792275
deep,taylor,401,0,0.47821940107863836,0.5168817214484864,0.12972296790038915,0.027529804211444058,0.19675,0.21221672358065047,0.13337018807479645
deep,taylor,401,1,0.5272751633217305,0.6263722228587291,0.03900933749086634,0.05685070411857243,0.0,0.1745494055988751,0.20782241421632136
deep,taylor,401,2,0.494062643800041,0.5121824706476334,0.10209283709163622,0.02457307480904456,0.2645,0.21276273260166909,0.22789359211376553
deep,taylor,401,3,0.5193521593589435,0.5981255097977767,0.04747760738848277,0.061844923333522865,0.0,0.18107594821131828,0.23058604734946467
deep,taylor,401,4,0.561311259302183,0.6354851381771538,0.025989209533365004,0.061153124466935806,0.0,0.18007158379138438,0.22858710062910853
deep,taylor,401,5,0.5696227500267581,0.651012657721132,0.029602010706533583,0.06003487424423343,0.0005,0.17750588922773508,0.23413957814004194
deep,taylor,401,6,0.5199188795039402,0.5927241190234525,0.07618152233346155,0.06140899528060499,0.00025,0.1868738700900276,0.25825217592403155
deep,taylor,503,0,0.47821940107863836,0.5168817214484864,0.12972296790038915,0.027529804211444058,0.19675,0.21221672358065047,0.13337018807479645
deep,taylor,503,1,0.5661500083793396,0.6529319416961891,0.03399547067650328,0.05751407289475181,0.0,0.17180840379101917,0.20342514223128988
deep,taylor,503,2,0.48909787860652576,0.5336095164326823,0.30897869048818133,0.05442466973711643,0.00025,0.18393382151531198,0.23602264686954655
deep,taylor,503,3,0.5663143306799362,0.6655309676473229,0.033903160501933524,0.06440363147021474,0.00025,0.18005880097149432,0.23315580816805825
deep,taylor,503,4,0.5048450429688351,0.5804361341113111,0.10467949999351947,0.05937150546805405,0.00025,0.18215153119921113,0.2433436298761676
deep,taylor,503,5,0.5271416113071338,0.6034035652454552,0.05415642875743088,0.053448569966452496,0.001,0.18136447471740838,0.2476587365683061
deep,taylor,503,6,0.5191850389421562,0.6021420155965528,0.07692464793146563,0.06519019730482743,0.0,0.18609046584247915,0.2528948053884133
deep,fisher,101,0,0.43144719028340506,0.4746219927171988,0.12933217778751332,0.008860711510395936,0.5855,0.2279742882708497,0.16165506682415115
deep,fisher,101,1,0.5222290992871038,0.5940941551475549,0.07003667271990817,0.06014859460586418,0.0,0.1800241047460784,0.22010464658710288
deep,fisher,101,2,0.5409657399416931,0.5949199829615897,0.07368724084883482,0.05772256022440818,0.0,0.17583681817351765,0.22774847974759613
deep,fisher,101,3,0.5792030497570482,0.6804442172957761,0.04052016075334944,0.061257368131763995,0.00025,0.17421705228173334,0.24095698429650458
deep,fisher,101,4,0.5543347706627262,0.6464965256164028,0.04903622618186306,0.06773942874471674,0.0,0.18352294516170267,0.2470946577456357
deep,fisher,101,5,0.5858221094274051,0.6704796345240072,0.03162084200562061,0.061655389397471616,0.0005,0.17469366885192017,0.23244191093686714
deep,fisher,101,6,0.49410275478032883,0.5529181864376151,0.13931777905870357,0.06256515229051762,0.0,0.19281605522178194,0.2626691685984389
deep,fisher,211,0,0.43144719028340506,0.4746219927171988,0.12933217778751332,0.008860711510395936,0.5855,0.2279742882708497,0.16165506682415115
deep,fisher,211,1,0.5089403415174704,0.5949219433881919,0.07065007483039448,0.05482269100282405,0.0,0.17887182483884517,0.21753010532776781
deep,fisher,211,2,0.5258669565001184,0.6429703911435728,0.0410621455103755,0.05502170163567787,0.0,0.17877686674823323,0.2336211270478606
deep,fisher,211,3,0.5283651857358992,0.5866481744656417,0.038832890547442184,0.05764674664998768,0.0,0.1892660835265974,0.2478872397419672
deep,fisher,211,4,0.5043094634971685,0.5887197237078697,0.08125966937322479,0.0579689543412748,0.0,0.1836726867661292,0.25890366870181747
deep,fisher,211,5,0.4840649017323962,0.5431791307296367,0.24020521531963704,0.059826386914577055,0.0,0.18865981264038276,0.2583720321936503
deep,fisher,211,6,0.5265850827863395,0.6103974267062076,0.05824063057298466,0.05326851272720381,0.0,0.1792699183725644,0.26041221873309756
deep,fisher,307,0,0.43144719028340506,0.4746219927171988,0.12933217778751332,0.008860711510395936,0.5855,0.2279742882708497,0.16165506682415115
deep,fisher,307,1,0.5356764237127283,0.6386206571149928,0.030713243868361318,0.05298421182312693,0.0,0.17161666149266813,0.2104177289167752
deep,fisher,307,2,0.5666827158204104,0.6644970825984275,0.04365809853045684,0.05559978014063418,0.00025,0.17436314165190556,0.22646745949685984
deep,fisher,307,3,0.5895189039968103,0.6531324971074257,0.0204060450536045,0.05138265006349387,0.0005,0.1753309837292964,0.2024172122179337
deep,fisher,307,4,0.0022079046089788926,0.02243978492875104,0.3503326942676949,0.0,1.0,0.5590438450722229,0.8511966339931437
deep,fisher,307,5,0.4946767568017659,0.5658290570543301,0.1816335755179106,0.05746668941073899,0.00025,0.18265006117492374,0.2477305890946579
deep,fisher,307,6,0.5114573975593834,0.5819320387610489,0.12279494108950446,0.05823430185174656,0.0,0.18214057449644822,0.2516120446938485
deep,fisher,401,0,0.43144719028340506,0.4746219927171988,0.12933217778751332,0.008860711510395936,0.5855,0.2279742882708497,0.16165506682415115
deep,fisher,401,1,0.49399383433699784,0.5682311257968797,0.13952883466858657,0.05499327154527018,0.0,0.18195248443235149,0.23164358748716737
deep,fisher,401,2,0.3572488939514898,0.41109279259547366,0.13935997055880234,0.021341521199370748,0.41,0.33962126330782855,0.37434839868932024
deep,fisher,401,3,0.5110048208737539,0.5870616557488214,0.06708661925570665,0.0582722086389568,0.0,0.18037654535161884,0.22983442928167253
deep,fisher,401,4,0.5483068384926107,0.6026027767609637,0.03217289659257879,0.05571350050226493,0.00025,0.17731049469512974,0.2241497817594805
deep,fisher,401,5,0.5302431039372106,0.6116233394969037,0.0495680573426563,0.057779420405223554,0.0,0.18372016581143516,0.25103851637949154
deep,fisher,401,6,0.5648833191657013,0.6371650069593351,0.038410996099043186,0.06231875817365099,0.0,0.17855408045872062,0.23990841223407933
deep,fisher,503,0,0.43144719028340506,0.4746219927171988,0.12933217778751332,0.008860711510395936,0.5855,0.2279742882708497,0.16165506682415115
deep,fisher,503,1,0.5666427172005208,0.6576054312592223,0.02878917051430846,0.06081196338204355,0.0,0.174153138182283,0.21073100600282668
deep,fisher,503,2,0.487514980158301,0.5639744252533663,0.20602629374242087,0.05478478421561381,0.0,0.1819835284235131,0.24530439910635263
deep,fisher,503,3,0.5650984353337788,0.6680077330654011,0.04607972121181357,0.06923674683952162,0.00025,0.1837603403882325,0.23688274573542611
deep,fisher,503,4,0.5516757093499977,0.6346083296085631,0.05436240688455501,0.05864179981425674,0.0,0.17894304340680411,0.2467001746121166
deep,fisher,503,5,0.5178389982347361,0.5849917228382467,0.08077184081414676,0.06129527491897424,0.00025,0.19209473895655665,0.26977731964359414
deep,fisher,503,6,0.5670394832031199,0.6606200805011974,0.06057418313354389,0.06316218418907905,0.0,0.18188857033290115,0.26045346051427765
deep,saber_v2,101,0,0.45729888137891245,0.49103751507231613,0.09689111494652007,0.08664543886582893,0.0015,0.24400759664724894,0.16346222732883642
deep,saber_v2,101,1,0.5388040135004699,0.6119783101942518,0.06317723855553277,0.0651238604272095,0.0,0.18444696042804185,0.1922268858531294
deep,saber_v2,101,2,0.535212563416752,0.598358656193047,0.0496531555651842,0.06482060612952749,0.0,0.18372199192856228,0.21608088438095813
deep,saber_v2,101,3,0.568354764212712,0.6539795844697619,0.054928048101442035,0.07036447375902655,0.0,0.18391921257829477,0.22218670497290957
deep,saber_v2,101,4,0.49315733273775353,0.5614175167912365,0.1089220653121214,0.06505752354959156,0.0,0.1928087507532733,0.24296244443831547
deep,saber_v2,101,5,0.5453042827890477,0.6241397098870991,0.05434955384376403,0.06158905251985368,0.00025,0.18565219773196254,0.23659826217678714
deep,saber_v2,101,6,0.48662183144317195,0.5334994419101042,0.1382935575609592,0.061427948674210114,0.00125,0.19715125728164204,0.2598203020322881
deep,saber_v2,211,0,0.45729888137891245,0.49103751507231613,0.09689111494652007,0.08664543886582893,0.0015,0.24400759664724894,0.16346222732883642
deep,saber_v2,211,1,0.50758721888272,0.5797499992393704,0.08975729013350085,0.05776994370842099,0.00025,0.18473913916838627,0.2025679728364642
deep,saber_v2,211,2,0.5216930647297928,0.6111673858180622,0.07411251750468971,0.055685070411857246,0.0,0.1794397472653896,0.21950530936167745
deep,saber_v2,211,3,0.5200109614506397,0.589232857666414,0.073044752199075,0.06480165273592237,0.0,0.18838589507130987,0.2395209746494178
deep,saber_v2,211,4,0.5333507539244209,0.6387763451613728,0.0617033914242016,0.054130892136236994,0.0,0.1780847683570424,0.23924993193035812
deep,saber_v2,211,5,0.5009827146822021,0.5552843105317854,0.10449219034545651,0.055571350050226495,0.00025,0.1933218896660032,0.25020538455715213
deep,saber_v2,211,6,0.5312904889986276,0.6065400327839677,0.05076248234695281,0.06136161179659218,0.00025,0.18820145724146747,0.25930007853305537
deep,saber_v2,307,0,0.45729888137891245,0.49103751507231613,0.09689111494652007,0.08664543886582893,0.0015,0.24400759664724894,0.16346222732883642
deep,saber_v2,307,1,0.5087662275589311,0.5922502810815842,0.050430087216271346,0.05595041792232899,0.00075,0.1786015595040266,0.1965757961014771
deep,saber_v2,307,2,0.539662061282575,0.6443623899978914,0.05061568114311207,0.060214931483482115,0.0,0.18474279140264055,0.22037299842081143
deep,saber_v2,307,3,0.5195109988314669,0.5959585635331932,0.07963574527123962,0.05316426906237562,0.0,0.1910702872482241,0.23399491343917708
deep,saber_v2,307,4,0.03354606182657047,0.048963111792449755,0.32137729161098827,0.00045488144652299997,0.95575,0.5388086411862456,0.6586570062953353
deep,saber_v2,307,5,0.5068411472865586,0.5625700056263612,0.12915455740091802,0.06102992740850249,0.00025,0.18387721188437028,0.2283050765472441
deep,saber_v2,307,6,0.5567765597473147,0.6472716572949618,0.04981849980115524,0.05634843918803662,0.0,0.18066872409196327,0.23663701339730914
deep,saber_v2,401,0,0.45729888137891245,0.49103751507231613,0.09689111494652007,0.08664543886582893,0.0015,0.24400759664724894,0.16346222732883642
deep,saber_v2,401,1,0.5275019276872043,0.6345925276068003,0.03717574883018491,0.06030022175470518,0.00025,0.1832526798268841,0.2081988241073908
deep,saber_v2,401,2,0.4560845699602969,0.42960357075664296,0.11048790965114756,0.016849566914956125,0.39725,0.25604170851518415,0.22275199495359435
deep,saber_v2,401,3,0.5183852583399352,0.596761887785386,0.03936064245904036,0.059722143249748866,0.00025,0.1820017895947846,0.2235988008139005
deep,saber_v2,401,4,0.5462472696350734,0.572487570848951,0.03468851524988179,0.05726767877788518,0.00025,0.19518087690144445,0.22905009988271663
deep,saber_v2,401,5,0.5101371951739014,0.5779311685467792,0.06689363760764636,0.06274520952976631,0.00075,0.18533262723471083,0.23394370696490369
deep,saber_v2,401,6,0.5133980631878693,0.5960357825630068,0.08526186104552001,0.06309584731146112,0.0,0.1889501652636,0.2520774686354258
deep,saber_v2,503,0,0.45729888137891245,0.49103751507231613,0.09689111494652007,0.08664543886582893,0.0015,0.24400759664724894,0.16346222732883642
deep,saber_v2,503,1,0.48639330780811746,0.5454313515858021,0.1030152960833484,0.06261253577453042,0.0,0.19208195613666662,0.21204911286286743
deep,saber_v2,503,2,0.4704095683629232,0.5248304582360861,0.2469499854914841,0.06410037717253274,0.0,0.19954712295246618,0.24021538885867225
