alpha,benign_to_attack_rate,binary_attack_recall,fine_macro_f1,family_macro_f1,meets_criteria
0.1,0.00025,0.9394912909156384,0.4837834041343747,0.5723038502315151,False
0.2,0.0,0.9381266465760695,0.4774418833145956,0.5372430442878469,False
0.3,0.00175,0.9389985026819052,0.4790880113482282,0.5350609882177738,False
0.4,0.0,0.9203578400712648,0.5047839879567633,0.5811229896062843,True
0.5,0.0005,0.9323553382233088,0.5096655110824013,0.5788092780679379,True
