method,regime,seed,epoch,eval_b2a,eval_family_f1,eval_fine_f1,eval_a2b,eval_awbir,eval_hsr,eval_ece,batch_b2a,batch_family_f1
taylor,full_ce,101,5,0.0,0.6028633658986309,0.527305368207872,0.05604518489035462,0.061731275653098765,0.18223188035280583,0.21192052596275865,0.0,0.6273728313703892
taylor,full_ce,101,6,0.0015,0.5722542099133173,0.5017902475175373,0.06111521767972555,0.11668843393004256,0.18443052537389748,0.2198504751895866,0.001,0.6222531319811004
taylor,full_ce,211,1,0.00025,0.549709947027518,0.5076726271028077,0.054339379465893366,0.12292845409567922,0.18080750899362685,0.18442646679601268,0.00025,0.603786479700224
taylor,full_ce,211,2,0.001,0.6035048834490248,0.5387110190174972,0.05430147267868312,0.05072786220111797,0.1775515421559139,0.172207568735835,0.00075,0.6585432495369451
taylor,full_ce,211,3,0.0005,0.5549858729163363,0.49576260364257946,0.047430867496825305,0.13914160504109366,0.18013367177370757,0.21434706897717945,0.0005,0.6059328888031883
taylor,full_ce,211,4,0.90075,0.371755692611192,0.3828566784894594,0.0017152821212638122,0.07123103170078923,0.2444677781632914,0.21213782193028588,0.00075,0.6746220863015717
taylor,full_ce,211,5,0.00075,0.6022051595048041,0.5119983002822339,0.06068876632361024,0.08183969422530599,0.18211135662241376,0.2324456830672201,0.0005,0.630289726826852
taylor,full_ce,211,6,0.05025,0.6650605829648149,0.5374481339558076,0.04543128447148462,0.06553000376889159,0.17538759336023813,0.19480128128916468,0.0,0.6602938753084019
taylor,full_ce,307,1,0.0015,0.5633025251435622,0.4926976528437083,0.04611360664126912,0.1432082406587999,0.18144847610525738,0.18653399758757694,0.0,0.6273279818780336
taylor,full_ce,307,2,0.0015,0.6600587361103608,0.5334601668555322,0.04976213491025568,0.06600111070372419,0.17569620715472692,0.22139168731444497,0.0005,0.6409710114936844
taylor,full_ce,307,3,0.00075,0.6195892142563272,0.5282552107513134,0.05581774416709312,0.06261895753277563,0.17705666441445553,0.19791237687000637,0.00025,0.6634878006082285
taylor,full_ce,307,4,0.0,0.601350966899214,0.502446963868906,0.050501317260855556,0.08663715011158457,0.17683753035919725,0.2245164689687181,0.00025,0.6481326394681302
taylor,full_ce,307,5,0.00075,0.607491495239272,0.5104310784526804,0.05746668941073899,0.07320779355961349,0.17909095889410348,0.20504732353068353,0.00075,0.654206994933661
taylor,full_ce,307,6,0.0005,0.5667043748676411,0.49455844062195453,0.06040446541953337,0.10906478442155321,0.1886579865232556,0.2332928285466116,0.00025,0.605092387896551
taylor,full_ce,401,1,0.0,0.5825953178702803,0.5168294687218361,0.0625935823809253,0.10316290672799643,0.18571793794854002,0.192301906758976,0.00125,0.6252328869435447
taylor,full_ce,401,2,0.0005,0.5883421003221845,0.5115703127827639,0.06364549572600975,0.06905380883589485,0.18523219079271744,0.20898345891730435,0.001,0.6436428102979407
taylor,full_ce,401,3,0.00025,0.5605715661124195,0.49427858805637814,0.05130683648907337,0.12338845639939003,0.18059567940687715,0.2148623714279038,0.0,0.6232899543783879
taylor,full_ce,401,4,0.187,0.6284910343883542,0.5333629520588422,0.03947044218267281,0.059682605334487306,0.17362173809828163,0.1537302844359157,0.00025,0.6263488779650811
taylor,full_ce,401,5,0.0005,0.6279437522242701,0.5338657636689855,0.058509126059020866,0.06462658051005599,0.18067237632621755,0.21629478830832116,0.0,0.655006288446736
taylor,full_ce,401,6,0.006,0.6070135206228019,0.530449069535818,0.06010121112185137,0.08016116001963891,0.18385164624459013,0.1968222483865163,0.0,0.6268628280399935
taylor,full_ce,503,1,0.002,0.553598841039242,0.4990946078905816,0.04329902769090806,0.1612836881946414,0.17941783385986376,0.1775311225171845,0.0005,0.5946850431272355
taylor,full_ce,503,2,0.0,0.5816789777678965,0.5236398135652728,0.06950209434999337,0.09843144489582324,0.1895473055641789,0.20046969920235766,0.0005,0.6473154805513897
taylor,full_ce,503,3,0.00075,0.5807569588721947,0.5176738155481414,0.05692651769299293,0.0773659511095295,0.18292945709537808,0.21150106799659066,0.0005,0.6197647924239384
taylor,full_ce,503,4,0.00225,0.6176543024295893,0.540827373583293,0.04871022156517124,0.10438774277794685,0.1718759701247238,0.1785956547818387,0.00125,0.6286188574318898
taylor,full_ce,503,5,0.00075,0.5395775709184453,0.4795479338744726,0.058395405697390115,0.23912957577590932,0.18980113584485309,0.23453200068188246,0.001,0.5925516600874298
taylor,full_ce,503,6,0.0005,0.5901239620327225,0.5082518791198462,0.06026231496749493,0.07134020355399286,0.18122386369861762,0.22684085614175492,0.00025,0.6333355024222225
fisher,minimal_ce,101,1,0.00125,0.5754354886944004,0.5106278015946878,0.058423835787797807,0.06556427844135235,0.18235788243457934,0.1837267617485804,0.0015,0.631405801506103
fisher,minimal_ce,211,1,0.00175,0.5967529270203361,0.5277333304088415,0.05996853736661549,0.05453724624862837,0.178893738244371,0.17195837331768873,0.00175,0.6651179201470141
fisher,minimal_ce,307,1,0.002,0.558954448272112,0.46867823638035405,0.05335380299842687,0.1301380773879323,0.18702361169445408,0.1943508820384965,0.00175,0.6445201299069128
fisher,minimal_ce,401,1,0.0015,0.5671643664037417,0.5052076781197348,0.04970527472944031,0.0892395261450067,0.17628604298679718,0.17159475336316501,0.001,0.6247436668848595
fisher,minimal_ce,503,1,0.0005,0.5669237853884453,0.5023176105133742,0.05752354959155437,0.0980782493693263,0.18181187341356075,0.2010334103520158,0.0015,0.6214669992212645
fisher,full_ce,101,1,0.00025,0.5824678164690437,0.50934004234644,0.0647921760391198,0.062382870275596164,0.19048775588466244,0.2140882330509309,0.00025,0.6322977454906944
fisher,full_ce,101,2,0.00125,0.5526185440605382,0.5012055061569252,0.057694130134000494,0.09317288289479676,0.18896112196636292,0.20282664477455467,0.0005,0.5928180894209882
fisher,full_ce,101,3,0.00175,0.5715451290575286,0.4918198399135938,0.05613995185838024,0.06202867995563738,0.18402877960592393,0.22144532154054392,0.001,0.6074328690418554
fisher,full_ce,101,4,0.002,0.5649253485728204,0.4898075052448891,0.055865127651105934,0.11120067092259696,0.18402330125454247,0.22178866032036934,0.001,0.6008211670658654
fisher,full_ce,101,5,0.00025,0.5619803784942987,0.4869630944182235,0.06091620704687174,0.07631518472907259,0.19292014389802964,0.24722847436649875,0.0005,0.5884062147275135
fisher,full_ce,101,6,0.004,0.5467223566234283,0.48546716182220623,0.06635583101154262,0.13357110323318444,0.19592228045506838,0.23684511715181614,0.00075,0.6143548929867619
fisher,full_ce,211,1,0.00125,0.5593530370776568,0.4957265716679712,0.05387502132256781,0.06447953293311551,0.18087690144445864,0.20514332089549264,0.001,0.60510860672469
fisher,full_ce,211,2,0.001,0.6008085431948899,0.5183925028491051,0.053827637838554994,0.04680859681457265,0.1800094958090612,0.20264308963714195,0.00075,0.6586830176382686
fisher,full_ce,211,3,0.00125,0.5447973441937706,0.4786141009468092,0.05628210231041868,0.19311703290317378,0.18636986176293346,0.22716554743232376,0.001,0.5859007161951415
fisher,full_ce,211,4,0.8075,0.3635570013415225,0.3853215833054235,0.006557874187373249,0.09640756278359314,0.24668468435565458,0.2262597757708481,0.00025,0.6492358621895925
fisher,full_ce,211,5,0.00125,0.5775282391247067,0.49990427290580625,0.060745626504425616,0.08119617353502342,0.19149577253885064,0.24000636072796158,0.001,0.613912536903761
fisher,full_ce,211,6,0.021,0.6443933308153443,0.5597184146226994,0.04847330414510718,0.04496725305468981,0.18073081207428646,0.18547283292943392,0.00025,0.654583592050849
fisher,full_ce,307,1,0.005,0.5592892592859591,0.4820963334768338,0.048359583783476434,0.1382234037610772,0.18304085024013442,0.20337606767814873,0.0015,0.6324848243987348
fisher,full_ce,307,2,0.003,0.6407464897790892,0.5515931464648363,0.05004643581433255,0.03211612583282652,0.17459505852705393,0.2065623128177335,0.0005,0.6344301456565962
fisher,full_ce,307,3,0.00175,0.6197579680287271,0.5184500116286298,0.05450996000833949,0.06144040063906777,0.1854531509651029,0.21812022413766372,0.00125,0.6644598475894326
fisher,full_ce,307,4,0.00125,0.5765537259938233,0.49362373957655425,0.04940202043175831,0.11416053292121844,0.1809791640035792,0.2272358513937942,0.0005,0.6127808606898671
fisher,full_ce,307,5,0.00075,0.589684738254829,0.495425671719215,0.06155114573264343,0.07141200236622797,0.18650864666459707,0.2305415165017615,0.00125,0.6214570750827862
fisher,full_ce,307,6,0.001,0.5554609294895464,0.49484976527180063,0.06257462898732018,0.113499008573021,0.18999835649458557,0.23210805348657026,0.0005,0.5950162732530662
fisher,full_ce,401,1,0.00025,0.5831673258737478,0.512419865019576,0.06510490703360437,0.04858523633510121,0.18619272840159967,0.20840283986986544,0.00075,0.627716532713657
fisher,full_ce,401,2,0.001,0.5833125774716396,0.4747876359632464,0.06003487424423343,0.050249121136441054,0.19136794433994997,0.23894322754632566,0.0015,0.6345307679917028
