variant,budget,n,fine_accuracy,fine_macro_f1,binary_accuracy,binary_balanced_accuracy,binary_attack_recall,binary_attack_f1,family_accuracy,family_macro_f1,exact_attack_type_rate,attack_to_benign_rate,benign_to_attack_rate,same_family_attack_substitution_rate,cross_family_attack_substitution_rate,ece15,nll,brier,hsr_miss_sensitive,hsr_balanced_soc,hsr_alert_fatigue,awbir,proxy_attack_miss,proxy_benign_false_alert,proxy_family_nll,proxy_class_cvar,dual_attack_miss,dual_benign_false_alert,dual_family_nll,dual_class_cvar,epochs_run
ce_kd,0.4,549253.0,0.7306141250025034,0.5458120436760364,0.9545546405754725,0.9690743692837879,0.9527779970846099,0.9753967557742861,0.8576666854800975,0.5918615310580576,0.7159266184362802,0.04722200291539014,0.014629258517034067,0.13437753339508157,0.10247384525324804,0.05731745948039404,0.6960858423478542,0.33380633744843896,0.114466678682987,0.1286696658916747,0.11037026652562662,0.13773363747093875,0.03745919466018677,0.31192681193351746,0.35009756684303284,3.3805952072143555,0.0,0.0,0.0,0.0,9
hsbd_dual,0.4,549253.0,0.744824334141097,0.5630759854266892,0.9479274578381911,0.9242594412935415,0.95082349180552,0.9718535926255054,0.8653025108647563,0.5886171605498673,0.7360108450972728,0.049176508194480016,0.10230460921843687,0.1274241160918367,0.08738853061641053,0.02766277954101618,0.7183673416214823,0.33539321285526635,0.10928221299352636,0.12351247967694305,0.10818147556772562,0.14019190529259914,0.034644290804862976,0.4999984800815582,0.366572767496109,3.8016223907470703,0.00608520911633968,0.0,0.0,0.0,23
hsbd_fixed,0.4,549253.0,0.7450082202555106,0.5602461769940623,0.9511827882596909,0.9142724277353524,0.9556991640879393,0.9736979695456369,0.8623166373237834,0.585776343534579,0.7376379948123771,0.04430083591206074,0.12715430861723448,0.12407160999243232,0.09398955928312983,0.01853106416903495,0.7335600067896673,0.33381500465423397,0.10760326601159514,0.1228260928934389,0.10833477468489021,0.14010133288092097,0.03304658085107803,0.5044149160385132,0.370392382144928,3.8881702423095703,0.0,0.0,0.0,0.0,12
