variant,structure,best_epoch,n,fine_accuracy,fine_macro_f1,binary_accuracy,binary_balanced_accuracy,binary_attack_recall,binary_attack_f1,family_accuracy,family_macro_f1,exact_attack_type_rate,attack_to_benign_rate,benign_to_attack_rate,same_family_attack_substitution_rate,cross_family_attack_substitution_rate,ece15,nll,brier,hsr_miss_sensitive,hsr_balanced_soc,hsr_alert_fatigue,awbir
ce_kd,saber_v2_static,2,549253.0,0.723089359548332,0.5343655703575448,0.9566392900903591,0.9679420968888832,0.9552562712660765,0.9765583629437877,0.8500090122402608,0.5690189252359232,0.7082414651664796,0.044743728733923474,0.019372077488309953,0.1342369630646643,0.11277784303493268,0.06302621784525925,0.7232689117440456,0.3417762087034259,0.11703713953314775,0.13230041529131384,0.11359883332453351,0.19036372873679427
hsbd_old_dual,saber_v2_static,1,549253.0,0.7448916983612288,0.5549705722510905,0.9624144064757043,0.850244164011088,0.9761396306273865,0.9800442344425455,0.8611714455815443,0.5768399759883636,0.7460760658793445,0.023860369372613432,0.2756513026052104,0.1229836341474217,0.10707993060062043,0.025604319570979486,0.7127549571180158,0.33078982964708054,0.09631763504250318,0.11557697454542806,0.106951077190293,0.17533387034125308
hsbd_margin_dual,saber_v2_static,6,549253.0,0.7312021964377072,0.5472904477747185,0.9636469896386547,0.8942993396325374,0.9721324134000112,0.9806079547496283,0.8573680981260002,0.5824612989083913,0.7262864592259389,0.027867586599988833,0.18353373413493654,0.13343975598531135,0.11240619818876092,0.02603345099574566,0.7133997256309453,0.3353421696153812,0.10301673363641163,0.12135172679985362,0.10945593378643356,0.201895534125495
