support,baseline_recall,etf_cos_to_others,margin,sim_nearest_higher_freq,confusion_offdiag,pred_entropy,class,cell,delta_recall,tier
459.0,0.7930283224400871,-0.009454626590013504,1.5331584215164185,0.9129753112792969,0.20697167755991286,0.7116514444351196,DDoS-HTTP_Flood,distillation,-0.0368140773327159,measurable
1750.0,0.9994285714285714,-0.09575486928224564,8.705413818359375,0.5613167881965637,0.0005714285714285561,0.012330521829426289,DDoS-ICMP_Flood,prune50,-0.0002465483234714,robust
1750.0,0.9994285714285714,-0.09575486928224564,8.705413818359375,0.5613167881965637,0.0005714285714285561,0.012330521829426289,DDoS-ICMP_Flood,prune80,-0.0001849112426034,robust
1750.0,0.9994285714285714,-0.09575486928224564,8.705413818359375,0.5613167881965637,0.0005714285714285561,0.012330521829426289,DDoS-ICMP_Flood,distillation,6.163708086792674e-05,robust
3276.0,0.9734432234432234,-0.12661845982074738,7.560653209686279,0.45792287588119507,0.026556776556776573,0.20231734216213226,DDoS-ICMP_Fragmentation,prune50,-0.0055132317562152,robust
3276.0,0.9734432234432234,-0.12661845982074738,7.560653209686279,0.45792287588119507,0.026556776556776573,0.20231734216213226,DDoS-ICMP_Fragmentation,prune80,0.0195134990644212,robust
3276.0,0.9734432234432234,-0.12661845982074738,7.560653209686279,0.45792287588119507,0.026556776556776573,0.20231734216213226,DDoS-ICMP_Fragmentation,distillation,-0.0025394279604383,robust
2035.0,0.999017199017199,-0.062082450836896896,8.73147201538086,0.45834290981292725,0.0009828009828010131,0.023256966844201088,DDoS-PSHACK_Flood,prune50,0.000103541105819,robust
2035.0,0.999017199017199,-0.062082450836896896,8.73147201538086,0.45834290981292725,0.0009828009828010131,0.023256966844201088,DDoS-PSHACK_Flood,prune80,-0.030751708428246,robust
2035.0,0.999017199017199,-0.062082450836896896,8.73147201538086,0.45834290981292725,0.0009828009828010131,0.023256966844201088,DDoS-PSHACK_Flood,distillation,-0.0005694760820046,robust
1832.0,0.9989082969432315,-0.017513256520032883,9.152620315551758,0.4731738567352295,0.0010917030567685337,0.019736384972929955,DDoS-RSTFINFlood,prune50,-0.0001189131339556,robust
1832.0,0.9989082969432315,-0.017513256520032883,9.152620315551758,0.4731738567352295,0.0010917030567685337,0.019736384972929955,DDoS-RSTFINFlood,prune80,-0.0004161959688447,robust
1832.0,0.9989082969432315,-0.017513256520032883,9.152620315551758,0.4731738567352295,0.0010917030567685337,0.019736384972929955,DDoS-RSTFINFlood,distillation,-5.945656697781132e-05,robust
2140.0,0.5242990654205607,-0.07088705152273178,0.0832638218998909,0.9593249559402466,0.4757009345794393,1.1201231479644775,DDoS-SYN_Flood,prune50,-0.4833375731366064,unstable_confusable
2140.0,0.5242990654205607,-0.07088705152273178,0.0832638218998909,0.9593249559402466,0.4757009345794393,1.1201231479644775,DDoS-SYN_Flood,prune80,0.4169422538794199,unstable_confusable
2140.0,0.5242990654205607,-0.07088705152273178,0.0832638218998909,0.9593249559402466,0.4757009345794393,1.1201231479644775,DDoS-SYN_Flood,distillation,-0.3364538285423556,unstable_confusable
409.0,0.9388753056234719,-0.009785601869225502,3.2946815490722656,0.9172050356864929,0.06112469437652812,0.8104933500289917,DDoS-SlowLoris,prune50,-0.0318725099601593,robust
409.0,0.9388753056234719,-0.009785601869225502,3.2946815490722656,0.9172050356864929,0.06112469437652812,0.8104933500289917,DDoS-SlowLoris,prune80,-0.954183266932271,robust
409.0,0.9388753056234719,-0.009785601869225502,3.2946815490722656,0.9172050356864929,0.06112469437652812,0.8104933500289917,DDoS-SlowLoris,distillation,-0.0304496300512238,robust
1904.0,0.3293067226890756,-0.06578130275011063,-0.36629238724708557,0.9894062280654907,0.6706932773109244,1.0903453826904297,DDoS-SynonymousIP_Flood,prune50,-0.0711760273575609,unstable_confusable
1904.0,0.3293067226890756,-0.06578130275011063,-0.36629238724708557,0.9894062280654907,0.6706932773109244,1.0903453826904297,DDoS-SynonymousIP_Flood,prune80,-0.2816321799107401,unstable_confusable
1904.0,0.3293067226890756,-0.06578130275011063,-0.36629238724708557,0.9894062280654907,0.6706932773109244,1.0903453826904297,DDoS-SynonymousIP_Flood,distillation,0.4306497420738422,unstable_confusable
1867.0,0.6422067487948581,-0.12442585825920105,0.18820175528526306,0.9870264530181885,0.3577932512051418,0.7310990691184998,DDoS-TCP_Flood,prune50,-0.2836672879776327,unstable_confusable
1867.0,0.6422067487948581,-0.12442585825920105,0.18820175528526306,0.9870264530181885,0.3577932512051418,0.7310990691184998,DDoS-TCP_Flood,prune80,-0.6396202236719478,unstable_confusable
1867.0,0.6422067487948581,-0.12442585825920105,0.18820175528526306,0.9870264530181885,0.3577932512051418,0.7310990691184998,DDoS-TCP_Flood,distillation,-0.0372204100652375,unstable_confusable
1983.0,0.7498739283913263,-0.1214572861790657,0.5466639995574951,0.9825100898742676,0.25012607160867373,0.6956267356872559,DDoS-UDP_Flood,prune50,-0.1335396860490824,measurable
1983.0,0.7498739283913263,-0.1214572861790657,0.5466639995574951,0.9825100898742676,0.25012607160867373,0.6956267356872559,DDoS-UDP_Flood,prune80,0.2545876630554941,measurable
1983.0,0.7498739283913263,-0.1214572861790657,0.5466639995574951,0.9825100898742676,0.25012607160867373,0.6956267356872559,DDoS-UDP_Flood,distillation,0.1199977890780455,measurable
3333.0,0.9885988598859886,-0.1294909417629242,8.372150421142578,0.0,0.011401140114011388,0.10221455991268158,DDoS-UDP_Fragmentation,prune50,-0.0004351464435148,robust
3333.0,0.9885988598859886,-0.1294909417629242,8.372150421142578,0.0,0.011401140114011388,0.10221455991268158,DDoS-UDP_Fragmentation,prune80,-0.0002343096234308,robust
3333.0,0.9885988598859886,-0.1294909417629242,8.372150421142578,0.0,0.011401140114011388,0.10221455991268158,DDoS-UDP_Fragmentation,distillation,-0.002744769874477,robust
2807.0,0.5917349483434271,0.18404428660869598,0.7390676140785217,0.8963063359260559,0.4082650516565729,1.6569061279296875,DNS_Spoofing,prune50,0.0175270751215032,measurable
2807.0,0.5917349483434271,0.18404428660869598,0.7390676140785217,0.8963063359260559,0.4082650516565729,1.6569061279296875,DNS_Spoofing,prune80,-0.1503960812827676,measurable
2807.0,0.5917349483434271,0.18404428660869598,0.7390676140785217,0.8963063359260559,0.4082650516565729,1.6569061279296875,DNS_Spoofing,distillation,-0.1487122574719682,measurable
221.0,0.35294117647058826,0.1893085092306137,-0.5512080192565918,0.8793759346008301,0.6470588235294117,2.3343124389648438,DictionaryBruteForce,prune50,0.0653061224489796,measurable
221.0,0.35294117647058826,0.1893085092306137,-0.5512080192565918,0.8793759346008301,0.6470588235294117,2.3343124389648438,DictionaryBruteForce,prune80,-0.1086734693877551,measurable
221.0,0.35294117647058826,0.1893085092306137,-0.5512080192565918,0.8793759346008301,0.6470588235294117,2.3343124389648438,DictionaryBruteForce,distillation,-0.0913265306122448,measurable
1189.0,0.847771236333053,-0.02277452126145363,2.054295539855957,0.45237213373184204,0.15222876366694693,0.8939899802207947,DoS-HTTP_Flood,prune50,-0.1039820945630887,measurable
1189.0,0.847771236333053,-0.02277452126145363,2.054295539855957,0.45237213373184204,0.15222876366694693,0.8939899802207947,DoS-HTTP_Flood,prune80,-0.6540147346824583,measurable
1189.0,0.847771236333053,-0.02277452126145363,2.054295539855957,0.45237213373184204,0.15222876366694693,0.8939899802207947,DoS-HTTP_Flood,distillation,-0.0250862631726196,measurable
2399.0,0.16882034180908712,-0.05407607927918434,-2.506206512451172,-0.03889685496687889,0.8311796581909129,1.0682120323181152,DoS-SYN_Flood,prune50,0.2306450124573221,measurable
2399.0,0.16882034180908712,-0.05407607927918434,-2.506206512451172,-0.03889685496687889,0.8311796581909129,1.0682120323181152,DoS-SYN_Flood,prune80,-0.1643905139798837,measurable
2399.0,0.16882034180908712,-0.05407607927918434,-2.506206512451172,-0.03889685496687889,0.8311796581909129,1.0682120323181152,DoS-SYN_Flood,distillation,-0.0193780566577465,measurable
2003.0,0.41987019470793807,-0.12425828725099564,-0.08112635463476181,0.4995075464248657,0.5801298052920619,0.8288878202438354,DoS-TCP_Flood,prune50,0.2759530475985355,unstable_confusable
2003.0,0.41987019470793807,-0.12425828725099564,-0.08112635463476181,0.4995075464248657,0.5801298052920619,0.8288878202438354,DoS-TCP_Flood,prune80,-0.4115334912771914,unstable_confusable
2003.0,0.41987019470793807,-0.12425828725099564,-0.08112635463476181,0.4995075464248657,0.5801298052920619,0.8288878202438354,DoS-TCP_Flood,distillation,-0.0860973508507429,unstable_confusable
2436.0,0.6789819376026273,-0.12464894354343414,1.239076852798462,0.5378347635269165,0.32101806239737274,0.7117394804954529,DoS-UDP_Flood,prune50,0.0872332795409718,measurable
2436.0,0.6789819376026273,-0.12464894354343414,1.239076852798462,0.5378347635269165,0.32101806239737274,0.7117394804954529,DoS-UDP_Flood,prune80,-0.6823112784651246,measurable
2436.0,0.6789819376026273,-0.12464894354343414,1.239076852798462,0.5378347635269165,0.32101806239737274,0.7117394804954529,DoS-UDP_Flood,distillation,-0.1672942442173212,measurable
3041.0,0.1315356790529431,0.13472485542297363,-5.539898872375488,0.849734902381897,0.8684643209470571,2.3140289783477783,MITM-ArpSpoofing,prune50,-0.0462797889758049,measurable
3041.0,0.1315356790529431,0.13472485542297363,-5.539898872375488,0.849734902381897,0.8684643209470571,2.3140289783477783,MITM-ArpSpoofing,prune80,-0.1182826996543569,measurable
3041.0,0.1315356790529431,0.13472485542297363,-5.539898872375488,0.849734902381897,0.8684643209470571,2.3140289783477783,MITM-ArpSpoofing,distillation,-0.0243769328724758,measurable
3171.0,0.967202775149795,-0.15809296071529388,4.8529582023620605,0.9459531903266907,0.032797224850204976,0.2041492909193039,Mirai-greeth_flood,prune50,-0.0816499745374299,robust
3171.0,0.967202775149795,-0.15809296071529388,4.8529582023620605,0.9459531903266907,0.032797224850204976,0.2041492909193039,Mirai-greeth_flood,prune80,-0.0163299949074859,robust
3171.0,0.967202775149795,-0.15809296071529388,4.8529582023620605,0.9459531903266907,0.032797224850204976,0.2041492909193039,Mirai-greeth_flood,distillation,0.0110677304362586,robust
3243.0,0.9833487511563367,-0.16873902082443237,4.167845726013184,0.28613564372062683,0.016651248843663202,0.23884283006191254,Mirai-greip_flood,prune50,-0.0129747263143668,robust
3243.0,0.9833487511563367,-0.16873902082443237,4.167845726013184,0.28613564372062683,0.016651248843663202,0.23884283006191254,Mirai-greip_flood,prune80,-0.1720502770644683,robust
3243.0,0.9833487511563367,-0.16873902082443237,4.167845726013184,0.28613564372062683,0.016651248843663202,0.23884283006191254,Mirai-greip_flood,distillation,-0.0372685498040276,robust
3167.0,0.9861067256078307,-0.13249841332435608,6.271407127380371,0.5564665198326111,0.013893274392169253,0.14426682889461517,Mirai-udpplain,prune50,0.0042273042273042,robust
3167.0,0.9861067256078307,-0.13249841332435608,6.271407127380371,0.5564665198326111,0.013893274392169253,0.14426682889461517,Mirai-udpplain,prune80,-0.0746361746361745,robust
3167.0,0.9861067256078307,-0.13249841332435608,6.271407127380371,0.5564665198326111,0.013893274392169253,0.14426682889461517,Mirai-udpplain,distillation,-0.0016632016632017,robust
2142.0,0.7049486461251168,0.18191994726657867,0.9145964980125427,0.8499907851219177,0.29505135387488346,1.9209257364273071,Recon-HostDiscovery,prune50,0.1045931103344982,measurable
2142.0,0.7049486461251168,0.18191994726657867,0.9145964980125427,0.8499907851219177,0.29505135387488346,1.9209257364273071,Recon-HostDiscovery,prune80,-0.6288067898152772,measurable
2142.0,0.7049486461251168,0.18191994726657867,0.9145964980125427,0.8499907851219177,0.29505135387488346,1.9209257364273071,Recon-HostDiscovery,distillation,-0.0470294558162756,measurable
1561.0,0.0980140935297886,0.20966403186321259,-0.7716620564460754,0.9518344402313232,0.9019859064702114,2.2835967540740967,Recon-OSScan,prune50,-0.037720207253886,measurable
1561.0,0.0980140935297886,0.20966403186321259,-0.7716620564460754,0.9518344402313232,0.9019859064702114,2.2835967540740967,Recon-OSScan,prune80,-0.1144732297063902,measurable
1561.0,0.0980140935297886,0.20966403186321259,-0.7716620564460754,0.9518344402313232,0.9019859064702114,2.2835967540740967,Recon-OSScan,distillation,0.0108462867012089,measurable
41.0,0.0,0.20692190527915955,-2.5670595169067383,0.9820482134819031,1.0,2.3853321075439453,Recon-PingSweep,prune50,0.0,floored
41.0,0.0,0.20692190527915955,-2.5670595169067383,0.9820482134819031,1.0,2.3853321075439453,Recon-PingSweep,prune80,0.0,floored
41.0,0.0,0.20692190527915955,-2.5670595169067383,0.9820482134819031,1.0,2.3853321075439453,Recon-PingSweep,distillation,0.0,floored
1287.0,0.22999222999222999,0.2084558606147766,-0.7286995053291321,0.989149808883667,0.7700077700077699,2.2524099349975586,Recon-PortScan,prune50,-0.0671263603888012,measurable
1287.0,0.22999222999222999,0.2084558606147766,-0.7286995053291321,0.989149808883667,0.7700077700077699,2.2524099349975586,Recon-PortScan,prune80,-0.2439976738389965,measurable
1287.0,0.22999222999222999,0.2084558606147766,-0.7286995053291321,0.989149808883667,0.7700077700077699,2.2524099349975586,Recon-PortScan,distillation,-0.1094957215252969,measurable
93.0,0.10752688172043011,0.20583684742450714,-1.8588078022003174,0.9778986573219299,0.8924731182795699,2.362410068511963,SqlInjection,prune50,-0.0088945362134689,floored
93.0,0.10752688172043011,0.20583684742450714,-1.8588078022003174,0.9778986573219299,0.8924731182795699,2.362410068511963,SqlInjection,prune80,-0.0470139771283354,floored
93.0,0.10752688172043011,0.20583684742450714,-1.8588078022003174,0.9778986573219299,0.8924731182795699,2.362410068511963,SqlInjection,distillation,-0.0457433290978399,floored
23.0,0.0,0.18895816802978516,-2.057643413543701,0.9718772172927856,1.0,2.586702346801758,Uploading_Attack,prune50,-0.0106382978723404,floored
23.0,0.0,0.18895816802978516,-2.057643413543701,0.9718772172927856,1.0,2.586702346801758,Uploading_Attack,prune80,-0.0212765957446808,floored
23.0,0.0,0.18895816802978516,-2.057643413543701,0.9718772172927856,1.0,2.586702346801758,Uploading_Attack,distillation,-0.0212765957446808,floored
3320.0,0.6674698795180722,0.2028052806854248,0.35310494899749756,-0.10500951111316681,0.33253012048192765,2.2168326377868652,VulnerabilityScan,prune50,0.012972250083584,measurable
3320.0,0.6674698795180722,0.2028052806854248,0.35310494899749756,-0.10500951111316681,0.33253012048192765,2.2168326377868652,VulnerabilityScan,prune80,0.0903376797057839,measurable
3320.0,0.6674698795180722,0.2028052806854248,0.35310494899749756,-0.10500951111316681,0.33253012048192765,2.2168326377868652,VulnerabilityScan,distillation,-0.0909060514877967,measurable
67.0,0.014925373134328358,0.19302040338516235,-1.4807071685791016,0.982876181602478,0.9850746268656716,2.5844650268554688,XSS,prune50,-0.0103986135181976,floored
67.0,0.014925373134328358,0.19302040338516235,-1.4807071685791016,0.982876181602478,0.9850746268656716,2.5844650268554688,XSS,prune80,-0.0277296360485268,floored
67.0,0.014925373134328358,0.19302040338516235,-1.4807071685791016,0.982876181602478,0.9850746268656716,2.5844650268554688,XSS,distillation,-0.0277296360485268,floored
