tag,architecture,unit,eval_b2a,batch_b2a,eval_family_f1,eval_awbir,is_collapse,bn_var_max
subset_fixed_307/order_1,shallow,1,0.0305,0.042,0.6206414400108362,0.11308907317045067,False,0.4742003381252289
subset_fixed_307/order_1,shallow,2,0.00925,0.00425,0.6177724893840177,0.09954904057948419,False,0.4237082898616791
subset_fixed_307/order_1,shallow,3,0.00275,0.004,0.6272216425592257,0.10598756944113237,False,0.42316436767578125
subset_fixed_307/order_1,shallow,4,0.00075,0.00075,0.6321155714585459,0.107563777679916,False,0.40155482292175293
subset_fixed_307/order_1,shallow,5,0.0025,0.0005,0.6218965133510326,0.10028451259780266,False,0.39526665210723877
subset_fixed_307/order_1,shallow,6,0.00075,0.0005,0.6193100535930645,0.09739302792546585,False,0.3992801904678345
subset_fixed_307/order_1,shallow,7,0.00025,0.0005,0.6279466256794345,0.10472897305147238,False,0.4339348375797272
subset_fixed_307/order_1,shallow,8,0.00175,0.00175,0.6478473469765,0.1060921347685232,False,0.4491644501686096
subset_fixed_307/order_2,shallow,1,0.03475,0.0315,0.6171873604282535,0.11279812558388098,False,0.37094417214393616
subset_fixed_307/order_2,shallow,2,0.25125,0.00475,0.49621719473876325,0.13705435516981773,True,0.8230414390563965
subset_fixed_307/order_2,shallow,3,0.00125,0.001,0.6179871599427492,0.08992738413342076,False,0.3748573958873749
subset_fixed_307/order_2,shallow,4,0.0015,0.00125,0.5989993333563022,0.10008384600655573,False,0.41440585255622864
subset_fixed_307/order_2,shallow,5,0.001,0.002,0.6263329591447682,0.12053197644219059,False,0.3981250822544098
subset_fixed_307/order_2,shallow,6,0.00075,0.00075,0.6038423101506724,0.10388947578821653,False,0.3749449551105499
subset_fixed_307/order_2,shallow,7,0.0005,0.0005,0.633105420830224,0.10327727918520656,False,0.4084129333496094
subset_fixed_307/order_2,shallow,8,0.00275,0.0015,0.623536683470669,0.09526729499367093,False,0.3967147171497345
subset_fixed_307/order_3,shallow,1,0.05875,0.0565,0.6330060551613113,0.113036968076147,False,0.4095587134361267
subset_fixed_307/order_3,shallow,2,0.00675,0.00775,0.6406260487065683,0.10459126198630184,False,0.4425109326839447
subset_fixed_307/order_3,shallow,3,0.00125,0.00225,0.6035375455394996,0.10827600034577788,False,0.39683350920677185
