architecture,method,regime,seed,raw_b2a,raw_family_f1,raw_awbir,raw_hsr_balanced,trained_b2a,trained_a2b,trained_family_f1,trained_fine_f1,trained_awbir,trained_ece,trained_hsr_miss,trained_hsr_balanced,trained_hsr_fatigue,trained_teacher_correction_family,trained_teacher_degradation_family,trained_recall_malware,trained_recall_benign,trained_recall_web_application,trained_recall_ddos,trained_recall_spoofing_mitm,trained_recall_brute_force,trained_recall_dos,trained_recall_mirai,trained_recall_reconnaissance,batch_b2a,batch_family_f1,batch_awbir,batch_hsr_balanced,recal_b2a,recal_a2b,recal_family_f1,recal_fine_f1,recal_awbir,recal_ece,recal_hsr_miss,recal_hsr_balanced,recal_hsr_fatigue,recal_teacher_correction_family,recal_teacher_degradation_family,recal_recall_malware,recal_recall_benign,recal_recall_web_application,recal_recall_ddos,recal_recall_spoofing_mitm,recal_recall_brute_force,recal_recall_dos,recal_recall_mirai,recal_recall_reconnaissance,trained_is_collapse
shallow,taylor,minimal_ce,101,0.966,0.25735805857833277,0.2886967815441129,0.39284892533007065,0.012,0.04752563446485093,0.633394974715967,0.5459652458655779,0.10268167800708035,0.08189384618508026,0.14512152809481202,0.16511933675425944,0.141212724384142,0.08776318913095085,0.09306805938532897,0.31729518855656696,0.988,0.3425414364640884,0.9619901502714989,0.660375,0.27054619703930577,0.5200625,0.99225,0.6843136054838117,0.01125,0.6426891611599833,0.09045103698549734,0.15072588155804315,0.014,0.03932829173063437,0.6314654596272872,0.5506437142453907,0.10050500944718026,0.07550118821563641,0.13855207172988074,0.1588374938368547,0.13605850879275397,0.08791840908675883,0.09021018608133526,0.24642392717815345,0.986,0.31031307550644566,0.9635686324030812,0.713125,0.2879019908116386,0.5046875,0.9928333333333333,0.6980843380867863,False
shallow,taylor,minimal_ce,211,0.966,0.25735805857833277,0.2886967815441129,0.39284892533007065,0.00775,0.04679592881105362,0.5816861284662035,0.5054074106332055,0.12092964939415739,0.11695705302656838,0.15213001345239616,0.17362356421540875,0.14879750187177004,0.08043132886543343,0.09485765416993847,0.20091027308192458,0.99225,0.08241252302025782,0.965483857389401,0.757,0.2521694742215416,0.49025,0.9903333333333333,0.6430014076748883,0.0165,0.6294394689965991,0.09044264701752987,0.1510965833348551,0.015,0.03534807907355812,0.6029099421052266,0.5127633324226007,0.1184880310927873,0.11670792334014202,0.14375041848517497,0.16585343583937473,0.14294570953780977,0.08244918829093698,0.09004583553989153,0.252925877763329,0.985,0.13213627992633517,0.9651050216778213,0.754125,0.25114854517611024,0.504625,0.99125,0.6669318807760573,False
shallow,taylor,minimal_ce,307,0.966,0.25735805857833277,0.2886967815441129,0.39284892533007065,0.024,0.04161217566005193,0.6439634924179516,0.5694490182040999,0.08440998095793995,0.057086571929367766,0.13241783994692086,0.15114588849728822,0.12975657858695058,0.08803710670002374,0.0760577783459031,0.2516254876462939,0.976,0.3453038674033149,0.9636317716883445,0.645875,0.36396120469627363,0.5829375,0.9934166666666666,0.7376216414713263,0.0285,0.6677612411788443,0.07345458915936409,0.13591972389109036,0.021,0.038731259832072935,0.6443777378951953,0.5551879961066043,0.09369083201058992,0.07662257160539147,0.13377981897092214,0.15330253282445536,0.13199631124340314,0.08969887328573255,0.0791165245338836,0.2659297789336801,0.979,0.322744014732965,0.966788735951509,0.707625,0.3496681980602348,0.5670625,0.9933333333333333,0.7070812167207295,False
shallow,taylor,minimal_ce,401,0.966,0.25735805857833277,0.2886967815441129,0.39284892533007065,0.07575,0.021483671651409186,0.6225765319105803,0.5512195981162926,0.10379726984666811,0.06135902236709006,0.1243882507624039,0.1459560636219207,0.12722101495589927,0.08443965595953325,0.0747612351856248,0.14759427828348504,0.92425,0.2550644567219153,0.9690407037925663,0.663125,0.222052067381317,0.508375,0.9931666666666666,0.8226941673297019,0.03625,0.6473200329319018,0.09211803574598199,0.14426873139643176,0.03175,0.03133943632607419,0.6220597181737028,0.5470572115123343,0.1064458763783797,0.07570194735363842,0.13382166748841937,0.15489490695933236,0.1336069465495517,0.0837913843793941,0.08211135662241376,0.18075422626788037,0.96825,0.283609576427256,0.9688723323651977,0.68225,0.24655436447166923,0.4905625,0.9919166666666667,0.7579411224677153,False
shallow,taylor,minimal_ce,503,0.966,0.25735805857833277,0.2886967815441129,0.39284892533007065,0.01225,0.04785731885294062,0.6098048642025967,0.5373129352294437,0.11753795025049847,0.09329560216053799,0.14954910124602058,0.1703712496119501,0.14546575117328026,0.08173700261134749,0.0967568159821771,0.25682704811443435,0.98775,0.31307550644567217,0.9655890895315065,0.718625,0.2307299642674834,0.4753125,0.9908333333333333,0.6395128220821348,0.03,0.624259320384754,0.1036239760817559,0.14918098646847208,0.01975,0.03670324671632456,0.6094737736599071,0.5309746542528679,0.11387427385461663,0.09222966810888032,0.1406087361443363,0.16187432661930937,0.1391126896879166,0.08405617136283121,0.08975365679954712,0.19700910273081926,0.98025,0.20395948434622468,0.9613798038472872,0.73725,0.25319040326697295,0.4885625,0.9921666666666666,0.7104473958014567,False
shallow,fisher,minimal_ce,101,0.628,0.5114794765612651,0.13486013260172358,0.18301711071748142,0.027,0.04395291977028487,0.6158801631961194,0.5612862622559479,0.08993963014602924,0.05752387072215842,0.13508701448110882,0.15393071711619583,0.1317945253008528,0.08308832928544037,0.07687040046748599,0.13263979193758127,0.973,0.26012891344383055,0.9645367681104516,0.716,0.2889229198570699,0.5864375,0.9931666666666666,0.6910459636452659,0.02075,0.6441826200838991,0.07530564484912411,0.14546118588046236,0.02125,0.044284604158374555,0.6302440892781664,0.564651994207531,0.08986499445659213,0.06765093097014888,0.1356980028365686,0.15453698800241047,0.13228118551523896,0.08491444641259291,0.07852303646755902,0.16775032509752927,0.97875,0.3614180478821363,0.9666203645241402,0.75075,0.27105666156202146,0.5634375,0.9930833333333333,0.6756839463859478,False
shallow,fisher,minimal_ce,211,0.628,0.5114794765612651,0.13486013260172358,0.18301711071748142,0.017,0.044170883796743804,0.6133268867214362,0.5250334733285543,0.11375181438002059,0.09569761106032684,0.14454173590694105,0.16512481510564087,0.14201165062727122,0.08820145724146747,0.08971713445700408,0.25227568270481143,0.983,0.2067219152854512,0.9666624573809824,0.70975,0.24553343542623787,0.51375,0.9924166666666666,0.7064079809045841,0.02275,0.6640221075499687,0.08513382401252664,0.14428334033344897,0.022,0.04089194670305718,0.6349827444475185,0.5424651107127293,0.10908770678350818,0.08847511325102456,0.14042688531375735,0.16087361443362977,0.13849911433319334,0.08643925421376528,0.08464052884352002,0.34525357607282187,0.978,0.2550644567219153,0.9689565180788821,0.7535,0.26952526799387444,0.5155,0.9924166666666666,0.6819878817553093,False
shallow,fisher,minimal_ce,307,0.628,0.5114794765612651,0.13486013260172358,0.18301711071748142,0.04,0.039811603267565054,0.6454388367511256,0.5569521787803965,0.10099261317686299,0.07633434696333904,0.13437482880151932,0.154016544621172,0.13273132338708205,0.0907854129763883,0.08242179653402969,0.15864759427828348,0.96,0.4143646408839779,0.9632318895483436,0.761125,0.37263910158244,0.5373125,0.9925833333333334,0.7058571516004651,0.04525,0.6849515298855113,0.06607794402243362,0.13188948339146472,0.04025,0.040721366160611054,0.654165798126341,0.5672564141795265,0.09455269027716069,0.0783137992905489,0.13322513589354953,0.15246434506309234,0.1313169956721024,0.09035627545150746,0.07978305728529428,0.19440832249674903,0.95975,0.47375690607734805,0.9655890895315065,0.7545,0.3511995916283818,0.5556875,0.9930833333333333,0.6900667115490544,False
shallow,fisher,minimal_ce,401,0.628,0.5114794765612651,0.13486013260172358,0.18301711071748142,0.0665,0.030278046284187184,0.6237734099373,0.5461450081721223,0.09697630865579743,0.08559393265719645,0.13116390618627613,0.15229086393601285,0.13209766074396012,0.08937017220284509,0.08411095487664579,0.2035110533159948,0.9335,0.23204419889502761,0.9673569895188786,0.65,0.2879019908116386,0.5045,0.99475,0.7946630760756472,0.041,0.6474531624431337,0.08434950485340437,0.14263070433337594,0.02475,0.04020014783647012,0.6127782291363144,0.5512422983771758,0.10263987582099571,0.08412973829803902,0.13877653196009324,0.159056627892113,0.1364200799839302,0.084448786545169,0.08643925421376528,0.1684005201560468,0.97525,0.24263351749539594,0.9691038430778297,0.718125,0.2572741194486983,0.512375,0.9938333333333333,0.6959422241263236,False
shallow,fisher,minimal_ce,503,0.628,0.5114794765612651,0.13486013260172358,0.18301711071748142,0.01575,0.041460548511210935,0.6462225266005498,0.5191104522147572,0.13032320752240967,0.10864471660234198,0.14467489028079594,0.1657931739741787,0.14290279578532167,0.0875075327331495,0.08917842990449408,0.24122236671001301,0.98425,0.4419889502762431,0.9638843288293977,0.74425,0.2766717713118938,0.515875,0.9925833333333334,0.6600771161025767,0.023,0.6748176262424506,0.08932616508736728,0.13724731104253027,0.0115,0.040967760277477686,0.6359520266529791,0.5494338345565091,0.12201414586497894,0.08182296515568667,0.1399186160466999,0.160134036997133,0.13727470279943757,0.08717883165026205,0.08823797958401051,0.1716514954486346,0.9885,0.39686924493554326,0.964410489539925,0.74075,0.30270546197039305,0.5186875,0.9926666666666667,0.669930840320705,False
shallow,saber_v2,minimal_ce,101,0.89725,0.46411956626980516,0.11000644070767861,0.1941016416792973,0.01025,0.055258619055741934,0.5729380799487492,0.5363371122232745,0.10942529549074598,0.08536163575402644,0.1467536202772046,0.16556856156753894,0.14093698069794197,0.07489819397016124,0.07968262084330088,0.10988296488946683,0.98975,0.05755064456721915,0.9636949109736078,0.7015,0.26339969372128635,0.5654375,0.9928333333333333,0.6756839463859478,0.01925,0.6525441300207445,0.0870602965834426,0.14611310969485583,0.01425,0.04427512746157199,0.6078861368521505,0.5470637848110393,0.10425749663175365,0.08389184129132021,0.13809021627313842,0.157332773324081,0.13455744051423457,0.07956392323003597,0.07709866510838005,0.1625487646293888,0.98575,0.17541436464088397,0.9688933787936187,0.7695,0.259315977539561,0.5339375,0.9935,0.6870677520044066,False
shallow,saber_v2,minimal_ce,211,0.89725,0.46411956626980516,0.11000644070767861,0.1941016416792973,0.0155,0.04534599420026156,0.657144580309773,0.5661115330105045,0.09554825710345331,0.07400493143536516,0.13572311194706696,0.15429959277588062,0.13211592191523164,0.08625664250105002,0.07707127335147276,0.31209362808842656,0.9845,0.430939226519337,0.9677568716588795,0.745625,0.33996937212863704,0.541375,0.9915,0.6838851826917192,0.01875,0.6783175634752381,0.07133073683326893,0.13815123902047077,0.012,0.04352646841416956,0.6330307800060921,0.5585185911322994,0.10136071475793845,0.0807129129157365,0.13648095055483525,0.15552126513394568,0.13318146125892513,0.0853801062800168,0.07886999872171802,0.23211963589076723,0.988,0.27900552486187846,0.9705981394957276,0.752875,0.3210821847881572,0.520625,0.9915833333333334,0.7035314278719628,False
shallow,saber_v2,minimal_ce,307,0.89725,0.46411956626980516,0.11000644070767861,0.1941016416792973,0.02975,0.03704440780121681,0.6763347498361544,0.5898330154815373,0.08880110037508238,0.04028690595487636,0.12130059105324349,0.13874837932104964,0.11971567356330234,0.08689578349555341,0.05680137324007962,0.23342002600780234,0.97025,0.43416206261510126,0.9553394788904322,0.72825,0.38029606942317506,0.6608125,0.9926666666666667,0.756472244323398,0.03725,0.7177037248301626,0.049198922891056436,0.11702123774218878,0.0305,0.03331058926100718,0.669518573210727,0.586556033530952,0.08049488351077062,0.04763684820068466,0.11996219937546794,0.13787001698288928,0.11897061777542413,0.08894103467796424,0.061247968444696044,0.299739921976593,0.9695,0.32320441988950277,0.9639685145430821,0.76375,0.36447166921898927,0.6283125,0.9928333333333333,0.7401921782238815,False
shallow,saber_v2,minimal_ce,401,0.89725,0.46411956626980516,0.11000644070767861,0.1941016416792973,0.0695,0.025492314398893122,0.603529929478446,0.5454221865914671,0.10296601417480991,0.08464173217292897,0.12706427323581868,0.1483263636529647,0.12894304340680413,0.07814868245649276,0.06994941655557788,0.10793237971391417,0.9305,0.10681399631675875,0.9495727575030517,0.668,0.2501276161306789,0.5635625,0.9921666666666666,0.8322418752677643,0.03775,0.6848357114850664,0.06887825828855222,0.13105312174722888,0.0425,0.030097989044938496,0.6373878418267431,0.5647751833699417,0.09203639270833076,0.07397863198654372,0.1269318797441001,0.14698416756450758,0.127062142765837,0.08011175836818174,0.06793155713007433,0.18270481144343304,0.9575,0.27578268876611417,0.9563918003114872,0.752875,0.2776927003573252,0.5569375,0.99225,0.7645510741171431,False
shallow,saber_v2,minimal_ce,503,0.89725,0.46411956626980516,0.11000644070767861,0.1941016416792973,0.0075,0.047231856863971494,0.6093222943552078,0.5353681622149417,0.11960288188446774,0.08717051942463275,0.14795809669898893,0.16853052354778036,0.14405142345830063,0.08076002994832089,0.0912510728438122,0.2626788036410923,0.9925,0.20994475138121546,0.9670623395209833,0.724375,0.24808575803981622,0.5171875,0.9918333333333333,0.6309443662402839,0.031,0.6764432025152984,0.08840531763680672,0.13305089388433372,0.0165,0.033746517313925056,0.6254357609973602,0.557628666491867,0.1077661734274905,0.06827786361176694,0.1298323624477274,0.1494768174430708,0.12846368766092658,0.08514271105348697,0.07561037964975073,0.18855656697009102,0.9835,0.21500920810313076,0.9688302395083555,0.738625,0.27462991322103114,0.5344375,0.9926666666666667,0.7408654140400269,False
deep,random,minimal_ce,101,0.99975,0.2421576126742941,0.20593646295940188,0.3506619674585928,0.0,0.06369287921002255,0.6387963126130902,0.5497600883907242,0.05509936524368966,0.23273373521696514,0.16569882458927582,0.1865652562955388,0.15861744672303282,0.0589835832070269,0.013896751337630795,0.32249674902470743,1.0,0.47744014732965007,0.9505198467820011,0.58225,0.40837161817253703,0.4665625,0.99775,0.6146030968847542,0.0005,0.621627516665145,0.057094619866226715,0.16577308668578003,0.0,0.06241352514167662,0.6339701047434038,0.5429943071885683,0.055674318648926684,0.23574023932300647,0.16339182995197313,0.18404338854294114,0.15662789211300013,0.06156753894194773,0.012390204707729955,0.27828348504551365,1.0,0.4617863720073665,0.9595487645746517,0.589375,0.4007146503318019,0.465,0.9978333333333333,0.6209070322541159,False
deep,random,minimal_ce,211,0.99975,0.2421576126742941,0.20593646295940188,0.3506619674585928,0.00025,0.058916624021531055,0.622498802742606,0.5281382991302801,0.05233137719683742,0.24720755683041035,0.16677699457643214,0.18878216248790197,0.16107540037618012,0.056326582787019956,0.013476744398385712,0.31924577373211965,0.99975,0.4686924493554328,0.9456581218167277,0.565,0.3042368555385401,0.466,0.998,0.6365750657935002,0.0005,0.6330050671262705,0.03544069762323924,0.16459889337302094,0.0,0.06008225772824624,0.6260178500454159,0.5387931836095441,0.052307457225870484,0.2449252268377297,0.1660731786003421,0.18771023173426343,0.15995781669436276,0.055605266521794705,0.012043242453570972,0.3400520156046814,1.0,0.464548802946593,0.949404386075683,0.5715,0.3226135783563042,0.4638125,0.99825,0.6255584797111207,False
deep,random,minimal_ce,307,0.99975,0.2421576126742941,0.20593646295940188,0.3506619674585928,0.00075,0.054434146433918994,0.6473423012410001,0.5383566109386874,0.0266820891618469,0.22738920563806425,0.1542483093198931,0.17461697193257975,0.1490997242563138,0.06977593542849839,0.009441025547378608,0.34785435630689204,0.99925,0.44429097605893186,0.9636738645451867,0.513375,0.41500765696784075,0.4708125,0.998,0.7093457371932187,0.00075,0.6469541507078589,0.027141386419264016,0.15317287850842753,0.00075,0.055969371315934116,0.6476470000536333,0.5379877767066817,0.022836207989257576,0.22438709632209153,0.15572746419288666,0.17609612680557332,0.1501890031226603,0.06752981136210076,0.0096145066744581,0.3621586475942783,0.99925,0.429097605893186,0.9587910931514922,0.530875,0.4318529862174579,0.473875,0.9978333333333333,0.6945345492380195,False
deep,random,minimal_ce,401,0.99975,0.2421576126742941,0.20593646295940188,0.3506619674585928,0.0,0.05905877447356949,0.5975824586051727,0.5102773540241246,0.09342029801346191,0.238317147131107,0.16256855548048185,0.18370190464016362,0.15631197385000276,0.05878271032304012,0.01258194700608097,0.2093628088426528,1.0,0.3867403314917127,0.9644315359683462,0.5925,0.23226135783563043,0.46425,0.99725,0.6230491462145786,0.00025,0.6189637363971107,0.05985527374197282,0.15740216577491278,0.0,0.06035708193552056,0.6010978327435395,0.5101930820211407,0.0760016079073396,0.24143270815711396,0.16437032437927235,0.18561384927229232,0.15791804386333338,0.05652745567100674,0.012134548309928599,0.22561768530559168,1.0,0.43186003683241253,0.9636738645451867,0.581125,0.2557427258805513,0.4644375,0.9971666666666666,0.6082379582593794,False
deep,random,minimal_ce,503,0.99975,0.2421576126742941,0.20593646295940188,0.3506619674585928,0.00075,0.0657303690225735,0.615419277985189,0.5360102315180485,0.05907544561212616,0.23992992453018513,0.16777983723209342,0.1886780738116543,0.16036504081371777,0.056445280400284875,0.013184565658041306,0.3920676202860858,0.99925,0.3411602209944751,0.964178978827293,0.558,0.3266972945380296,0.4640625,0.998,0.5983230307852377,0.001,0.6059025157996241,0.03555980552713952,0.17245119701977685,0.00075,0.06424252762457118,0.6172001054772832,0.533413584922306,0.0531682977440531,0.24511341409070272,0.16706308625968602,0.18810467303372838,0.16012490641149724,0.05638136630083453,0.011221489746352332,0.40377113133940185,0.99925,0.3305709023941068,0.9649366502504525,0.562625,0.3302705461970393,0.4629375,0.9976666666666667,0.6078095354672869,False
deep,magnitude,minimal_ce,101,1.0,0.06723723647231633,0.36543052062176157,0.4191632731323387,0.00125,0.05768465343719793,0.6268650731902395,0.5294038234372676,0.060795525061125476,0.17792262344755116,0.155893336498603,0.17597012472379978,0.14998447800441922,0.0763499570862475,0.01765855261956502,0.24902470741222366,0.99875,0.36556169429097607,0.9636949109736078,0.630375,0.371107708014293,0.487875,0.9921666666666666,0.6537119774772018,0.001,0.6375124427287813,0.061254994043470186,0.156494585562718,0.001,0.055580826747029057,0.6683842066615846,0.5616219319697382,0.04982697746849929,0.17891409179718448,0.15144598041185028,0.17103595624623363,0.1461140227534194,0.08273223644564562,0.015385036796260113,0.36671001300390116,0.999,0.535451197053407,0.9642842109693985,0.652375,0.4047983665135273,0.48425,0.9935,0.6640553277434359,False
deep,magnitude,minimal_ce,211,1.0,0.06723723647231633,0.36543052062176157,0.4191632731323387,0.001,0.04437937112640018,0.6446866200141587,0.5139178299451269,0.07179710830381104,0.19468818482698313,0.14860941180767334,0.1697905443655156,0.14617976296999688,0.08734318219170578,0.017676813790836545,0.19375812743823148,0.999,0.496316758747698,0.9590436502925453,0.74525,0.3624298111281266,0.48225,0.9935,0.6778872636024237,0.00375,0.6435429373871234,0.07142402617520138,0.15324957542776793,0.00125,0.041460548511210935,0.6776043027629155,0.547275166256556,0.06206420258025405,0.19060079287883938,0.1439824875367506,0.16480341849126204,0.14196782381621958,0.09160716568360695,0.01704680338196892,0.33159947984395316,0.99875,0.5888581952117864,0.9587069074378078,0.779375,0.3833588565594691,0.46775,0.99375,0.6812534426831507,False
