architecture,method,seed,unit,before_b2a,before_a2b,before_family_f1,before_fine_f1,before_awbir,before_ece,before_hsr_miss,before_hsr_balanced,before_hsr_fatigue,before_teacher_correction_family,before_teacher_degradation_family,before_recall_malware,before_recall_benign,before_recall_web_application,before_recall_ddos,before_recall_spoofing_mitm,before_recall_brute_force,before_recall_dos,before_recall_mirai,before_recall_reconnaissance,after_b2a,after_a2b,after_family_f1,after_fine_f1,after_awbir,after_ece,after_hsr_miss,after_hsr_balanced,after_hsr_fatigue,after_teacher_correction_family,after_teacher_degradation_family,after_recall_malware,after_recall_benign,after_recall_web_application,after_recall_ddos,after_recall_spoofing_mitm,after_recall_brute_force,after_recall_dos,after_recall_mirai,after_recall_reconnaissance
shallow,fisher,307,4,1.0,9.476696802562498e-05,0.2138778194717133,0.20105097710302217,0.1859999749486075,0.2407814486561707,0.26401240542235044,0.32775332809846425,0.29835192929274484,0.047889921659575244,0.33426160953963585,0.0,0.0,0.0,0.9814160037041714,0.37675,0.0,0.0454375,0.5579166666666666,0.016157659587490054,0.00375,0.038513295805613995,0.6352881641075361,0.5550167125124476,0.09979873664154609,0.11679098786375722,0.13396014803722844,0.15337192527528715,0.13148591150636402,0.09241978780518982,0.0846953123573346,0.19570871261378414,0.99625,0.3692449355432781,0.9631897966915014,0.7075,0.2613578356304237,0.5576875,0.9953333333333333,0.7129567292979987
shallow,fisher,307,8,1.0,8.529027122306249e-05,0.2025110076636876,0.20743019893357428,0.2676254752110874,0.274627116668341,0.2645085005752269,0.32835046839904314,0.29836562517119847,0.04961560234473439,0.34183086503168314,0.0,0.0,0.0,0.9990529107210506,0.276125,0.0,0.000875,0.5480833333333334,0.0258277740375788,0.00175,0.04586721252440249,0.6010475770277989,0.534431210902598,0.10956822477840161,0.1637323604935032,0.1458055611353579,0.1661474406968463,0.14197604134329175,0.09238326546264677,0.10006208798232319,0.2035110533159948,0.99825,0.20441988950276244,0.9728080144799428,0.701,0.25676365492598263,0.4911875,0.9963333333333333,0.6705428728808372
shallow,saber_v2,307,4,0.41675,0.04092985349026743,0.3217670444404519,0.2769147064151929,0.34554769959245424,0.11563487917525972,0.2412780080714377,0.28621281568999835,0.25112123591607166,0.058353572798159274,0.2557750954146199,0.0,0.58325,0.0,0.9226333291240476,0.30825,0.0,0.0629375,0.9864166666666667,0.3422486076259257,0.00075,0.054045601865013934,0.6019701707819429,0.5440645599355145,0.10151127195369956,0.12630150272533297,0.14757232945587798,0.16668066689797484,0.14173042858968973,0.0886123335950768,0.09601723854568033,0.229518855656697,0.99925,0.19337016574585636,0.9637790966872921,0.661625,0.2501276161306789,0.531125,0.99425,0.67990697105086
shallow,saber_v2,307,8,0.81675,0.0041697465931275,0.24581850427176788,0.23149521691244837,0.28041420849377496,0.15556320399395182,0.2469176664657938,0.3044465952046164,0.2742216175745512,0.0468490348970983,0.3040667628421687,0.0,0.18325,0.0,0.8974618007324157,0.082125,0.0,0.1959375,0.9968333333333333,0.08537854213844176,0.00075,0.046227327002899866,0.6056008186497246,0.538027639792315,0.10987465127404977,0.16767849617719813,0.14743689243561417,0.1680246891035591,0.143343803071529,0.09065758477748763,0.10290170011504537,0.2555266579973992,0.99925,0.2136279926335175,0.9681988466557225,0.69325,0.26442062276671774,0.4798125,0.99675,0.6606891486627089
deep,fisher,401,2,0.41,0.021341521199370748,0.41109279259547366,0.3572488939514898,0.13935997055880234,0.37434839868932024,0.28270119245448405,0.33962126330782855,0.2926918792571355,0.04578075637771407,0.3061850587096656,0.0929778933680104,0.59,0.3052486187845304,0.6214799848465715,0.842,0.2889229198570699,0.384875,0.4711666666666667,0.022461594956851703,0.0,0.06423305092776861,0.6131593589531009,0.5158496081806836,0.05072379522161214,0.23120231612885067,0.1620663732705149,0.182102226036778,0.1548821241394423,0.06425193111886196,0.011367579116524534,0.20741222366710013,1.0,0.3314917127071823,0.9640527002567665,0.636,0.41858090862685043,0.46725,0.9979166666666667,0.6294142848399534
deep,saber_v2,401,2,0.39725,0.016849566914956125,0.42960357075664296,0.4560845699602969,0.11048790965114756,0.22275199495359435,0.21244666216224442,0.25604170851518415,0.22322181844743522,0.03610233560380563,0.15741129636054857,0.08387516254876463,0.60275,0.12062615101289134,0.8509702403502125,0.690125,0.11434405308831036,0.4186875,0.85975,0.08654140400269295,0.0,0.06325695115710468,0.5896041843307062,0.5027022271065514,0.04836486484337164,0.2259921970209656,0.16619796327069752,0.18724822410109385,0.15922097843355673,0.05649093332846369,0.01261846934862402,0.1482444733420026,1.0,0.2895948434622468,0.9611903859914972,0.57175,0.38693210821847884,0.46275,0.99725,0.6286186425117817
