group_id,module_path,layer_index,channel_index,out_channels,in_channels,kernel_size,parameter_cost,flops_cost,batchnorm_path,downstream_path,downstream_kind,random,magnitude,taylor,fisher,bn_gamma
conv.3:out:88,conv.3,1,88,128,64,3,229,15812.0,conv.5,head,linear_in,0.14024908899861077,15.626630499958992,1.384576817508787,0.030365415197593393,2.689976453781128
conv.3:out:89,conv.3,1,89,128,64,3,229,15812.0,conv.5,head,linear_in,0.5540361435390494,13.435786485671997,3.793727433308959,0.21234994651367742,2.055697202682495
conv.3:out:90,conv.3,1,90,128,64,3,229,15812.0,conv.5,head,linear_in,0.10857574113544355,14.89221964776516,0.42102247691946104,0.0027034847460299717,2.2010252475738525
conv.3:out:91,conv.3,1,91,128,64,3,229,15812.0,conv.5,head,linear_in,0.6722400930398117,12.764275208115578,0.024711294074859325,2.2819958397805873e-05,2.3523569107055664
conv.3:out:92,conv.3,1,92,128,64,3,229,15812.0,conv.5,head,linear_in,0.2812337838390083,14.234253637492657,2.670752695854753,0.11272888060775585,2.907362699508667
conv.3:out:93,conv.3,1,93,128,64,3,229,15812.0,conv.5,head,linear_in,0.6594226346919018,15.23015795648098,0.6672474339604377,0.48343133702874186,4.032155513763428
conv.3:out:94,conv.3,1,94,128,64,3,229,15812.0,conv.5,head,linear_in,0.7269946142868826,13.226524390280247,0.129779685405083,0.00027121437822188457,1.8398113250732422
conv.3:out:95,conv.3,1,95,128,64,3,229,15812.0,conv.5,head,linear_in,0.768647491917657,13.906034052371979,2.389450373314321,0.08614425734849647,2.1784512996673584
conv.3:out:96,conv.3,1,96,128,64,3,229,15812.0,conv.5,head,linear_in,0.10774094595589656,15.482454299926758,2.389023655653,0.0873616422060877,2.211559772491455
conv.3:out:97,conv.3,1,97,128,64,3,229,15812.0,conv.5,head,linear_in,0.9160118451376079,15.397089764475822,0.03865255416603759,2.645552222020342e-05,1.9152148962020874
conv.3:out:98,conv.3,1,98,128,64,3,229,15812.0,conv.5,head,linear_in,0.23021399089488082,14.222507372498512,0.47756537795066833,0.0038990289671346546,2.2275118827819824
conv.3:out:99,conv.3,1,99,128,64,3,229,15812.0,conv.5,head,linear_in,0.03741255617617978,15.716624282300472,0.5092791868373752,0.005248855788340734,2.4349324703216553
conv.3:out:100,conv.3,1,100,128,64,3,229,15812.0,conv.5,head,linear_in,0.5548524693914834,12.703317523002625,0.9043505972251296,0.012939713697414845,1.653655767440796
conv.3:out:101,conv.3,1,101,128,64,3,229,15812.0,conv.5,head,linear_in,0.37092228386243875,13.484056130051613,1.9624547708779574,0.08000946072279476,2.245380401611328
conv.3:out:102,conv.3,1,102,128,64,3,229,15812.0,conv.5,head,linear_in,0.8297897431324132,14.521178133785725,1.3912513902410866,0.0330513703986071,2.267237901687622
conv.3:out:103,conv.3,1,103,128,64,3,229,15812.0,conv.5,head,linear_in,0.8082514720643018,14.464983493089676,1.2725764114409686,0.02827622789191082,2.03827166557312
conv.3:out:104,conv.3,1,104,128,64,3,229,15812.0,conv.5,head,linear_in,0.31713889282271535,14.569801479578018,1.90661648735404,0.05855668721487746,2.527559518814087
conv.3:out:105,conv.3,1,105,128,64,3,229,15812.0,conv.5,head,linear_in,0.952899395069745,13.641517736017704,1.0526723571121692,0.016308705050323623,2.187581777572632
conv.3:out:106,conv.3,1,106,128,64,3,229,15812.0,conv.5,head,linear_in,0.2909178381401186,14.771574050188065,2.766878676135093,0.09916051271138712,2.330108642578125
conv.3:out:107,conv.3,1,107,128,64,3,229,15812.0,conv.5,head,linear_in,0.5150571292317145,13.281900972127914,0.37189577114768324,0.0032541262145969084,1.6168071031570435
conv.3:out:108,conv.3,1,108,128,64,3,229,15812.0,conv.5,head,linear_in,0.25596509056760275,14.257754176855087,0.7998617958277464,0.010773831186816097,2.228778123855591
conv.3:out:109,conv.3,1,109,128,64,3,229,15812.0,conv.5,head,linear_in,0.9360435700489633,13.462667524814606,1.4871460370719434,0.038169439844205046,1.9531328678131104
conv.3:out:110,conv.3,1,110,128,64,3,229,15812.0,conv.5,head,linear_in,0.16460781758201815,13.85234422981739,0.23977591389557346,0.0015340074563596317,2.1636290550231934
conv.3:out:111,conv.3,1,111,128,64,3,229,15812.0,conv.5,head,linear_in,0.04491061939232899,14.61428851634264,0.3122829621657729,0.0021116125288244804,2.0916037559509277
conv.3:out:112,conv.3,1,112,128,64,3,229,15812.0,conv.5,head,linear_in,0.43509706000303794,14.584321610163897,3.878305827337317,0.19765548516970738,2.4007890224456787
conv.3:out:113,conv.3,1,113,128,64,3,229,15812.0,conv.5,head,linear_in,0.992375564055837,13.209639772772789,0.4875925935804844,0.0035416698265180457,2.0479366779327393
conv.3:out:114,conv.3,1,114,128,64,3,229,15812.0,conv.5,head,linear_in,0.891677266254914,14.396107725799084,1.465606413036585,0.02615258442237973,2.5315921306610107
conv.3:out:115,conv.3,1,115,128,64,3,229,15812.0,conv.5,head,linear_in,0.7486080194569492,13.314254576340318,0.6512739202240482,0.005165409908386209,2.2781286239624023
conv.3:out:116,conv.3,1,116,128,64,3,229,15812.0,conv.5,head,linear_in,0.8907924908785249,14.791957914829254,2.468227583542466,0.0801461778813973,2.12548565864563
conv.3:out:117,conv.3,1,117,128,64,3,229,15812.0,conv.5,head,linear_in,0.8934466396978632,13.169090807437897,1.924236396001652,0.07807788404029452,1.896185278892517
conv.3:out:118,conv.3,1,118,128,64,3,229,15812.0,conv.5,head,linear_in,0.5188583603864491,14.348516002297401,1.6069035943131893,0.0519151083779434,2.4212396144866943
conv.3:out:119,conv.3,1,119,128,64,3,229,15812.0,conv.5,head,linear_in,0.315929051830793,14.33134537935257,2.4532135970890523,0.10749354937579483,2.6214523315429688
conv.3:out:120,conv.3,1,120,128,64,3,229,15812.0,conv.5,head,linear_in,0.772012432110988,15.264010936021805,6.49116538092494,0.7330820322968066,2.2429513931274414
conv.3:out:121,conv.3,1,121,128,64,3,229,15812.0,conv.5,head,linear_in,0.6616612631677611,13.626789420843124,0.46739014065824447,0.0037710574639277183,2.1770079135894775
conv.3:out:122,conv.3,1,122,128,64,3,229,15812.0,conv.5,head,linear_in,0.37365772887371007,13.738687633536756,2.5864990879781544,0.081661409300159,2.113098382949829
conv.3:out:123,conv.3,1,123,128,64,3,229,15812.0,conv.5,head,linear_in,0.09446666806151527,14.585540935397148,0.9658428561873734,0.013190461794147268,2.198671817779541
conv.3:out:124,conv.3,1,124,128,64,3,229,15812.0,conv.5,head,linear_in,0.746789611349026,14.50644239783287,0.18919972530293308,0.0010891994998867643,2.215264081954956
conv.3:out:125,conv.3,1,125,128,64,3,229,15812.0,conv.5,head,linear_in,0.2624605159228647,13.740473255515099,3.5977574113756416,0.1712901693303138,1.974165916442871
conv.3:out:126,conv.3,1,126,128,64,3,229,15812.0,conv.5,head,linear_in,0.9368131505337792,13.494422867894173,0.0007209004622609428,3.1912656119027424e-08,2.256096124649048
conv.3:out:127,conv.3,1,127,128,64,3,229,15812.0,conv.5,head,linear_in,0.24097057500568475,14.34402897208929,0.2794053934980184,0.0014286709208136017,2.7464370727539062
