group_id,module_path,layer_index,channel_index,out_channels,in_channels,kernel_size,parameter_cost,flops_cost,batchnorm_path,downstream_path,downstream_kind,random,magnitude,taylor,fisher,bn_gamma
conv.0:out:62,conv.0,0,62,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.5652361064811888,1.097988247871399,1.223015512013808,2.1765377502844787,1.2999480962753296
conv.0:out:63,conv.0,0,63,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.7649988574160256,1.3920070677995682,0.8984372284263372,0.2737462958553806,0.8598693013191223
conv.3:out:0,conv.3,1,0,128,64,3,229,15812.0,conv.5,head,linear_in,0.6347183200005908,13.069807291030884,0.27086065330076964,0.0010760375976133219,1.8497693538665771
conv.3:out:1,conv.3,1,1,128,64,3,229,15812.0,conv.5,head,linear_in,0.5535794006579958,13.384104117751122,1.165346511125972,0.017498532395998013,2.052964448928833
conv.3:out:2,conv.3,1,2,128,64,3,229,15812.0,conv.5,head,linear_in,0.5592071607454135,12.664950549602509,0.20332580994290766,0.0005827674831330399,2.118234395980835
conv.3:out:3,conv.3,1,3,128,64,3,229,15812.0,conv.5,head,linear_in,0.3039500980626122,13.479193955659866,10.025531834363937,1.993887559324503,2.1844165325164795
conv.3:out:4,conv.3,1,4,128,64,3,229,15812.0,conv.5,head,linear_in,0.030817834567939406,13.714113213121891,2.429394540004432,0.09568363685393706,1.9857728481292725
conv.3:out:5,conv.3,1,5,128,64,3,229,15812.0,conv.5,head,linear_in,0.43671738923236236,14.30328257754445,0.5911666722314294,0.007150625573611439,2.3695266246795654
conv.3:out:6,conv.3,1,6,128,64,3,229,15812.0,conv.5,head,linear_in,0.2145846728195292,13.614233940839767,3.1325241051614285,0.18521895203739405,1.8890833854675293
conv.3:out:7,conv.3,1,7,128,64,3,229,15812.0,conv.5,head,linear_in,0.40852864372463615,12.201598070561886,0.2358157900511287,0.0011637001515964584,1.537355899810791
conv.3:out:8,conv.3,1,8,128,64,3,229,15812.0,conv.5,head,linear_in,0.8534030732681661,14.238877326250076,3.251563096791506,0.1414133686805144,2.5526838302612305
conv.3:out:9,conv.3,1,9,128,64,3,229,15812.0,conv.5,head,linear_in,0.23393948586534075,15.433267533779144,2.9715651337057354,0.26609349439386276,2.385253667831421
conv.3:out:10,conv.3,1,10,128,64,3,229,15812.0,conv.5,head,linear_in,0.05830274168906602,13.828325904905796,0.9258247138466686,0.0116436961281579,1.9539237022399902
conv.3:out:11,conv.3,1,11,128,64,3,229,15812.0,conv.5,head,linear_in,0.28138389202199654,15.86472124606371,1.8349041833542288,0.07517602918014746,2.574246644973755
conv.3:out:12,conv.3,1,12,128,64,3,229,15812.0,conv.5,head,linear_in,0.2935937577666836,13.0611705891788,0.32707306519150736,0.001774442001828902,2.1937057971954346
conv.3:out:13,conv.3,1,13,128,64,3,229,15812.0,conv.5,head,linear_in,0.6619165147268951,13.084435448050499,0.9282742446288467,0.01528636198490858,2.184095621109009
conv.3:out:14,conv.3,1,14,128,64,3,229,15812.0,conv.5,head,linear_in,0.5570321523412783,14.13749365042895,1.535765856335638,0.04775133278059229,2.257902145385742
conv.3:out:15,conv.3,1,15,128,64,3,229,15812.0,conv.5,head,linear_in,0.7838982091064135,13.642832197248936,0.7095735319890082,0.007699245793628506,1.9932129383087158
conv.3:out:16,conv.3,1,16,128,64,3,229,15812.0,conv.5,head,linear_in,0.6643135403273875,14.800110809504986,1.933509051427245,0.04393252404406667,1.8859127759933472
conv.3:out:17,conv.3,1,17,128,64,3,229,15812.0,conv.5,head,linear_in,0.4063868614400705,14.104219675064087,3.559472032263875,0.32344581301149444,2.062222480773926
conv.3:out:18,conv.3,1,18,128,64,3,229,15812.0,conv.5,head,linear_in,0.8140203846660347,13.96940791606903,2.932457053195685,0.0944222152364091,2.295421838760376
conv.3:out:19,conv.3,1,19,128,64,3,229,15812.0,conv.5,head,linear_in,0.1669729199077039,13.95117461681366,0.053428001949578176,0.0001860972012593276,2.374321699142456
conv.3:out:20,conv.3,1,20,128,64,3,229,15812.0,conv.5,head,linear_in,0.022712073133860478,12.059149719774723,0.5218931366107427,0.0032793128032494677,2.0164361000061035
conv.3:out:21,conv.3,1,21,128,64,3,229,15812.0,conv.5,head,linear_in,0.09004786077564175,13.655370458960533,2.472291916050017,0.08499947943491862,1.7178905010223389
conv.3:out:22,conv.3,1,22,128,64,3,229,15812.0,conv.5,head,linear_in,0.7223593505964503,13.352859526872635,0.15975172887556255,0.000823108368922476,2.117000102996826
conv.3:out:23,conv.3,1,23,128,64,3,229,15812.0,conv.5,head,linear_in,0.4618772302513874,13.431035317480564,1.5231070026755333,0.052199196035508065,2.1107430458068848
conv.3:out:24,conv.3,1,24,128,64,3,229,15812.0,conv.5,head,linear_in,0.1612717790336018,15.154363930225372,0.1165808652760461,0.0002471043454420396,3.2592110633850098
