score,non_null,minimum,median,maximum,nonzero
random,192,0.007362269751005512,0.4844808838905303,0.992375564055837,192
magnitude,192,0.45621128380298615,13.257807120680809,17.88240620493889,192
taylor,192,0.0007209004622609428,0.94705855040811,10.025531834363937,192
fisher,192,3.1912656119027424e-08,0.04923308442469647,19.344517278671265,192
bn_gamma,192,0.4624955356121063,1.9742343425750732,4.032155513763428,192
