architecture,method,seed,raw_awbir,is_collapse,trained_b2a,trained_a2b,trained_family_f1,trained_fine_f1,trained_awbir,trained_ece,trained_hsr_balanced,trained_hsr_miss,trained_hsr_fatigue,recal_b2a,recal_a2b,recal_family_f1,recal_fine_f1,recal_awbir,recal_ece,recal_hsr_balanced,recal_hsr_miss,recal_hsr_fatigue
shallow,random,1109,0.43030784332930294,False,0.0315,0.04059816910217774,0.6114978185825666,0.5320424589247393,0.12939993667649516,0.06809022600431591,0.16169354102372127,0.14097624221617575,0.1389848614890159,0.0505,0.029946361896097496,0.6287755243732859,0.5455423962996186,0.11883594266729344,0.0647902402877621,0.1523091251072844,0.13127195144963263,0.13167308851189716
shallow,random,1201,0.43030784332930294,False,0.016,0.05034021341521199,0.6130850146490303,0.5393334659248835,0.12300328775678437,0.08089583642655154,0.16922444805609832,0.14895789582610494,0.1442477310494695,0.03375,0.036466329296260494,0.6190715108755721,0.5452624258454529,0.11674723807765912,0.0839400103897789,0.1589379302788481,0.13799586688823554,0.13654608206570368
shallow,random,1303,0.43030784332930294,False,0.01925,0.047241333560774056,0.6201441317834578,0.5462931375029211,0.12324041132872088,0.08647573653523395,0.16447654352550173,0.14447401739680918,0.14059549679516442,0.028,0.04219025416500825,0.6393229870348907,0.564481119364666,0.11425160054561685,0.07144762520055631,0.15726155475612208,0.13757053377403627,0.13486514125015978
shallow,random,1409,0.43030784332930294,False,0.0785,0.026506320956767308,0.5780079367304436,0.5238570966054673,0.11589252612102434,0.06928477626358384,0.15490768977922245,0.13262936518081603,0.1344369167838425,0.03875,0.03440988609010443,0.590142961313865,0.5251192262065187,0.11814675464206308,0.06304663356793004,0.15751721115392342,0.13643605850879276,0.13580285239495263
shallow,random,1511,0.43030784332930294,False,0.019,0.04425617406796687,0.6334429252979175,0.5435814707040274,0.122579466807182,0.09832033461310566,0.1641113201000712,0.14369259144281513,0.14049962564598892,0.0255,0.04335588787172343,0.6295544122629534,0.5493875193009855,0.12756217123466396,0.08949238764809585,0.1617337156005186,0.1415073379473226,0.13858037654535163
shallow,random,1607,0.43030784332930294,False,0.03975,0.027927825477151683,0.6468552735735549,0.5564622505279978,0.10144941858673467,0.056206460029923716,0.14807253337229048,0.12751547634265262,0.12780902467084237,0.02625,0.03436250260609162,0.642483596779409,0.5500786032783826,0.10596996859388096,0.06077022181212373,0.15302496302112817,0.13279904189721395,0.131563521484268
shallow,random,1709,0.43030784332930294,False,0.015,0.047440344193627866,0.5740373782620457,0.5290960560623844,0.13153717452823566,0.09274929416420759,0.16890852979310095,0.14823810132515233,0.14408885885940723,0.01925,0.041659559144064745,0.5934020224050004,0.532361550199296,0.12302579484946281,0.09511597417030283,0.1644071510746699,0.14351987119787196,0.1407160205255565
shallow,random,1801,0.43030784332930294,False,0.02525,0.04471105551448987,0.6171632726891032,0.5316367311783013,0.10997769564804513,0.07328496010563272,0.16990558974452621,0.14853712800472355,0.14512244115337558,0.019,0.04761092473607399,0.6078459031894559,0.5328116966777006,0.11861172393313033,0.07281290969725579,0.16913496831686786,0.14841766950932234,0.14440386406384104
shallow,random,1907,0.43030784332930294,False,0.032,0.04362123538219518,0.627330080292309,0.5576499581508225,0.103159662486084,0.05732578124884102,0.16336991654644728,0.1428540993285976,0.13952082686583517,0.02875,0.04173537271848524,0.6366918187826928,0.5540900866633736,0.10498002640028033,0.07166377398109755,0.16145979803144575,0.14098917721249307,0.1383658077829112
shallow,random,2003,0.43030784332930294,False,0.01325,0.051098349159416995,0.5907508195716115,0.5230136401746687,0.12074612014397323,0.08982799112046817,0.16884644181077774,0.14878974087397964,0.14420573035554501,0.0435,0.03446674627091981,0.6139468592445421,0.5362642052520847,0.10041655459665577,0.07944801988746082,0.15483647121126348,0.13416786886044205,0.13365077336060335
shallow,magnitude,101,0.5503774840251935,False,0.03075,0.04355489850457724,0.589139314032886,0.5194747777555373,0.1187445456476199,0.10146472215252891,0.17174814192582313,0.14983671469354712,0.14737130439546392,0.019,0.04928830007012756,0.6023676111436775,0.5297198552562714,0.11668884633194714,0.09540042232258025,0.17014663720531037,0.14953007919261274,0.14552053468709483
shallow,magnitude,211,0.5503774840251935,False,0.01575,0.043791815924641306,0.6311718101365961,0.5262722280584828,0.1111597654596917,0.09755558563509738,0.1676174649842041,0.1465694868002167,0.14413907708040394,0.01425,0.04606622315725631,0.6289811759005813,0.5279978398386552,0.1227670622363047,0.10396643162343197,0.17103778236336079,0.14979867058673144,0.1467641204506857
shallow,magnitude,307,0.5503774840251935,False,0.01475,0.05654744982089043,0.6207697593951472,0.5542299727462153,0.1010542269504178,0.06199983682821363,0.16541516772885814,0.14679166438402028,0.14123007249684996,0.0225,0.04047497204374443,0.6358553124045244,0.5440792280351311,0.09572498843572871,0.07363618172136481,0.1568360694654955,0.13699074158616534,0.1353262358247658
shallow,magnitude,401,0.5503774840251935,False,0.0435,0.03529121889274275,0.6152190476438989,0.5472574806709408,0.13370170189535263,0.07275197393199552,0.1588831467650335,0.1376724919803023,0.1367807381165428,0.0225,0.04312844714846193,0.6357698358175233,0.5541134026851801,0.12915073159880197,0.07681339356411696,0.1631927831851135,0.1427140970155159,0.13969613411004184
shallow,magnitude,503,0.5503774840251935,False,0.0145,0.050378120202422244,0.6071777020639018,0.5103077007041097,0.13311529044116513,0.11725270674052535,0.177600847318347,0.15595801148018967,0.1522242106608718,0.01775,0.04137525823998787,0.6214857534589187,0.5169831209439071,0.12873280942459817,0.10769730953415688,0.1680904293201366,0.1465573126860357,0.14472708679534704
shallow,magnitude,613,0.5503774840251935,False,0.02525,0.05277572449347056,0.6211327417107648,0.5373165383576285,0.10898828465131785,0.09198108856626898,0.1717755336827304,0.15139043601589938,0.1471229524661712,0.03425,0.04595250279562556,0.628861534133866,0.5231946085222657,0.1090960230100182,0.1066630221048418,0.17021237742188783,0.1489099602515172,0.14664633589598436
shallow,magnitude,719,0.5503774840251935,False,0.02125,0.04664430166221262,0.6247950937955821,0.5542526421008159,0.084243752744784,0.06326662402460996,0.15851061887109438,0.13938828119768934,0.13563667573638175,0.0195,0.04972422812304543,0.6158281317678197,0.5391729556196638,0.09985476773127092,0.0832960778200074,0.16585343583937473,0.14601784725138936,0.14208104307810304
shallow,magnitude,823,0.5503774840251935,False,0.03775,0.04050340213415212,0.5934347875946182,0.49564080514540204,0.12109792057948732,0.1255003472426147,0.17330764595241138,0.15058237918713438,0.1495425576596483,0.0325,0.045497621349102554,0.6030018919704302,0.5026514262198637,0.11821929717645727,0.12693062459653154,0.17368565219773197,0.15174728973783044,0.14964755939445956
shallow,magnitude,907,0.5503774840251935,False,0.03975,0.04641686093895112,0.6090139085610397,0.507657384164147,0.12492574339155357,0.11405549700147224,0.1727415496429941,0.15104195199746778,0.14894085206625154,0.05,0.034068725005212186,0.6323439109976927,0.5165210329234415,0.11996721536410593,0.10826241261603115,0.16256277277624587,0.14048319059184455,0.14114881028469167
shallow,magnitude,1013,0.5503774840251935,False,0.024,0.042303974526639,0.6252116345870247,0.5434693208664862,0.12695614040320152,0.08924874183479546,0.16628805171563704,0.14514739808744667,0.14243074450795273,0.03025,0.03807736775269612,0.6261840993020178,0.5425509659689023,0.12294285218603257,0.08656036703280202,0.16257738171326308,0.14131940005965316,0.1396468289476087
shallow,magnitude,1109,0.5503774840251935,False,0.021,0.056158905251985365,0.6151194341005798,0.52469051094509,0.1258960103118643,0.10571039075674053,0.17776337174266357,0.15696237590012357,0.1519201621592009,0.03425,0.04010538086844449,0.6274984056132341,0.5393627476906291,0.12205972944924845,0.08923900232632591,0.1622578112160114,0.14134222652374256,0.13972717810120341
shallow,magnitude,1201,0.5503774840251935,False,0.0195,0.06273573283296374,0.5944797910402043,0.5246532942428339,0.12556653457832564,0.11241431223645287,0.18098099012070634,0.1607135248321494,0.15418089516261574,0.04175,0.039034514129754935,0.6027469672705802,0.5125439918728344,0.12168433661333385,0.1099079648486201,0.16722667591899346,0.14524250835448585,0.14448969156881722
