architecture,normalisation,metric,contrast,mean,ci_lo,ci_hi,half_width,p,p_holm,significant_holm
deep,recal,b2a,taylor-fisher,-0.0001,-0.00034425170180851967,0.0001442517018085197,0.0002442517018085197,0.4021723317242494,1.0,False
deep,recal,b2a,taylor-saber_v2,-2.5e-05,-0.00016652880114574937,0.00011652880114574936,0.00014152880114574935,0.7156821076942621,1.0,False
deep,recal,b2a,fisher-saber_v2,7.5e-05,-0.0002428311334947657,0.00039283113349476565,0.00031783113349476567,0.627038029513115,1.0,False
deep,recal,family_f1,random-magnitude,-0.0587671156047765,-0.07525954446899644,-0.042274686740556566,0.01649242886421993,4.674692433200901e-07,4.207223189880811e-06,True
deep,recal,family_f1,random-taylor,-0.01909836327872002,-0.035519634095615774,-0.0026770924618242688,0.01642127081689575,0.024958190156958913,0.07487457047087674,False
deep,recal,family_f1,random-fisher,-0.016983540828466332,-0.030592797732523155,-0.0033742839244095095,0.013609256904056823,0.01714148353338024,0.06856593413352095,False
deep,recal,family_f1,random-saber_v2,0.00804806577370477,-0.0052638072934523585,0.0213599388408619,0.013311873067157129,0.22102796792248097,0.44205593584496194,False
deep,recal,family_f1,magnitude-taylor,0.03966875232605647,0.019165674100383882,0.060171830551729054,0.020503078225672586,0.0006842476701169464,0.0038440761018661935,True
deep,recal,family_f1,magnitude-fisher,0.04178357477631016,0.02478829478061339,0.05877885477200693,0.01699527999569677,5.7466697837353876e-05,0.000459733582698831,True
deep,recal,family_f1,magnitude-saber_v2,0.06681518137848125,0.05316511733311023,0.08046524542385226,0.01365006404537102,3.5583274620443925e-09,3.558327462044393e-08,True
deep,recal,family_f1,taylor-fisher,0.0021148224502536895,-0.012555114748725659,0.01678475964923304,0.014669937198979348,0.766134867565664,0.766134867565664,False
deep,recal,family_f1,taylor-saber_v2,0.027146429052424793,0.015108494361549285,0.0391843637433003,0.012037934690875508,0.00014906874031916969,0.0010434811822341878,True
deep,recal,family_f1,fisher-saber_v2,0.025031606602171103,0.012185228535372064,0.03787798466897014,0.012846378066799039,0.0006406793503110323,0.0038440761018661935,True
