matching,method,seed,parameters,raw_awbir,raw_hsr_balanced,trained_b2a,trained_a2b,trained_family_f1,trained_fine_f1,trained_awbir,trained_hsr_balanced,recal_b2a,recal_a2b,recal_family_f1,recal_fine_f1,recal_awbir,recal_hsr_balanced
flops,random,101,109756,0.20593646295940188,0.3506619674585928,0.00025,0.06273573283296374,0.6046096131468115,0.544040554841339,0.05050547958023884,0.20059166194919742,0.0,0.063531775364379,0.6350762371218386,0.5364311143848243,0.05732974494681685,0.18500940450320486
flops,random,211,109756,0.20593646295940188,0.3506619674585928,0.0,0.0585754629366388,0.6348369622951122,0.5406401603967889,0.045678029763433395,0.18545497708223005,0.0,0.058802903659900305,0.6378045332953781,0.5435579799411974,0.04477865336753876,0.18458391921257827
flops,random,307,109756,0.20593646295940188,0.3506619674585928,0.00025,0.055571350050226495,0.6846244486632705,0.5589495648089193,0.025931925657819387,0.17148152882525886,0.00025,0.05700233126741343,0.6756886513947582,0.5539879116220905,0.025756436972612547,0.17339712569164184
flops,random,401,109756,0.20593646295940188,0.3506619674585928,0.0,0.06197759708875874,0.577184616759221,0.4952149775481434,0.09842546225102856,0.1889465130293457,0.0,0.06128579822217168,0.5938389042736727,0.5009112749255923,0.0757205968863297,0.18800606270886216
flops,random,503,109756,0.20593646295940188,0.3506619674585928,0.0,0.06302003373704061,0.5464068105486116,0.48656100165172306,0.15832446056527313,0.18999835649458557,0.0,0.06331381133792005,0.5556107516934925,0.4888173177806985,0.1165093594390675,0.1921513485874984
flops,random,613,109756,0.20593646295940188,0.3506619674585928,0.0005,0.06098254392448968,0.5932375604660217,0.5056839067683164,0.09495705069581438,0.19237230875988387,0.00025,0.061750156365497244,0.5915918206964565,0.508517439941816,0.0885612618688607,0.1912017676813791
flops,random,719,109756,0.20593646295940188,0.3506619674585928,0.0,0.06576827580978374,0.6471166122933145,0.5518219860966296,0.054483070991714996,0.18591150636401818,0.0,0.06101097401489737,0.6310123384230698,0.533254326107507,0.06879853165750803,0.18344990047661658
flops,random,823,109756,0.20593646295940188,0.3506619674585928,0.00125,0.062252421296033054,0.5440967637289651,0.4885350506029122,0.12509255770584246,0.19507678822519675,0.00125,0.06139004188699987,0.5593898277154946,0.49283897177899133,0.11313120758213326,0.19210021730793814
flops,random,907,109756,0.20593646295940188,0.3506619674585928,0.0,0.05604518489035462,0.6433774299943333,0.5454997847614683,0.050999280401797464,0.17865451690071402,0.0,0.05572297719906749,0.6323304893565508,0.5307083795112489,0.05791034177350347,0.18035463194609302
flops,random,1013,109756,0.20593646295940188,0.3506619674585928,0.00075,0.06102045071169993,0.5974825418520664,0.5098216533141808,0.08761941384916877,0.19138620551122149,0.00075,0.061835446636720304,0.5944987011268995,0.5101364049755822,0.0886487660664634,0.19271561877978854
flops,random,1109,109756,0.20593646295940188,0.3506619674585928,0.0,0.06840279752089612,0.5746700496059051,0.5014050562318715,0.08802252784444133,0.19248918025602163,0.0,0.06708553666533992,0.5854806297066847,0.5049293813152884,0.08227313449202138,0.19190847500958713
flops,random,1201,109756,0.20593646295940188,0.3506619674585928,0.0,0.05671803036333656,0.5767198700137743,0.5029021919641413,0.089128071443942,0.1857763736966089,0.0,0.056869657512177554,0.5796629165876888,0.504682861718859,0.088774259474854,0.18460948485235845
flops,random,1303,109756,0.20593646295940188,0.3506619674585928,0.00075,0.06285892989139706,0.5681652661681283,0.4929296562063693,0.1020450527628198,0.19052245211007834,0.00075,0.06211027084399462,0.5837191001056192,0.503276493398119,0.07969295969827683,0.18898303537188876
flops,random,1409,109756,0.20593646295940188,0.3506619674585928,0.00275,0.05826273194215424,0.5548059073611777,0.47900471120904475,0.12975053844229825,0.20326144518909445,0.0005,0.05512594530050605,0.5885569304872178,0.5118828424181335,0.14449281306593495,0.18260440824674495
flops,random,1511,109756,0.20593646295940188,0.3506619674585928,0.0,0.061153124466935806,0.6133417525164075,0.508594014029738,0.07479034658937783,0.19053706104709556,0.0,0.061352135099789616,0.626866007408705,0.5347468175090162,0.06657000971169187,0.18815580431328865
flops,random,1607,109756,0.20593646295940188,0.3506619674585928,0.0,0.06460264210306856,0.5883036063042877,0.5156897191989178,0.09061306448515699,0.18876390131663046,0.0,0.06361706563560206,0.5832859519745824,0.5140232163782112,0.09880603460984515,0.18775953689669655
flops,random,1709,109756,0.20593646295940188,0.3506619674585928,0.0,0.06209131745038949,0.5907029415394192,0.5129536856162078,0.09886183488349057,0.19219517539855008,0.0005,0.0616080059134588,0.5999716397997097,0.519730956100958,0.0896608964090988,0.18828363251218933
flops,random,1801,109756,0.20593646295940188,0.3506619674585928,0.00075,0.05804476791569531,0.6288046258279003,0.48766387804375705,0.09756062064450226,0.19651576852139296,0.00075,0.05651901973048274,0.6290627631868689,0.49655723092795734,0.08670141412460915,0.1924015266339183
flops,random,1907,109756,0.20593646295940188,0.3506619674585928,0.00025,0.0619112602111408,0.6176562783479917,0.49796382816641027,0.09417354111454346,0.19645368053906978,0.00025,0.06252724550330736,0.6221439034849099,0.5063447651211199,0.07971000685816594,0.19266448750022827
flops,random,2003,109756,0.20593646295940188,0.3506619674585928,0.0,0.061570099126248556,0.6183367932902124,0.5118619767194145,0.06377500296979179,0.18595533317506985,0.0,0.06025283827069237,0.6079542619878038,0.5062369158794988,0.06932604564454904,0.1870309161629627
flops,magnitude,101,127559,0.3193782407036877,0.4191632731323387,0.00025,0.05487955118363943,0.6062455177649246,0.5041729421435692,0.07263753225190142,0.18417121674184184,0.0005,0.054832167699626615,0.6252511829611715,0.513443999480982,0.06422370346600431,0.18378955826226695
flops,magnitude,211,127559,0.3193782407036877,0.4191632731323387,0.002,0.05295578173271925,0.6242300488218456,0.530708644467545,0.0614468619831977,0.18309745987107612,0.00175,0.051325789882678496,0.6359448576594674,0.5322556699290295,0.05338866980178938,0.18136630083453553
flops,magnitude,307,127559,0.3193782407036877,0.4191632731323387,0.00075,0.04625575709330756,0.6231522884526145,0.5102554369100822,0.06775811120962048,0.17538941947736528,0.0005,0.04670116184302799,0.6452561505800813,0.5229303803644951,0.05290224709648265,0.17288216066178486
flops,magnitude,401,127559,0.3193782407036877,0.4191632731323387,0.0025,0.04981899509107106,0.639950484375778,0.51211722027575,0.07626977583360715,0.18111064443673416,0.003,0.044919542844146246,0.646536390944783,0.5142733546202409,0.06773299827179614,0.17633717426635745
flops,magnitude,503,127559,0.3193782407036877,0.4191632731323387,0.0015,0.04971475142624287,0.6290681708429352,0.5151797965133781,0.0700927781571604,0.1841602600390789,0.001,0.04812266636341237,0.6434911318578768,0.5294944872579126,0.06547362457333628,0.17913478570515512
flops,magnitude,613,127559,0.3193782407036877,0.4191632731323387,0.00475,0.04376338583423362,0.6811393515413935,0.565267713945397,0.0452749127098958,0.16493307280728986,0.0045,0.04923143988931218,0.6610835581511674,0.5326354102571395,0.056489599137610993,0.17295155311261665
flops,magnitude,719,127559,0.3193782407036877,0.4191632731323387,0.001,0.040531832224559805,0.6790641209935682,0.5557912921657331,0.04193415621875501,0.1619455451872683,0.001,0.04225659104262618,0.6670656228006049,0.5428511378882289,0.04996976368957143,0.16642683661730065
flops,magnitude,823,127559,0.3193782407036877,0.4191632731323387,0.00075,0.04963893785182237,0.5624316443374595,0.4720688905304993,0.15570991566695078,0.1868464783331203,0.00125,0.05026439984079149,0.6036689647453302,0.4913333155241336,0.08986236671591583,0.18470444294297036
flops,magnitude,907,127559,0.3193782407036877,0.4191632731323387,0.00175,0.04208601050018006,0.6817738338032387,0.5288825789248105,0.05136832806819029,0.1755336827304103,0.00175,0.040645552586190556,0.6752688666287358,0.5412028644401288,0.04696765694985219,0.1709592593268932
flops,magnitude,1013,127559,0.3193782407036877,0.4191632731323387,0.001,0.047923655730558554,0.6197574547232301,0.5382613983435104,0.07247077050712727,0.17145231095122443,0.00075,0.045611341710733305,0.6412889740487595,0.5577797783527545,0.06906148577341831,0.169376015777652
flops,magnitude,1109,127559,0.3193782407036877,0.4191632731323387,0.00575,0.03387919106916093,0.6360050259897017,0.5150183761309401,0.05970518680962758,0.16541516772885814,0.0055,0.03576505373287087,0.6382770646780789,0.5142184317245727,0.055369587358330856,0.1661163967056847
flops,magnitude,1201,127559,0.3193782407036877,0.4191632731323387,0.0025,0.04505221659938212,0.6263744864640385,0.5102036464062208,0.07071394575042901,0.17321816621318092,0.00175,0.04254089194670306,0.6264119181358011,0.5125763826413294,0.07049063160924235,0.17161483537554098
flops,magnitude,1303,127559,0.3193782407036877,0.4191632731323387,0.00025,0.047146566592748435,0.6619338301353671,0.544426662170718,0.04997353973902168,0.17342451744854914,0.00025,0.047743598491309866,0.6555502857658165,0.5458873598385847,0.05076005686528438,0.17641387118569785
flops,magnitude,1409,127559,0.3193782407036877,0.4191632731323387,0.00275,0.044796345785712934,0.5759872773115919,0.4884174925726133,0.1273937402351294,0.18225014152407734,0.0025,0.04495744963135649,0.5898329779166747,0.4880965469400789,0.09645067171519386,0.18166030569200708
flops,magnitude,1511,127559,0.3193782407036877,0.4191632731323387,0.00375,0.04059816910217774,0.6068900252828889,0.4966558230188794,0.0935852510372533,0.17817972644765437,0.00375,0.04262618221792612,0.6340435907850266,0.5086652822068631,0.06725586626002655,0.1781322474023484
flops,magnitude,1607,127559,0.3193782407036877,0.4191632731323387,0.003,0.05848069596861318,0.6381888348636993,0.5072578053301411,0.07142328303605926,0.18471539964573327,0.003,0.05196072856845018,0.6477054559264898,0.5131953836684646,0.06320514588585104,0.179408703274228
flops,magnitude,1709,127559,0.3193782407036877,0.4191632731323387,0.0015,0.046028316370046056,0.5860848842853716,0.49162458583827207,0.08874880697748906,0.18053359142455397,0.00125,0.05085195504255037,0.6006780981236094,0.5032357145088137,0.07608230601600835,0.18607403078833476
flops,magnitude,1801,127559,0.3193782407036877,0.4191632731323387,0.001,0.05713500502264931,0.5978952676832014,0.4861116227362607,0.09856758205174837,0.193690765325688,0.00175,0.05142055685070412,0.6089846392452047,0.48983073208712163,0.07914252418552586,0.1880736290425668
flops,magnitude,1907,127559,0.3193782407036877,0.4191632731323387,0.00125,0.043990826557495116,0.6108226166246301,0.5008945274624176,0.0671498428744058,0.17507350121436788,0.00075,0.04498587972176418,0.6310177774387582,0.5117376518065716,0.05319843504197869,0.1746571465093771
flops,magnitude,2003,127559,0.3193782407036877,0.4191632731323387,0.00125,0.0488997555012225,0.6662587390815176,0.5110604438447961,0.05375929277529989,0.1769964025492595,0.0025,0.044720532211292435,0.6644841359113004,0.5157781019338449,0.05001367413750744,0.17203849454904035
flops,taylor,101,106237,0.1072162529225306,0.25212286116031485,0.0,0.06140899528060499,0.5691123718970137,0.5001404950047348,0.1387484853564631,0.18120012417596465,0.0,0.060736149807623055,0.5819591706237792,0.5120609239429282,0.11110307797439138,0.17928087507532733
flops,taylor,211,106237,0.1072162529225306,0.25212286116031485,0.00025,0.053912928109778054,0.6107065233814944,0.5253811774337531,0.05151999905943862,0.17515932871934406,0.00025,0.05514489869411118,0.6203692749710693,0.5401664723406275,0.038419701186518086,0.1750881101513851
flops,taylor,307,106237,0.1072162529225306,0.25212286116031485,0.0,0.05725820208108262,0.6678290104635467,0.5641930215066503,0.027853733311793777,0.17048994722521502,0.00025,0.05693599438979549,0.6648963061247903,0.5469979741235808,0.02643446925063683,0.17051916509924947
flops,taylor,401,106237,0.1072162529225306,0.25212286116031485,0.00025,0.054642633763575366,0.6211034073968631,0.520366840820303,0.05410158835186048,0.17541315900001825,0.00025,0.054329902769090804,0.6188228225972742,0.5198612518659592,0.04961462101911623,0.17364365150380745
flops,taylor,503,106237,0.1072162529225306,0.25212286116031485,0.0,0.058888193931123364,0.5843549155398104,0.5193808820772751,0.07046915938929846,0.17960227168970616,0.0,0.057201341900267245,0.5815288730376741,0.5191210189881044,0.07398773511457567,0.17892113000127827
flops,taylor,613,106237,0.1072162529225306,0.25212286116031485,0.0005,0.05547658308220087,0.5874572440197141,0.5079360485280748,0.07405757105723572,0.17889556436149814,0.0005,0.055846174257500804,0.5989325147159286,0.5193809489611455,0.05848733217888417,0.17876043169408887
flops,taylor,719,106237,0.1072162529225306,0.25212286116031485,0.0,0.056566403214495554,0.6231068518056577,0.5383215077278127,0.04340482879377593,0.17166231442084695,0.0,0.05480373760921893,0.6235116578751462,0.5304344225297095,0.05336051458225967,0.17150709446503898
flops,taylor,823,106237,0.1072162529225306,0.25212286116031485,0.0,0.05688861090578268,0.5771372448717724,0.5149710704334332,0.07689946282108015,0.17957122769854458,0.0,0.05696442448020318,0.6054909193324001,0.5336683510770972,0.04379292612088323,0.1768283997735615
flops,taylor,907,106237,0.1072162529225306,0.25212286116031485,0.001,0.053837114535357555,0.6263425253715033,0.5385910471368325,0.039185355620152885,0.17660196124979458,0.001,0.05183753151001687,0.6253691100580122,0.5396285456955564,0.039410229717390985,0.17235076057778348
flops,taylor,1013,106237,0.1072162529225306,0.25212286116031485,0.0,0.05569454710865981,0.6796390610092264,0.5999209599301476,0.028074360997877235,0.16843191322291412,0.0,0.05476583082200868,0.670114141557401,0.5808303191358917,0.02987782952762091,0.1693559284892533
flops,taylor,1109,106237,0.1072162529225306,0.25212286116031485,0.00025,0.05837645230378499,0.629938044774349,0.5380996061321223,0.032980218419687325,0.1752433301071931,0.00025,0.05569454710865981,0.6307124585076742,0.5401424525883556,0.02713325953259036,0.1726995489490696
flops,taylor,1201,106237,0.1072162529225306,0.25212286116031485,0.00025,0.050994105494588805,0.6058759538523826,0.5349609670728475,0.05480410924721547,0.17063421047826008,0.00025,0.049695798032637746,0.6099638582743159,0.542492824921236,0.05507868607362355,0.16923175252460693
flops,taylor,1303,106237,0.1072162529225306,0.25212286116031485,0.0,0.05684122742176987,0.5524939134896564,0.5010529390352498,0.24110229352769935,0.17892660835265975,0.0,0.05595041792232899,0.5650887959403668,0.5048254228234107,0.18241029190613384,0.17788024323880133
flops,taylor,1409,106237,0.1072162529225306,0.25212286116031485,0.0,0.05043498038323762,0.5905855770206632,0.5280579448543398,0.06233152651147369,0.17527072186410037,0.0,0.05093724531377343,0.6118487893805149,0.5379752959395007,0.08167472840923766,0.16807764650024654
flops,taylor,1511,106237,0.1072162529225306,0.25212286116031485,0.0,0.054737400731600994,0.6173338963361749,0.524922804340633,0.05245446471417401,0.17393217800989755,0.0,0.05481321430602149,0.6427048340577423,0.556948109483628,0.03353978060486887,0.1707949087854495
flops,taylor,1607,106237,0.1072162529225306,0.25212286116031485,0.00025,0.05810162809651068,0.5867733895108007,0.5156555128838525,0.09758807001989299,0.17750771534486223,0.0005,0.05453839009874718,0.589820940673913,0.5235868159242636,0.08441793430355046,0.1745530578331294
flops,taylor,1709,106237,0.1072162529225306,0.25212286116031485,0.00025,0.059437842345671996,0.6196657499896512,0.5475310441382978,0.04854633331204239,0.17811763846533119,0.00025,0.05905877447356949,0.6210761511383457,0.5489564038314898,0.04512719722550114,0.17730319022662114
flops,taylor,1801,106237,0.1072162529225306,0.25212286116031485,0.0,0.05885028714391312,0.6566472563688948,0.5581969977041272,0.028351931644893556,0.17742554007414035,0.0,0.05518280548132143,0.6537015532156317,0.5441932381185017,0.02984857028065957,0.17172257628604298
flops,taylor,1907,106237,0.1072162529225306,0.25212286116031485,0.0,0.05024544644718637,0.6473476541258694,0.547597660343671,0.0350014572866593,0.16557951827030187,0.0,0.05165747427076818,0.6518974435778594,0.5498801117453646,0.027368499537144562,0.16585343583937473
flops,taylor,2003,106237,0.1072162529225306,0.25212286116031485,0.0,0.05638634597524687,0.6022758148296581,0.5158456513604535,0.054249934767015985,0.17790763499570864,0.0,0.05652849642728531,0.602933326478654,0.5141082906148379,0.055033837976201865,0.17727032011833238
flops,fisher,101,102395,0.12933291380742437,0.22877777980679678,0.0,0.06193021360474593,0.5776622029515581,0.5047301236442402,0.08410963799316587,0.18309380763682181,0.0,0.06170277288148443,0.5919800886401242,0.5185269787868354,0.07438914153805833,0.18207300816274358
flops,fisher,211,102395,0.12933291380742437,0.22877777980679678,0.0,0.05339170978563712,0.6182990720526996,0.5276724480579525,0.04477812590482478,0.17649056810503824,0.0,0.05563768692784443,0.6316561781282716,0.5457171074107221,0.028309292865680204,0.17529811362100764
flops,fisher,307,102395,0.12933291380742437,0.22877777980679678,0.0,0.05039707359602737,0.6144939565906739,0.5295560990129153,0.03519632924952077,0.17002063512353682,0.0,0.053837114535357555,0.6277238408633484,0.5342033808777544,0.02369659414479761,0.17135552674348534
flops,fisher,401,102395,0.12933291380742437,0.22877777980679678,0.0,0.05669907696973143,0.5875538681784467,0.5034207887107165,0.10477256095380891,0.18109238326546265,0.0,0.056670646879323744,0.6070176840791722,0.5146883769585274,0.061817593158148526,0.17796789686090467
flops,fisher,503,102395,0.12933291380742437,0.22877777980679678,0.0,0.06167434279107674,0.6423477945675861,0.5501415906639789,0.0420250424600098,0.17734153868629135,0.0,0.06027179166429749,0.6415039932049131,0.5475564228624998,0.03894287087769611,0.1771278829824145
flops,fisher,613,102395,0.12933291380742437,0.22877777980679678,0.0005,0.05197020526525274,0.5692958979094385,0.4911222297721742,0.12200114595525881,0.18018115081901354,0.0,0.05461420367316768,0.580239531067142,0.49858474736359865,0.08970630178879006,0.18091159766987455
