condition,validation_macro_f1,test_macro_f1,head_weight_sparsity,whole_model_sparsity,attack_to_benign_rate,benign_to_attack_rate,n,accuracy,macro_f1,nll,multiclass_brier,ece_10,ece_15,ece_20,mean_confidence,confidently_wrong_0.5,confidently_wrong_0.7,confidently_wrong_0.9
dense_head,0.5604068904572322,0.5280386435864441,0.0,0.6664984863773966,0.06653380316946836,0.2840252496576601,549271.0,0.6901784365094825,0.5280386435864441,0.9893992646233791,0.3887794425189284,0.025560357130725575,0.026157366633648524,0.026421308249402278,0.7117272289652159,0.13002324899730733,0.026851954681750903,0.003950691006807204
magnitude_sparse80_head,0.5457849818682972,0.5127811844527581,0.8000919117647058,0.7836192398250925,0.07378352877746328,0.3466818075548579,549271.0,0.6804346124226475,0.5127811844527581,0.9551920902006812,0.3926238534684341,0.029616872311487668,0.02961544796781426,0.029615094612321383,0.6937461290750817,0.11051557427936301,0.020093906286696366,0.0020845811994443545
