arch,cell,seed,stage,class,recall_loss,val_recall
cnn1d,uniform80,0,before,Uploading_Attack,0.02127659574468085,0.0
cnn1d,uniform80,0,before,Recon-PingSweep,0.0,0.0
cnn1d,uniform80,0,before,Backdoor_Malware,0.004140786749482402,0.006224066390041493
cnn1d,uniform80,0,before,XSS,0.02772963604852686,0.022530329289428077
cnn1d,uniform80,0,before,SqlInjection,0.04701397712833545,0.0241423125794155
cnn1d,uniform80,0,before,CommandInjection,0.0630407911001236,0.04084158415841584
cnn1d,uniform80,0,before,BrowserHijacking,0.019562715765247412,0.14516129032258066
cnn1d,uniform80,0,before,DictionaryBruteForce,0.1086734693877551,0.20929045431342522
cnn1d,uniform80,0,before,DDoS-SlowLoris,0.954183266932271,0.9430848036425725
cnn1d,uniform80,0,before,DDoS-HTTP_Flood,-0.18175503588793707,0.7144511347846225
cnn1d,uniform80,0,before,DoS-HTTP_Flood,0.6540147346824583,0.9177468991886599
cnn1d,uniform80,0,before,Recon-PortScan,0.24399767383899643,0.3142239946826188
cnn1d,uniform80,0,before,Recon-OSScan,0.11447322970639032,0.09167530224525043
cnn1d,uniform80,0,before,DDoS-ICMP_Flood,0.00018491124260344716,0.9974112426035503
cnn1d,uniform80,0,before,DDoS-RSTFINFlood,0.00041619596884479026,0.9914377452729218
cnn1d,uniform80,0,before,DDoS-TCP_Flood,0.6396202236719478,0.6884720685035242
cnn1d,uniform80,0,before,DDoS-SynonymousIP_Flood,0.28163217991074013,0.17992116856016693
cnn1d,uniform80,0,before,DDoS-UDP_Flood,-0.2545876630554942,0.7134486761373059
cnn1d,uniform80,0,before,DoS-TCP_Flood,0.41153349127719147,0.5617057936678871
cnn1d,uniform80,0,before,DDoS-PSHACK_Flood,0.03075170842824604,0.85130727413927
cnn1d,uniform80,0,before,DDoS-SYN_Flood,-0.41694225387941997,0.4706929887045894
cnn1d,uniform80,0,before,Recon-HostDiscovery,0.6288067898152772,0.7313030454318522
cnn1d,uniform80,0,before,DoS-SYN_Flood,0.16439051397988372,0.3801042772112767
cnn1d,uniform80,0,before,DoS-UDP_Flood,0.6823112784651246,0.9256320602474448
cnn1d,uniform80,0,before,DNS_Spoofing,0.1503960812827676,0.7512915694003292
cnn1d,uniform80,0,before,MITM-ArpSpoofing,0.11828269965435691,0.5523012552301255
cnn1d,uniform80,0,before,Mirai-udpplain,0.07463617463617456,0.9892581170518729
cnn1d,uniform80,0,before,Mirai-greeth_flood,0.01632999490748599,0.9773205676648333
cnn1d,uniform80,0,before,Mirai-greip_flood,0.17205027706446818,0.97817272604406
cnn1d,uniform80,0,before,DDoS-UDP_Fragmentation,0.00023430962343096162,0.9857401084555132
cnn1d,uniform80,0,before,DDoS-ACK_Fragmentation,0.05194327379757846,0.9883604254465181
cnn1d,uniform80,0,before,VulnerabilityScan,-0.09033767970578399,0.6228017385489802
cnn1d,uniform80,0,before,DDoS-ICMP_Fragmentation,-0.019513499064421236,0.9901764234161988
cnn1d,uniform80,0,before,BenignTraffic,0.5005844828162053,0.6763193052772211
cnn1d,uniform80,0,after,Uploading_Attack,0.02127659574468085,0.0
cnn1d,uniform80,0,after,Recon-PingSweep,0.0,0.0
cnn1d,uniform80,0,after,Backdoor_Malware,0.004140786749482402,0.006224066390041493
cnn1d,uniform80,0,after,XSS,0.02772963604852686,0.022530329289428077
cnn1d,uniform80,0,after,SqlInjection,0.04701397712833545,0.0241423125794155
cnn1d,uniform80,0,after,CommandInjection,0.0630407911001236,0.04084158415841584
cnn1d,uniform80,0,after,BrowserHijacking,0.019562715765247412,0.14516129032258066
cnn1d,uniform80,0,after,DictionaryBruteForce,0.001530612244897922,0.20929045431342522
cnn1d,uniform80,0,after,DDoS-SlowLoris,0.061468412066021716,0.9430848036425725
cnn1d,uniform80,0,after,DDoS-HTTP_Flood,0.03565640194489461,0.7144511347846225
cnn1d,uniform80,0,after,DoS-HTTP_Flood,0.043364730019584075,0.9177468991886599
cnn1d,uniform80,0,after,Recon-PortScan,0.13009886184265182,0.3142239946826188
cnn1d,uniform80,0,after,Recon-OSScan,0.03965457685664939,0.09167530224525043
cnn1d,uniform80,0,after,DDoS-ICMP_Flood,0.0002465483234713739,0.9974112426035503
cnn1d,uniform80,0,after,DDoS-RSTFINFlood,0.00011891313395573366,0.9914377452729218
cnn1d,uniform80,0,after,DDoS-TCP_Flood,-0.2728331780055918,0.6884720685035242
cnn1d,uniform80,0,after,DDoS-SynonymousIP_Flood,-0.5384570799281285,0.17992116856016693
cnn1d,uniform80,0,after,DDoS-UDP_Flood,0.03410347114746848,0.7134486761373059
cnn1d,uniform80,0,after,DoS-TCP_Flood,0.26378419125565367,0.5617057936678871
cnn1d,uniform80,0,after,DDoS-PSHACK_Flood,0.000103541105819005,0.85130727413927
cnn1d,uniform80,0,after,DDoS-SYN_Flood,0.39140167896209616,0.4706929887045894
cnn1d,uniform80,0,after,Recon-HostDiscovery,-0.0591113330004992,0.7313030454318522
cnn1d,uniform80,0,after,DoS-SYN_Flood,-0.019931715419396534,0.3801042772112767
cnn1d,uniform80,0,after,DoS-UDP_Flood,-0.021427290658059928,0.9256320602474448
cnn1d,uniform80,0,after,DNS_Spoofing,0.3068768895181968,0.7512915694003292
cnn1d,uniform80,0,after,MITM-ArpSpoofing,-0.005020920502092047,0.5523012552301255
cnn1d,uniform80,0,after,Mirai-udpplain,-0.000658350658350737,0.9892581170518729
cnn1d,uniform80,0,after,Mirai-greeth_flood,-0.0005092514004413351,0.9773205676648333
cnn1d,uniform80,0,after,Mirai-greip_flood,0.033822138126773926,0.97817272604406
cnn1d,uniform80,0,after,DDoS-UDP_Fragmentation,0.00046861924686192324,0.9857401084555132
cnn1d,uniform80,0,after,DDoS-ACK_Fragmentation,-0.008462104488594524,0.9883604254465181
cnn1d,uniform80,0,after,VulnerabilityScan,0.15028418589100645,0.6228017385489802
cnn1d,uniform80,0,after,DDoS-ICMP_Fragmentation,0.003875968992248069,0.9901764234161988
cnn1d,uniform80,0,after,BenignTraffic,0.05373902007280984,0.6763193052772211
cnn1d,uniform80,1,before,Uploading_Attack,0.07446808510638298,0.031914893617021274
cnn1d,uniform80,1,before,Recon-PingSweep,0.0029411764705882353,0.0
cnn1d,uniform80,1,before,Backdoor_Malware,0.037267080745341616,0.016597510373443983
cnn1d,uniform80,1,before,XSS,0.03119584055459272,0.01733102253032929
cnn1d,uniform80,1,before,SqlInjection,0.06861499364675985,0.05590851334180432
cnn1d,uniform80,1,before,CommandInjection,0.018541409147095178,0.0024752475247524753
cnn1d,uniform80,1,before,BrowserHijacking,0.01611047180667434,0.16474654377880185
cnn1d,uniform80,1,before,DictionaryBruteForce,0.07346938775510203,0.27462991322103114
cnn1d,uniform80,1,before,DDoS-SlowLoris,0.16476949345475234,0.950199203187251
cnn1d,uniform80,1,before,DDoS-HTTP_Flood,-0.05417920815003474,0.7399258916164891
cnn1d,uniform80,1,before,DoS-HTTP_Flood,0.8522801454816749,0.9195187913830085
cnn1d,uniform80,1,before,Recon-PortScan,0.1072526377004237,0.23836822864739116
cnn1d,uniform80,1,before,Recon-OSScan,0.1805181347150259,0.16704663212435233
cnn1d,uniform80,1,before,DDoS-ICMP_Flood,0.0002465483234713739,0.9980276134122288
cnn1d,uniform80,1,before,DDoS-RSTFINFlood,0.004578155657292249,0.9913188250683791
cnn1d,uniform80,1,before,DDoS-TCP_Flood,-0.07548928238583408,0.6007456165899692
cnn1d,uniform80,1,before,DDoS-SynonymousIP_Flood,-0.046658552135860454,0.3382796197542314
cnn1d,uniform80,1,before,DDoS-UDP_Flood,0.19113420296263545,0.6633132496821624
cnn1d,uniform80,1,before,DoS-TCP_Flood,0.2870988584966616,0.6855481369804006
cnn1d,uniform80,1,before,DDoS-PSHACK_Flood,-0.0005694760820045275,0.9542324618172405
cnn1d,uniform80,1,before,DDoS-SYN_Flood,0.19236835410836936,0.12887961738068587
cnn1d,uniform80,1,before,Recon-HostDiscovery,0.23045431852221665,0.7244133799301048
cnn1d,uniform80,1,before,DoS-SYN_Flood,-0.20826797084063853,0.44064042818253124
cnn1d,uniform80,1,before,DoS-UDP_Flood,-0.10319168011475699,0.9318181818181818
cnn1d,uniform80,1,before,DNS_Spoofing,0.2751903868967892,0.7313535647315449
cnn1d,uniform80,1,before,MITM-ArpSpoofing,0.08579225031835547,0.48888484627978895
cnn1d,uniform80,1,before,Mirai-udpplain,0.006964656964656868,0.9920995183478291
cnn1d,uniform80,1,before,Mirai-greeth_flood,-0.006756068579188534,0.9867250628098051
cnn1d,uniform80,1,before,Mirai-greip_flood,0.9823624814164076,0.9769901338018652
cnn1d,uniform80,1,before,DDoS-UDP_Fragmentation,-0.004786610878661057,0.9857401084555132
cnn1d,uniform80,1,before,DDoS-ACK_Fragmentation,-0.05746203759448798,0.988795237139608
cnn1d,uniform80,1,before,VulnerabilityScan,0.4059511868940154,0.6428953527248412
cnn1d,uniform80,1,before,DDoS-ICMP_Fragmentation,0.11500935578722271,0.9890403635391607
cnn1d,uniform80,1,before,BenignTraffic,-0.17471026351825258,0.7691716766867067
cnn1d,uniform80,1,after,Uploading_Attack,0.07446808510638298,0.031914893617021274
cnn1d,uniform80,1,after,Recon-PingSweep,0.0029411764705882353,0.0
cnn1d,uniform80,1,after,Backdoor_Malware,0.037267080745341616,0.016597510373443983
cnn1d,uniform80,1,after,XSS,0.03119584055459272,0.01733102253032929
cnn1d,uniform80,1,after,SqlInjection,0.06861499364675985,0.05590851334180432
cnn1d,uniform80,1,after,CommandInjection,0.018541409147095178,0.0024752475247524753
cnn1d,uniform80,1,after,BrowserHijacking,0.01611047180667434,0.16474654377880185
cnn1d,uniform80,1,after,DictionaryBruteForce,0.10765306122448981,0.27462991322103114
cnn1d,uniform80,1,after,DDoS-SlowLoris,0.04211724530449623,0.950199203187251
cnn1d,uniform80,1,after,DDoS-HTTP_Flood,0.03565640194489461,0.7399258916164891
cnn1d,uniform80,1,after,DoS-HTTP_Flood,0.11787745966613816,0.9195187913830085
cnn1d,uniform80,1,after,Recon-PortScan,0.06928636703497551,0.23836822864739116
cnn1d,uniform80,1,after,Recon-OSScan,0.11875647668393782,0.16704663212435233
cnn1d,uniform80,1,after,DDoS-ICMP_Flood,0.00012327416173563144,0.9980276134122288
cnn1d,uniform80,1,after,DDoS-RSTFINFlood,0.0005945656697782242,0.9913188250683791
cnn1d,uniform80,1,after,DDoS-TCP_Flood,0.39323159366262816,0.6007456165899692
cnn1d,uniform80,1,after,DDoS-SynonymousIP_Flood,-0.03408102938619373,0.3382796197542314
cnn1d,uniform80,1,after,DDoS-UDP_Flood,0.11767632102586778,0.6633132496821624
cnn1d,uniform80,1,after,DoS-TCP_Flood,-0.3941955632134396,0.6855481369804006
cnn1d,uniform80,1,after,DDoS-PSHACK_Flood,0.0004659349761855225,0.9542324618172405
cnn1d,uniform80,1,after,DDoS-SYN_Flood,0.09783770033070464,0.12887961738068587
cnn1d,uniform80,1,after,Recon-HostDiscovery,0.019420868696954585,0.7244133799301048
cnn1d,uniform80,1,after,DoS-SYN_Flood,-0.1045492294915567,0.44064042818253124
cnn1d,uniform80,1,after,DoS-UDP_Flood,-0.059888829119598364,0.9318181818181818
cnn1d,uniform80,1,after,DNS_Spoofing,0.006697026520224969,0.7313535647315449
cnn1d,uniform80,1,after,MITM-ArpSpoofing,-0.04424231398944878,0.48888484627978895
cnn1d,uniform80,1,after,Mirai-udpplain,0.005440055440055436,0.9920995183478291
cnn1d,uniform80,1,after,Mirai-greeth_flood,0.9842132065863182,0.9867250628098051
cnn1d,uniform80,1,after,Mirai-greip_flood,6.757669955392842e-05,0.9769901338018652
cnn1d,uniform80,1,after,DDoS-UDP_Fragmentation,0.007631799163179909,0.9857401084555132
cnn1d,uniform80,1,after,DDoS-ACK_Fragmentation,-0.07662719914375549,0.988795237139608
cnn1d,uniform80,1,after,VulnerabilityScan,0.18472082915412913,0.6428953527248412
cnn1d,uniform80,1,after,DDoS-ICMP_Fragmentation,0.004844961240310086,0.9890403635391607
cnn1d,uniform80,1,after,BenignTraffic,0.12391035703550313,0.7691716766867067
cnn1d,uniform80,2,before,Uploading_Attack,0.0,0.0
cnn1d,uniform80,2,before,Recon-PingSweep,0.0029411764705882353,0.0
cnn1d,uniform80,2,before,Backdoor_Malware,0.0,0.0
cnn1d,uniform80,2,before,XSS,0.0034662045060658577,0.006932409012131715
cnn1d,uniform80,2,before,SqlInjection,0.052096569250317665,0.03303684879288437
cnn1d,uniform80,2,before,CommandInjection,0.08899876390605686,0.024752475247524754
cnn1d,uniform80,2,before,BrowserHijacking,0.00805523590333717,0.13940092165898618
cnn1d,uniform80,2,before,DictionaryBruteForce,0.42551020408163265,0.26544155181214907
cnn1d,uniform80,2,before,DDoS-SlowLoris,0.933693796243597,0.9359704040978941
cnn1d,uniform80,2,before,DDoS-HTTP_Flood,0.7865246584857606,0.6987031032885596
cnn1d,uniform80,2,before,DoS-HTTP_Flood,0.8672946003916814,0.9274456775156207
cnn1d,uniform80,2,before,Recon-PortScan,0.20461909113566504,0.2832336324360253
cnn1d,uniform80,2,before,Recon-OSScan,0.10473229706390329,0.08946459412780657
cnn1d,uniform80,2,before,DDoS-ICMP_Flood,0.9505670611439841,0.9964250493096647
cnn1d,uniform80,2,before,DDoS-RSTFINFlood,-0.0008323919376894695,0.9923891069092639
cnn1d,uniform80,2,before,DDoS-TCP_Flood,0.41816169617893756,0.41003087318692844
cnn1d,uniform80,2,before,DDoS-SynonymousIP_Flood,0.7926737379006549,0.35926269418038487
cnn1d,uniform80,2,before,DDoS-UDP_Flood,0.6774817598938757,0.6502680891050798
cnn1d,uniform80,2,before,DoS-TCP_Flood,0.7090781822097781,0.8789037260391988
cnn1d,uniform80,2,before,DDoS-PSHACK_Flood,0.9979291778836198,0.9806885840020709
cnn1d,uniform80,2,before,DDoS-SYN_Flood,0.15248028491477997,0.08634374681998576
cnn1d,uniform80,2,before,Recon-HostDiscovery,0.6693959061407888,0.7136295556665002
cnn1d,uniform80,2,before,DoS-SYN_Flood,0.20711451508720125,0.46569464310432335
cnn1d,uniform80,2,before,DoS-UDP_Flood,0.6917249417249417,0.9310561233638157
cnn1d,uniform80,2,before,DNS_Spoofing,0.4945084382534155,0.6431824270024109
cnn1d,uniform80,2,before,MITM-ArpSpoofing,0.11158813898490084,0.5815535746770966
cnn1d,uniform80,2,before,Mirai-udpplain,0.9864864864864865,0.9895006756990887
cnn1d,uniform80,2,before,Mirai-greeth_flood,0.9647258529960957,0.96598085149725
cnn1d,uniform80,2,before,Mirai-greip_flood,0.9760440600081092,0.966752263819435
cnn1d,uniform80,2,before,DDoS-UDP_Fragmentation,0.9730543933054394,0.9844346254267925
cnn1d,uniform80,2,before,DDoS-ACK_Fragmentation,0.9753495217071376,0.9882600842865743
cnn1d,uniform80,2,before,VulnerabilityScan,0.5956201939150786,0.5448679371447677
cnn1d,uniform80,2,before,DDoS-ICMP_Fragmentation,0.9684576316492917,0.989508152900294
cnn1d,uniform80,2,before,BenignTraffic,0.7046524832169935,0.7181028724114896
cnn1d,uniform80,2,after,Uploading_Attack,0.0,0.0
cnn1d,uniform80,2,after,Recon-PingSweep,0.0029411764705882353,0.0
cnn1d,uniform80,2,after,Backdoor_Malware,0.0,0.0
cnn1d,uniform80,2,after,XSS,-0.005199306759098786,0.006932409012131715
cnn1d,uniform80,2,after,SqlInjection,0.052096569250317665,0.03303684879288437
cnn1d,uniform80,2,after,CommandInjection,0.09147095179233622,0.024752475247524754
cnn1d,uniform80,2,after,BrowserHijacking,0.00805523590333717,0.13940092165898618
cnn1d,uniform80,2,after,DictionaryBruteForce,0.09132653061224488,0.26544155181214907
cnn1d,uniform80,2,after,DDoS-SlowLoris,0.08081957882754698,0.9359704040978941
cnn1d,uniform80,2,after,DDoS-HTTP_Flood,0.0060199120166705145,0.6987031032885596
cnn1d,uniform80,2,after,DoS-HTTP_Flood,0.04177935279306155,0.9274456775156207
cnn1d,uniform80,2,after,Recon-PortScan,0.09312951732159176,0.2832336324360253
cnn1d,uniform80,2,after,Recon-OSScan,0.028739205526770298,0.08946459412780657
cnn1d,uniform80,2,after,DDoS-ICMP_Flood,0.00018491124260344716,0.9964250493096647
cnn1d,uniform80,2,after,DDoS-RSTFINFlood,0.0002378262679113563,0.9923891069092639
cnn1d,uniform80,2,after,DDoS-TCP_Flood,-0.16373485554520034,0.41003087318692844
cnn1d,uniform80,2,after,DDoS-SynonymousIP_Flood,0.09459224482698658,0.35926269418038487
cnn1d,uniform80,2,after,DDoS-UDP_Flood,0.04620826884810958,0.6502680891050798
cnn1d,uniform80,2,after,DoS-TCP_Flood,0.2548998492354081,0.8789037260391988
cnn1d,uniform80,2,after,DDoS-PSHACK_Flood,-0.0001553116587285075,0.9806885840020709
cnn1d,uniform80,2,after,DDoS-SYN_Flood,-0.0356652251335538,0.08634374681998576
cnn1d,uniform80,2,after,Recon-HostDiscovery,-0.06195706440339488,0.7136295556665002
cnn1d,uniform80,2,after,DoS-SYN_Flood,0.019147365507059144,0.46569464310432335
cnn1d,uniform80,2,after,DoS-UDP_Flood,-0.026313430159583984,0.9310561233638157
cnn1d,uniform80,2,after,DNS_Spoofing,-0.0023726608243083147,0.6431824270024109
cnn1d,uniform80,2,after,MITM-ArpSpoofing,0.027942514098599228,0.5815535746770966
cnn1d,uniform80,2,after,Mirai-udpplain,0.0057519057519057615,0.9895006756990887
cnn1d,uniform80,2,after,Mirai-greeth_flood,0.006925819046002313,0.96598085149725
cnn1d,uniform80,2,after,Mirai-greip_flood,0.013413974861467781,0.966752263819435
cnn1d,uniform80,2,after,DDoS-UDP_Fragmentation,0.0009707112970711584,0.9844346254267925
cnn1d,uniform80,2,after,DDoS-ACK_Fragmentation,0.0033112582781457123,0.9882600842865743
cnn1d,uniform80,2,after,VulnerabilityScan,-0.02537612838515546,0.5448679371447677
cnn1d,uniform80,2,after,DDoS-ICMP_Fragmentation,-0.0009355787222667944,0.989508152900294
cnn1d,uniform80,2,after,BenignTraffic,0.0036070939514378786,0.7181028724114896
cnn1d,uniform80,3,before,Uploading_Attack,0.0,0.0
cnn1d,uniform80,3,before,Recon-PingSweep,0.0029411764705882353,0.0
cnn1d,uniform80,3,before,Backdoor_Malware,0.022774327122153208,0.04564315352697095
cnn1d,uniform80,3,before,XSS,0.01386481802426343,0.008665511265164644
cnn1d,uniform80,3,before,SqlInjection,0.05590851334180432,0.029224904701397714
cnn1d,uniform80,3,before,CommandInjection,0.049443757725587144,0.007425742574257425
cnn1d,uniform80,3,before,BrowserHijacking,-0.0023014959723820488,0.13709677419354838
cnn1d,uniform80,3,before,DictionaryBruteForce,0.07397959183673469,0.24859622256253192
cnn1d,uniform80,3,before,DDoS-SlowLoris,-0.03955606146841206,0.9069436539556062
cnn1d,uniform80,3,before,DDoS-HTTP_Flood,0.5404028710349618,0.7744326076887448
cnn1d,uniform80,3,before,DoS-HTTP_Flood,0.5117970717150051,0.8860393546582114
cnn1d,uniform80,3,before,Recon-PortScan,0.06712636038880121,0.21070122964440013
cnn1d,uniform80,3,before,Recon-OSScan,0.1946804835924007,0.19495682210708118
cnn1d,uniform80,3,before,DDoS-ICMP_Flood,-6.163708086792674e-05,0.9975961538461539
cnn1d,uniform80,3,before,DDoS-RSTFINFlood,0.0022593495451572743,0.9924485670115353
cnn1d,uniform80,3,before,DDoS-TCP_Flood,-0.5741495806150978,0.5135434263412361
cnn1d,uniform80,3,before,DDoS-SynonymousIP_Flood,-0.5154465889990147,0.09065615580802226
cnn1d,uniform80,3,before,DDoS-UDP_Flood,0.027857616626133064,0.7641921397379913
cnn1d,uniform80,3,before,DoS-TCP_Flood,0.7630842127934525,0.7857527460693517
cnn1d,uniform80,3,before,DDoS-PSHACK_Flood,-0.0010871816110995525,0.9491586849598758
cnn1d,uniform80,3,before,DDoS-SYN_Flood,0.561383871788349,0.6429225602930702
cnn1d,uniform80,3,before,Recon-HostDiscovery,0.2053919121318023,0.7575137294058911
cnn1d,uniform80,3,before,DoS-SYN_Flood,0.1480575805112116,0.371660591519402
cnn1d,uniform80,3,before,DoS-UDP_Flood,-0.03613053613053607,0.9154563385332616
cnn1d,uniform80,3,before,DNS_Spoofing,0.599211664306762,0.7517507940760016
cnn1d,uniform80,3,before,MITM-ArpSpoofing,0.04991813716572676,0.5083863925777697
cnn1d,uniform80,3,before,Mirai-udpplain,0.34365904365904365,0.9897432343463044
cnn1d,uniform80,3,before,Mirai-greeth_flood,-0.009709726701748411,0.9810212534800027
cnn1d,uniform80,3,before,Mirai-greip_flood,0.9699959453980267,0.9844235707528044
cnn1d,uniform80,3,before,DDoS-UDP_Fragmentation,0.008401673640167417,0.9854053692173796
cnn1d,uniform80,3,before,DDoS-ACK_Fragmentation,-0.12402167369054784,0.988628001873035
cnn1d,uniform80,3,before,VulnerabilityScan,0.13376797057840184,0.5707121364092277
cnn1d,uniform80,3,before,DDoS-ICMP_Fragmentation,0.010324779470729739,0.9892074311681368
cnn1d,uniform80,3,before,BenignTraffic,-0.1147256270665643,0.7263527054108216
cnn1d,uniform80,3,after,Uploading_Attack,0.0,0.0
cnn1d,uniform80,3,after,Recon-PingSweep,0.0029411764705882353,0.0
cnn1d,uniform80,3,after,Backdoor_Malware,0.022774327122153208,0.04564315352697095
cnn1d,uniform80,3,after,XSS,0.01386481802426343,0.008665511265164644
cnn1d,uniform80,3,after,SqlInjection,0.05590851334180432,0.029224904701397714
cnn1d,uniform80,3,after,CommandInjection,0.049443757725587144,0.007425742574257425
cnn1d,uniform80,3,after,BrowserHijacking,0.0034522439585730723,0.13709677419354838
cnn1d,uniform80,3,after,DictionaryBruteForce,0.015816326530612268,0.24859622256253192
cnn1d,uniform80,3,after,DDoS-SlowLoris,0.025611838360842354,0.9069436539556062
cnn1d,uniform80,3,after,DDoS-HTTP_Flood,0.0847418383885159,0.7744326076887448
cnn1d,uniform80,3,after,DoS-HTTP_Flood,0.059498274736547674,0.8860393546582114
cnn1d,uniform80,3,after,Recon-PortScan,0.058403256625405006,0.21070122964440013
cnn1d,uniform80,3,after,Recon-OSScan,0.13091537132987913,0.19495682210708118
cnn1d,uniform80,3,after,DDoS-ICMP_Flood,0.0005547337278105635,0.9975961538461539
cnn1d,uniform80,3,after,DDoS-RSTFINFlood,0.00035673940186697894,0.9924485670115353
cnn1d,uniform80,3,after,DDoS-TCP_Flood,-0.4683131407269338,0.5135434263412361
cnn1d,uniform80,3,after,DDoS-SynonymousIP_Flood,0.06468440271257173,0.09065615580802226
cnn1d,uniform80,3,after,DDoS-UDP_Flood,0.010833517576829488,0.7641921397379913
cnn1d,uniform80,3,after,DoS-TCP_Flood,0.6110811975016153,0.7857527460693517
cnn1d,uniform80,3,after,DDoS-PSHACK_Flood,-0.00062124663491403,0.9491586849598758
cnn1d,uniform80,3,after,DDoS-SYN_Flood,-0.1799542101246503,0.6429225602930702
cnn1d,uniform80,3,after,Recon-HostDiscovery,0.04992511233150276,0.7575137294058911
cnn1d,uniform80,3,after,DoS-SYN_Flood,0.0480298975731291,0.371660591519402
cnn1d,uniform80,3,after,DoS-UDP_Flood,-0.02138246369015595,0.9154563385332616
cnn1d,uniform80,3,after,DNS_Spoofing,0.26711568634954647,0.7517507940760016
cnn1d,uniform80,3,after,MITM-ArpSpoofing,0.00374749863561942,0.5083863925777697
cnn1d,uniform80,3,after,Mirai-udpplain,0.0033957033957033866,0.9897432343463044
cnn1d,uniform80,3,after,Mirai-greeth_flood,0.065184179256493,0.9810212534800027
cnn1d,uniform80,3,after,Mirai-greip_flood,0.020543316664414113,0.9844235707528044
cnn1d,uniform80,3,after,DDoS-UDP_Fragmentation,0.001974895397489629,0.9854053692173796
cnn1d,uniform80,3,after,DDoS-ACK_Fragmentation,-0.11552612214863867,0.988628001873035
cnn1d,uniform80,3,after,VulnerabilityScan,0.042159812771648264,0.5707121364092277
cnn1d,uniform80,3,after,DDoS-ICMP_Fragmentation,0.001837743918738366,0.9892074311681368
cnn1d,uniform80,3,after,BenignTraffic,0.02241074112421093,0.7263527054108216
cnn1d,uniform80,4,before,Uploading_Attack,0.0,0.015957446808510637
cnn1d,uniform80,4,before,Recon-PingSweep,0.0,0.0
cnn1d,uniform80,4,before,Backdoor_Malware,0.004140786749482401,0.002074688796680498
cnn1d,uniform80,4,before,XSS,0.0034662045060658577,0.005199306759098787
cnn1d,uniform80,4,before,SqlInjection,0.03939008894536213,0.015247776365946633
cnn1d,uniform80,4,before,CommandInjection,0.03337453646477132,0.0049504950495049506
cnn1d,uniform80,4,before,BrowserHijacking,-0.020713463751438434,0.16589861751152074
cnn1d,uniform80,4,before,DictionaryBruteForce,-0.038265306122448994,0.2557427258805513
cnn1d,uniform80,4,before,DDoS-SlowLoris,0.5159362549800797,0.9297097324985771
cnn1d,uniform80,4,before,DDoS-HTTP_Flood,0.8261171567492475,0.7607688744789254
cnn1d,uniform80,4,before,DoS-HTTP_Flood,0.7766483260281638,0.8855730672386459
cnn1d,uniform80,4,before,Recon-PortScan,0.23037301653235856,0.2648720505151213
cnn1d,uniform80,4,before,Recon-OSScan,-0.0875993091537133,0.0846286701208981
cnn1d,uniform80,4,before,DDoS-ICMP_Flood,0.0002465483234713739,0.9977810650887574
cnn1d,uniform80,4,before,DDoS-RSTFINFlood,5.945656697781132e-05,0.9918539659888215
cnn1d,uniform80,4,before,DDoS-TCP_Flood,0.34634203168685923,0.42971981126580067
cnn1d,uniform80,4,before,DDoS-SynonymousIP_Flood,0.6704341273981337,0.32778808254115466
cnn1d,uniform80,4,before,DDoS-UDP_Flood,0.7360711916869335,0.7080868940357083
cnn1d,uniform80,4,before,DoS-TCP_Flood,-0.132726685332759,0.8618350204609089
cnn1d,uniform80,4,before,DDoS-PSHACK_Flood,0.9980327189894388,0.9900595392182242
cnn1d,uniform80,4,before,DDoS-SYN_Flood,0.08074281353345206,0.06553373359112649
cnn1d,uniform80,4,before,Recon-HostDiscovery,0.21512730903644528,0.7879680479281078
cnn1d,uniform80,4,before,DoS-SYN_Flood,-0.3066808157239089,0.5349051815623126
cnn1d,uniform80,4,before,DoS-UDP_Flood,0.6834767796306258,0.9250941366325982
cnn1d,uniform80,4,before,DNS_Spoofing,-0.024836401209291648,0.6957253836439478
cnn1d,uniform80,4,before,MITM-ArpSpoofing,0.07913407313079862,0.5139894487902492
cnn1d,uniform80,4,before,Mirai-udpplain,0.0019404019404019035,0.9879413701098444
cnn1d,uniform80,4,before,Mirai-greeth_flood,-0.01996265489730098,0.9742649555238677
cnn1d,uniform80,4,before,Mirai-greip_flood,0.9724624949317476,0.9790174347884849
cnn1d,uniform80,4,before,DDoS-UDP_Fragmentation,0.3584602510460251,0.9864430608555935
cnn1d,uniform80,4,before,DDoS-ACK_Fragmentation,0.7619573215599705,0.9885611077664058
cnn1d,uniform80,4,before,VulnerabilityScan,0.6312604480106987,0.6340688732865263
cnn1d,uniform80,4,before,DDoS-ICMP_Fragmentation,0.7796712109061747,0.9899759422614274
cnn1d,uniform80,4,before,BenignTraffic,0.469823987174777,0.6611556446225785
cnn1d,uniform80,4,after,Uploading_Attack,0.0,0.015957446808510637
cnn1d,uniform80,4,after,Recon-PingSweep,0.0,0.0
cnn1d,uniform80,4,after,Backdoor_Malware,0.006211180124223602,0.002074688796680498
cnn1d,uniform80,4,after,XSS,0.0034662045060658577,0.005199306759098787
cnn1d,uniform80,4,after,SqlInjection,0.03939008894536213,0.015247776365946633
cnn1d,uniform80,4,after,CommandInjection,0.032138442521631644,0.0049504950495049506
cnn1d,uniform80,4,after,BrowserHijacking,0.0069044879171461454,0.16589861751152074
cnn1d,uniform80,4,after,DictionaryBruteForce,0.03112244897959182,0.2557427258805513
cnn1d,uniform80,4,after,DDoS-SlowLoris,0.02276607854297097,0.9297097324985771
