cell,class,mean_recall_loss,sd_recall_loss,affected_frequency,n
prune50,Backdoor_Malware,0.005383022774327123,0.023993349243591117,0.0,5
prune50,BenignTraffic,0.16517818376139742,0.25474538913019434,0.6,5
prune50,BrowserHijacking,0.0025316455696202536,0.007341375331524318,0.0,5
prune50,CommandInjection,0.03312731767614339,0.03047165878614442,0.0,5
prune50,DDoS-ACK_Fragmentation,-0.04168171784065822,0.04732944421982816,0.0,5
prune50,DDoS-HTTP_Flood,-0.027460060199120173,0.047751717158554835,0.0,5
prune50,DDoS-ICMP_Flood,0.00029585798816564866,0.0004301367436481233,0.0,5
prune50,DDoS-ICMP_Fragmentation,0.0027131782945736703,0.003058058746129243,0.0,5
prune50,DDoS-PSHACK_Flood,-0.000165665769310408,0.00043530385192745626,0.0,5
prune50,DDoS-RSTFINFlood,0.00015458707414237605,0.00012329176142057466,0.0,5
prune50,DDoS-SYN_Flood,0.050368862884762146,0.5269015626681559,0.2,5
prune50,DDoS-SlowLoris,0.06397268070574846,0.10977929308286892,0.4,5
prune50,DDoS-SynonymousIP_Flood,0.2821074595722483,0.4383507166005888,0.4,5
prune50,DDoS-TCP_Flood,-0.2607758620689655,0.34990044084441624,0.2,5
prune50,DDoS-UDP_Flood,0.12094848551846119,0.17109097709131335,0.6,5
prune50,DDoS-UDP_Fragmentation,0.0018543933054393502,0.005136663156218774,0.0,5
prune50,DNS_Spoofing,0.036561937928131304,0.2312054655435591,0.6,5
prune50,DictionaryBruteForce,0.01897959183673469,0.11774632567301639,0.2,5
prune50,DoS-HTTP_Flood,0.049445117970717156,0.07231576410611823,0.4,5
prune50,DoS-SYN_Flood,-0.08965580880317432,0.16804813182898293,0.0,5
prune50,DoS-TCP_Flood,0.3461662718070213,0.39342667242278995,0.6,5
prune50,DoS-UDP_Flood,-0.06791285637439481,0.12906362129404647,0.2,5
prune50,MITM-ArpSpoofing,0.010012734218664724,0.06130507332671254,0.0,5
prune50,Mirai-greeth_flood,0.007401120353080981,0.04282425131369062,0.0,5
prune50,Mirai-greip_flood,0.22205027706446817,0.4083114794662656,0.2,5
prune50,Mirai-udpplain,0.0007068607068607014,0.006355264106665718,0.0,5
prune50,Recon-HostDiscovery,0.0385521717423864,0.18761938717611107,0.4,5
prune50,Recon-OSScan,0.019191709844559583,0.1046226475651947,0.2,5
prune50,Recon-PingSweep,0.0017647058823529412,0.0016109486985446061,0.0,5
prune50,Recon-PortScan,-0.0306222480684556,0.08238811603648097,0.0,5
prune50,SqlInjection,0.030495552731893267,0.017924696289283212,0.0,5
prune50,Uploading_Attack,0.011702127659574468,0.03654375327088866,0.0,5
prune50,VulnerabilityScan,0.04879973253092611,0.31409879844787614,0.4,5
prune50,XSS,0.011091854419410744,0.009925699177314631,0.0,5
prune80,Backdoor_Malware,0.013664596273291927,0.015876016159570034,0.0,5
prune80,BenignTraffic,0.27712501252463173,0.3960898914121626,0.6,5
prune80,BrowserHijacking,0.004142692750287688,0.016245529566472544,0.0,5
prune80,CommandInjection,0.050679851668726815,0.027180016597399284,0.0,5
prune80,DDoS-ACK_Fragmentation,0.3215532811559302,0.5089902875460366,0.4,5
prune80,DDoS-HTTP_Flood,0.3834220884463996,0.47276676285136343,0.6,5
prune80,DDoS-ICMP_Flood,0.19023668639053248,0.42503761982061977,0.2,5
prune80,DDoS-ICMP_Fragmentation,0.37078989574979954,0.4669277720109311,0.6,5
prune80,DDoS-PSHACK_Flood,0.4050113895216401,0.5414582158098167,0.4,5
prune80,DDoS-RSTFINFlood,0.0012961531601165311,0.00215254123206554,0.0,5
prune80,DDoS-SYN_Flood,0.11400661409310608,0.35027859525547994,0.2,5
prune80,DDoS-SlowLoris,0.5058053500284576,0.44664259722550165,0.8,5
prune80,DDoS-SynonymousIP_Flood,0.2365269808149307,0.5350858347101355,0.6,5
prune80,DDoS-TCP_Flood,0.15089701770736258,0.48099450633690205,0.6,5
prune80,DDoS-UDP_Flood,0.2755914216228167,0.42519183446598785,0.6,5
prune80,DDoS-UDP_Fragmentation,0.26707280334728034,0.42390528043915066,0.4,5
prune80,DNS_Spoofing,0.29889403390608854,0.25291825445807975,0.8,5
prune80,DictionaryBruteForce,0.1286734693877551,0.17494249962704916,0.4,5
prune80,DoS-HTTP_Flood,0.7324069756597967,0.14944532310794345,1.0,5
prune80,DoS-SYN_Flood,0.0009227646027498259,0.23940871095879612,0.6,5
prune80,DoS-TCP_Flood,0.4076136118888649,0.3618518492793,0.8,5
prune80,DoS-UDP_Flood,0.38363815671507984,0.41449829495023366,0.6,5
prune80,MITM-ArpSpoofing,0.08894305985082772,0.02739846019647364,0.4,5
prune80,Mirai-greeth_flood,0.18892547954506875,0.43388848996944773,0.2,5
prune80,Mirai-greip_flood,0.8145830517637519,0.35921687280925096,1.0,5
prune80,Mirai-udpplain,0.2827373527373527,0.41748589895801197,0.4,5
prune80,Recon-HostDiscovery,0.38983524712930606,0.23727939656761493,1.0,5
prune80,Recon-OSScan,0.10136096718480139,0.11276487999536121,0.8,5
prune80,Recon-PingSweep,0.0017647058823529412,0.0016109486985446061,0.0,5
prune80,Recon-PortScan,0.170673755919249,0.07879877187665094,0.8,5
prune80,SqlInjection,0.052604828462515886,0.01087870637509733,0.0,5
prune80,Uploading_Attack,0.019148936170212766,0.03226755508107043,0.0,5
prune80,VulnerabilityScan,0.3352524239384821,0.3090846818862567,0.8,5
prune80,XSS,0.015944540727902946,0.013107570468761898,0.0,5
