recipe,mean_macro_f1,sd,min,max,mean_macro_f1_loss,classes_affected_ge3of5,conv0_sparsity,live_filters,conv3_sparsity,prunable_sparsity
gradual_perlayer80,0.37660116808344923,0.07022392764021367,0.259539479177453,0.44437971202654847,0.16502058702716593,8,0.8020833730697632,34.0,0.8000081777572632,0.8000343406593406
gradual_global80,0.5122352858535885,0.050741936816709576,0.42149518412594694,0.5363463476286077,0.029386469257026704,0,0.3104166805744171,62.4,0.8887776851654052,0.8
oneshot_layerwise80_all,0.2706046247845419,0.1635816431062174,,,0.2710171303260733,17,0.8020833730697632,,0.8000081777572632,0.8000343406593406
oneshot_layerwise80_protect_conv0,0.5290766099730393,0.0123660562032994,,,0.0125451451375758,2,0.0,,0.8000081777572632,0.7947458791208791
oneshot_global80,0.5273932344004016,0.0064723089271267,,,0.0142285207102135,0,0.292708346247673,,0.8942545771598815,0.8
