cell,n,mean,sd,min,max
M0,5,0.5529526049908317,0.014591686662422538,0.5349953211481185,0.5691732628614675
prune50,5,0.550770659841973,0.008360960350339527,0.5366885081208616,0.5576390412367868
prune80,5,0.5454680181091283,0.00590562688324081,0.5380794045377163,0.554578029822953
prune90,5,0.5398118842952899,0.008655106112191507,0.5313584084296089,0.5511934009858965
prune95,5,0.5308209227107267,0.0065262043284399565,0.5222622305801085,0.5393736398619714
