arch,seed,dose,class,M0_test_recall,compressed_test_recall,recall_loss,validation_2sd_band,material_and_beyond_band
cnn1d,0,0.8,injection,0.6453995970449966,0.6484217595701813,-0.003022162525184724,0.7605415653188429,False
cnn1d,0,0.8,normal,0.9540327129159617,0.9258319232938522,0.02820078962210948,0.005107380224555739,False
cnn1d,0,0.9,ransomware,0.9487179487179487,0.9487179487179487,0.0,0.8944271909999159,False
cnn1d,0,0.9,mitm,0.14102564102564102,0.00641025641025641,0.1346153846153846,0.4010997374002354,False
cnn1d,0,0.9,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,0,0.9,scanning,0.6661721068249258,0.017804154302670624,0.6483679525222552,0.0504276457833781,True
cnn1d,0,0.9,dos,0.621900826446281,0.0,0.621900826446281,0.41015951958200264,True
cnn1d,0,0.9,xss,0.6514111365369947,0.467581998474447,0.1838291380625477,0.10316732015730923,True
cnn1d,0,0.9,ddos,0.6963788300835655,0.14818941504178273,0.5481894150417828,0.022512885766056295,True
cnn1d,0,0.9,password,0.044580419580419584,0.9069055944055944,-0.8623251748251748,0.9247344361319573,False
cnn1d,0,0.9,injection,0.6453995970449966,0.0,0.6453995970449966,0.7605415653188429,False
cnn1d,0,0.9,normal,0.9540327129159617,0.023124647490129723,0.9309080654258319,0.005107380224555739,True
cnn1d,0,0.95,ransomware,0.9487179487179487,0.0,0.9487179487179487,0.8944271909999159,True
cnn1d,0,0.95,mitm,0.14102564102564102,0.0,0.14102564102564102,0.4010997374002354,False
cnn1d,0,0.95,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,0,0.95,scanning,0.6661721068249258,0.0,0.6661721068249258,0.0504276457833781,True
cnn1d,0,0.95,dos,0.621900826446281,0.45867768595041325,0.16322314049586772,0.41015951958200264,False
cnn1d,0,0.95,xss,0.6514111365369947,0.7063310450038138,-0.054919908466819156,0.10316732015730923,False
cnn1d,0,0.95,ddos,0.6963788300835655,0.0,0.6963788300835655,0.022512885766056295,True
cnn1d,0,0.95,password,0.044580419580419584,0.0,0.044580419580419584,0.9247344361319573,False
cnn1d,0,0.95,injection,0.6453995970449966,0.0,0.6453995970449966,0.7605415653188429,False
cnn1d,0,0.95,normal,0.9540327129159617,0.027918781725888325,0.9261139311900733,0.005107380224555739,True
cnn1d,1,0.0,ransomware,0.9487179487179487,0.9487179487179487,0.0,0.8944271909999159,False
cnn1d,1,0.0,mitm,0.1346153846153846,0.5192307692307693,-0.3846153846153847,0.4010997374002354,False
cnn1d,1,0.0,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,1,0.0,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,1,0.0,dos,0.48037190082644626,0.6002066115702479,-0.11983471074380164,0.41015951958200264,False
cnn1d,1,0.0,xss,0.4919908466819222,0.5690312738367659,-0.07704042715484366,0.10316732015730923,False
cnn1d,1,0.0,ddos,0.7069637883008356,0.6991643454038997,0.007799442896935904,0.022512885766056295,False
cnn1d,1,0.0,password,0.9326923076923077,0.044580419580419584,0.8881118881118881,0.9247344361319573,False
cnn1d,1,0.0,injection,0.14573539288112827,0.6695768972464742,-0.5238415043653459,0.7605415653188429,False
cnn1d,1,0.0,normal,0.9543147208121827,0.9540327129159617,0.00028200789622101485,0.005107380224555739,False
cnn1d,1,0.5,ransomware,0.9487179487179487,0.0,0.9487179487179487,0.8944271909999159,True
cnn1d,1,0.5,mitm,0.1346153846153846,0.3974358974358974,-0.2628205128205128,0.4010997374002354,False
cnn1d,1,0.5,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,1,0.5,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,1,0.5,dos,0.48037190082644626,0.5547520661157025,-0.07438016528925623,0.41015951958200264,False
cnn1d,1,0.5,xss,0.4919908466819222,0.5041952707856598,-0.012204424103737621,0.10316732015730923,False
cnn1d,1,0.5,ddos,0.7069637883008356,0.6935933147632312,0.013370473537604455,0.022512885766056295,False
cnn1d,1,0.5,password,0.9326923076923077,0.044580419580419584,0.8881118881118881,0.9247344361319573,False
cnn1d,1,0.5,injection,0.14573539288112827,0.8146406984553392,-0.6689053055742109,0.7605415653188429,False
cnn1d,1,0.5,normal,0.9543147208121827,0.9540327129159617,0.00028200789622101485,0.005107380224555739,False
cnn1d,1,0.8,ransomware,0.9487179487179487,0.0,0.9487179487179487,0.8944271909999159,True
cnn1d,1,0.8,mitm,0.1346153846153846,0.03205128205128205,0.10256410256410256,0.4010997374002354,False
cnn1d,1,0.8,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,1,0.8,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,1,0.8,dos,0.48037190082644626,0.5547520661157025,-0.07438016528925623,0.41015951958200264,False
cnn1d,1,0.8,xss,0.4919908466819222,0.11212814645308924,0.37986270022883295,0.10316732015730923,True
cnn1d,1,0.8,ddos,0.7069637883008356,0.14930362116991644,0.5576601671309191,0.022512885766056295,True
cnn1d,1,0.8,password,0.9326923076923077,0.8579545454545454,0.0747377622377623,0.9247344361319573,False
cnn1d,1,0.8,injection,0.14573539288112827,0.216252518468771,-0.07051712558764273,0.7605415653188429,False
cnn1d,1,0.8,normal,0.9543147208121827,0.9588268471517203,-0.00451212633953757,0.005107380224555739,False
cnn1d,1,0.9,ransomware,0.9487179487179487,0.0,0.9487179487179487,0.8944271909999159,True
cnn1d,1,0.9,mitm,0.1346153846153846,0.01282051282051282,0.12179487179487179,0.4010997374002354,False
cnn1d,1,0.9,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,1,0.9,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,1,0.9,dos,0.48037190082644626,0.5506198347107438,-0.07024793388429756,0.41015951958200264,False
cnn1d,1,0.9,xss,0.4919908466819222,0.6979405034324943,-0.20594965675057203,0.10316732015730923,False
cnn1d,1,0.9,ddos,0.7069637883008356,0.0,0.7069637883008356,0.022512885766056295,True
cnn1d,1,0.9,password,0.9326923076923077,0.0,0.9326923076923077,0.9247344361319573,True
cnn1d,1,0.9,injection,0.14573539288112827,0.0,0.14573539288112827,0.7605415653188429,False
cnn1d,1,0.9,normal,0.9543147208121827,0.05470953186689227,0.8996051889452904,0.005107380224555739,True
cnn1d,1,0.95,ransomware,0.9487179487179487,0.0,0.9487179487179487,0.8944271909999159,True
cnn1d,1,0.95,mitm,0.1346153846153846,0.0,0.1346153846153846,0.4010997374002354,False
cnn1d,1,0.95,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,1,0.95,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,1,0.95,dos,0.48037190082644626,0.5547520661157025,-0.07438016528925623,0.41015951958200264,False
cnn1d,1,0.95,xss,0.4919908466819222,0.0,0.4919908466819222,0.10316732015730923,True
cnn1d,1,0.95,ddos,0.7069637883008356,0.0,0.7069637883008356,0.022512885766056295,True
cnn1d,1,0.95,password,0.9326923076923077,0.0,0.9326923076923077,0.9247344361319573,True
cnn1d,1,0.95,injection,0.14573539288112827,0.791134989926125,-0.6453995970449967,0.7605415653188429,False
cnn1d,1,0.95,normal,0.9543147208121827,0.9326001128031585,0.02171460800902425,0.005107380224555739,False
cnn1d,2,0.0,ransomware,0.9487179487179487,0.9487179487179487,0.0,0.8944271909999159,False
cnn1d,2,0.0,mitm,0.5192307692307693,0.10256410256410256,0.41666666666666674,0.4010997374002354,True
cnn1d,2,0.0,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,2,0.0,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,2,0.0,dos,0.15805785123966942,0.7861570247933884,-0.628099173553719,0.41015951958200264,False
cnn1d,2,0.0,xss,0.4988558352402746,0.5308924485125858,-0.032036613272311165,0.10316732015730923,False
cnn1d,2,0.0,ddos,0.6785515320334262,0.38662952646239557,0.29192200557103065,0.022512885766056295,True
cnn1d,2,0.0,password,0.9318181818181818,0.9326923076923077,-0.0008741258741259417,0.9247344361319573,False
cnn1d,2,0.0,injection,0.5033579583613164,0.16588314304902618,0.3374748153122902,0.7605415653188429,False
cnn1d,2,0.0,normal,0.9475465313028765,0.9540327129159617,-0.006486181613085229,0.005107380224555739,False
cnn1d,2,0.5,ransomware,0.9487179487179487,0.9487179487179487,0.0,0.8944271909999159,False
cnn1d,2,0.5,mitm,0.5192307692307693,0.00641025641025641,0.5128205128205129,0.4010997374002354,True
cnn1d,2,0.5,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,2,0.5,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,2,0.5,dos,0.15805785123966942,0.5547520661157025,-0.39669421487603307,0.41015951958200264,False
cnn1d,2,0.5,xss,0.4988558352402746,0.5232646834477498,-0.024408848207475187,0.10316732015730923,False
cnn1d,2,0.5,ddos,0.6785515320334262,0.38495821727019497,0.29359331476323125,0.022512885766056295,True
cnn1d,2,0.5,password,0.9318181818181818,0.902534965034965,0.02928321678321677,0.9247344361319573,False
cnn1d,2,0.5,injection,0.5033579583613164,0.11853593015446609,0.3848220282068503,0.7605415653188429,False
cnn1d,2,0.5,normal,0.9475465313028765,0.9588268471517203,-0.011280315848843814,0.005107380224555739,False
cnn1d,2,0.8,ransomware,0.9487179487179487,0.0,0.9487179487179487,0.8944271909999159,True
cnn1d,2,0.8,mitm,0.5192307692307693,0.01282051282051282,0.5064102564102565,0.4010997374002354,True
cnn1d,2,0.8,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,2,0.8,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,2,0.8,dos,0.15805785123966942,0.5547520661157025,-0.39669421487603307,0.41015951958200264,False
cnn1d,2,0.8,xss,0.4988558352402746,0.12814645308924486,0.3707093821510298,0.10316732015730923,True
cnn1d,2,0.8,ddos,0.6785515320334262,0.23565459610027856,0.44289693593314766,0.022512885766056295,True
cnn1d,2,0.8,password,0.9318181818181818,0.9165209790209791,0.015297202797202702,0.9247344361319573,False
cnn1d,2,0.8,injection,0.5033579583613164,0.0,0.5033579583613164,0.7605415653188429,False
cnn1d,2,0.8,normal,0.9475465313028765,0.9199097574732092,0.027636773829667227,0.005107380224555739,False
cnn1d,2,0.9,ransomware,0.9487179487179487,0.0,0.9487179487179487,0.8944271909999159,True
cnn1d,2,0.9,mitm,0.5192307692307693,0.0,0.5192307692307693,0.4010997374002354,True
cnn1d,2,0.9,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,2,0.9,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,2,0.9,dos,0.15805785123966942,0.0,0.15805785123966942,0.41015951958200264,False
cnn1d,2,0.9,xss,0.4988558352402746,0.01906941266209001,0.4797864225781846,0.10316732015730923,True
cnn1d,2,0.9,ddos,0.6785515320334262,0.006128133704735376,0.6724233983286908,0.022512885766056295,True
cnn1d,2,0.9,password,0.9318181818181818,0.0,0.9318181818181818,0.9247344361319573,True
cnn1d,2,0.9,injection,0.5033579583613164,0.9761584956346542,-0.4728005372733378,0.7605415653188429,False
cnn1d,2,0.9,normal,0.9475465313028765,0.023124647490129723,0.9244218838127467,0.005107380224555739,True
cnn1d,2,0.95,ransomware,0.9487179487179487,0.0,0.9487179487179487,0.8944271909999159,True
cnn1d,2,0.95,mitm,0.5192307692307693,0.30128205128205127,0.217948717948718,0.4010997374002354,False
cnn1d,2,0.95,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,2,0.95,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,2,0.95,dos,0.15805785123966942,0.0,0.15805785123966942,0.41015951958200264,False
cnn1d,2,0.95,xss,0.4988558352402746,0.0,0.4988558352402746,0.10316732015730923,True
cnn1d,2,0.95,ddos,0.6785515320334262,0.0,0.6785515320334262,0.022512885766056295,True
cnn1d,2,0.95,password,0.9318181818181818,0.9562937062937062,-0.02447552447552448,0.9247344361319573,False
cnn1d,2,0.95,injection,0.5033579583613164,0.000335795836131632,0.5030221625251847,0.7605415653188429,False
cnn1d,2,0.95,normal,0.9475465313028765,0.0,0.9475465313028765,0.005107380224555739,True
cnn1d,3,0.0,ransomware,0.0,0.0,0.0,0.8944271909999159,False
cnn1d,3,0.0,mitm,0.12179487179487179,0.019230769230769232,0.10256410256410256,0.4010997374002354,False
cnn1d,3,0.0,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,3,0.0,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,3,0.0,dos,0.38636363636363635,0.7851239669421488,-0.39876033057851246,0.41015951958200264,False
cnn1d,3,0.0,xss,0.5148741418764302,0.4874141876430206,0.027459954233409634,0.10316732015730923,False
cnn1d,3,0.0,ddos,0.6991643454038997,0.7381615598885793,-0.03899721448467963,0.022512885766056295,False
cnn1d,3,0.0,password,0.07473776223776224,0.9322552447552448,-0.8575174825174825,0.9247344361319573,False
cnn1d,3,0.0,injection,0.7800537273337811,0.04768300873069174,0.7323707186030893,0.7605415653188429,False
cnn1d,3,0.0,normal,0.9534686971235194,0.9540327129159617,-0.0005640157924422518,0.005107380224555739,False
cnn1d,3,0.5,ransomware,0.0,0.0,0.0,0.8944271909999159,False
cnn1d,3,0.5,mitm,0.12179487179487179,0.38461538461538464,-0.26282051282051283,0.4010997374002354,False
cnn1d,3,0.5,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,3,0.5,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,3,0.5,dos,0.38636363636363635,0.5433884297520661,-0.15702479338842978,0.41015951958200264,False
cnn1d,3,0.5,xss,0.5148741418764302,0.45232646834477497,0.06254767353165525,0.10316732015730923,False
cnn1d,3,0.5,ddos,0.6991643454038997,0.7013927576601672,-0.0022284122562674646,0.022512885766056295,False
cnn1d,3,0.5,password,0.07473776223776224,0.9016608391608392,-0.8269230769230769,0.9247344361319573,False
cnn1d,3,0.5,injection,0.7800537273337811,0.16621893888515782,0.6138347884486233,0.7605415653188429,False
cnn1d,3,0.5,normal,0.9534686971235194,0.9543147208121827,-0.0008460236886632666,0.005107380224555739,False
cnn1d,3,0.8,ransomware,0.0,0.0,0.0,0.8944271909999159,False
cnn1d,3,0.8,mitm,0.12179487179487179,0.0,0.12179487179487179,0.4010997374002354,False
cnn1d,3,0.8,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,3,0.8,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,3,0.8,dos,0.38636363636363635,0.4535123966942149,-0.06714876033057854,0.41015951958200264,False
cnn1d,3,0.8,xss,0.5148741418764302,0.005339435545385202,0.509534706331045,0.10316732015730923,True
cnn1d,3,0.8,ddos,0.6991643454038997,0.0,0.6991643454038997,0.022512885766056295,True
cnn1d,3,0.8,password,0.07473776223776224,0.9388111888111889,-0.8640734265734267,0.9247344361319573,False
cnn1d,3,0.8,injection,0.7800537273337811,0.0,0.7800537273337811,0.7605415653188429,True
cnn1d,3,0.8,normal,0.9534686971235194,0.05442752397067118,0.8990411731528483,0.005107380224555739,True
cnn1d,3,0.9,ransomware,0.0,0.0,0.0,0.8944271909999159,False
cnn1d,3,0.9,mitm,0.12179487179487179,0.01282051282051282,0.10897435897435898,0.4010997374002354,False
cnn1d,3,0.9,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,3,0.9,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,3,0.9,dos,0.38636363636363635,0.5402892561983471,-0.15392561983471076,0.41015951958200264,False
cnn1d,3,0.9,xss,0.5148741418764302,0.13043478260869565,0.38443935926773454,0.10316732015730923,True
cnn1d,3,0.9,ddos,0.6991643454038997,0.9610027855153204,-0.26183844011142066,0.022512885766056295,False
cnn1d,3,0.9,password,0.07473776223776224,0.0,0.07473776223776224,0.9247344361319573,False
cnn1d,3,0.9,injection,0.7800537273337811,0.0,0.7800537273337811,0.7605415653188429,True
cnn1d,3,0.9,normal,0.9534686971235194,0.9537507050197406,-0.0002820078962211259,0.005107380224555739,False
cnn1d,3,0.95,ransomware,0.0,0.0,0.0,0.8944271909999159,False
cnn1d,3,0.95,mitm,0.12179487179487179,0.0,0.12179487179487179,0.4010997374002354,False
cnn1d,3,0.95,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,3,0.95,scanning,0.7640949554896143,1.0,-0.23590504451038574,0.0504276457833781,False
cnn1d,3,0.95,dos,0.38636363636363635,0.0,0.38636363636363635,0.41015951958200264,False
cnn1d,3,0.95,xss,0.5148741418764302,0.0,0.5148741418764302,0.10316732015730923,True
cnn1d,3,0.95,ddos,0.6991643454038997,0.0,0.6991643454038997,0.022512885766056295,True
cnn1d,3,0.95,password,0.07473776223776224,0.0,0.07473776223776224,0.9247344361319573,False
cnn1d,3,0.95,injection,0.7800537273337811,0.0,0.7800537273337811,0.7605415653188429,True
cnn1d,3,0.95,normal,0.9534686971235194,0.0,0.9534686971235194,0.005107380224555739,True
cnn1d,4,0.0,ransomware,0.9487179487179487,0.9487179487179487,0.0,0.8944271909999159,False
cnn1d,4,0.0,mitm,0.10256410256410256,0.00641025641025641,0.09615384615384615,0.4010997374002354,False
cnn1d,4,0.0,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,4,0.0,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,4,0.0,dos,0.5247933884297521,0.5433884297520661,-0.018595041322314043,0.41015951958200264,False
cnn1d,4,0.0,xss,0.4935163996948894,0.6369183829138062,-0.14340198321891678,0.10316732015730923,False
cnn1d,4,0.0,ddos,0.6991643454038997,0.7025069637883008,-0.003342618384401086,0.022512885766056295,False
cnn1d,4,0.0,password,0.07473776223776224,0.044580419580419584,0.030157342657342656,0.9247344361319573,False
cnn1d,4,0.0,injection,0.8146406984553392,0.6484217595701813,0.16621893888515782,0.7605415653188429,False
cnn1d,4,0.0,normal,0.9557247602932882,0.9585448392554992,-0.0028200789622109257,0.005107380224555739,False
cnn1d,4,0.5,ransomware,0.9487179487179487,0.9487179487179487,0.0,0.8944271909999159,False
cnn1d,4,0.5,mitm,0.10256410256410256,0.00641025641025641,0.09615384615384615,0.4010997374002354,False
cnn1d,4,0.5,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,4,0.5,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,4,0.5,dos,0.5247933884297521,0.5423553719008265,-0.017561983471074405,0.41015951958200264,False
cnn1d,4,0.5,xss,0.4935163996948894,0.581998474446987,-0.08848207475209763,0.10316732015730923,False
cnn1d,4,0.5,ddos,0.6991643454038997,0.6763231197771588,0.022841225626740957,0.022512885766056295,False
cnn1d,4,0.5,password,0.07473776223776224,0.0,0.07473776223776224,0.9247344361319573,False
cnn1d,4,0.5,injection,0.8146406984553392,0.6484217595701813,0.16621893888515782,0.7605415653188429,False
cnn1d,4,0.5,normal,0.9557247602932882,0.9585448392554992,-0.0028200789622109257,0.005107380224555739,False
cnn1d,4,0.8,ransomware,0.9487179487179487,0.0,0.9487179487179487,0.8944271909999159,True
cnn1d,4,0.8,mitm,0.10256410256410256,0.00641025641025641,0.09615384615384615,0.4010997374002354,False
cnn1d,4,0.8,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,4,0.8,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,4,0.8,dos,0.5247933884297521,0.44731404958677684,0.07747933884297525,0.41015951958200264,False
cnn1d,4,0.8,xss,0.4935163996948894,0.0,0.4935163996948894,0.10316732015730923,True
cnn1d,4,0.8,ddos,0.6991643454038997,0.0,0.6991643454038997,0.022512885766056295,True
cnn1d,4,0.8,password,0.07473776223776224,0.9335664335664335,-0.8588286713286712,0.9247344361319573,False
cnn1d,4,0.8,injection,0.8146406984553392,0.03928811282740094,0.7753525856279382,0.7605415653188429,True
cnn1d,4,0.8,normal,0.9557247602932882,0.9619289340101523,-0.006204173716864103,0.005107380224555739,False
cnn1d,4,0.9,ransomware,0.9487179487179487,0.0,0.9487179487179487,0.8944271909999159,True
cnn1d,4,0.9,mitm,0.10256410256410256,0.0,0.10256410256410256,0.4010997374002354,False
cnn1d,4,0.9,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,4,0.9,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,4,0.9,dos,0.5247933884297521,0.5537190082644629,-0.02892561983471076,0.41015951958200264,False
cnn1d,4,0.9,xss,0.4935163996948894,0.11365369946605644,0.37986270022883295,0.10316732015730923,True
cnn1d,4,0.9,ddos,0.6991643454038997,0.5097493036211699,0.18941504178272983,0.022512885766056295,True
cnn1d,4,0.9,password,0.07473776223776224,0.0,0.07473776223776224,0.9247344361319573,False
cnn1d,4,0.9,injection,0.8146406984553392,0.7256548018804567,0.08898589657488243,0.7605415653188429,False
cnn1d,4,0.9,normal,0.9557247602932882,0.9591088550479413,-0.0033840947546530664,0.005107380224555739,False
cnn1d,4,0.95,ransomware,0.9487179487179487,0.0,0.9487179487179487,0.8944271909999159,True
cnn1d,4,0.95,mitm,0.10256410256410256,0.03205128205128205,0.07051282051282051,0.4010997374002354,False
cnn1d,4,0.95,backdoor,0.0,0.0,0.0,0.0,False
cnn1d,4,0.95,scanning,0.7640949554896143,0.0,0.7640949554896143,0.0504276457833781,True
cnn1d,4,0.95,dos,0.5247933884297521,0.0,0.5247933884297521,0.41015951958200264,True
cnn1d,4,0.95,xss,0.4935163996948894,0.0,0.4935163996948894,0.10316732015730923,True
cnn1d,4,0.95,ddos,0.6991643454038997,0.0,0.6991643454038997,0.022512885766056295,True
cnn1d,4,0.95,password,0.07473776223776224,1.0,-0.9252622377622377,0.9247344361319573,False
cnn1d,4,0.95,injection,0.8146406984553392,0.0,0.8146406984553392,0.7605415653188429,True
cnn1d,4,0.95,normal,0.9557247602932882,0.0,0.9557247602932882,0.005107380224555739,True
mlp,0,0.8,ransomware,0.0,0.0,0.0,1.0954451150103324,False
mlp,0,0.8,mitm,0.5833333333333334,0.5384615384615384,0.044871794871794934,0.2938387702119726,False
mlp,0,0.8,backdoor,0.0,0.0,0.0,0.0,False
mlp,0,0.8,scanning,0.7640949554896143,0.09643916913946587,0.6676557863501484,0.16059965643048527,True
mlp,0,0.8,dos,0.19008264462809918,0.5557851239669421,-0.3657024793388429,0.41393320223481433,False
mlp,0,0.8,xss,0.6575133485888635,0.662090007627765,-0.004576659038901587,0.026188906908011855,False
mlp,0,0.8,ddos,0.6757660167130919,0.7086350974930362,-0.032869080779944326,0.00967397687844669,False
mlp,0,0.8,password,0.5087412587412588,0.044580419580419584,0.46416083916083917,0.27406126395189784,True
mlp,0,0.8,injection,0.6074546675621222,0.6635325721961047,-0.056077904633982545,0.43890460051362223,False
mlp,0,0.8,normal,0.9534686971235194,0.9543147208121827,-0.0008460236886632666,0.0008553723005134668,False
mlp,0,0.975,ransomware,0.0,0.15384615384615385,-0.15384615384615385,1.0954451150103324,False
mlp,0,0.975,mitm,0.5833333333333334,0.14743589743589744,0.4358974358974359,0.2938387702119726,True
mlp,0,0.975,backdoor,0.0,0.0,0.0,0.0,False
mlp,0,0.975,scanning,0.7640949554896143,0.0,0.7640949554896143,0.16059965643048527,True
mlp,0,0.975,dos,0.19008264462809918,0.5557851239669421,-0.3657024793388429,0.41393320223481433,False
mlp,0,0.975,xss,0.6575133485888635,0.6460717009916095,0.011441647597253968,0.026188906908011855,False
mlp,0,0.975,ddos,0.6757660167130919,0.3738161559888579,0.30194986072423396,0.00967397687844669,True
mlp,0,0.975,password,0.5087412587412588,0.07473776223776224,0.4340034965034965,0.27406126395189784,True
mlp,0,0.975,injection,0.6074546675621222,0.8052384150436535,-0.19778374748153127,0.43890460051362223,False
mlp,0,0.975,normal,0.9534686971235194,0.9591088550479413,-0.005640157924421851,0.0008553723005134668,False
mlp,0,0.9875,ransomware,0.0,0.20512820512820512,-0.20512820512820512,1.0954451150103324,False
mlp,0,0.9875,mitm,0.5833333333333334,0.03205128205128205,0.5512820512820513,0.2938387702119726,True
mlp,0,0.9875,backdoor,0.0,0.0,0.0,0.0,False
mlp,0,0.9875,scanning,0.7640949554896143,0.7774480712166172,-0.013353115727002929,0.16059965643048527,False
mlp,0,0.9875,dos,0.19008264462809918,0.21074380165289255,-0.020661157024793375,0.41393320223481433,False
mlp,0,0.9875,xss,0.6575133485888635,0.6025934401220442,0.05491990846681927,0.026188906908011855,False
mlp,0,0.9875,ddos,0.6757660167130919,0.520891364902507,0.1548746518105849,0.00967397687844669,True
mlp,0,0.9875,password,0.5087412587412588,0.9016608391608392,-0.3929195804195804,0.27406126395189784,False
mlp,0,0.9875,injection,0.6074546675621222,0.4066487575554063,0.20080591000671588,0.43890460051362223,False
