seed,cell,class,M0_test_recall,compressed_test_recall,recall_loss,validation_tier,validation_2sd_band,crosses_validation_band,practically_material,material_and_beyond_band
0,prune90,Uploading_Attack,0.0,0.0,0.0,floored,0.0,False,False,False
0,prune90,Recon-PingSweep,0.0,0.0,0.0,floored,0.0,False,False,False
0,prune90,Backdoor_Malware,0.0,0.0,0.0,floored,0.0047310183614072115,False,False,False
0,prune90,XSS,0.0,0.0,0.0,floored,0.0,False,False,False
0,prune90,SqlInjection,0.04066073697585769,0.0,0.04066073697585769,floored,0.015184111050866233,True,False,False
0,prune90,CommandInjection,0.004944375772558714,0.0,0.004944375772558714,floored,0.0013557489047157578,True,False,False
0,prune90,BrowserHijacking,0.0,0.0,0.0,floored,0.016046530273253593,False,False,False
0,prune90,DictionaryBruteForce,0.34183673469387754,0.2714285714285714,0.07040816326530613,measurable,0.03090397920838746,True,False,False
0,prune90,DDoS-SlowLoris,0.7959590210586227,0.7507114399544679,0.04524758110415483,measurable,0.044761911355453585,True,False,False
0,prune90,DDoS-HTTP_Flood,0.7927761055799953,0.7575827737902292,0.035193331789766136,measurable,0.04272368997675003,False,False,False
0,prune90,DoS-HTTP_Flood,0.8215051757903572,0.7295532966520564,0.09195187913830083,measurable,0.04970415677313604,True,False,False
0,prune90,Recon-PortScan,0.16416050510924649,0.08789565506355404,0.07626485004569244,measurable,0.03620910633519947,True,False,False
0,prune90,Recon-OSScan,0.023419689119170986,0.007322970639032815,0.01609671848013817,floored,0.026845294680235113,False,False,False
0,prune90,DDoS-ICMP_Flood,0.9974112426035503,0.9970414201183432,0.00036982248520711636,robust,0.0008655566904113639,False,False,False
0,prune90,DDoS-RSTFINFlood,0.9985730423925323,0.9983946726915988,0.00017836970093354498,robust,0.00277367196805579,False,False,False
0,prune90,DDoS-TCP_Flood,0.2806383970177074,0.2573974836905871,0.02324091332712025,unstable_confusable,0.28920255109293425,False,False,False
0,prune90,DDoS-SynonymousIP_Flood,0.3652698081493074,0.8781661160377905,-0.5128963078884832,measurable,0.10978784328412507,False,False,False
0,prune90,DDoS-UDP_Flood,0.5478111872650896,0.849878399292505,-0.3020672120274154,unstable_confusable,0.2614476915539418,False,False,False
0,prune90,DoS-TCP_Flood,0.5881972862373466,0.5812513461124273,0.006945940124919225,unstable_confusable,0.3331984980587084,False,False,False
0,prune90,DDoS-PSHACK_Flood,0.9940463864154069,0.7166079933733692,0.27743839304203766,measurable,0.09623797658944144,True,True,True
0,prune90,DDoS-SYN_Flood,0.28399898244721444,0.2078351564487408,0.07616382599847366,measurable,0.10115937772318502,False,False,False
0,prune90,Recon-HostDiscovery,0.5127808287568647,0.4907139291063405,0.02206689965052422,measurable,0.06475710860837625,False,False,False
0,prune90,DoS-SYN_Flood,0.2526990864630433,0.07211405370489989,0.18058503275814342,measurable,0.16322775798596695,True,True,True
0,prune90,DoS-UDP_Flood,0.7845615922539,0.4582212659135736,0.3263403263403264,measurable,0.042812030840507706,True,True,True
0,prune90,DNS_Spoofing,0.33213424668018826,0.28043320194405114,0.051701044736137125,measurable,0.114062846925445,False,False,False
0,prune90,MITM-ArpSpoofing,0.24296889212297618,0.22987083863925778,0.013098053483718397,measurable,0.032240363900986474,False,False,False
0,prune90,Mirai-udpplain,0.9825017325017324,0.9791060291060291,0.0033957033957033866,robust,0.0016285343321758988,True,False,False
0,prune90,Mirai-greeth_flood,0.9179765744355797,0.8436258699711424,0.07435070446443726,robust,0.032185043450571806,True,False,False
0,prune90,Mirai-greip_flood,0.9700635220975807,0.9573253142316529,0.01273820786592783,robust,0.015342545170750482,False,False,False
0,prune90,DDoS-UDP_Fragmentation,0.9803514644351464,0.9731882845188284,0.0071631799163179855,robust,0.0024622795832539572,True,False,False
0,prune90,DDoS-ACK_Fragmentation,0.8541039534417018,0.7649006622516556,0.08920329119004611,robust,0.0020935824944181562,True,False,False
0,prune90,VulnerabilityScan,0.5897358742895352,0.5504179204279506,0.039317953861584654,measurable,0.06421776294643117,False,False,False
0,prune90,DDoS-ICMP_Fragmentation,0.9664194065757818,0.9610064153969526,0.005412991178829207,robust,0.0032719332488235506,True,False,False
0,prune90,BenignTraffic,0.6198189773220667,0.5542233058348085,0.0655956714872582,measurable,0.0745208853077439,False,False,False
0,prune95,Uploading_Attack,0.0,0.0,0.0,floored,0.0,False,False,False
0,prune95,Recon-PingSweep,0.0,0.0,0.0,floored,0.0,False,False,False
0,prune95,Backdoor_Malware,0.0,0.0,0.0,floored,0.0047310183614072115,False,False,False
0,prune95,XSS,0.0,0.0,0.0,floored,0.0,False,False,False
0,prune95,SqlInjection,0.04066073697585769,0.0,0.04066073697585769,floored,0.015184111050866233,True,False,False
0,prune95,CommandInjection,0.004944375772558714,0.0,0.004944375772558714,floored,0.0013557489047157578,True,False,False
0,prune95,BrowserHijacking,0.0,0.0,0.0,floored,0.016046530273253593,False,False,False
0,prune95,DictionaryBruteForce,0.34183673469387754,0.32142857142857145,0.02040816326530609,measurable,0.03090397920838746,False,False,False
0,prune95,DDoS-SlowLoris,0.7959590210586227,0.5748434832100171,0.2211155378486056,measurable,0.044761911355453585,True,True,True
0,prune95,DDoS-HTTP_Flood,0.7927761055799953,0.757351238712665,0.035424866867330373,measurable,0.04272368997675003,False,False,False
0,prune95,DoS-HTTP_Flood,0.8215051757903572,0.7363610929777115,0.08514408281264574,measurable,0.04970415677313604,True,False,False
0,prune95,Recon-PortScan,0.16416050510924649,0.09445875218077594,0.06970175292847054,measurable,0.03620910633519947,True,False,False
0,prune95,Recon-OSScan,0.023419689119170986,0.0037996545768566492,0.019620034542314337,floored,0.026845294680235113,False,False,False
0,prune95,DDoS-ICMP_Flood,0.9974112426035503,0.9964866863905325,0.0009245562130177909,robust,0.0008655566904113639,True,False,False
0,prune95,DDoS-RSTFINFlood,0.9985730423925323,0.9979190201557762,0.0006540222367561466,robust,0.00277367196805579,False,False,False
0,prune95,DDoS-TCP_Flood,0.2806383970177074,0.6033900279589934,-0.32275163094128606,unstable_confusable,0.28920255109293425,False,False,False
0,prune95,DDoS-SynonymousIP_Flood,0.3652698081493074,0.8717904132614618,-0.5065206051121545,measurable,0.10978784328412507,False,False,False
0,prune95,DDoS-UDP_Flood,0.5478111872650896,0.911010391333186,-0.36319920406809636,unstable_confusable,0.2614476915539418,False,False,False
0,prune95,DoS-TCP_Flood,0.5881972862373466,0.28537583458970495,0.3028214516476416,unstable_confusable,0.3331984980587084,False,True,False
0,prune95,DDoS-PSHACK_Flood,0.9940463864154069,0.7265479395319941,0.26749844688341273,measurable,0.09623797658944144,True,True,True
0,prune95,DDoS-SYN_Flood,0.28399898244721444,0.17649453065377765,0.10750445179343679,measurable,0.10115937772318502,True,True,True
0,prune95,Recon-HostDiscovery,0.5127808287568647,0.5219670494258613,-0.009186220668996548,measurable,0.06475710860837625,False,False,False
0,prune95,DoS-SYN_Flood,0.2526990864630433,0.07469779459259943,0.17800129187044386,measurable,0.16322775798596695,True,True,True
0,prune95,DoS-UDP_Flood,0.7845615922539,0.2874753451676529,0.4970862470862471,measurable,0.042812030840507706,True,True,True
0,prune95,DNS_Spoofing,0.33213424668018826,0.26267651448471163,0.06945773219547663,measurable,0.114062846925445,False,False,False
0,prune95,MITM-ArpSpoofing,0.24296889212297618,0.18890303802073857,0.054065854102237604,measurable,0.032240363900986474,True,False,False
0,prune95,Mirai-udpplain,0.9825017325017324,0.9760914760914761,0.0064102564102563875,robust,0.0016285343321758988,True,False,False
0,prune95,Mirai-greeth_flood,0.9179765744355797,0.862943473094551,0.05503310134102868,robust,0.032185043450571806,True,False,False
0,prune95,Mirai-greip_flood,0.9700635220975807,0.9571901608325449,0.012873361265035799,robust,0.015342545170750482,False,False,False
0,prune95,DDoS-UDP_Fragmentation,0.9803514644351464,0.9690376569037656,0.011313807531380782,robust,0.0024622795832539572,True,False,False
0,prune95,DDoS-ACK_Fragmentation,0.8541039534417018,0.7599504983610944,0.09415345508060735,robust,0.0020935824944181562,True,False,False
0,prune95,VulnerabilityScan,0.5897358742895352,0.5173186225342695,0.0724172517552657,measurable,0.06421776294643117,True,False,False
0,prune95,DDoS-ICMP_Fragmentation,0.9664194065757818,0.9605386260358193,0.005880780539962549,robust,0.0032719332488235506,True,False,False
0,prune95,BenignTraffic,0.6198189773220667,0.5489462609799272,0.07087271634213954,measurable,0.0745208853077439,False,False,False
0,prune97,Uploading_Attack,0.0,0.0,0.0,floored,0.0,False,False,False
0,prune97,Recon-PingSweep,0.0,0.0,0.0,floored,0.0,False,False,False
0,prune97,Backdoor_Malware,0.0,0.0,0.0,floored,0.0047310183614072115,False,False,False
0,prune97,XSS,0.0,0.0,0.0,floored,0.0,False,False,False
0,prune97,SqlInjection,0.04066073697585769,0.0,0.04066073697585769,floored,0.015184111050866233,True,False,False
0,prune97,CommandInjection,0.004944375772558714,0.0,0.004944375772558714,floored,0.0013557489047157578,True,False,False
0,prune97,BrowserHijacking,0.0,0.0,0.0,floored,0.016046530273253593,False,False,False
0,prune97,DictionaryBruteForce,0.34183673469387754,0.29897959183673467,0.04285714285714287,measurable,0.03090397920838746,True,False,False
0,prune97,DDoS-SlowLoris,0.7959590210586227,0.3369379624359704,0.4590210586226523,measurable,0.044761911355453585,True,True,True
0,prune97,DDoS-HTTP_Flood,0.7927761055799953,0.7744848344524196,0.01829127112757578,measurable,0.04272368997675003,False,False,False
0,prune97,DoS-HTTP_Flood,0.8215051757903572,0.5989928191737387,0.2225123566166185,measurable,0.04970415677313604,True,True,True
0,prune97,Recon-PortScan,0.16416050510924649,0.0744371521143142,0.08972335299493228,measurable,0.03620910633519947,True,False,False
0,prune97,Recon-OSScan,0.023419689119170986,0.001243523316062176,0.02217616580310881,floored,0.026845294680235113,False,False,False
