cell,n,accuracy,macro_f1,nll,multiclass_brier,ece_10,ece_15,ece_20,mean_confidence,confidently_wrong_0.5,confidently_wrong_0.7,confidently_wrong_0.9
mlp_prune90_head_refit,549271,0.7141647747650978,0.5450314198284412,1.1244505230295445,0.370176620189185,0.04279049596726384,0.0414969185780747,0.04279262410539314,0.7484627097620286,0.15196870033189447,0.044968694870109654,0.009780235985515346
