filters,seed,dose,class,recall_loss,material_and_beyond_band
32,0,0.5,Recon-PortScan,0.12062806347096452,True
32,0,0.5,Recon-OSScan,0.09360967184801382,False
32,0,0.5,DDoS-ICMP_Flood,0.0004930966469427478,False
32,0,0.5,DDoS-RSTFINFlood,0.0005351091028004129,False
32,0,0.5,DDoS-TCP_Flood,0.7218662628145387,True
32,0,0.5,DDoS-SynonymousIP_Flood,0.3371007940648003,True
32,0,0.5,DDoS-UDP_Flood,-0.08937652000884377,False
32,0,0.5,DoS-TCP_Flood,-0.6274499246177041,False
32,0,0.5,DDoS-PSHACK_Flood,0.00144957548146607,False
32,0,0.5,DDoS-SYN_Flood,0.07127957262783007,False
32,0,0.5,Recon-HostDiscovery,0.10224663005491752,True
32,0,0.5,DoS-SYN_Flood,-0.17477161576081943,False
32,0,0.5,DoS-UDP_Flood,0.12829478214093593,True
32,0,0.5,DNS_Spoofing,-0.15418468485706627,False
32,0,0.5,MITM-ArpSpoofing,-0.11559032199381482,False
32,0,0.5,Mirai-udpplain,0.004054054054054013,False
32,0,0.5,Mirai-greeth_flood,-0.003496859616363923,False
32,0,0.5,Mirai-greip_flood,0.09105960264900659,False
32,0,0.5,DDoS-UDP_Fragmentation,0.007966527196652695,False
32,0,0.5,DDoS-ACK_Fragmentation,0.0029098936383704643,False
32,0,0.5,VulnerabilityScan,0.38786359077231697,True
32,0,0.5,DDoS-ICMP_Fragmentation,0.007518043303929356,False
32,0,0.5,BenignTraffic,0.4089709762532981,True
32,0,0.604,Uploading_Attack,0.0,False
32,0,0.604,Recon-PingSweep,0.0,False
32,0,0.604,Backdoor_Malware,0.004140786749482402,False
32,0,0.604,XSS,0.0017331022530329288,False
32,0,0.604,SqlInjection,0.045743329097839895,False
32,0,0.604,CommandInjection,0.05686032138442522,False
32,0,0.604,BrowserHijacking,0.006904487917146145,False
32,0,0.604,DictionaryBruteForce,0.14132653061224493,True
32,0,0.604,DDoS-SlowLoris,0.3429140580535003,True
32,0,0.604,DDoS-HTTP_Flood,0.1375318360731651,True
32,0,0.604,DoS-HTTP_Flood,0.04644222698871581,False
32,0,0.604,Recon-PortScan,0.09636952729085321,False
32,0,0.604,Recon-OSScan,0.13181347150259068,True
32,0,0.604,DDoS-ICMP_Flood,0.0019107495069033975,False
32,0,0.604,DDoS-RSTFINFlood,0.004043046554491947,False
32,0,0.604,DDoS-TCP_Flood,0.7330498602050326,True
32,0,0.604,DDoS-SynonymousIP_Flood,0.36921115168376517,True
32,0,0.604,DDoS-UDP_Flood,-0.196661507848773,False
32,0,0.604,DoS-TCP_Flood,-0.6529183717424079,False
32,0,0.604,DDoS-PSHACK_Flood,0.00103541105819005,False
32,0,0.604,DDoS-SYN_Flood,0.11371152378529635,False
32,0,0.604,Recon-HostDiscovery,0.2507738392411382,True
32,0,0.604,DoS-SYN_Flood,-0.18072344744855587,False
32,0,0.604,DoS-UDP_Flood,0.33588847050385506,True
32,0,0.604,DNS_Spoofing,-0.03654663043894224,False
32,0,0.604,MITM-ArpSpoofing,-0.10583954884482445,False
32,0,0.604,Mirai-udpplain,0.005890505890505882,False
32,0,0.604,Mirai-greeth_flood,-0.004719062977423194,False
32,0,0.604,Mirai-greip_flood,0.23560616299499937,True
32,0,0.604,DDoS-UDP_Fragmentation,0.006995815899581537,False
32,0,0.604,DDoS-ACK_Fragmentation,-0.007826610475617057,False
32,0,0.604,VulnerabilityScan,0.25021731862253427,True
32,0,0.604,DDoS-ICMP_Fragmentation,0.009990644212777289,False
32,0,0.604,BenignTraffic,0.22744731304899635,True
32,0,0.802,Uploading_Attack,0.0,False
32,0,0.802,Recon-PingSweep,0.0,False
32,0,0.802,Backdoor_Malware,0.004140786749482402,False
32,0,0.802,XSS,0.0017331022530329288,False
32,0,0.802,SqlInjection,0.045743329097839895,False
32,0,0.802,CommandInjection,0.05686032138442522,False
32,0,0.802,BrowserHijacking,0.006904487917146145,False
32,0,0.802,DictionaryBruteForce,0.4188775510204082,True
32,0,0.802,DDoS-SlowLoris,0.9097894137734776,True
32,0,0.802,DDoS-HTTP_Flood,0.8467237786524658,True
32,0,0.802,DoS-HTTP_Flood,0.6694954770120303,True
32,0,0.802,Recon-PortScan,0.22231453019855446,True
32,0,0.802,Recon-OSScan,0.1564075993091537,True
32,0,0.802,DDoS-ICMP_Flood,0.9980276134122288,True
32,0,0.802,DDoS-RSTFINFlood,0.9988703252274214,True
32,0,0.802,DDoS-TCP_Flood,0.7331081081081081,True
32,0,0.802,DDoS-SynonymousIP_Flood,0.5403697907610271,True
32,0,0.802,DDoS-UDP_Flood,-0.1991487950475349,False
32,0,0.802,DoS-TCP_Flood,0.3314667241007969,False
32,0,0.802,DDoS-PSHACK_Flood,0.6502899150962932,True
32,0,0.802,DDoS-SYN_Flood,0.1806156194352582,False
32,0,0.802,Recon-HostDiscovery,0.2644033949076385,True
32,0,0.802,DoS-SYN_Flood,0.2211405370489988,False
32,0,0.802,DoS-UDP_Flood,0.3717500448269679,True
32,0,0.802,DNS_Spoofing,0.5800390340974322,True
32,0,0.802,MITM-ArpSpoofing,0.06319810805894124,False
32,0,0.802,Mirai-udpplain,0.9857934857934858,True
32,0,0.802,Mirai-greeth_flood,0.9832286538787982,True
32,0,0.802,Mirai-greip_flood,0.977969995945398,True
32,0,0.802,DDoS-UDP_Fragmentation,0.987949790794979,True
32,0,0.802,DDoS-ACK_Fragmentation,0.9738778513612951,True
32,0,0.802,VulnerabilityScan,0.6267803410230692,True
32,0,0.802,DDoS-ICMP_Fragmentation,0.9728348035284683,True
32,0,0.802,BenignTraffic,0.8072542667245582,True
32,0,0.896,Uploading_Attack,0.0,False
32,0,0.896,Recon-PingSweep,0.0,False
32,0,0.896,Backdoor_Malware,0.004140786749482402,False
32,0,0.896,XSS,0.0017331022530329288,False
32,0,0.896,SqlInjection,0.045743329097839895,False
32,0,0.896,CommandInjection,0.05686032138442522,False
32,0,0.896,BrowserHijacking,0.006904487917146145,False
32,0,0.896,DictionaryBruteForce,0.3698979591836735,True
32,0,0.896,DDoS-SlowLoris,0.9166192373363689,True
32,0,0.896,DDoS-HTTP_Flood,0.8467237786524658,True
32,0,0.896,DoS-HTTP_Flood,0.4038049053436538,True
32,0,0.896,Recon-PortScan,0.22231453019855446,True
32,0,0.896,Recon-OSScan,0.1564075993091537,True
32,0,0.896,DDoS-ICMP_Flood,0.0021572978303747714,False
32,0,0.896,DDoS-RSTFINFlood,0.9988703252274214,True
32,0,0.896,DDoS-TCP_Flood,0.7300209692451072,True
32,0,0.896,DDoS-SynonymousIP_Flood,0.13348403176259205,False
32,0,0.896,DDoS-UDP_Flood,-0.2263431350873315,False
32,0,0.896,DoS-TCP_Flood,-0.63611888864958,False
32,0,0.896,DDoS-PSHACK_Flood,-0.00041416442327602,False
32,0,0.896,DDoS-SYN_Flood,0.1806156194352582,False
32,0,0.896,Recon-HostDiscovery,-0.14822765851223174,False
32,0,0.896,DoS-SYN_Flood,0.10358032665866937,False
32,0,0.896,DoS-UDP_Flood,0.6666666666666666,True
32,0,0.896,DNS_Spoofing,0.5798094217595959,True
32,0,0.896,MITM-ArpSpoofing,0.06687283973076223,False
32,0,0.896,Mirai-udpplain,0.9857934857934858,True
32,0,0.896,Mirai-greeth_flood,0.0017654048548634282,False
32,0,0.896,Mirai-greip_flood,0.977969995945398,True
32,0,0.896,DDoS-UDP_Fragmentation,0.9906610878661087,True
32,0,0.896,DDoS-ACK_Fragmentation,0.5332463709947154,True
32,0,0.896,VulnerabilityScan,0.395987963891675,True
32,0,0.896,DDoS-ICMP_Fragmentation,0.9275260625501203,True
32,0,0.896,BenignTraffic,0.7272970174676864,True
32,1,0.0,Uploading_Attack,0.0,False
32,1,0.0,Recon-PingSweep,0.0,False
32,1,0.0,Backdoor_Malware,0.008281573498964804,False
32,1,0.0,XSS,0.0,False
32,1,0.0,SqlInjection,0.03303684879288437,False
32,1,0.0,CommandInjection,0.042027194066749075,False
32,1,0.0,BrowserHijacking,0.004602991944764097,False
32,1,0.0,DictionaryBruteForce,0.025510204081632626,False
32,1,0.0,DDoS-SlowLoris,-0.05378486055776888,False
32,1,0.0,DDoS-HTTP_Flood,-0.009029868025005827,False
32,1,0.0,DoS-HTTP_Flood,0.07917560384220834,False
32,1,0.0,Recon-PortScan,0.05856941098280302,False
32,1,0.0,Recon-OSScan,-0.019205526770293607,False
32,1,0.0,DDoS-ICMP_Flood,-6.163708086781572e-05,False
32,1,0.0,DDoS-RSTFINFlood,0.00017836970093343396,False
32,1,0.0,DDoS-TCP_Flood,-0.34686626281453864,False
32,1,0.0,DDoS-SynonymousIP_Flood,0.02492320176201246,False
32,1,0.0,DDoS-UDP_Flood,0.48850320583683393,True
32,1,0.0,DoS-TCP_Flood,0.3739500323066982,False
32,1,0.0,DDoS-PSHACK_Flood,-5.17705529095025e-05,False
32,1,0.0,DDoS-SYN_Flood,-0.20585092851691683,False
32,1,0.0,Recon-HostDiscovery,-0.0032451323015476596,False
32,1,0.0,DoS-SYN_Flood,0.1358770877549137,False
32,1,0.0,DoS-UDP_Flood,-0.34476421014882563,False
32,1,0.0,DNS_Spoofing,0.10543033178982814,True
32,1,0.0,MITM-ArpSpoofing,0.004147716936510837,False
32,1,0.0,Mirai-udpplain,0.004677754677754775,False
32,1,0.0,Mirai-greeth_flood,0.0026820573756578536,False
32,1,0.0,Mirai-greip_flood,0.0033112582781457123,False
32,1,0.0,DDoS-UDP_Fragmentation,0.0008368200836820217,False
32,1,0.0,DDoS-ACK_Fragmentation,-0.04224362833634354,False
32,1,0.0,VulnerabilityScan,0.11919090605148785,False
32,1,0.0,DDoS-ICMP_Fragmentation,-0.0007016840417000125,False
32,1,0.0,BenignTraffic,-0.022744731304899624,False
32,1,0.5,Uploading_Attack,0.0,False
32,1,0.5,Recon-PingSweep,0.0,False
32,1,0.5,Backdoor_Malware,0.008281573498964804,False
32,1,0.5,XSS,0.0,False
32,1,0.5,SqlInjection,0.03303684879288437,False
32,1,0.5,CommandInjection,0.04573547589616811,False
32,1,0.5,BrowserHijacking,0.004602991944764097,False
32,1,0.5,DictionaryBruteForce,0.08163265306122447,False
32,1,0.5,DDoS-SlowLoris,0.1155378486055777,True
32,1,0.5,DDoS-HTTP_Flood,0.09585552211159987,False
32,1,0.5,DoS-HTTP_Flood,0.008766203487829971,False
32,1,0.5,Recon-PortScan,0.04594167982055328,False
32,1,0.5,Recon-OSScan,-0.0733678756476684,False
32,1,0.5,DDoS-ICMP_Flood,6.163708086781572e-05,False
32,1,0.5,DDoS-RSTFINFlood,0.0,False
32,1,0.5,DDoS-TCP_Flood,0.10333178005591798,False
32,1,0.5,DDoS-SynonymousIP_Flood,-0.08798469831333677,False
32,1,0.5,DDoS-UDP_Flood,0.5632323678974132,True
32,1,0.5,DoS-TCP_Flood,-0.080928279129873,False
32,1,0.5,DDoS-PSHACK_Flood,-0.0007765582936425375,False
32,1,0.5,DDoS-SYN_Flood,-0.25306537776647164,False
32,1,0.5,Recon-HostDiscovery,-0.050723914128806835,False
32,1,0.5,DoS-SYN_Flood,0.2537602657562056,True
32,1,0.5,DoS-UDP_Flood,-0.3911152949614488,False
32,1,0.5,DNS_Spoofing,0.4988710726723049,True
32,1,0.5,MITM-ArpSpoofing,0.09459705293796616,False
32,1,0.5,Mirai-udpplain,0.015904365904365947,False
32,1,0.5,Mirai-greeth_flood,-0.013172636224749623,False
32,1,0.5,Mirai-greip_flood,0.21955669685092583,True
32,1,0.5,DDoS-UDP_Fragmentation,-0.0027782426778242275,False
32,1,0.5,DDoS-ACK_Fragmentation,-0.06873369456150913,False
32,1,0.5,VulnerabilityScan,0.3998996990972919,True
32,1,0.5,DDoS-ICMP_Fragmentation,0.005914194065757883,False
32,1,0.5,BenignTraffic,-0.13676897899201756,False
32,1,0.604,Uploading_Attack,0.0,False
32,1,0.604,Recon-PingSweep,0.0,False
32,1,0.604,Backdoor_Malware,0.008281573498964804,False
32,1,0.604,XSS,0.0,False
32,1,0.604,SqlInjection,0.02922490470139771,False
32,1,0.604,CommandInjection,0.048207663782447466,False
32,1,0.604,BrowserHijacking,0.009205983889528193,False
32,1,0.604,DictionaryBruteForce,0.022448979591836726,False
32,1,0.604,DDoS-SlowLoris,-0.06402959590210588,False
32,1,0.604,DDoS-HTTP_Flood,0.14100486223662878,True
32,1,0.604,DoS-HTTP_Flood,0.20581926699617648,True
32,1,0.604,Recon-PortScan,0.17554207859101104,True
32,1,0.604,Recon-OSScan,-0.07986183074265975,False
32,1,0.604,DDoS-ICMP_Flood,0.0002465483234713739,False
32,1,0.604,DDoS-RSTFINFlood,0.0003567394018668679,False
32,1,0.604,DDoS-TCP_Flood,0.07117893755824789,False
32,1,0.604,DDoS-SynonymousIP_Flood,0.579609343302614,True
32,1,0.604,DDoS-UDP_Flood,0.8329095732920627,True
32,1,0.604,DoS-TCP_Flood,-0.0033383588197286596,False
32,1,0.604,DDoS-PSHACK_Flood,0.001035411058190161,False
32,1,0.604,DDoS-SYN_Flood,0.09727804629865174,False
32,1,0.604,Recon-HostDiscovery,-0.06560159760359463,False
32,1,0.604,DoS-SYN_Flood,-0.15267140352496078,False
32,1,0.604,DoS-UDP_Flood,-0.4326250672404519,False
32,1,0.604,DNS_Spoofing,-0.0896253492020972,False
32,1,0.604,MITM-ArpSpoofing,0.12486810987811534,False
32,1,0.604,Mirai-udpplain,0.011503811503811523,False
32,1,0.604,Mirai-greeth_flood,0.038024104566287575,False
32,1,0.604,Mirai-greip_flood,0.004561427219894498,False
32,1,0.604,DDoS-UDP_Fragmentation,0.013054393305439338,False
32,1,0.604,DDoS-ACK_Fragmentation,-0.08274800990032782,False
32,1,0.604,VulnerabilityScan,0.34299565362754936,True
32,1,0.604,DDoS-ICMP_Fragmentation,-0.001403368083400136,False
32,1,0.604,BenignTraffic,0.32366988410540737,True
32,1,0.802,Uploading_Attack,0.0,False
32,1,0.802,Recon-PingSweep,0.0,False
32,1,0.802,Backdoor_Malware,0.008281573498964804,False
32,1,0.802,XSS,0.0,False
32,1,0.802,SqlInjection,0.03303684879288437,False
32,1,0.802,CommandInjection,0.048207663782447466,False
32,1,0.802,BrowserHijacking,0.009205983889528193,False
32,1,0.802,DictionaryBruteForce,0.2658163265306122,True
32,1,0.802,DDoS-SlowLoris,-0.0714285714285714,False
32,1,0.802,DDoS-HTTP_Flood,0.8337578143088678,True
32,1,0.802,DoS-HTTP_Flood,0.8819360253660357,True
32,1,0.802,Recon-PortScan,0.21558527872393451,True
32,1,0.802,Recon-OSScan,0.0681174438687392,False
32,1,0.802,DDoS-ICMP_Flood,0.9773175542406312,True
32,1,0.802,DDoS-RSTFINFlood,0.9990486949283548,True
32,1,0.802,DDoS-TCP_Flood,0.290831780055918,False
32,1,0.802,DDoS-SynonymousIP_Flood,0.5976931548136556,True
32,1,0.802,DDoS-UDP_Flood,0.8220207826663718,True
32,1,0.802,DoS-TCP_Flood,-0.11038121903941422,False
32,1,0.802,DDoS-PSHACK_Flood,0.09893352661006416,False
32,1,0.802,DDoS-SYN_Flood,0.1133553803103536,False
32,1,0.802,Recon-HostDiscovery,0.7560159760359461,True
32,1,0.802,DoS-SYN_Flood,-0.6220356187136662,False
32,1,0.802,DoS-UDP_Flood,0.5597991751837905,True
32,1,0.802,DNS_Spoofing,0.5646550074624009,True
32,1,0.802,MITM-ArpSpoofing,0.13778424595233763,True
32,1,0.802,Mirai-udpplain,0.9868329868329869,True
32,1,0.802,Mirai-greeth_flood,0.9675437107452046,True
32,1,0.802,Mirai-greip_flood,-0.003716718475469727,False
32,1,0.802,DDoS-UDP_Fragmentation,0.7071129707112971,True
32,1,0.802,DDoS-ACK_Fragmentation,0.028262760050839497,False
32,1,0.802,VulnerabilityScan,-0.26867268472082917,False
32,1,0.802,DDoS-ICMP_Fragmentation,0.14157310879443996,True
32,1,0.802,BenignTraffic,0.6096990748471995,True
32,1,0.896,Uploading_Attack,0.0,False
32,1,0.896,Recon-PingSweep,0.0,False
32,1,0.896,Backdoor_Malware,0.008281573498964804,False
32,1,0.896,XSS,0.0,False
32,1,0.896,SqlInjection,0.03303684879288437,False
32,1,0.896,CommandInjection,0.048207663782447466,False
32,1,0.896,BrowserHijacking,0.009205983889528193,False
32,1,0.896,DictionaryBruteForce,0.36887755102040815,True
32,1,0.896,DDoS-SlowLoris,0.8238474672737621,True
32,1,0.896,DDoS-HTTP_Flood,0.8397777263255383,True
32,1,0.896,DoS-HTTP_Flood,-0.11806397463396434,False
32,1,0.896,Recon-PortScan,0.21575143308133254,True
32,1,0.896,Recon-OSScan,0.0681174438687392,False
32,1,0.896,DDoS-ICMP_Flood,0.01664201183431946,False
32,1,0.896,DDoS-RSTFINFlood,0.9990486949283548,True
32,1,0.896,DDoS-TCP_Flood,0.290831780055918,False
32,1,0.896,DDoS-SynonymousIP_Flood,0.6207616066770997,True
32,1,0.896,DDoS-UDP_Flood,0.32638735352642045,True
32,1,0.896,DoS-TCP_Flood,0.8637195778591428,True
32,1,0.896,DDoS-PSHACK_Flood,0.9976703251190723,True
32,1,0.896,DDoS-SYN_Flood,0.1133553803103536,False
32,1,0.896,Recon-HostDiscovery,0.7577633549675487,True
32,1,0.896,DoS-SYN_Flood,0.27913629233182613,True
32,1,0.896,DoS-UDP_Flood,0.5597991751837905,True
32,1,0.896,DNS_Spoofing,0.5646550074624009,True
32,1,0.896,MITM-ArpSpoofing,0.13138075313807532,True
32,1,0.896,Mirai-udpplain,0.9887733887733888,True
32,1,0.896,Mirai-greeth_flood,0.9767781361398744,True
32,1,0.896,Mirai-greip_flood,0.9763819435058791,True
32,1,0.896,DDoS-UDP_Fragmentation,0.9898912133891213,True
32,1,0.896,DDoS-ACK_Fragmentation,0.8889223359422035,True
32,1,0.896,VulnerabilityScan,0.7307923771313942,True
32,1,0.896,DDoS-ICMP_Fragmentation,0.9698275862068966,True
32,1,0.896,BenignTraffic,0.6096990748471995,True
32,2,0.0,Uploading_Attack,0.0,False
32,2,0.0,Recon-PingSweep,0.0,False
32,2,0.0,Backdoor_Malware,0.002070393374741201,False
32,2,0.0,XSS,0.0017331022530329288,False
32,2,0.0,SqlInjection,0.017789072426937738,False
32,2,0.0,CommandInjection,0.03461063040791101,False
32,2,0.0,BrowserHijacking,0.012658227848101266,False
32,2,0.0,DictionaryBruteForce,0.027551020408163263,False
32,2,0.0,DDoS-SlowLoris,0.06260671599317014,False
32,2,0.0,DDoS-HTTP_Flood,0.04005556841861546,False
32,2,0.0,DoS-HTTP_Flood,-0.04448381982654104,False
32,2,0.0,Recon-PortScan,0.043781673174379004,False
32,2,0.0,Recon-OSScan,-0.034058721934369596,False
32,2,0.0,DDoS-ICMP_Flood,0.00012327416173563144,False
32,2,0.0,DDoS-RSTFINFlood,5.945656697781132e-05,False
32,2,0.0,DDoS-TCP_Flood,0.022891425908667218,False
32,2,0.0,DDoS-SynonymousIP_Flood,-0.08566626094012636,False
32,2,0.0,DDoS-UDP_Flood,-0.03073181516692458,False
32,2,0.0,DoS-TCP_Flood,0.01723023906956711,False
32,2,0.0,DDoS-PSHACK_Flood,-5.17705529095025e-05,False
32,2,0.0,DDoS-SYN_Flood,-0.22849147799542102,False
32,2,0.0,Recon-HostDiscovery,-0.04118821767348979,False
32,2,0.0,DoS-SYN_Flood,0.15460920919073545,False
32,2,0.0,DoS-UDP_Flood,0.051371705217859054,False
32,2,0.0,DNS_Spoofing,0.02977306647277178,False
32,2,0.0,MITM-ArpSpoofing,-0.014989994542477708,False
32,2,0.0,Mirai-udpplain,0.002633402633402615,False
32,2,0.0,Mirai-greeth_flood,-0.0037684603632659464,False
32,2,0.0,Mirai-greip_flood,0.015610217596972564,False
32,2,0.0,DDoS-UDP_Fragmentation,-0.000635983263598372,False
32,2,0.0,DDoS-ACK_Fragmentation,-0.027292795504715972,False
32,2,0.0,VulnerabilityScan,0.11494483450351056,False
32,2,0.0,DDoS-ICMP_Fragmentation,0.0,False
32,2,0.0,BenignTraffic,0.0515012858621956,False
32,2,0.5,Uploading_Attack,0.0,False
32,2,0.5,Recon-PingSweep,0.0,False
32,2,0.5,Backdoor_Malware,0.0,False
32,2,0.5,XSS,0.0017331022530329288,False
32,2,0.5,SqlInjection,0.017789072426937738,False
32,2,0.5,CommandInjection,0.01359703337453647,False
32,2,0.5,BrowserHijacking,0.012658227848101266,False
32,2,0.5,DictionaryBruteForce,0.09030612244897962,False
32,2,0.5,DDoS-SlowLoris,0.8554354012521344,True
32,2,0.5,DDoS-HTTP_Flood,-0.13382727483213697,False
32,2,0.5,DoS-HTTP_Flood,0.7512822904038049,True
32,2,0.5,Recon-PortScan,0.1656558943258287,True
32,2,0.5,Recon-OSScan,-0.12704663212435235,False
32,2,0.5,DDoS-ICMP_Flood,0.0005547337278105635,False
32,2,0.5,DDoS-RSTFINFlood,-5.945656697781132e-05,False
32,2,0.5,DDoS-TCP_Flood,0.04951071761416581,False
32,2,0.5,DDoS-SynonymousIP_Flood,0.44473424911609577,True
32,2,0.5,DDoS-UDP_Flood,-0.19340039796595176,False
32,2,0.5,DoS-TCP_Flood,0.16939478785268147,False
32,2,0.5,DDoS-PSHACK_Flood,0.0022261337751087185,False
32,2,0.5,DDoS-SYN_Flood,-0.1412872042737217,False
32,2,0.5,Recon-HostDiscovery,0.7138791812281577,True
32,2,0.5,DoS-SYN_Flood,-0.11608378702592964,False
32,2,0.5,DoS-UDP_Flood,0.312488793258024,True
32,2,0.5,DNS_Spoofing,-0.06674065286441389,False
32,2,0.5,MITM-ArpSpoofing,0.09248681098781153,False
32,2,0.5,Mirai-udpplain,0.006202356202356207,False
32,2,0.5,Mirai-greeth_flood,-0.006246817178747199,False
32,2,0.5,Mirai-greip_flood,0.1869847276659008,True
32,2,0.5,DDoS-UDP_Fragmentation,0.007966527196652695,False
32,2,0.5,DDoS-ACK_Fragmentation,0.28316275336142893,True
32,2,0.5,VulnerabilityScan,-0.07913741223671011,False
32,2,0.5,DDoS-ICMP_Fragmentation,-0.0087877572841486,False
32,2,0.5,BenignTraffic,-0.026285027220199764,False
32,2,0.604,Uploading_Attack,0.0,False
32,2,0.604,Recon-PingSweep,0.0,False
32,2,0.604,Backdoor_Malware,0.002070393374741201,False
32,2,0.604,XSS,0.0017331022530329288,False
32,2,0.604,SqlInjection,0.017789072426937738,False
32,2,0.604,CommandInjection,0.03955500618046972,False
32,2,0.604,BrowserHijacking,0.012658227848101266,False
32,2,0.604,DictionaryBruteForce,0.06581632653061226,False
32,2,0.604,DDoS-SlowLoris,0.1087080250426864,True
32,2,0.604,DDoS-HTTP_Flood,0.13660569576290815,True
32,2,0.604,DoS-HTTP_Flood,-0.05781964002611206,False
32,2,0.604,Recon-PortScan,0.09595414139735815,False
32,2,0.604,Recon-OSScan,0.006217616580310885,False
32,2,0.604,DDoS-ICMP_Flood,0.0004930966469427478,False
32,2,0.604,DDoS-RSTFINFlood,0.00017836970093343396,False
32,2,0.604,DDoS-TCP_Flood,-0.09325489282385835,False
32,2,0.604,DDoS-SynonymousIP_Flood,-0.5255317915724802,False
32,2,0.604,DDoS-UDP_Flood,0.2071633871324342,True
32,2,0.604,DoS-TCP_Flood,0.15717208701270732,False
32,2,0.604,DDoS-PSHACK_Flood,0.00020708221163801,False
32,2,0.604,DDoS-SYN_Flood,-0.007173747138132791,False
32,2,0.604,Recon-HostDiscovery,-0.018771842236645075,False
32,2,0.604,DoS-SYN_Flood,0.19350373719664116,False
32,2,0.604,DoS-UDP_Flood,-0.12972924511386053,False
32,2,0.604,DNS_Spoofing,0.0019134361486357054,False
32,2,0.604,MITM-ArpSpoofing,0.014953611060578492,False
32,2,0.604,Mirai-udpplain,0.0037075537075537124,False
32,2,0.604,Mirai-greeth_flood,0.05985401459854023,False
32,2,0.604,Mirai-greip_flood,0.002804433031490694,False
32,2,0.604,DDoS-UDP_Fragmentation,-0.001238493723849432,False
32,2,0.604,DDoS-ACK_Fragmentation,-0.02939995986353605,False
32,2,0.604,VulnerabilityScan,0.12848545636910735,False
32,2,0.604,DDoS-ICMP_Fragmentation,0.0021718791766907053,False
32,2,0.604,BenignTraffic,-0.03747369827327085,False
32,2,0.802,Uploading_Attack,0.0,False
32,2,0.802,Recon-PingSweep,0.0,False
32,2,0.802,Backdoor_Malware,0.002070393374741201,False
32,2,0.802,XSS,0.0017331022530329288,False
32,2,0.802,SqlInjection,0.017789072426937738,False
32,2,0.802,CommandInjection,0.0407911001236094,False
32,2,0.802,BrowserHijacking,0.012658227848101266,False
32,2,0.802,DictionaryBruteForce,0.3903061224489796,True
32,2,0.802,DDoS-SlowLoris,0.9504837791690381,True
32,2,0.802,DDoS-HTTP_Flood,0.8573743922204214,True
32,2,0.802,DoS-HTTP_Flood,0.7992166371351301,True
32,2,0.802,Recon-PortScan,0.19165905125861926,True
32,2,0.802,Recon-OSScan,0.06272884283246978,False
32,2,0.802,DDoS-ICMP_Flood,0.997904339250493,True
32,2,0.802,DDoS-RSTFINFlood,0.998989238361377,True
32,2,0.802,DDoS-TCP_Flood,0.8326537744641193,True
