arch,seed,dose,class,M0_test_recall,compressed_test_recall,recall_loss,validation_2sd_band,material_and_beyond_band
cnn1d,0,0.0,BenignTraffic,0.6791022343943088,0.6052904044621088,0.07381182993220003,0.08575705286341911,False
cnn1d,0,0.2,Uploading_Attack,0.02127659574468085,0.0,0.02127659574468085,0.02854554864893348,False
cnn1d,0,0.2,Recon-PingSweep,0.0,0.0,0.0,0.0,False
cnn1d,0,0.2,Backdoor_Malware,0.004140786749482402,0.0,0.004140786749482402,0.03750541589535823,False
cnn1d,0,0.2,XSS,0.02772963604852686,0.0,0.02772963604852686,0.014908709301633669,False
cnn1d,0,0.2,SqlInjection,0.04701397712833545,0.0,0.04701397712833545,0.030357587108549838,False
cnn1d,0,0.2,CommandInjection,0.0630407911001236,0.00865265760197775,0.05438813349814585,0.032744446919116224,False
cnn1d,0,0.2,BrowserHijacking,0.019562715765247412,0.0023014959723820483,0.017261219792865365,0.02777429715263441,False
cnn1d,0,0.2,DictionaryBruteForce,0.32755102040816325,0.30714285714285716,0.02040816326530609,0.050344329023276055,False
cnn1d,0,0.2,DDoS-SlowLoris,0.954183266932271,0.8847467273762094,0.06943653955606155,0.03310488431469255,False
cnn1d,0,0.2,DDoS-HTTP_Flood,0.7960175966658949,0.8004167631396156,-0.004399166473720739,0.06283048765589343,False
cnn1d,0,0.2,DoS-HTTP_Flood,0.8669215704560291,0.8616991513568963,0.005222419099132791,0.03985415067034641,False
cnn1d,0,0.2,Recon-PortScan,0.2467392207360638,0.20569909445875217,0.04104012627731163,0.07985045010637541,False
cnn1d,0,0.2,Recon-OSScan,0.11454231433506044,0.11875647668393782,-0.004214162348877379,0.10326414789120288,False
cnn1d,0,0.2,DDoS-ICMP_Flood,0.997904339250493,0.9976577909270217,0.0002465483234713739,0.0012315082587516983,False
cnn1d,0,0.2,DDoS-RSTFINFlood,0.9991676080623105,0.9991676080623105,0.0,0.0010455514158798306,False
cnn1d,0,0.2,DDoS-TCP_Flood,0.6484739049394221,0.9802539608574091,-0.331780055917987,0.23415091411258288,False
cnn1d,0,0.2,DDoS-SynonymousIP_Flood,0.34167970787689095,0.5958384049150872,-0.25415869703819627,0.235929254057588,False
cnn1d,0,0.2,DDoS-UDP_Flood,0.7421512270616847,0.19113420296263542,0.5510170240990493,0.09047640950289787,True
cnn1d,0,0.2,DoS-TCP_Flood,0.41158733577428386,0.062405772130088306,0.34918156364419556,0.2643813212009498,True
cnn1d,0,0.2,DDoS-PSHACK_Flood,0.9983433423068958,0.9986021950714433,-0.0002588527645475125,0.11038504026051069,False
cnn1d,0,0.2,DDoS-SYN_Flood,0.5225642330195879,0.12088527092342916,0.4016789620961587,0.5238379149660953,False
cnn1d,0,0.2,Recon-HostDiscovery,0.7047428856714928,0.8234148776834748,-0.11867199201198197,0.05981364338037638,False
cnn1d,0,0.2,DoS-SYN_Flood,0.16439051397988372,0.2451324167204946,-0.08074190274061088,0.1338491875766533,False
cnn1d,0,0.2,DoS-UDP_Flood,0.6823112784651246,0.9725210686749148,-0.2902097902097902,0.013090549202921372,False
cnn1d,0,0.2,DNS_Spoofing,0.612758792239103,0.37595193448394626,0.23680685775515675,0.09199911478240713,True
cnn1d,0,0.2,MITM-ArpSpoofing,0.12505002728761141,0.1008186283427324,0.02423139894487901,0.07459414892841161,False
cnn1d,0,0.2,Mirai-udpplain,0.9874220374220374,0.9917532917532917,-0.004331254331254364,0.0030144583209302193,False
