mapping,attacker_seeds,held_out_seed,recipe,misattribution_rate,attack_to_benign_rate,cross_family_rate,wrong_family_or_benign_rate
M2_web_credential_merged,"(1, 2, 4)",0,protect_conv0,0.33157153380325644,0.013640922768304914,0.2524362844992128,0.2660772072675177
M2_web_credential_merged,"(1, 2, 4)",3,protect_conv0,0.21599859232610297,0.033913139368367776,0.14958182432363892,0.1834949636920067
M2_web_credential_merged,"(1, 2, 4)",0,global80,0.2929501372685155,0.018839852892009363,0.20857781877164772,0.22741767166365706
M2_web_credential_merged,"(1, 2, 4)",3,global80,0.23846120612212934,0.04005833051393916,0.1625013388371492,0.20255966935108838
M2_web_credential_merged,"(1, 2, 4)",0,dense,0.18324709769438524,0.03132203271507456,0.12182050402800547,0.15314253674308004
M2_web_credential_merged,"(1, 2, 4)",3,dense,0.18624695204063432,0.032186470506050155,0.11562073049777327,0.14780720100382344
M2_web_credential_merged,"(1, 3, 4)",0,default_layerwise80,0.4876133478923739,0.0,0.39922302487575007,0.39922302487575007
M2_web_credential_merged,"(1, 3, 4)",2,default_layerwise80,1.0,0.0,0.999898634950669,0.999898634950669
M2_web_credential_merged,"(1, 3, 4)",0,protect_conv0,0.0948665489060383,0.0,0.060525362739661116,0.060525362739661116
M2_web_credential_merged,"(1, 3, 4)",2,protect_conv0,0.0709686789969639,0.0003264011936957941,0.05960289163489192,0.059929292828587714
M2_web_credential_merged,"(1, 3, 4)",0,global80,0.1556098879376278,0.0,0.13750803714019946,0.13750803714019946
M2_web_credential_merged,"(1, 3, 4)",2,global80,0.0974876132596639,0.0,0.08847758569167276,0.08847758569167276
M2_web_credential_merged,"(1, 3, 4)",0,dense,0.07458084201891071,0.00013988622586962604,0.06713853653207218,0.0672784227579418
M2_web_credential_merged,"(1, 3, 4)",2,dense,0.07833066980010468,9.325748391308402e-05,0.07040320703147565,0.07049646451538873
M2_web_credential_merged,"(2, 3, 4)",0,default_layerwise80,0.35414632127404017,0.0061086723489898725,0.3061004172365789,0.3122090895855687
M2_web_credential_merged,"(2, 3, 4)",1,default_layerwise80,0.6955589545962019,0.24642801797854313,0.22522390716467805,0.4716519251432212
M2_web_credential_merged,"(2, 3, 4)",0,protect_conv0,0.2653277565182735,0.025478198726004625,0.11690802576446717,0.1423862244904718
M2_web_credential_merged,"(2, 3, 4)",1,protect_conv0,0.229001428272729,0.03549179602504317,0.10326639077088033,0.1387581867959235
M2_web_credential_merged,"(2, 3, 4)",0,global80,0.2646854258128922,0.023636422514900973,0.14629931828990356,0.1699357408048045
M2_web_credential_merged,"(2, 3, 4)",1,global80,0.23123153726140472,0.049156761693595216,0.10753591920664227,0.1566926809002375
M2_web_credential_merged,"(2, 3, 4)",0,dense,0.21327264578684554,0.04018142549087638,0.10296833065292574,0.14314975614380213
M2_web_credential_merged,"(2, 3, 4)",1,dense,0.20323795608843137,0.044688049329662326,0.09578024614177104,0.14046829547143336
M3_coarse_four,"(0, 1, 2)",3,default_layerwise80,0.7061209380144122,0.07734404796485833,0.019533380808152083,0.09687742877301042
M3_coarse_four,"(0, 1, 2)",4,default_layerwise80,0.46356268330746225,0.003561324679647196,0.04886611241421527,0.05242743709386247
M3_coarse_four,"(0, 1, 2)",3,protect_conv0,0.3564203859843868,0.02662013383605154,0.0016123548093511927,0.028232488645402735
M3_coarse_four,"(0, 1, 2)",4,protect_conv0,0.20903956306195737,0.027822731692507558,0.0038436018025189995,0.03166633349502656
M3_coarse_four,"(0, 1, 2)",3,global80,0.4666198977623213,0.03319580453994938,0.0028915684456097893,0.03608737298555917
M3_coarse_four,"(0, 1, 2)",4,global80,0.2540999113298263,0.023579097144329823,0.0026073530141443087,0.026186450158474133
M3_coarse_four,"(0, 1, 2)",3,dense,0.21269653913432549,0.02259723660181027,0.004518120720754029,0.027115357322564298
M3_coarse_four,"(0, 1, 2)",4,dense,0.17721303339684558,0.017196534149008076,0.0033807706055642376,0.020577304754572315
M3_coarse_four,"(0, 1, 3)",2,default_layerwise80,1.0,0.0,0.0,0.0
M3_coarse_four,"(0, 1, 3)",4,default_layerwise80,0.4865821677470147,0.0,0.0003336169488316492,0.0003336169488316492
M3_coarse_four,"(0, 1, 3)",2,protect_conv0,0.4050230900147226,0.0003264011936957941,0.00046101243642678697,0.0007874136301225811
M3_coarse_four,"(0, 1, 3)",4,protect_conv0,0.18440307899133845,4.662874195654201e-05,0.0010474795884514896,0.0010941083304080318
M3_coarse_four,"(0, 1, 3)",2,global80,0.469288192017782,0.0,0.0006475274042529551,0.0006475274042529551
M3_coarse_four,"(0, 1, 3)",4,global80,0.24378092041460958,4.662874195654201e-05,0.000740784888166039,0.0007874136301225811
M3_coarse_four,"(0, 1, 3)",2,dense,0.2118136086992702,9.325748391308402e-05,0.0004807189298371304,0.0005739764137502145
M3_coarse_four,"(0, 1, 3)",4,dense,0.16462134739931228,0.00023314370978271006,0.0006278209108426116,0.0008609646206253217
M3_coarse_four,"(0, 1, 4)",2,default_layerwise80,1.0,0.0,0.0,0.0
M3_coarse_four,"(0, 1, 4)",3,default_layerwise80,0.674811153595076,0.0002797724517392521,0.0002797724517392521,0.0005595449034785042
M3_coarse_four,"(0, 1, 4)",2,protect_conv0,0.11162920824396158,0.0006528023873915882,0.0006528023873915882,0.0013056047747831763
M3_coarse_four,"(0, 1, 4)",3,protect_conv0,0.16329385433181012,0.0002797724517392521,0.0011190898069570084,0.0013988622586962604
M3_coarse_four,"(0, 1, 4)",2,global80,0.1669308962044204,0.0,0.0010258323230439243,0.0010258323230439243
M3_coarse_four,"(0, 1, 4)",3,global80,0.225310081134011,0.00018651496782616804,0.0012123472908700922,0.0013988622586962604
M3_coarse_four,"(0, 1, 4)",2,dense,0.13270539960831856,0.00018651496782616804,0.0007460598713046722,0.0009325748391308403
M3_coarse_four,"(0, 1, 4)",3,dense,0.16301408188007088,9.325748391308402e-05,0.0011190898069570084,0.0012123472908700922
M3_coarse_four,"(0, 2, 3)",1,default_layerwise80,0.7380376133030575,0.2546953838422771,0.012782895567712508,0.26747827940998953
M3_coarse_four,"(0, 2, 3)",4,default_layerwise80,0.45359983766907014,0.003053680739462541,0.12030501272901512,0.12335869346847766
M3_coarse_four,"(0, 2, 3)",1,protect_conv0,0.2927050482426471,0.035431776213050235,0.004945748326489176,0.04037752453953941
M3_coarse_four,"(0, 2, 3)",4,protect_conv0,0.2752596386199918,0.0463348839077221,0.004987481115388543,0.05132236502311065
M3_coarse_four,"(0, 2, 3)",1,global80,0.3950153189175178,0.0504338051752535,0.00391136464691344,0.05434516982216694
M3_coarse_four,"(0, 2, 3)",4,global80,0.30475923566720625,0.039803644736476296,0.004060294524107524,0.043863939260583816
M3_coarse_four,"(0, 2, 3)",1,dense,0.3267816859537219,0.05034903699212863,0.008348685773307716,0.05869772276543635
M3_coarse_four,"(0, 2, 3)",4,dense,0.24504670053843058,0.03734154741057738,0.0051187167548314,0.04246026416540878
M3_coarse_four,"(0, 2, 4)",1,default_layerwise80,0.40363222264507126,0.000662390287043683,0.00023266826863977696,0.0008950585556834599
M3_coarse_four,"(0, 2, 4)",3,default_layerwise80,0.34562546677779243,0.0002122311038283816,0.00026690854655205036,0.000479139650380432
M3_coarse_four,"(0, 2, 4)",1,protect_conv0,0.15925530912702013,0.00033120472374367917,0.0008017819113267003,0.0011329866350703796
M3_coarse_four,"(0, 2, 4)",3,protect_conv0,0.21993880435763286,0.0002833750992751659,0.0006783430777365144,0.0009617181770116802
M3_coarse_four,"(0, 2, 4)",1,global80,0.2323364699549153,0.0003066894702534369,0.0005027348564006733,0.0008094243266541103
M3_coarse_four,"(0, 2, 4)",3,global80,0.2064990882832764,0.0002600607282968949,0.0008841326487494574,0.0011441933770463524
M3_coarse_four,"(0, 2, 4)",1,dense,0.18683237097361882,0.00037903434821219247,0.0004903272319127293,0.0008693615801249218
M3_coarse_four,"(0, 2, 4)",3,dense,0.3654594954985319,0.0003078903527654082,0.0005959923403137574,0.0009038826930791655
M3_coarse_four,"(0, 3, 4)",1,default_layerwise80,0.9771519164412944,0.0008393173552177563,0.0002797724517392521,0.0011190898069570084
M3_coarse_four,"(0, 3, 4)",2,default_layerwise80,1.0,0.0,0.0,0.0
M3_coarse_four,"(0, 3, 4)",1,protect_conv0,0.19201715937704,0.00018651496782616804,0.0012123472908700922,0.0013988622586962604
M3_coarse_four,"(0, 3, 4)",2,protect_conv0,0.11162920824396158,0.0006528023873915882,0.0006528023873915882,0.0013056047747831763
M3_coarse_four,"(0, 3, 4)",1,global80,0.21160123099878766,0.0003730299356523361,0.0007460598713046722,0.0011190898069570084
M3_coarse_four,"(0, 3, 4)",2,global80,0.1669308962044204,0.0,0.0010258323230439243,0.0010258323230439243
M3_coarse_four,"(0, 3, 4)",1,dense,0.12487177095961952,9.325748391308402e-05,0.0010258323230439243,0.0011190898069570084
M3_coarse_four,"(0, 3, 4)",2,dense,0.13270539960831856,0.00018651496782616804,0.0007460598713046722,0.0009325748391308403
M3_coarse_four,"(1, 2, 3)",0,default_layerwise80,0.62820253508283,0.00532891967395048,0.00453200413832456,0.009860923812275041
M3_coarse_four,"(1, 2, 3)",4,default_layerwise80,0.5969973250641433,0.000382687229727144,0.08382223689276949,0.08420492412249664
M3_coarse_four,"(1, 2, 3)",0,protect_conv0,0.4350283478737854,0.018148941869809806,0.0010656104953591123,0.01921455236516892
M3_coarse_four,"(1, 2, 3)",4,protect_conv0,0.21672962042927546,0.025491149509319706,0.003025532667604751,0.028516682176924456
M3_coarse_four,"(1, 2, 3)",0,global80,0.3264022021973786,0.010705675251616854,0.0043300980961384706,0.015035773347755325
M3_coarse_four,"(1, 2, 3)",4,global80,0.24806117946053102,0.022142636249207197,0.0025680901694690532,0.02471072641867625
M3_coarse_four,"(1, 2, 3)",0,dense,0.28120388900610865,0.018974692261455726,0.0018190905190119415,0.020793782780467666
M3_coarse_four,"(1, 2, 3)",4,dense,0.19911039145967813,0.02456071865371268,0.0033278507157362383,0.027888569369448914
M3_coarse_four,"(1, 2, 4)",0,default_layerwise80,0.3035320149407973,0.0023069207622868604,0.0029864219367160974,0.0052933426990029574
M3_coarse_four,"(1, 2, 4)",3,default_layerwise80,0.597101603120026,0.08329461713500101,0.02208855255612177,0.10538316969112278
M3_coarse_four,"(1, 2, 4)",0,protect_conv0,0.33157153380325644,0.013640922768304914,0.0017311658348214993,0.015372088603126414
M3_coarse_four,"(1, 2, 4)",3,protect_conv0,0.21599859232610297,0.033913139368367776,0.005340146396431806,0.03925328576479959
M3_coarse_four,"(1, 2, 4)",0,global80,0.2929501372685155,0.018839852892009363,0.008511418741317613,0.027351271633326974
M3_coarse_four,"(1, 2, 4)",3,global80,0.23846120612212934,0.04005833051393916,0.0053918067229226764,0.04545013723686183
M3_coarse_four,"(1, 2, 4)",0,dense,0.18324709769438524,0.03132203271507456,0.004338454829623128,0.035660487544697694
M3_coarse_four,"(1, 2, 4)",3,dense,0.18624695204063432,0.032186470506050155,0.006657293878884571,0.038843764384934726
M3_coarse_four,"(1, 3, 4)",0,default_layerwise80,0.4876133478923739,0.0,0.000406818285429333,0.000406818285429333
M3_coarse_four,"(1, 3, 4)",2,default_layerwise80,1.0,0.0,0.0,0.0
M3_coarse_four,"(1, 3, 4)",0,protect_conv0,0.0948665489060383,0.0,0.0005041295520513704,0.0005041295520513704
M3_coarse_four,"(1, 3, 4)",2,protect_conv0,0.0709686789969639,0.0003264011936957941,0.0015934643103331775,0.0019198655040289715
M3_coarse_four,"(1, 3, 4)",0,global80,0.1556098879376278,0.0,0.0003176145842252023,0.0003176145842252023
M3_coarse_four,"(1, 3, 4)",2,global80,0.0974876132596639,0.0,0.0006649637355184482,0.0006649637355184482
M3_coarse_four,"(1, 3, 4)",0,dense,0.07458084201891071,0.00013988622586962604,0.0006142812108529528,0.0007541674367225788
M3_coarse_four,"(1, 3, 4)",2,dense,0.07833066980010468,9.325748391308402e-05,0.0005081833347603237,0.0006014408186734077
M3_coarse_four,"(2, 3, 4)",0,default_layerwise80,0.35414632127404017,0.0061086723489898725,0.005846850351058792,0.011955522700048665
M3_coarse_four,"(2, 3, 4)",1,default_layerwise80,0.6955589545962019,0.24642801797854313,0.015900972682676245,0.2623289906612194
M3_coarse_four,"(2, 3, 4)",0,protect_conv0,0.2653277565182735,0.025478198726004625,0.001995067932427569,0.027473266658432194
M3_coarse_four,"(2, 3, 4)",1,protect_conv0,0.229001428272729,0.03549179602504317,0.008116536191733924,0.043608332216777096
M3_coarse_four,"(2, 3, 4)",0,global80,0.2646854258128922,0.023636422514900973,0.010216672447755936,0.03385309496265691
M3_coarse_four,"(2, 3, 4)",1,global80,0.23123153726140472,0.049156761693595216,0.005712339877238166,0.05486910157083338
M3_coarse_four,"(2, 3, 4)",0,dense,0.21327264578684554,0.04018142549087638,0.004743291124468478,0.04492471661534486
M3_coarse_four,"(2, 3, 4)",1,dense,0.20323795608843137,0.044688049329662326,0.009121564668376193,0.05380961399803852
