seed,cell,class,M0_test_recall,compressed_test_recall,recall_loss,material_and_beyond_band
0,gradual_perlayer80,Uploading_Attack,0.02127659574468085,0.005319148936170213,0.015957446808510637,False
0,gradual_perlayer80,Recon-PingSweep,0.0,0.0,0.0,False
0,gradual_perlayer80,Backdoor_Malware,0.004140786749482402,0.0,0.004140786749482402,False
0,gradual_perlayer80,XSS,0.02772963604852686,0.0,0.02772963604852686,False
0,gradual_perlayer80,SqlInjection,0.04701397712833545,0.0,0.04701397712833545,False
0,gradual_perlayer80,CommandInjection,0.0630407911001236,0.0,0.0630407911001236,False
0,gradual_perlayer80,BrowserHijacking,0.019562715765247412,0.0,0.019562715765247412,False
0,gradual_perlayer80,DictionaryBruteForce,0.32755102040816325,0.20918367346938777,0.11836734693877549,True
0,gradual_perlayer80,DDoS-SlowLoris,0.954183266932271,0.9080819578827547,0.04610130904951626,False
0,gradual_perlayer80,DDoS-HTTP_Flood,0.7960175966658949,0.4808983561009493,0.3151192405649456,True
0,gradual_perlayer80,DoS-HTTP_Flood,0.8669215704560291,0.8009885293294787,0.0659330411265504,False
0,gradual_perlayer80,Recon-PortScan,0.2467392207360638,0.2080252554623245,0.0387139652737393,False
0,gradual_perlayer80,Recon-OSScan,0.11454231433506044,0.003316062176165803,0.11122625215889465,True
0,gradual_perlayer80,DDoS-ICMP_Flood,0.997904339250493,0.997904339250493,0.0,False
0,gradual_perlayer80,DDoS-RSTFINFlood,0.9991676080623105,0.9986324989595101,0.0005351091028004129,False
0,gradual_perlayer80,DDoS-TCP_Flood,0.6484739049394221,0.9741379310344828,-0.3256640260950606,False
0,gradual_perlayer80,DDoS-SynonymousIP_Flood,0.34167970787689095,0.9793079464440967,-0.6376282385672057,False
0,gradual_perlayer80,DDoS-UDP_Flood,0.7421512270616847,0.9830311739995579,-0.24087994693787318,False
0,gradual_perlayer80,DoS-TCP_Flood,0.41158733577428386,0.0813590351066121,0.3302283006676717,True
0,gradual_perlayer80,DDoS-PSHACK_Flood,0.9983433423068958,0.9987575067301718,-0.00041416442327602,False
0,gradual_perlayer80,DDoS-SYN_Flood,0.5225642330195879,0.03123887051640804,0.4913253625031798,False
0,gradual_perlayer80,Recon-HostDiscovery,0.7047428856714928,0.4943085371942087,0.2104343484772841,True
0,gradual_perlayer80,DoS-SYN_Flood,0.16439051397988372,0.14104456953031283,0.023345944449570888,False
0,gradual_perlayer80,DoS-UDP_Flood,0.6823112784651246,0.22534516765285997,0.4569661108122647,True
0,gradual_perlayer80,DNS_Spoofing,0.612758792239103,0.7333818070490987,-0.12062301480999571,False
0,gradual_perlayer80,MITM-ArpSpoofing,0.12505002728761141,0.16918319083136257,-0.04413316354375116,False
0,gradual_perlayer80,Mirai-udpplain,0.9874220374220374,0.973977823977824,0.013444213444213426,False
0,gradual_perlayer80,Mirai-greeth_flood,0.9728399253097946,0.9906637243252419,-0.017823799015447284,False
0,gradual_perlayer80,Mirai-greip_flood,0.9839167455061495,0.5013515339910799,0.4825652115150696,True
0,gradual_perlayer80,DDoS-UDP_Fragmentation,0.9898242677824268,0.9901255230125523,-0.0003012552301254745,False
0,gradual_perlayer80,DDoS-ACK_Fragmentation,0.9651481704461837,0.9218342364037728,0.043313934042410906,False
0,gradual_perlayer80,VulnerabilityScan,0.6740220661985958,0.16405884319625544,0.5099632230023404,True
0,gradual_perlayer80,DDoS-ICMP_Fragmentation,0.9721331194867683,0.964514835605453,0.0076182838813152465,False
0,gradual_perlayer80,BenignTraffic,0.6791022343943088,0.2518953942754083,0.42720684011890053,True
0,gradual_global80,Uploading_Attack,0.02127659574468085,0.0,0.02127659574468085,False
0,gradual_global80,Recon-PingSweep,0.0,0.0,0.0,False
0,gradual_global80,Backdoor_Malware,0.004140786749482402,0.016563146997929608,-0.012422360248447206,False
0,gradual_global80,XSS,0.02772963604852686,0.006932409012131715,0.020797227036395145,False
0,gradual_global80,SqlInjection,0.04701397712833545,0.035578144853875476,0.011435832274459976,False
0,gradual_global80,CommandInjection,0.0630407911001236,0.04326328800988875,0.01977750309023485,False
0,gradual_global80,BrowserHijacking,0.019562715765247412,0.009205983889528193,0.010356731875719219,False
0,gradual_global80,DictionaryBruteForce,0.32755102040816325,0.40255102040816326,-0.07500000000000001,False
0,gradual_global80,DDoS-SlowLoris,0.954183266932271,0.9428002276607854,0.01138303927148554,False
0,gradual_global80,DDoS-HTTP_Flood,0.7960175966658949,0.8506598749710581,-0.05464227830516322,False
0,gradual_global80,DoS-HTTP_Flood,0.8669215704560291,0.8072367807516553,0.05968478970437385,False
0,gradual_global80,Recon-PortScan,0.2467392207360638,0.20453601395696602,0.04220320677909778,False
