cell,class,mean_recall_loss,sd_recall_loss,affected_frequency,n
prune50,Backdoor_Malware,0.007453416149068323,0.022327635137959278,0.0,5
prune50,BenignTraffic,-0.010868040479609898,0.011235247987828635,0.0,5
prune50,BrowserHijacking,-0.004372842347525892,0.014610421402166977,0.0,5
prune50,CommandInjection,-0.006427688504326329,0.020874988215163953,0.0,5
prune50,DDoS-ACK_Fragmentation,0.0453408254732758,0.0772082776472322,0.2,5
prune50,DDoS-HTTP_Flood,-0.011715674924751096,0.015209757596468193,0.0,5
prune50,DDoS-ICMP_Flood,7.396449704140106e-05,5.15692817143762e-05,0.0,5
prune50,DDoS-ICMP_Fragmentation,-0.0013499064421277796,0.0026268004573282862,0.0,5
prune50,DDoS-PSHACK_Flood,0.05751708428246014,0.24164865400237437,0.0,5
prune50,DDoS-RSTFINFlood,0.0,4.204214169608254e-05,0.0,5
prune50,DDoS-SYN_Flood,0.01295344696006106,0.052930372971036255,0.0,5
prune50,DDoS-SlowLoris,-0.0012521343198633739,0.010146640334961902,0.0,5
prune50,DDoS-SynonymousIP_Flood,-0.0938619370544253,0.21739585978072964,0.2,5
prune50,DDoS-TCP_Flood,-0.030906337371854643,0.1532239383717984,0.0,5
prune50,DDoS-UDP_Flood,0.041742206500110554,0.1335336312709324,0.0,5
prune50,DDoS-UDP_Fragmentation,-0.00028786610878661634,0.00046114785203133673,0.0,5
prune50,DNS_Spoofing,-0.028739810952508504,0.02208113605961306,0.0,5
prune50,DictionaryBruteForce,-0.007653061224489799,0.025407958363242306,0.0,5
prune50,DoS-HTTP_Flood,0.008486431036090637,0.013679477452985023,0.0,5
prune50,DoS-SYN_Flood,0.03860847097905325,0.08637598801857495,0.0,5
prune50,DoS-TCP_Flood,-0.027019168640964895,0.12767577925706491,0.0,5
prune50,DoS-UDP_Flood,-0.03144163528778916,0.07397086491353182,0.0,5
prune50,MITM-ArpSpoofing,0.009263234491540845,0.010285610976408703,0.0,5
prune50,Mirai-greeth_flood,-0.0027974876930911387,0.0006817969968442056,0.0,5
prune50,Mirai-greip_flood,-0.0031625895391269145,0.003884822770657862,0.0,5
prune50,Mirai-udpplain,-0.0003118503118503035,0.0012562728336994581,0.0,5
prune50,Recon-HostDiscovery,-0.0032850723914128687,0.03328126470048883,0.0,5
prune50,Recon-OSScan,-0.007350604490500856,0.024002539332294792,0.0,5
prune50,Recon-PingSweep,0.001176470588235294,0.008473447229934079,0.0,5
prune50,Recon-PortScan,0.004270166985129181,0.029715662821536506,0.0,5
prune50,SqlInjection,-0.0020330368487928826,0.00586428501103651,0.0,5
prune50,Uploading_Attack,-0.00851063829787234,0.03520296193143467,0.0,5
prune50,VulnerabilityScan,-0.003530591775325953,0.012527056739673493,0.0,5
prune50,XSS,0.01975736568457539,0.024589294832078265,0.0,5
prune80,Backdoor_Malware,0.024844720496894408,0.02522993293365205,0.0,5
prune80,BenignTraffic,-0.007675094352226064,0.013762571883018621,0.0,5
prune80,BrowserHijacking,0.0013808975834292297,0.015596774808358922,0.0,5
prune80,CommandInjection,0.009641532756489494,0.022307985712565606,0.0,5
prune80,DDoS-ACK_Fragmentation,-0.018355742859054103,0.09383479574184361,0.0,5
prune80,DDoS-HTTP_Flood,-0.010141236397314212,0.0077683382782303655,0.0,5
prune80,DDoS-ICMP_Flood,6.163708086783792e-05,9.745678193321296e-05,0.0,5
prune80,DDoS-ICMP_Fragmentation,-0.0002606255012028713,0.0030706284846096607,0.0,5
prune80,DDoS-PSHACK_Flood,0.12068751294263821,0.12290556272712541,0.0,5
prune80,DDoS-RSTFINFlood,7.134788037339579e-05,0.00016498527766826792,0.0,5
prune80,DDoS-SYN_Flood,0.04443653014500127,0.11050423908256352,0.0,5
prune80,DDoS-SlowLoris,0.0011952191235060194,0.008679334182371741,0.0,5
prune80,DDoS-SynonymousIP_Flood,-0.17598098881353968,0.23855417399450551,0.0,5
prune80,DDoS-TCP_Flood,0.0005824790307548677,0.19668755824942105,0.0,5
prune80,DDoS-UDP_Flood,0.036579703736458094,0.10145148966253892,0.0,5
prune80,DDoS-UDP_Fragmentation,-0.0003481171548117334,0.00046296650448928453,0.0,5
prune80,DNS_Spoofing,-0.027698901687650702,0.03355302247067065,0.0,5
prune80,DictionaryBruteForce,-0.0008163265306122214,0.023951351151674863,0.0,5
prune80,DoS-HTTP_Flood,0.021113494357922223,0.008564622317335494,0.0,5
prune80,DoS-SYN_Flood,0.06439974162591125,0.08894798278297446,0.0,5
prune80,DoS-TCP_Flood,-0.03492354081412881,0.18252438151329714,0.0,5
prune80,DoS-UDP_Flood,-0.028348574502420676,0.05673546226664403,0.0,5
prune80,MITM-ArpSpoofing,0.013440058213571037,0.009628831946744512,0.0,5
prune80,Mirai-greeth_flood,-0.0011135630622983949,0.0020503158192923553,0.0,5
prune80,Mirai-greip_flood,0.003804568184889834,0.0067627194271558215,0.0,5
prune80,Mirai-udpplain,6.237006237006515e-05,0.0012254066933029364,0.0,5
prune80,Recon-HostDiscovery,0.013130304543185266,0.03916950405345988,0.0,5
prune80,Recon-OSScan,0.006355785837651123,0.02374984447508328,0.0,5
prune80,Recon-PingSweep,0.0035294117647058825,0.008675224237501543,0.0,5
prune80,Recon-PortScan,0.01246157680485171,0.02933148006439328,0.0,5
prune80,SqlInjection,-0.0033036848792884375,0.008165829231542378,0.0,5
prune80,Uploading_Attack,-0.006382978723404256,0.04612656040144425,0.0,5
prune80,VulnerabilityScan,-0.008712805081912389,0.016448270929390395,0.0,5
prune80,XSS,0.025996533795493937,0.033314354916362365,0.0,5
prune90,Backdoor_Malware,0.032712215320910974,0.016972175181713622,0.0,5
prune90,BenignTraffic,-0.00975919307972346,0.013794975103595921,0.0,5
prune90,BrowserHijacking,0.007134637514384351,0.010176152344963935,0.0,5
prune90,CommandInjection,0.01854140914709518,0.012422590384574645,0.0,5
prune90,DDoS-ACK_Fragmentation,0.026041875710749895,0.1493931920740515,0.2,5
prune90,DDoS-HTTP_Flood,0.006482982171799034,0.011201369374319847,0.0,5
prune90,DDoS-ICMP_Flood,0.0001356015779092612,0.0001710359581547175,0.0,5
prune90,DDoS-ICMP_Fragmentation,0.0007618283881315024,0.00282392728542027,0.0,5
prune90,DDoS-PSHACK_Flood,0.013439635535307536,0.19425827323146164,0.0,5
prune90,DDoS-RSTFINFlood,0.03624472322968075,0.08084629077076838,0.2,5
prune90,DDoS-SYN_Flood,0.09248537267870771,0.10748311260976255,0.2,5
prune90,DDoS-SlowLoris,0.005748434832100191,0.013563561217208192,0.0,5
prune90,DDoS-SynonymousIP_Flood,-0.2178867443343187,0.32439149808473006,0.0,5
prune90,DDoS-TCP_Flood,-0.001421248835041966,0.1558843208258276,0.0,5
prune90,DDoS-UDP_Flood,0.05604687154543444,0.12513593042045623,0.0,5
prune90,DDoS-UDP_Fragmentation,0.0001807531380753069,0.00045441719194099254,0.0,5
prune90,DNS_Spoofing,-0.005518349852665394,0.020351629258463434,0.0,5
prune90,DictionaryBruteForce,0.01551020408163265,0.023945916432367383,0.0,5
prune90,DoS-HTTP_Flood,0.04097733843140912,0.01924345075058295,0.0,5
prune90,DoS-SYN_Flood,0.06240657008397159,0.10595726972739704,0.0,5
prune90,DoS-TCP_Flood,-0.01630411371957785,0.16346148840324426,0.0,5
prune90,DoS-UDP_Flood,-0.03831809216424602,0.07199774430759662,0.0,5
prune90,MITM-ArpSpoofing,0.01181007822448608,0.012457334411415315,0.0,5
prune90,Mirai-greeth_flood,0.009315905618740471,0.01595857714484092,0.0,5
prune90,Mirai-greip_flood,0.006190025679145839,0.010408714894528765,0.0,5
prune90,Mirai-udpplain,0.0016146916146916324,0.0011561382713845445,0.0,5
prune90,Recon-HostDiscovery,0.012990514228657024,0.036422677425359415,0.0,5
prune90,Recon-OSScan,0.013803108808290157,0.0333956624167687,0.0,5
prune90,Recon-PingSweep,0.007058823529411765,0.005342912389583809,0.0,5
prune90,Recon-PortScan,0.020470216831436412,0.026708027356363157,0.0,5
prune90,SqlInjection,0.00432020330368488,0.009784814896151692,0.0,5
prune90,Uploading_Attack,0.014893617021276595,0.035958391023735256,0.0,5
prune90,VulnerabilityScan,0.0015646940822467315,0.02523734951513334,0.0,5
prune90,XSS,0.030849220103986136,0.024491377888304338,0.0,5
prune95,Backdoor_Malware,0.03271221532091097,0.01606390454763629,0.0,5
prune95,BenignTraffic,0.038782939781570415,0.015176507930384029,0.0,5
prune95,BrowserHijacking,-0.004142692750287688,0.026109556365278303,0.0,5
prune95,CommandInjection,0.03016069221260816,0.012804167280671014,0.0,5
prune95,DDoS-ACK_Fragmentation,-0.028831359957187774,0.19656371246186194,0.2,5
prune95,DDoS-HTTP_Flood,0.027737902292197258,0.02000428232397981,0.0,5
prune95,DDoS-ICMP_Flood,0.0005177514792898963,0.00027770908101747843,0.0,5
prune95,DDoS-ICMP_Fragmentation,0.0014701951349906483,0.0024703422065322526,0.0,5
prune95,DDoS-PSHACK_Flood,-0.054793953199420174,0.1303401713710629,0.0,5
prune95,DDoS-RSTFINFlood,3.5673940186709e-05,3.2565702925584294e-05,0.0,5
prune95,DDoS-SYN_Flood,0.03740524039684559,0.12079396503992396,0.0,5
prune95,DDoS-SlowLoris,0.010870802504268662,0.006515485027899417,0.0,5
prune95,DDoS-SynonymousIP_Flood,-0.14849591375412968,0.15368035972391025,0.0,5
prune95,DDoS-TCP_Flood,0.042439422180801475,0.21211663343203982,0.2,5
prune95,DDoS-UDP_Flood,0.1508069865133761,0.2154945427087047,0.4,5
prune95,DDoS-UDP_Fragmentation,0.0007029288702928849,0.0013819444588011958,0.0,5
prune95,DNS_Spoofing,0.003168650262140793,0.014172825557029561,0.0,5
prune95,DictionaryBruteForce,0.04775510204081633,0.056874140404321975,0.2,5
prune95,DoS-HTTP_Flood,0.07609810687307654,0.011098228327344872,0.0,5
prune95,DoS-SYN_Flood,0.07524222570822184,0.10731326048700232,0.0,5
prune95,DoS-TCP_Flood,-0.012093474046952412,0.22018494448664616,0.2,5
prune95,DoS-UDP_Flood,-0.09241527703066169,0.12894332425819244,0.0,5
prune95,MITM-ArpSpoofing,0.0253301800982354,0.033420732489648976,0.0,5
prune95,Mirai-greeth_flood,0.023866915634017993,0.030182129453465854,0.0,5
prune95,Mirai-greip_flood,0.02596296796864441,0.032824774029784634,0.0,5
prune95,Mirai-udpplain,0.003409563409563399,0.0016791150811073065,0.0,5
prune95,Recon-HostDiscovery,0.06115826260609088,0.023702206693801277,0.0,5
prune95,Recon-OSScan,0.008124352331606216,0.08295853827393422,0.0,5
prune95,Recon-PingSweep,0.007058823529411765,0.005342912389583809,0.0,5
prune95,Recon-PortScan,0.07623161917421285,0.02812298094337203,0.2,5
prune95,SqlInjection,0.06327827191867853,0.011899400018747803,0.0,5
prune95,Uploading_Attack,0.02553191489361702,0.025895024350293793,0.0,5
prune95,VulnerabilityScan,0.007248411902373797,0.05047713945002002,0.0,5
prune95,XSS,0.033275563258232235,0.026804318792625587,0.0,5
