cell,class,mean_recall_loss,sd_recall_loss,affected_frequency,n
global80,Mirai-greip_flood,0.015265576429247196,0.011213288892183782,0.0,5
global80,Mirai-udpplain,0.0024185724185723954,0.0028128914348421706,0.0,5
global80,Recon-HostDiscovery,-0.0036545182226660256,0.06044909015683778,0.0,5
global80,Recon-OSScan,0.043592400690846286,0.04099702711275276,0.0,5
global80,Recon-PingSweep,0.0017647058823529412,0.0016109486985446061,0.0,5
global80,Recon-PortScan,0.04258536180111324,0.06607969969543609,0.2,5
global80,SqlInjection,0.03481575603557815,0.023336377323607268,0.0,5
global80,Uploading_Attack,0.01595744680851064,0.034879992150542556,0.0,5
global80,VulnerabilityScan,0.04161818789702441,0.09908733516852922,0.2,5
global80,XSS,0.00901213171577123,0.017985894369663236,0.0,5
layerwise80_all,Backdoor_Malware,0.013664596273291927,0.015876016159570034,0.0,5
layerwise80_all,BenignTraffic,0.27712501252463173,0.3960898914121626,0.6,5
layerwise80_all,BrowserHijacking,0.004142692750287688,0.016245529566472544,0.0,5
layerwise80_all,CommandInjection,0.050679851668726815,0.027180016597399284,0.0,5
layerwise80_all,DDoS-ACK_Fragmentation,0.3215532811559302,0.5089902875460366,0.4,5
layerwise80_all,DDoS-HTTP_Flood,0.3834220884463996,0.47276676285136343,0.6,5
layerwise80_all,DDoS-ICMP_Flood,0.19023668639053248,0.42503761982061977,0.2,5
layerwise80_all,DDoS-ICMP_Fragmentation,0.37078989574979954,0.4669277720109311,0.6,5
layerwise80_all,DDoS-PSHACK_Flood,0.4050113895216401,0.5414582158098167,0.4,5
layerwise80_all,DDoS-RSTFINFlood,0.0012961531601165311,0.00215254123206554,0.0,5
layerwise80_all,DDoS-SYN_Flood,0.11400661409310608,0.35027859525547994,0.2,5
layerwise80_all,DDoS-SlowLoris,0.5058053500284576,0.44664259722550165,0.8,5
layerwise80_all,DDoS-SynonymousIP_Flood,0.2365269808149307,0.5350858347101355,0.6,5
layerwise80_all,DDoS-TCP_Flood,0.15089701770736258,0.48099450633690205,0.6,5
layerwise80_all,DDoS-UDP_Flood,0.2755914216228167,0.42519183446598785,0.6,5
layerwise80_all,DDoS-UDP_Fragmentation,0.26707280334728034,0.42390528043915066,0.4,5
layerwise80_all,DNS_Spoofing,0.29889403390608854,0.25291825445807975,0.8,5
layerwise80_all,DictionaryBruteForce,0.1286734693877551,0.17494249962704916,0.4,5
layerwise80_all,DoS-HTTP_Flood,0.7324069756597967,0.14944532310794345,1.0,5
layerwise80_all,DoS-SYN_Flood,0.0009227646027498259,0.23940871095879612,0.6,5
layerwise80_all,DoS-TCP_Flood,0.4076136118888649,0.3618518492793,0.8,5
layerwise80_all,DoS-UDP_Flood,0.38363815671507984,0.41449829495023366,0.6,5
layerwise80_all,MITM-ArpSpoofing,0.08894305985082772,0.02739846019647364,0.4,5
layerwise80_all,Mirai-greeth_flood,0.18892547954506875,0.43388848996944773,0.2,5
layerwise80_all,Mirai-greip_flood,0.8145830517637519,0.35921687280925096,1.0,5
layerwise80_all,Mirai-udpplain,0.2827373527373527,0.41748589895801197,0.4,5
layerwise80_all,Recon-HostDiscovery,0.38983524712930606,0.23727939656761493,1.0,5
layerwise80_all,Recon-OSScan,0.10136096718480139,0.11276487999536121,0.8,5
layerwise80_all,Recon-PingSweep,0.0017647058823529412,0.0016109486985446061,0.0,5
layerwise80_all,Recon-PortScan,0.170673755919249,0.07879877187665094,0.8,5
layerwise80_all,SqlInjection,0.052604828462515886,0.01087870637509733,0.0,5
layerwise80_all,Uploading_Attack,0.019148936170212766,0.03226755508107043,0.0,5
layerwise80_all,VulnerabilityScan,0.3352524239384821,0.3090846818862567,0.8,5
layerwise80_all,XSS,0.015944540727902946,0.013107570468761898,0.0,5
layerwise80_protect_conv0,Backdoor_Malware,0.014078674948240166,0.015589938382622527,0.0,5
layerwise80_protect_conv0,BenignTraffic,0.021395410974917352,0.07620237430736687,0.2,5
layerwise80_protect_conv0,BrowserHijacking,0.00759493670886076,0.007830161489622095,0.0,5
layerwise80_protect_conv0,CommandInjection,0.03584672435105067,0.02982036608606877,0.0,5
layerwise80_protect_conv0,DDoS-ACK_Fragmentation,-0.035574285905411715,0.04371006890849983,0.0,5
layerwise80_protect_conv0,DDoS-HTTP_Flood,0.015096087057189168,0.026625728568309234,0.0,5
layerwise80_protect_conv0,DDoS-ICMP_Flood,8.629191321496421e-05,0.00016653422196879225,0.0,5
layerwise80_protect_conv0,DDoS-ICMP_Fragmentation,-0.000400962309542896,0.0016484758598695355,0.0,5
layerwise80_protect_conv0,DDoS-PSHACK_Flood,-0.00026920687512941297,0.00016123847072268237,0.0,5
layerwise80_protect_conv0,DDoS-RSTFINFlood,5.945656697785573e-05,0.00011123305151246267,0.0,5
layerwise80_protect_conv0,DDoS-SYN_Flood,0.15235817858051387,0.21024617813727825,0.0,5
layerwise80_protect_conv0,DDoS-SlowLoris,0.02071713147410359,0.03953527581866313,0.0,5
layerwise80_protect_conv0,DDoS-SynonymousIP_Flood,-0.20951718541702893,0.2371797672265843,0.0,5
layerwise80_protect_conv0,DDoS-TCP_Flood,-0.1798578751164958,0.2695734488854839,0.0,5
layerwise80_protect_conv0,DDoS-UDP_Flood,0.1650011054609772,0.2426326856369763,0.6,5
layerwise80_protect_conv0,DDoS-UDP_Fragmentation,0.0008769874476987737,0.001512659648846737,0.0,5
layerwise80_protect_conv0,DNS_Spoofing,0.042516551222685696,0.10942384419287103,0.2,5
layerwise80_protect_conv0,DictionaryBruteForce,-0.0025510204081632625,0.021834708088296604,0.0,5
layerwise80_protect_conv0,DoS-HTTP_Flood,0.005483540054089353,0.03561272418236054,0.0,5
layerwise80_protect_conv0,DoS-SYN_Flood,0.013850696687275076,0.021897521913935136,0.0,5
layerwise80_protect_conv0,DoS-TCP_Flood,0.20487831143657118,0.3036392046343523,0.6,5
layerwise80_protect_conv0,DoS-UDP_Flood,-0.09937242244934555,0.12728869690440128,0.0,5
layerwise80_protect_conv0,MITM-ArpSpoofing,-0.009721666363470988,0.02527081517800392,0.0,5
layerwise80_protect_conv0,Mirai-greeth_flood,-0.008806654218299115,0.011620819903355903,0.0,5
layerwise80_protect_conv0,Mirai-greip_flood,0.014765508852547637,0.02360896717751876,0.0,5
layerwise80_protect_conv0,Mirai-udpplain,0.0006722106722106602,0.003919330960003929,0.0,5
layerwise80_protect_conv0,Recon-HostDiscovery,-0.02656015976035948,0.06365509578507075,0.0,5
layerwise80_protect_conv0,Recon-OSScan,0.03524697754749568,0.056101682654681254,0.2,5
layerwise80_protect_conv0,Recon-PingSweep,0.0017647058823529412,0.0016109486985446061,0.0,5
layerwise80_protect_conv0,Recon-PortScan,0.010019107751100775,0.04306586646377827,0.0,5
layerwise80_protect_conv0,SqlInjection,0.0360864040660737,0.02067684432712376,0.0,5
layerwise80_protect_conv0,Uploading_Attack,0.018085106382978725,0.033132790430632844,0.0,5
layerwise80_protect_conv0,VulnerabilityScan,-0.0073888331661651875,0.03407918234461353,0.0,5
layerwise80_protect_conv0,XSS,0.012478336221837088,0.017563433012351103,0.0,5
