cell,n,accuracy,macro_f1,nll,multiclass_brier,ece_10,ece_15,ece_20,mean_confidence,confidently_wrong_0.5,confidently_wrong_0.7,confidently_wrong_0.9
transformer_prune97_head_refit,549271,0.625481774934413,0.4529410045783714,0.9965362072828776,0.4572163978361196,0.03709040268672036,0.03928188487862632,0.03777366330342706,0.6411640815010079,0.14359760482530481,0.021943630739653105,0.003592033804806735
