cell,class,mean_recall_loss,sd_recall_loss,affected_frequency,n
prune50,Backdoor_Malware,-0.0012422360248447205,0.0018518161304346087,0.0,5
prune50,BenignTraffic,-0.024040613205971773,0.05346778797561318,0.0,5
prune50,BrowserHijacking,-0.0009205983889528193,0.0009627848406606163,0.0,5
prune50,CommandInjection,0.0002472187886279354,0.006959549201611495,0.0,5
prune50,DDoS-ACK_Fragmentation,-0.007298147033246405,0.0202017350140394,0.0,5
prune50,DDoS-HTTP_Flood,-0.010048622366288496,0.028364039277453,0.0,5
prune50,DDoS-ICMP_Flood,-3.698224852071164e-05,0.00013504007828041016,0.0,5
prune50,DDoS-ICMP_Fragmentation,-0.0006883186313819678,0.0016001206883009707,0.0,5
prune50,DDoS-PSHACK_Flood,-5.17705529095025e-05,0.001876637912651864,0.0,5
prune50,DDoS-RSTFINFlood,3.5673940186686794e-05,0.00032728126391636675,0.0,5
prune50,DDoS-SYN_Flood,0.016759094378020856,0.05425965579236634,0.2,5
prune50,DDoS-SlowLoris,-0.025896414342629438,0.03005410702609039,0.0,5
prune50,DDoS-SynonymousIP_Flood,-0.11841418883672405,0.17275984012042975,0.0,5
prune50,DDoS-TCP_Flood,-0.13444780987884436,0.3117790206509394,0.0,5
prune50,DDoS-UDP_Flood,0.08992925049745745,0.22054941457388874,0.2,5
prune50,DDoS-UDP_Fragmentation,-0.0010309623430962533,0.0016182291678273528,0.0,5
prune50,DNS_Spoofing,-0.021575906012016373,0.029490780248310436,0.0,5
prune50,DictionaryBruteForce,0.011530612244897941,0.009555946749749526,0.0,5
prune50,DoS-HTTP_Flood,-0.009773384314091204,0.0249844266156188,0.0,5
prune50,DoS-SYN_Flood,0.03515733136476885,0.04950160154132489,0.0,5
prune50,DoS-TCP_Flood,0.12291621796252425,0.47787433359701176,0.4,5
prune50,DoS-UDP_Flood,-0.09572350726196878,0.20760048973476722,0.0,5
prune50,MITM-ArpSpoofing,0.03686374386028743,0.05624324635934226,0.2,5
prune50,Mirai-greeth_flood,-0.03001188253267697,0.015896240749920205,0.0,5
prune50,Mirai-greip_flood,-0.0016759021489390457,0.005507946670171959,0.0,5
prune50,Mirai-udpplain,-4.158004158008044e-05,0.001171304432953597,0.0,5
prune50,Recon-HostDiscovery,-0.03475786320519218,0.02992583446280293,0.0,5
prune50,Recon-OSScan,-0.005264248704663212,0.013610145262362181,0.0,5
prune50,Recon-PingSweep,-0.000588235294117647,0.001315334104411641,0.0,5
prune50,Recon-PortScan,-0.01992190745202293,0.018484289541475116,0.0,5
prune50,SqlInjection,-0.00025412960609911064,0.006924740327033652,0.0,5
prune50,Uploading_Attack,-0.0031914893617021275,0.004757591441488914,0.0,5
prune50,VulnerabilityScan,-0.018067535941156777,0.02488582880544567,0.0,5
prune50,XSS,-0.00034662045060658564,0.0031002675597917367,0.0,5
prune80,Backdoor_Malware,0.0,0.0,0.0,5
prune80,BenignTraffic,0.06329781904412009,0.03704587557945128,0.2,5
prune80,BrowserHijacking,0.0,0.0,0.0,5
prune80,CommandInjection,0.006427688504326329,0.008124438430237321,0.0,5
prune80,DDoS-ACK_Fragmentation,0.014114656498762469,0.04530138219565637,0.0,5
prune80,DDoS-HTTP_Flood,-0.009492938180134303,0.02951640916603551,0.0,5
prune80,DDoS-ICMP_Flood,0.0002218934911242476,8.269482165311466e-05,0.0,5
prune80,DDoS-ICMP_Fragmentation,-9.355787222666833e-05,0.0018593959122749511,0.0,5
prune80,DDoS-PSHACK_Flood,0.04928556636984884,0.07165012727106419,0.2,5
prune80,DDoS-RSTFINFlood,1.189131339558447e-05,0.00042957112475624435,0.0,5
prune80,DDoS-SYN_Flood,0.039857542610022896,0.04737933001768,0.2,5
prune80,DDoS-SlowLoris,0.09755264655663062,0.03834306278127859,0.6,5
prune80,DDoS-SynonymousIP_Flood,-0.11710427172086013,0.09591446795582609,0.0,5
prune80,DDoS-TCP_Flood,-0.09326654240447345,0.17227142741808069,0.0,5
prune80,DDoS-UDP_Flood,0.12366791952244086,0.2786947247530786,0.4,5
prune80,DDoS-UDP_Fragmentation,0.0028117154811715173,0.0015879308810885712,0.0,5
prune80,DNS_Spoofing,0.027591749263327074,0.048771854712646716,0.0,5
prune80,DictionaryBruteForce,0.031224489795918343,0.02309596444210627,0.0,5
prune80,DoS-HTTP_Flood,0.0028723305045230017,0.04466816392544741,0.0,5
prune80,DoS-SYN_Flood,0.04945095506136385,0.03103783589336106,0.0,5
prune80,DoS-TCP_Flood,0.2555890587981908,0.2094704415771402,0.2,5
prune80,DoS-UDP_Flood,-0.1026627218934911,0.269906731368567,0.2,5
prune80,MITM-ArpSpoofing,-0.028510096416227027,0.0656762846448346,0.0,5
prune80,Mirai-greeth_flood,0.005092514004413506,0.025255549526920343,0.0,5
prune80,Mirai-greip_flood,0.007919989187728049,0.01023412246964644,0.0,5
prune80,Mirai-udpplain,0.001704781704781677,0.001862161335595318,0.0,5
prune80,Recon-HostDiscovery,-0.012131802296555128,0.07030998964021706,0.0,5
prune80,Recon-OSScan,0.007944732297063902,0.018092985956059498,0.0,5
prune80,Recon-PingSweep,0.0,0.0,0.0,5
prune80,Recon-PortScan,0.03477610700340618,0.03022466048965735,0.0,5
prune80,SqlInjection,0.035578144853875476,0.009029650828177823,0.0,5
prune80,Uploading_Attack,0.0,0.0,0.0,5
prune80,VulnerabilityScan,0.0013239719157472686,0.04831679902258769,0.0,5
prune80,XSS,0.0020797227036395147,0.004650401339687605,0.0,5
