cell,n,accuracy,macro_f1,nll,multiclass_brier,ece_10,ece_15,ece_20,mean_confidence,confidently_wrong_0.5,confidently_wrong_0.7,confidently_wrong_0.9
transformer_prune80_head_refit,549271,0.6571473826216931,0.4831954255077528,1.0968659796886504,0.43110919040896495,0.048284455037136145,0.048284724786690894,0.04828995286315634,0.6833959984119706,0.14391074715395497,0.03628627762980387,0.006195484560444662
