cell,n,fine_accuracy,fine_macro_f1,family_accuracy,binary_attack_precision,binary_attack_recall,binary_attack_f1,binary_balanced_accuracy,attack_to_benign_rate,benign_to_attack_rate,exact_attack_type_rate,same_family_attack_substitution_rate,cross_family_attack_substitution_rate,same_family_share_of_all_errors,cross_family_share_of_all_errors,tp_attack,fn_attack_to_benign,fp_benign_to_attack,tn_benign
prune80_head_refit,549271,0.6943985755665236,0.5256553854787646,0.7762488826098592,0.9779,0.9415015500741339,0.9593556551852687,0.7862212002065669,0.05849844992586602,0.36905914966099995,0.698057112048216,0.0865692334353879,0.15687520459053012,0.2678335259564632,0.4853507131027416,488950,30380,11050,18891
