seed,M0,prune50,prune80
0,0.5451385144815333,0.5241778273174461,0.3376755048307554
1,0.5493973430465274,0.4700003330729579,0.4051931077589989
2,0.5360538093973034,0.475409152371928,0.009040425353851637
3,0.5406188037061865,0.5137619270797213,0.3848574819246689
4,0.536900304921525,0.5131084695658061,0.21625660405443467
