label,auc_M0,auc_compressed,auc_drop
BenignTraffic,0.9438574246371203,0.9285620862294528,0.015295338407667503
DDoS-SlowLoris,0.9931642456524978,0.9853282129106081,0.007836032741889709
DNS_Spoofing,0.9529144242240346,0.9332289484675911,0.019685475756443527
DoS-TCP_Flood,0.984681262492482,0.9827952868415237,0.0018859756509582715
DoS-UDP_Flood,0.9914582836325152,0.989557278965607,0.0019010046669082348
Mirai-greip_flood,0.9980980422665711,0.9922848226646899,0.005813219601881192
VulnerabilityScan,0.9463869619014397,0.9359697422291655,0.010417219672274158
