seed,cell,class,M0_test_recall,compressed_test_recall,recall_loss,validation_tier,validation_2sd_band,crosses_validation_band,practically_material,material_and_beyond_band
0,layerwise80_all,Uploading_Attack,0.02127659574468085,0.0,0.02127659574468085,floored,0.02854554864893348,False,False,False
0,layerwise80_all,Recon-PingSweep,0.0,0.0,0.0,floored,0.0,False,False,False
0,layerwise80_all,Backdoor_Malware,0.004140786749482402,0.0,0.004140786749482402,floored,0.03750541589535823,False,False,False
0,layerwise80_all,XSS,0.02772963604852686,0.0,0.02772963604852686,floored,0.014908709301633669,True,False,False
0,layerwise80_all,SqlInjection,0.04701397712833545,0.0,0.04701397712833545,floored,0.030357587108549838,True,False,False
0,layerwise80_all,CommandInjection,0.0630407911001236,0.0,0.0630407911001236,floored,0.032744446919116224,True,False,False
0,layerwise80_all,BrowserHijacking,0.019562715765247412,0.0,0.019562715765247412,measurable,0.02777429715263441,False,False,False
0,layerwise80_all,DictionaryBruteForce,0.32755102040816325,0.21887755102040815,0.1086734693877551,measurable,0.050344329023276055,True,True,True
0,layerwise80_all,DDoS-SlowLoris,0.954183266932271,0.0,0.954183266932271,robust,0.03310488431469255,True,True,True
0,layerwise80_all,DDoS-HTTP_Flood,0.7960175966658949,0.977772632553832,-0.18175503588793707,measurable,0.06283048765589343,False,False,False
0,layerwise80_all,DoS-HTTP_Flood,0.8669215704560291,0.21290683577357084,0.6540147346824583,robust,0.03985415067034641,True,True,True
0,layerwise80_all,Recon-PortScan,0.2467392207360638,0.0027415468970673758,0.24399767383899643,measurable,0.07985045010637541,True,True,True
0,layerwise80_all,Recon-OSScan,0.11454231433506044,6.90846286701209e-05,0.11447322970639032,measurable,0.10326414789120288,True,True,True
0,layerwise80_all,DDoS-ICMP_Flood,0.997904339250493,0.9977194280078896,0.00018491124260344716,robust,0.0012315082587516983,False,False,False
0,layerwise80_all,DDoS-RSTFINFlood,0.9991676080623105,0.9987514120934657,0.00041619596884479026,robust,0.0010455514158798306,False,False,False
0,layerwise80_all,DDoS-TCP_Flood,0.6484739049394221,0.008853681267474371,0.6396202236719478,unstable_confusable,0.23415091411258288,True,True,True
0,layerwise80_all,DDoS-SynonymousIP_Flood,0.34167970787689095,0.060047527966150815,0.28163217991074013,unstable_confusable,0.235929254057588,True,True,True
0,layerwise80_all,DDoS-UDP_Flood,0.7421512270616847,0.9967388901171789,-0.2545876630554942,measurable,0.09047640950289787,False,False,False
0,layerwise80_all,DoS-TCP_Flood,0.41158733577428386,5.384449709239716e-05,0.41153349127719147,unstable_confusable,0.2643813212009498,True,True,True
0,layerwise80_all,DDoS-PSHACK_Flood,0.9983433423068958,0.9675916338786498,0.03075170842824604,robust,0.11038504026051069,False,False,False
0,layerwise80_all,DDoS-SYN_Flood,0.5225642330195879,0.9395064868990078,-0.41694225387941997,unstable_confusable,0.5238379149660953,False,False,False
0,layerwise80_all,Recon-HostDiscovery,0.7047428856714928,0.07593609585621568,0.6288067898152772,measurable,0.05981364338037638,True,True,True
0,layerwise80_all,DoS-SYN_Flood,0.16439051397988372,0.0,0.16439051397988372,measurable,0.1338491875766533,True,True,True
0,layerwise80_all,DoS-UDP_Flood,0.6823112784651246,0.0,0.6823112784651246,robust,0.013090549202921372,True,True,True
0,layerwise80_all,DNS_Spoofing,0.612758792239103,0.4623627109563354,0.1503960812827676,measurable,0.09199911478240713,True,True,True
0,layerwise80_all,MITM-ArpSpoofing,0.12505002728761141,0.006767327633254503,0.11828269965435691,measurable,0.07459414892841161,True,True,True
0,layerwise80_all,Mirai-udpplain,0.9874220374220374,0.9127858627858628,0.07463617463617456,robust,0.0030144583209302193,True,False,False
0,layerwise80_all,Mirai-greeth_flood,0.9728399253097946,0.9565099304023086,0.01632999490748599,robust,0.015483301867355035,True,False,False
0,layerwise80_all,Mirai-greip_flood,0.9839167455061495,0.8118664684416813,0.17205027706446818,robust,0.01286645097872988,True,True,True
0,layerwise80_all,DDoS-UDP_Fragmentation,0.9898242677824268,0.9895899581589959,0.00023430962343096162,robust,0.001461089802842454,False,False,False
0,layerwise80_all,DDoS-ACK_Fragmentation,0.9651481704461837,0.9132048966486053,0.05194327379757846,robust,0.0004267613327376908,True,False,False
0,layerwise80_all,VulnerabilityScan,0.6740220661985958,0.7643597459043798,-0.09033767970578399,measurable,0.08585360693926365,False,False,False
0,layerwise80_all,DDoS-ICMP_Fragmentation,0.9721331194867683,0.9916466185511895,-0.019513499064421236,robust,0.0009734754201886736,False,False,False
0,layerwise80_all,BenignTraffic,0.6791022343943088,0.1785177515781036,0.5005844828162053,measurable,0.08575705286341911,True,True,True
0,layerwise80_protect_conv0,Uploading_Attack,0.02127659574468085,0.0,0.02127659574468085,floored,0.02854554864893348,False,False,False
0,layerwise80_protect_conv0,Recon-PingSweep,0.0,0.0,0.0,floored,0.0,False,False,False
0,layerwise80_protect_conv0,Backdoor_Malware,0.004140786749482402,0.0,0.004140786749482402,floored,0.03750541589535823,False,False,False
0,layerwise80_protect_conv0,XSS,0.02772963604852686,0.0,0.02772963604852686,floored,0.014908709301633669,True,False,False
