cell,n,accuracy,macro_f1,nll,multiclass_brier,ece_10,ece_15,ece_20,mean_confidence,confidently_wrong_0.5,confidently_wrong_0.7,confidently_wrong_0.9
cnn_layerwise80_protect_conv0_head_refit,549271,0.718417684530951,0.5479708158709609,1.1966934612418243,0.3688667686667293,0.023892213771350198,0.025950970076321144,0.02597953532631307,0.7357716974255268,0.13049296249028258,0.02970482694334855,0.0062883349020793015
