seed,saved_running_stats,batch_stats_on_test,recal_cumulative,recal_ema_0.1
0,0.3376755048307554,0.05021779482140719,0.5047298667252218,0.5119699829801856
1,0.4051931077589989,0.03890203862647158,0.4749679413318289,0.4891380275820051
2,0.009040425353851637,0.04542370621742716,0.5189777080845985,0.5192905562238118
3,0.3848574819246689,0.050091869147340484,0.5004133221010555,0.5076718656293414
4,0.21625660405443467,0.0407571555659868,0.5123369086745587,0.5097832541307215
