cell,n,accuracy,macro_f1,nll,multiclass_brier,ece_10,ece_15,ece_20,mean_confidence,confidently_wrong_0.5,confidently_wrong_0.7,confidently_wrong_0.9
cnn_global80_head_refit,549271,0.7089342055196797,0.5411021089560419,1.0517058898033518,0.37498542085425624,0.026682688187200407,0.027159868243841406,0.026682461437193536,0.7267685927099036,0.12533339644729105,0.029449943652586793,0.005101307005103127
