cell,n,accuracy,macro_f1,nll,multiclass_brier,ece_10,ece_15,ece_20,mean_confidence,confidently_wrong_0.5,confidently_wrong_0.7,confidently_wrong_0.9
prune80_head_refit,549271,0.6943985755665236,0.5256553854787646,1.0298645097153811,0.3868603919136651,0.02215867614906514,0.02301948357779703,0.023171614640330896,0.7135184329197161,0.12433753101838618,0.026715410061699963,0.004762676347376796
