seed,saved_running_stats,batch_stats_shuffled_test
0,0.3376755048307554,0.5125737482608062
1,0.4051931077589989,0.5113980117799903
2,0.009040425353851637,0.515508838907771
3,0.3848574819246689,0.5005551848986153
4,0.21625660405443467,0.5121677621045615
