policy,mean_macro_f1,mean_macro_f1_loss,sd_macro_f1,classes_affected_ge3of5,conv0_sparsity,conv3_sparsity,head_sparsity,prunable_sparsity
layerwise80_all,0.2706046247845419,0.2710171303260733,0.16358164310621745,17,0.8020833730697632,0.8000081777572632,0.8000919222831726,0.8000343406593406
layerwise80_protect_conv0,0.5290766099730393,0.012545145137575875,0.012366056203299492,2,0.0,0.8000081777572632,0.8000919222831726,0.7947458791208791
global80,0.5273932344004016,0.014228520710213521,0.00647230892712674,0,0.29270834624767306,0.8942545771598815,0.2901194870471954,0.8
