seed,cell,class,M0_test_recall,compressed_test_recall,recall_loss,material_and_beyond_band
0,tapconc38,Uploading_Attack,0.02127659574468085,0.0,0.02127659574468085,False
0,tapconc38,Recon-PingSweep,0.0,0.0,0.0,False
0,tapconc38,Backdoor_Malware,0.004140786749482402,0.0,0.004140786749482402,False
0,tapconc38,XSS,0.02772963604852686,0.0,0.02772963604852686,False
0,tapconc38,SqlInjection,0.04701397712833545,0.0,0.04701397712833545,False
0,tapconc38,CommandInjection,0.0630407911001236,0.0,0.0630407911001236,False
0,tapconc38,BrowserHijacking,0.019562715765247412,0.0011507479861910242,0.018411967779056387,False
0,tapconc38,DictionaryBruteForce,0.32755102040816325,0.03979591836734694,0.28775510204081634,True
0,tapconc38,DDoS-SlowLoris,0.954183266932271,0.04524758110415481,0.9089356858281161,True
0,tapconc38,DDoS-HTTP_Flood,0.7960175966658949,0.5417920815003473,0.2542255151655476,True
0,tapconc38,DoS-HTTP_Flood,0.8669215704560291,0.5343653828219714,0.3325561876340577,True
0,tapconc38,Recon-PortScan,0.2467392207360638,0.00024923153609703416,0.24648998919996676,True
0,tapconc38,Recon-OSScan,0.11454231433506044,0.0009671848013816926,0.11357512953367875,True
0,tapconc38,DDoS-ICMP_Flood,0.997904339250493,0.0,0.997904339250493,True
0,tapconc38,DDoS-RSTFINFlood,0.9991676080623105,0.9923895594268387,0.006778048635471823,False
0,tapconc38,DDoS-TCP_Flood,0.6484739049394221,0.0,0.6484739049394221,True
0,tapconc38,DDoS-SynonymousIP_Flood,0.34167970787689095,0.0036515388628064684,0.3380281690140845,True
0,tapconc38,DDoS-UDP_Flood,0.7421512270616847,0.0,0.7421512270616847,True
0,tapconc38,DoS-TCP_Flood,0.41158733577428386,0.9624703855265991,-0.5508830497523153,False
0,tapconc38,DDoS-PSHACK_Flood,0.9983433423068958,0.0,0.9983433423068958,True
0,tapconc38,DDoS-SYN_Flood,0.5225642330195879,0.0,0.5225642330195879,False
0,tapconc38,Recon-HostDiscovery,0.7047428856714928,0.9023464802795806,-0.19760359460808785,False
0,tapconc38,DoS-SYN_Flood,0.16439051397988372,0.6240195626095782,-0.45962904862969456,False
0,tapconc38,DoS-UDP_Flood,0.6823112784651246,0.0,0.6823112784651246,True
0,tapconc38,DNS_Spoofing,0.612758792239103,0.0003444185067544296,0.6124143737323485,True
0,tapconc38,MITM-ArpSpoofing,0.12505002728761141,0.0009095870474804438,0.12414044024013098,True
0,tapconc38,Mirai-udpplain,0.9874220374220374,0.996015246015246,-0.008593208593208668,False
0,tapconc38,Mirai-greeth_flood,0.9728399253097946,3.395009336275675e-05,0.9728059752164319,True
0,tapconc38,Mirai-greip_flood,0.9839167455061495,0.0,0.9839167455061495,True
0,tapconc38,DDoS-UDP_Fragmentation,0.9898242677824268,0.0004686192468619247,0.9893556485355649,True
0,tapconc38,DDoS-ACK_Fragmentation,0.9651481704461837,0.9719379222690481,-0.006789751822864343,False
0,tapconc38,VulnerabilityScan,0.6740220661985958,0.2668338348378469,0.40718823136074894,True
0,tapconc38,DDoS-ICMP_Fragmentation,0.9721331194867683,0.9004276931301791,0.07170542635658916,False
0,tapconc38,BenignTraffic,0.6791022343943088,0.09438562506262316,0.5847166093316857,True
0,tapspread96,Uploading_Attack,0.02127659574468085,0.0,0.02127659574468085,False
0,tapspread96,Recon-PingSweep,0.0,0.0,0.0,False
0,tapspread96,Backdoor_Malware,0.004140786749482402,0.0,0.004140786749482402,False
0,tapspread96,XSS,0.02772963604852686,0.0034662045060658577,0.024263431542461005,False
0,tapspread96,SqlInjection,0.04701397712833545,0.0,0.04701397712833545,False
0,tapspread96,CommandInjection,0.0630407911001236,0.022249690976514216,0.04079110012360938,False
0,tapspread96,BrowserHijacking,0.019562715765247412,0.0011507479861910242,0.018411967779056387,False
0,tapspread96,DictionaryBruteForce,0.32755102040816325,0.2413265306122449,0.08622448979591835,False
0,tapspread96,DDoS-SlowLoris,0.954183266932271,0.9180421172453045,0.03614114968696647,False
0,tapspread96,DDoS-HTTP_Flood,0.7960175966658949,0.8152350081037277,-0.019217411437832843,False
0,tapspread96,DoS-HTTP_Flood,0.8669215704560291,0.8423015947029749,0.02461997575305419,False
0,tapspread96,Recon-PortScan,0.2467392207360638,0.16332973332225637,0.08340948741380744,False
0,tapspread96,Recon-OSScan,0.11454231433506044,0.06259067357512953,0.05195164075993092,False
0,tapspread96,DDoS-ICMP_Flood,0.997904339250493,0.9968565088757396,0.0010478303747534223,False
0,tapspread96,DDoS-RSTFINFlood,0.9991676080623105,0.9991081514953326,5.945656697792234e-05,False
0,tapspread96,DDoS-TCP_Flood,0.6484739049394221,0.9725652376514445,-0.3240913327120224,False
0,tapspread96,DDoS-SynonymousIP_Flood,0.34167970787689095,0.9204775980988813,-0.5787978902219904,False
0,tapspread96,DDoS-UDP_Flood,0.7421512270616847,0.7546429361043555,-0.012491709042670829,False
0,tapspread96,DoS-TCP_Flood,0.41158733577428386,0.0662287314236485,0.34535860435063537,True
0,tapspread96,DDoS-PSHACK_Flood,0.9983433423068958,0.9980844895423483,0.0002588527645475125,False
0,tapspread96,DDoS-SYN_Flood,0.5225642330195879,0.2,0.32256423301958786,False
0,tapspread96,Recon-HostDiscovery,0.7047428856714928,0.7430354468297554,-0.03829256115826263,False
0,tapspread96,DoS-SYN_Flood,0.16439051397988372,0.145842945464612,0.01854756851527173,False
0,tapspread96,DoS-UDP_Flood,0.6823112784651246,0.672314864622557,0.009996413842567664,False
0,tapspread96,DNS_Spoofing,0.612758792239103,0.35601392981516206,0.25674486242394096,True
0,tapspread96,MITM-ArpSpoofing,0.12505002728761141,0.06501728215390212,0.06003274513370929,False
0,tapspread96,Mirai-udpplain,0.9874220374220374,0.9894317394317395,-0.0020097020097020746,False
0,tapspread96,Mirai-greeth_flood,0.9728399253097946,0.9417755898828721,0.03106433542692244,False
0,tapspread96,Mirai-greip_flood,0.9839167455061495,0.9829706717123936,0.0009460737937558861,False
0,tapspread96,DDoS-UDP_Fragmentation,0.9898242677824268,0.9861757322175733,0.003648535564853561,False
0,tapspread96,DDoS-ACK_Fragmentation,0.9651481704461837,0.9716703458425313,-0.006522175396347585,False
0,tapspread96,VulnerabilityScan,0.6740220661985958,0.6249749247743229,0.04904714142427291,False
0,tapspread96,DDoS-ICMP_Fragmentation,0.9721331194867683,0.9758420208500401,-0.0037089013632718437,False
0,tapspread96,BenignTraffic,0.6791022343943088,0.7640025383253732,-0.0849003039310644,False
0,tapconc96,Uploading_Attack,0.02127659574468085,0.0,0.02127659574468085,False
0,tapconc96,Recon-PingSweep,0.0,0.0029411764705882353,-0.0029411764705882353,False
0,tapconc96,Backdoor_Malware,0.004140786749482402,0.0,0.004140786749482402,False
0,tapconc96,XSS,0.02772963604852686,0.0,0.02772963604852686,False
0,tapconc96,SqlInjection,0.04701397712833545,0.2630241423125794,-0.21601016518424399,False
0,tapconc96,CommandInjection,0.0630407911001236,0.0,0.0630407911001236,False
0,tapconc96,BrowserHijacking,0.019562715765247412,0.00805523590333717,0.011507479861910242,False
0,tapconc96,DictionaryBruteForce,0.32755102040816325,0.36428571428571427,-0.03673469387755102,False
0,tapconc96,DDoS-SlowLoris,0.954183266932271,0.16420034149117815,0.7899829254410928,True
0,tapconc96,DDoS-HTTP_Flood,0.7960175966658949,0.8835378559851818,-0.08752025931928686,False
0,tapconc96,DoS-HTTP_Flood,0.8669215704560291,0.5400540893406696,0.32686748111535957,True
0,tapconc96,Recon-PortScan,0.2467392207360638,8.307717869901138e-05,0.2466561435573648,True
0,tapconc96,Recon-OSScan,0.11454231433506044,0.0003454231433506045,0.11419689119170984,True
0,tapconc96,DDoS-ICMP_Flood,0.997904339250493,0.9926651873767258,0.005239151873767223,False
0,tapconc96,DDoS-RSTFINFlood,0.9991676080623105,0.9972649979190201,0.0019026101432904063,False
0,tapconc96,DDoS-TCP_Flood,0.6484739049394221,0.5519571295433364,0.09651677539608572,False
0,tapconc96,DDoS-SynonymousIP_Flood,0.34167970787689095,0.0,0.34167970787689095,True
0,tapconc96,DDoS-UDP_Flood,0.7421512270616847,0.8030068538580588,-0.06085562679637413,False
0,tapconc96,DoS-TCP_Flood,0.41158733577428386,0.4054490631057506,0.0061382726685332845,False
0,tapconc96,DDoS-PSHACK_Flood,0.9983433423068958,0.9957548146614206,0.002588527645475236,False
0,tapconc96,DDoS-SYN_Flood,0.5225642330195879,0.0070211142203001784,0.5155431187992877,False
0,tapconc96,Recon-HostDiscovery,0.7047428856714928,0.8571143285072391,-0.15237144283574633,False
0,tapconc96,DoS-SYN_Flood,0.16439051397988372,0.4474946941035342,-0.28310418012365046,False
0,tapconc96,DoS-UDP_Flood,0.6823112784651246,0.5860677783754706,0.09624350008965399,False
0,tapconc96,DNS_Spoofing,0.612758792239103,0.22199686196471624,0.39076193027438677,True
0,tapconc96,MITM-ArpSpoofing,0.12505002728761141,0.10365653993087139,0.02139348735674003,False
0,tapconc96,Mirai-udpplain,0.9874220374220374,0.9726611226611227,0.014760914760914678,False
0,tapconc96,Mirai-greeth_flood,0.9728399253097946,0.9882532676964861,-0.015413342386691564,False
0,tapconc96,Mirai-greip_flood,0.9839167455061495,0.543586971212326,0.4403297742938235,True
0,tapconc96,DDoS-UDP_Fragmentation,0.9898242677824268,0.9973891213389121,-0.007564853556485285,False
0,tapconc96,DDoS-ACK_Fragmentation,0.9651481704461837,0.9286574352799518,0.036490735166231913,False
0,tapconc96,VulnerabilityScan,0.6740220661985958,0.40872617853560683,0.265295887662989,True
0,tapconc96,DDoS-ICMP_Fragmentation,0.9721331194867683,0.9620422346966052,0.010090884790163068,False
0,tapconc96,BenignTraffic,0.6791022343943088,0.4881934471126549,0.19090878728165395,True
1,tapspread38,Uploading_Attack,0.07446808510638298,0.0,0.07446808510638298,False
1,tapspread38,Recon-PingSweep,0.0029411764705882353,0.0,0.0029411764705882353,False
1,tapspread38,Backdoor_Malware,0.037267080745341616,0.0,0.037267080745341616,False
1,tapspread38,XSS,0.03119584055459272,0.0,0.03119584055459272,False
1,tapspread38,SqlInjection,0.06861499364675985,0.0,0.06861499364675985,False
1,tapspread38,CommandInjection,0.018541409147095178,0.0,0.018541409147095178,False
1,tapspread38,BrowserHijacking,0.01611047180667434,0.0,0.01611047180667434,False
1,tapspread38,DictionaryBruteForce,0.4433673469387755,0.2066326530612245,0.236734693877551,True
1,tapspread38,DDoS-SlowLoris,0.9558907228229937,0.47410358565737054,0.48178713716562316,True
1,tapspread38,DDoS-HTTP_Flood,0.8298217179902755,0.6658948830747858,0.16392683491548965,True
1,tapspread38,DoS-HTTP_Flood,0.8751282290403805,0.6887997761820386,0.18632845285834188,True
1,tapspread38,Recon-PortScan,0.20121292680900557,0.002160006646174296,0.19905292016283127,True
1,tapspread38,Recon-OSScan,0.1805181347150259,0.001450777202072539,0.17906735751295336,True
1,tapspread38,DDoS-ICMP_Flood,0.997904339250493,0.9972879684418146,0.0006163708086784903,False
1,tapspread38,DDoS-RSTFINFlood,0.9991081514953326,0.9962542362803972,0.0028539152149353875,False
1,tapspread38,DDoS-TCP_Flood,0.5966915191053123,0.8655055917986952,-0.268814072693383,False
1,tapspread38,DDoS-SynonymousIP_Flood,0.7046890395873181,0.967425954906393,-0.26273691531907495,False
1,tapspread38,DDoS-UDP_Flood,0.6878178200309529,0.9794936988724298,-0.29167587884147683,False
1,tapspread38,DoS-TCP_Flood,0.5335989661856558,0.19260176609950463,0.3409972000861512,True
1,tapspread38,DDoS-PSHACK_Flood,0.9982915717539863,0.9977738662248913,0.000517705529095025,False
1,tapspread38,DDoS-SYN_Flood,0.19389468328669549,0.21587382345459172,-0.021979140167896233,False
1,tapspread38,Recon-HostDiscovery,0.7121817274088866,0.9911133300049925,-0.27893160259610583,False
1,tapspread38,DoS-SYN_Flood,0.19641044569530314,0.07552828273507428,0.12088216296022886,False
1,tapspread38,DoS-UDP_Flood,0.7169625246548323,0.20019723865877712,0.5167652859960552,True
1,tapspread38,DNS_Spoofing,0.5719643335501894,0.004362634418889442,0.5676016991313,True
1,tapspread38,MITM-ArpSpoofing,0.08582863380025468,7.276696379843551e-05,0.08575586683645625,False
1,tapspread38,Mirai-udpplain,0.9916493416493416,0.9874913374913374,0.004158004158004158,False
1,tapspread38,Mirai-greeth_flood,0.9844848073332202,0.9716856221354608,0.012799185197759355,False
1,tapspread38,Mirai-greip_flood,0.9848966076496823,0.0,0.9848966076496823,True
1,tapspread38,DDoS-UDP_Fragmentation,0.990928870292887,0.9959832635983263,-0.005054393305439331,False
1,tapspread38,DDoS-ACK_Fragmentation,0.8943407585791692,0.024984948826008428,0.8693558097531607,True
1,tapspread38,VulnerabilityScan,0.7219993313273153,0.17445670344366432,0.547542627883651,True
1,tapspread38,DDoS-ICMP_Fragmentation,0.9700614808874632,0.9526530339481422,0.017408446939321087,False
1,tapspread38,BenignTraffic,0.7721184997161084,0.1393741024013894,0.632744397314719,True
1,tapconc38,Uploading_Attack,0.07446808510638298,0.0,0.07446808510638298,False
1,tapconc38,Recon-PingSweep,0.0029411764705882353,0.0,0.0029411764705882353,False
1,tapconc38,Backdoor_Malware,0.037267080745341616,0.0,0.037267080745341616,False
1,tapconc38,XSS,0.03119584055459272,0.0,0.03119584055459272,False
1,tapconc38,SqlInjection,0.06861499364675985,0.0,0.06861499364675985,False
1,tapconc38,CommandInjection,0.018541409147095178,0.0,0.018541409147095178,False
1,tapconc38,BrowserHijacking,0.01611047180667434,0.0,0.01611047180667434,False
1,tapconc38,DictionaryBruteForce,0.4433673469387755,0.002551020408163265,0.44081632653061226,True
1,tapconc38,DDoS-SlowLoris,0.9558907228229937,0.029595902105862264,0.9262948207171314,True
1,tapconc38,DDoS-HTTP_Flood,0.8298217179902755,0.0018522806205140078,0.8279694373697615,True
1,tapconc38,DoS-HTTP_Flood,0.8751282290403805,0.2668096614753334,0.6083185675650471,True
1,tapconc38,Recon-PortScan,0.20121292680900557,0.0004153858934950569,0.20079754091551053,True
1,tapconc38,Recon-OSScan,0.1805181347150259,6.90846286701209e-05,0.18044905008635578,True
1,tapconc38,DDoS-ICMP_Flood,0.997904339250493,0.0,0.997904339250493,True
1,tapconc38,DDoS-RSTFINFlood,0.9991081514953326,0.002616088947024199,0.9964920625483084,True
1,tapconc38,DDoS-TCP_Flood,0.5966915191053123,0.9036579683131407,-0.30696644920782845,False
1,tapconc38,DDoS-SynonymousIP_Flood,0.7046890395873181,0.0,0.7046890395873181,True
1,tapconc38,DDoS-UDP_Flood,0.6878178200309529,0.0010501879283661287,0.6867676321025868,True
1,tapconc38,DoS-TCP_Flood,0.5335989661856558,0.021376265345681673,0.5122227008399741,True
1,tapconc38,DDoS-PSHACK_Flood,0.9982915717539863,0.0,0.9982915717539863,True
1,tapconc38,DDoS-SYN_Flood,0.19389468328669549,0.0,0.19389468328669549,False
1,tapconc38,Recon-HostDiscovery,0.7121817274088866,0.999800299550674,-0.2876185721417873,False
1,tapconc38,DoS-SYN_Flood,0.19641044569530314,0.0,0.19641044569530314,True
1,tapconc38,DoS-UDP_Flood,0.7169625246548323,0.006634391249775865,0.7103281334050565,True
1,tapconc38,DNS_Spoofing,0.5719643335501894,0.0143507711147679,0.5576135624354215,True
1,tapconc38,MITM-ArpSpoofing,0.08582863380025468,0.0,0.08582863380025468,False
1,tapconc38,Mirai-udpplain,0.9916493416493416,0.0002079002079002079,0.9914414414414414,True
1,tapconc38,Mirai-greeth_flood,0.9844848073332202,0.00047530130707859445,0.9840095060261416,True
1,tapconc38,Mirai-greip_flood,0.9848966076496823,0.0,0.9848966076496823,True
1,tapconc38,DDoS-UDP_Fragmentation,0.990928870292887,0.0,0.990928870292887,True
1,tapconc38,DDoS-ACK_Fragmentation,0.8943407585791692,0.0,0.8943407585791692,True
1,tapconc38,VulnerabilityScan,0.7219993313273153,0.0,0.7219993313273153,True
1,tapconc38,DDoS-ICMP_Fragmentation,0.9700614808874632,0.0,0.9700614808874632,True
1,tapconc38,BenignTraffic,0.7721184997161084,0.010854680872382352,0.761263818843726,True
1,tapspread96,Uploading_Attack,0.07446808510638298,0.0,0.07446808510638298,False
1,tapspread96,Recon-PingSweep,0.0029411764705882353,0.0,0.0029411764705882353,False
1,tapspread96,Backdoor_Malware,0.037267080745341616,0.0,0.037267080745341616,False
1,tapspread96,XSS,0.03119584055459272,0.0,0.03119584055459272,False
1,tapspread96,SqlInjection,0.06861499364675985,0.0,0.06861499364675985,False
1,tapspread96,CommandInjection,0.018541409147095178,0.0,0.018541409147095178,False
1,tapspread96,BrowserHijacking,0.01611047180667434,0.0,0.01611047180667434,False
1,tapspread96,DictionaryBruteForce,0.4433673469387755,0.36428571428571427,0.07908163265306123,False
1,tapspread96,DDoS-SlowLoris,0.9558907228229937,0.9069436539556062,0.04894706886738753,False
1,tapspread96,DDoS-HTTP_Flood,0.8298217179902755,0.8388515860152813,-0.009029868025005827,False
1,tapspread96,DoS-HTTP_Flood,0.8751282290403805,0.803599738879045,0.07152849016133545,False
1,tapspread96,Recon-PortScan,0.20121292680900557,0.1811082495638448,0.020104677245160768,False
1,tapspread96,Recon-OSScan,0.1805181347150259,0.06846286701208981,0.11205526770293608,True
1,tapspread96,DDoS-ICMP_Flood,0.997904339250493,0.9977810650887574,0.00012327416173563144,False
1,tapspread96,DDoS-RSTFINFlood,0.9991081514953326,0.9991676080623105,-5.945656697792234e-05,False
1,tapspread96,DDoS-TCP_Flood,0.5966915191053123,0.3391775396085741,0.25751397949673815,True
1,tapspread96,DDoS-SynonymousIP_Flood,0.7046890395873181,0.5609459224482699,0.1437431171390482,False
1,tapspread96,DDoS-UDP_Flood,0.6878178200309529,0.7330864470484192,-0.045268627017466256,False
1,tapspread96,DoS-TCP_Flood,0.5335989661856558,0.7473077751453802,-0.21370880895972433,False
1,tapspread96,DDoS-PSHACK_Flood,0.9982915717539863,0.9984986539656243,-0.00020708221163801,False
1,tapspread96,DDoS-SYN_Flood,0.19389468328669549,0.2744339862630374,-0.0805393029763419,False
1,tapspread96,Recon-HostDiscovery,0.7121817274088866,0.6708936595107339,0.04128806789815276,False
1,tapspread96,DoS-SYN_Flood,0.19641044569530314,0.18081572390883086,0.015594721786472282,False
1,tapspread96,DoS-UDP_Flood,0.7169625246548323,0.6889904966828043,0.027972027972028024,False
1,tapspread96,DNS_Spoofing,0.5719643335501894,0.5902185144081742,-0.018254180857984803,False
1,tapspread96,MITM-ArpSpoofing,0.08582863380025468,0.1184282335819538,-0.032599599781699115,False
1,tapspread96,Mirai-udpplain,0.9916493416493416,0.9869715869715869,0.004677754677754664,False
1,tapspread96,Mirai-greeth_flood,0.9844848073332202,0.9730775759633339,0.011407231369886306,False
1,tapspread96,Mirai-greip_flood,0.9848966076496823,0.9790174347884849,0.005879172861197435,False
1,tapspread96,DDoS-UDP_Fragmentation,0.990928870292887,0.9881171548117155,0.0028117154811715395,False
1,tapspread96,DDoS-ACK_Fragmentation,0.8943407585791692,0.9372867750351194,-0.0429460164559502,False
1,tapspread96,VulnerabilityScan,0.7219993313273153,0.6031093279839519,0.11889000334336342,True
1,tapspread96,DDoS-ICMP_Fragmentation,0.9700614808874632,0.9702285485164395,-0.00016706762897622518,False
1,tapspread96,BenignTraffic,0.7721184997161084,0.694833171904746,0.07728532781136233,False
1,tapconc96,Uploading_Attack,0.07446808510638298,0.0,0.07446808510638298,False
1,tapconc96,Recon-PingSweep,0.0029411764705882353,0.0,0.0029411764705882353,False
1,tapconc96,Backdoor_Malware,0.037267080745341616,0.0,0.037267080745341616,False
1,tapconc96,XSS,0.03119584055459272,0.0,0.03119584055459272,False
1,tapconc96,SqlInjection,0.06861499364675985,0.0,0.06861499364675985,False
1,tapconc96,CommandInjection,0.018541409147095178,0.0,0.018541409147095178,False
1,tapconc96,BrowserHijacking,0.01611047180667434,0.02186421173762946,-0.005753739930955119,False
1,tapconc96,DictionaryBruteForce,0.4433673469387755,0.3326530612244898,0.11071428571428571,True
1,tapconc96,DDoS-SlowLoris,0.9558907228229937,0.8025042686397268,0.1533864541832669,True
1,tapconc96,DDoS-HTTP_Flood,0.8298217179902755,0.6313961565177124,0.19842556147256307,True
1,tapconc96,DoS-HTTP_Flood,0.8751282290403805,0.9474960365569337,-0.07236780751655325,False
1,tapconc96,Recon-PortScan,0.20121292680900557,0.0008307717869901138,0.20038215502201545,True
1,tapconc96,Recon-OSScan,0.1805181347150259,0.4380656303972366,-0.2575474956822107,False
1,tapconc96,DDoS-ICMP_Flood,0.997904339250493,0.9965483234714004,0.001356015779092612,False
1,tapconc96,DDoS-RSTFINFlood,0.9991081514953326,0.9964920625483085,0.002616088947024142,False
1,tapconc96,DDoS-TCP_Flood,0.5966915191053123,0.05714119291705499,0.5395503261882573,True
1,tapconc96,DDoS-SynonymousIP_Flood,0.7046890395873181,0.0,0.7046890395873181,True
1,tapconc96,DDoS-UDP_Flood,0.6878178200309529,0.00044218439089100157,0.6873756356400619,True
1,tapconc96,DoS-TCP_Flood,0.5335989661856558,0.02401464570320913,0.5095843204824467,True
1,tapconc96,DDoS-PSHACK_Flood,0.9982915717539863,0.2816318078277076,0.7166597639262787,True
1,tapconc96,DDoS-SYN_Flood,0.19389468328669549,0.0,0.19389468328669549,False
1,tapconc96,Recon-HostDiscovery,0.7121817274088866,0.7744882675986021,-0.06230654018971549,False
1,tapconc96,DoS-SYN_Flood,0.19641044569530314,0.0,0.19641044569530314,True
1,tapconc96,DoS-UDP_Flood,0.7169625246548323,0.9912587412587412,-0.2742962166039089,False
1,tapconc96,DNS_Spoofing,0.5719643335501894,0.022578546553901496,0.5493857869962879,True
1,tapconc96,MITM-ArpSpoofing,0.08582863380025468,0.2749499727123886,-0.1891213389121339,False
1,tapconc96,Mirai-udpplain,0.9916493416493416,0.9854469854469855,0.006202356202356096,False
1,tapconc96,Mirai-greeth_flood,0.9844848073332202,0.9818706501442879,0.00261415718893232,False
1,tapconc96,Mirai-greip_flood,0.9848966076496823,0.005845384511420462,0.9790512231382619,True
1,tapconc96,DDoS-UDP_Fragmentation,0.990928870292887,0.028418410041841004,0.962510460251046,True
1,tapconc96,DDoS-ACK_Fragmentation,0.8943407585791692,6.689410662920597e-05,0.89427386447254,True
1,tapconc96,VulnerabilityScan,0.7219993313273153,0.051454363089267804,0.6705449682380475,True
1,tapconc96,DDoS-ICMP_Fragmentation,0.9700614808874632,0.6338879978615344,0.33617348302592887,True
1,tapconc96,BenignTraffic,0.7721184997161084,0.012057045522861628,0.7600614541932468,True
2,tapspread38,Uploading_Attack,0.0,0.0,0.0,False
2,tapspread38,Recon-PingSweep,0.0029411764705882353,0.0,0.0029411764705882353,False
2,tapspread38,Backdoor_Malware,0.0,0.0,0.0,False
2,tapspread38,XSS,0.0034662045060658577,0.0,0.0034662045060658577,False
2,tapspread38,SqlInjection,0.052096569250317665,0.0,0.052096569250317665,False
2,tapspread38,CommandInjection,0.09147095179233622,0.6847960444993819,-0.5933250927070457,False
2,tapspread38,BrowserHijacking,0.00805523590333717,0.0,0.00805523590333717,False
2,tapspread38,DictionaryBruteForce,0.42551020408163265,0.02346938775510204,0.4020408163265306,True
2,tapspread38,DDoS-SlowLoris,0.933693796243597,0.3577120091064314,0.5759817871371656,True
2,tapspread38,DDoS-HTTP_Flood,0.7865246584857606,0.979624913174346,-0.19310025468858538,False
2,tapspread38,DoS-HTTP_Flood,0.8672946003916814,0.007367341229133638,0.8599272591625478,True
2,tapspread38,Recon-PortScan,0.20470216831436405,0.20470216831436405,0.0,False
2,tapspread38,Recon-OSScan,0.10473229706390329,0.0016580310880829016,0.10307426597582038,False
2,tapspread38,DDoS-ICMP_Flood,0.997904339250493,0.9974112426035503,0.0004930966469427478,False
2,tapspread38,DDoS-RSTFINFlood,0.9991676080623105,0.998989238361377,0.00017836970093354498,False
2,tapspread38,DDoS-TCP_Flood,0.41816169617893756,0.4019687791239515,0.016192917054986045,False
2,tapspread38,DDoS-SynonymousIP_Flood,0.7931953863096273,0.000985335883614444,0.7922100504260128,True
2,tapspread38,DDoS-UDP_Flood,0.6774817598938757,0.2649789962414327,0.41250276365244304,True
2,tapspread38,DoS-TCP_Flood,0.7090781822097781,0.8353973723885418,-0.1263191901787637,False
2,tapspread38,DDoS-PSHACK_Flood,0.9979291778836198,0.9980327189894388,-0.000103541105819005,False
2,tapspread38,DDoS-SYN_Flood,0.15248028491477997,0.03912490460442635,0.11335538031035361,False
2,tapspread38,Recon-HostDiscovery,0.6693959061407888,0.0,0.6693959061407888,True
2,tapspread38,DoS-SYN_Flood,0.20711451508720125,0.045307741995017074,0.16180677309218416,True
