set_id,architecture,budget,target,observed,additive_prediction,interaction_residual
deep_b40_s32465,deep,0.4,raw_awbir,0.5041632609095237,0.4063731851175939,0.09779007579192978
deep_b40_s32427,deep,0.4,raw_hsr_delta,0.0524779990736452,0.06693022304625312,-0.014452223972607925
deep_b40_s32429,deep,0.4,raw_hsr_delta,0.04668828161185734,0.05760621795110046,-0.010917936339243116
deep_b40_s32431,deep,0.4,raw_hsr_delta,0.045159796201945324,0.0365112036067154,0.008648592595229924
deep_b40_s32433,deep,0.4,raw_hsr_delta,0.07531264474293653,0.05906829198949576,0.01624435275344077
deep_b40_s32435,deep,0.4,raw_hsr_delta,0.07146827234830944,0.08910209431712088,-0.01763382196881144
deep_b40_s32437,deep,0.4,raw_hsr_delta,0.04249652616952293,0.050746726878751376,-0.008250200709228446
deep_b40_s32439,deep,0.4,raw_hsr_delta,0.09712830013895324,0.11583528639040541,-0.018706986251452173
deep_b40_s32441,deep,0.4,raw_hsr_delta,0.0943723946271422,0.09559825561346191,-0.0012258609863197156
deep_b40_s32443,deep,0.4,raw_hsr_delta,0.07172301991662805,0.1115191037501144,-0.039796083833486345
deep_b40_s32445,deep,0.4,raw_hsr_delta,0.05958777211672073,0.08426061561513079,-0.024672843498410063
deep_b40_s32447,deep,0.4,raw_hsr_delta,0.011602593793422877,0.06015828131752047,-0.04855568752409759
deep_b40_s32449,deep,0.4,raw_hsr_delta,0.1123436776285317,0.10641935448445611,0.005924323144075594
deep_b40_s32451,deep,0.4,raw_hsr_delta,0.19168596572487262,0.12364906530817464,0.06803690041669798
deep_b40_s32453,deep,0.4,raw_hsr_delta,0.0810097267253358,0.11050353136416372,-0.02949380463882792
deep_b40_s32455,deep,0.4,raw_hsr_delta,0.01894395553496986,0.09156660833992392,-0.07262265280495406
deep_b40_s32457,deep,0.4,raw_hsr_delta,0.09467345993515519,0.07726104559299507,0.01741241434216012
deep_b40_s32459,deep,0.4,raw_hsr_delta,0.0510884668828161,0.08420808600896099,-0.03311961912614489
deep_b40_s32461,deep,0.4,raw_hsr_delta,0.054608615099583147,0.10316251890192335,-0.048553903802340204
deep_b40_s32463,deep,0.4,raw_hsr_delta,0.06482167670217692,0.08364777020981556,-0.01882609350763864
deep_b40_s32465,deep,0.4,raw_hsr_delta,0.19411764705882356,0.1249535505280595,0.06916409653076407
deep_b40_s32427,deep,0.4,raw_fine_f1_loss,0.15926826790219217,0.14395906660653698,0.01530920129565519
