set_id,architecture,budget,target,observed,additive_prediction,interaction_residual
shallow_b55_s22589,shallow,0.55,raw_awbir,0.3708905298606475,0.4612887352567032,-0.0903982053960557
shallow_b55_s22591,shallow,0.55,raw_awbir,0.4407730878841055,0.46190143527021477,-0.021128347386109247
shallow_b55_s22593,shallow,0.55,raw_awbir,0.4449404617749788,0.45619327463753173,-0.011252812862552919
shallow_b55_s22595,shallow,0.55,raw_awbir,0.5088700744916757,0.4551571844085869,0.05371289008308877
shallow_b55_s22597,shallow,0.55,raw_awbir,0.5459905253406303,0.48948509753439184,0.05650542780623846
shallow_b55_s22599,shallow,0.55,raw_awbir,0.4581845960639779,0.4437161678987314,0.01446842816524646
shallow_b55_s22601,shallow,0.55,raw_awbir,0.5151865823934838,0.5023821854923589,0.012804396901124893
shallow_b55_s22603,shallow,0.55,raw_awbir,0.4272866390048274,0.4457503852414047,-0.018463746236577316
shallow_b55_s22605,shallow,0.55,raw_awbir,0.559753108756119,0.47689324157441915,0.08285986718169991
shallow_b55_s22607,shallow,0.55,raw_awbir,0.4397676109723399,0.4846709897711502,-0.04490337879881029
shallow_b55_s22609,shallow,0.55,raw_awbir,0.3546654695446911,0.4516701678480757,-0.0970046983033846
shallow_b55_s22611,shallow,0.55,raw_awbir,0.36416310351738307,0.44215637878180114,-0.07799327526441807
shallow_b55_s22613,shallow,0.55,raw_awbir,0.5014074835047522,0.4917486560527466,0.00965882745200558
shallow_b55_s22615,shallow,0.55,raw_awbir,0.5938004133425372,0.487881289852231,0.10591912349030619
shallow_b55_s22577,shallow,0.55,raw_hsr_delta,0.30365910143584995,0.29192085845022886,0.011738242985621095
shallow_b55_s22579,shallow,0.55,raw_hsr_delta,0.26604909680407596,0.2891835222055361,-0.023134425401460157
shallow_b55_s22581,shallow,0.55,raw_hsr_delta,0.2198239925891617,0.2884438225892454,-0.0686198300000837
shallow_b55_s22583,shallow,0.55,raw_hsr_delta,0.3106067623899953,0.28938391786520046,0.021222844524794837
shallow_b55_s22585,shallow,0.55,raw_hsr_delta,0.2533348772579898,0.2864103728074736,-0.0330754955494838
shallow_b55_s22587,shallow,0.55,raw_hsr_delta,0.26167207040296436,0.29730678805222027,-0.03563471764925591
shallow_b55_s22589,shallow,0.55,raw_hsr_delta,0.3236220472440945,0.2931066424915806,0.03051540475251391
shallow_b55_s22591,shallow,0.55,raw_hsr_delta,0.2852014821676703,0.2917315227349875,-0.006530040567317208
shallow_b55_s22593,shallow,0.55,raw_hsr_delta,0.24599351551644277,0.2929510132736284,-0.04695749775718561
shallow_b55_s22595,shallow,0.55,raw_hsr_delta,0.29981472904122275,0.2850426263471625,0.014772102694060263
shallow_b55_s22597,shallow,0.55,raw_hsr_delta,0.32288096340898564,0.29563357646022626,0.02724738694875939
shallow_b55_s22599,shallow,0.55,raw_hsr_delta,0.20136637332098195,0.2897338861065854,-0.08836751278560345
shallow_b55_s22601,shallow,0.55,raw_hsr_delta,0.2973598888374247,0.299469270518927,-0.0021093816815023203
shallow_b55_s22603,shallow,0.55,raw_hsr_delta,0.3550717924965261,0.289356531336153,0.06571526116037307
shallow_b55_s22605,shallow,0.55,raw_hsr_delta,0.32033348772579895,0.2939624715243128,0.02637101620148613
shallow_b55_s22607,shallow,0.55,raw_hsr_delta,0.33529411764705885,0.3014353073061205,0.03385881034093835
shallow_b55_s22609,shallow,0.55,raw_hsr_delta,0.3355720240852247,0.2938992718418957,0.041672752243329
shallow_b55_s22611,shallow,0.55,raw_hsr_delta,0.32890226956924506,0.2916332998952308,0.037268969674014274
shallow_b55_s22613,shallow,0.55,raw_hsr_delta,0.3104214914312181,0.3003724993134721,0.010048992117746014
shallow_b55_s22615,shallow,0.55,raw_hsr_delta,0.32176933765632243,0.29565174636892116,0.026117591287401265
shallow_b55_s22577,shallow,0.55,raw_fine_f1_loss,0.5328096213235756,0.5090509037630389,0.023758717560536713
shallow_b55_s22579,shallow,0.55,raw_fine_f1_loss,0.5122941465409594,0.5089106861577501,0.003383460383209247
shallow_b55_s22581,shallow,0.55,raw_fine_f1_loss,0.4684907085977803,0.5057457441274296,-0.03725503552964926
shallow_b55_s22583,shallow,0.55,raw_fine_f1_loss,0.5160372537672162,0.5076495785625751,0.00838767520464112
shallow_b55_s22585,shallow,0.55,raw_fine_f1_loss,0.5112699044042095,0.505994565193635,0.005275339210574548
shallow_b55_s22587,shallow,0.55,raw_fine_f1_loss,0.4956504974587645,0.5118289534935772,-0.01617845603481266
shallow_b55_s22589,shallow,0.55,raw_fine_f1_loss,0.5250136549985661,0.5100593909504794,0.014954264048086752
shallow_b55_s22591,shallow,0.55,raw_fine_f1_loss,0.526192013835258,0.5100078490609686,0.01618416477428941
shallow_b55_s22593,shallow,0.55,raw_fine_f1_loss,0.4740562199892727,0.5077704763972808,-0.03371425640800807
shallow_b55_s22595,shallow,0.55,raw_fine_f1_loss,0.5119364625015165,0.5065502909145501,0.005386171586966415
shallow_b55_s22597,shallow,0.55,raw_fine_f1_loss,0.5353177506958426,0.5098109765097067,0.025506774186135894
shallow_b55_s22599,shallow,0.55,raw_fine_f1_loss,0.5114907292781902,0.5076029502631305,0.003887779015059656
shallow_b55_s22601,shallow,0.55,raw_fine_f1_loss,0.5133864788066901,0.513266214502823,0.00012026430386713471
shallow_b55_s22603,shallow,0.55,raw_fine_f1_loss,0.45580203153941257,0.506807615425497,-0.05100558388608445
shallow_b55_s22605,shallow,0.55,raw_fine_f1_loss,0.5347235821545473,0.5114588514600267,0.02326473069452062
shallow_b55_s22607,shallow,0.55,raw_fine_f1_loss,0.5339754705525097,0.5134459683664164,0.020529502186093285
shallow_b55_s22609,shallow,0.55,raw_fine_f1_loss,0.536671258713648,0.5102643989755157,0.026406859738132282
shallow_b55_s22611,shallow,0.55,raw_fine_f1_loss,0.5235439791115948,0.5083834793190258,0.015160499792568949
shallow_b55_s22613,shallow,0.55,raw_fine_f1_loss,0.5143879747678998,0.5148076798013511,-0.00041970503345134524
shallow_b55_s22615,shallow,0.55,raw_fine_f1_loss,0.5345725632074896,0.5128607689822657,0.021711794225223846
shallow_b55_s22577,shallow,0.55,raw_family_f1_loss,0.4213722618387494,0.39710466577730047,0.024267596061448904
shallow_b55_s22579,shallow,0.55,raw_family_f1_loss,0.3573840658462648,0.39455261941613984,-0.03716855356987503
shallow_b55_s22581,shallow,0.55,raw_family_f1_loss,0.3315869570591568,0.3925379046741244,-0.06095094761496761
shallow_b55_s22583,shallow,0.55,raw_family_f1_loss,0.40866072732790365,0.3967560368960077,0.011904690431895959
shallow_b55_s22585,shallow,0.55,raw_family_f1_loss,0.3547732216937629,0.38890150975765253,-0.03412828806388962
shallow_b55_s22587,shallow,0.55,raw_family_f1_loss,0.35790912423408394,0.41101898020895344,-0.0531098559748695
shallow_b55_s22589,shallow,0.55,raw_family_f1_loss,0.4236689050582426,0.39766073001389257,0.026008175044350046
shallow_b55_s22591,shallow,0.55,raw_family_f1_loss,0.4001183805219427,0.3971366464714972,0.0029817340504454948
shallow_b55_s22593,shallow,0.55,raw_family_f1_loss,0.3341057492714443,0.39822198515131124,-0.06411623587986692
shallow_b55_s22595,shallow,0.55,raw_family_f1_loss,0.38648288431290145,0.39087682120487244,-0.004393936891970984
shallow_b55_s22597,shallow,0.55,raw_family_f1_loss,0.46046362700543314,0.4037807889862938,0.056682838019139314
shallow_b55_s22599,shallow,0.55,raw_family_f1_loss,0.33534879301154086,0.39697171676507603,-0.061622923753535175
shallow_b55_s22601,shallow,0.55,raw_family_f1_loss,0.39519680363384274,0.41165981928743045,-0.01646301565358771
shallow_b55_s22603,shallow,0.55,raw_family_f1_loss,0.35311275145277066,0.39004481958087506,-0.0369320681281044
shallow_b55_s22605,shallow,0.55,raw_family_f1_loss,0.4461853101876427,0.40221193018515844,0.04397338000248424
shallow_b55_s22607,shallow,0.55,raw_family_f1_loss,0.46548652892754216,0.4125782662559376,0.05290826267160459
shallow_b55_s22609,shallow,0.55,raw_family_f1_loss,0.4478259240053679,0.3996448992958602,0.04818102470950769
shallow_b55_s22611,shallow,0.55,raw_family_f1_loss,0.4557164059446536,0.397463629309011,0.0582527766356426
shallow_b55_s22613,shallow,0.55,raw_family_f1_loss,0.41315228873725646,0.410820132156763,0.0023321565804934608
shallow_b55_s22615,shallow,0.55,raw_family_f1_loss,0.45308748932330645,0.408248285957689,0.04483920336561742
