variant,proxy_attack_miss,attack_to_benign_rate,proxy_benign_false_alert,benign_to_attack_rate,proxy_family_nll,family_macro_f1,proxy_class_cvar,fine_macro_f1,awbir,hsr_balanced_soc,ece15
ce_kd,0.0374591946601867,0.0472220029153901,0.3119268119335174,0.014629258517034,0.3500975668430328,0.5918615310580576,3.3805952072143555,0.5458120436760364,0.1377336374709387,0.1286696658916747,0.057317459480394
hsbd_dual,0.0346442908048629,0.04917650819448,0.4999984800815582,0.1023046092184368,0.366572767496109,0.5886171605498673,3.8016223907470703,0.5630759854266892,0.1401919052925991,0.123512479676943,0.0276627795410161
hsbd_fixed,0.033046580851078,0.0443008359120607,0.5044149160385132,0.1271543086172344,0.370392382144928,0.585776343534579,3.8881702423095694,0.5602461769940623,0.1401013328809209,0.1228260928934389,0.0185310641690349
