module_path,n,mean_harm_awbir,mean_harm_fine,mean_harm_family,mean_harm_hsr,mean_fisher,mean_v_c,mean_flops
conv.0,64,0.19170520337194355,0.07709445749114255,0.06304240287376846,0.0346950713820271,1.4367471036189836,0.7295981385565151,31734.0
conv.3,128,0.03427270202036742,0.002310536472710535,0.0010530922880034649,0.001073044399028485,0.06840939251080845,0.03447192044489952,15812.0
