module_path,score,n_groups,harm_awbir,harm_fine_macro_f1,harm_family_macro_f1,harm_hsr_balanced_soc
conv.0,v_c,64,0.513690476190476,0.4277472527472527,0.31845238095238093,0.2749084249084248
conv.0,fisher,64,0.2981684981684981,0.08443223443223442,0.057051282051282036,0.06213369963369962
conv.0,taylor,64,0.26350732600732596,0.04189560439560439,-0.016117216117216115,0.016300366300366298
conv.0,magnitude,64,-0.10879120879120878,0.01909340659340659,-0.15828754578754578,-0.152518315018315
conv.3,v_c,128,0.5239768357443692,0.16332860281999634,0.14326588536898005,0.11719683261563768
conv.3,fisher,128,0.3998695293902215,0.041224134773850944,0.10557246841237868,0.001370539131418224
conv.3,taylor,128,0.3673720472440945,0.04696941952023439,0.07013939754623695,-0.02439788553988141
conv.3,magnitude,128,0.3638298846365134,0.18720243545138252,0.06000503570774583,0.12522550234999996
