prefix_length,realised_reduction
0,0.0
23,0.20035887982428613
29,0.24397748666457486
30,0.2565206306871666
31,0.26366979133981805
32,0.2708189519924694
35,0.2971779887041105
46,0.40106683401317855
92,0.7271238625666772
184,0.997454502667085
