prefix_length,realised_reduction
0,0.0
46,0.36159985880138057
49,0.3841328051459052
51,0.39915476937558836
52,0.4066657514904298
53,0.4141767336052714
58,0.45314559146532785
69,0.534768198933166
92,0.6978055381236272
184,0.997454502667085
