prefix_length,realised_reduction
0,0.0
46,0.36159985880138057
69,0.534768198933166
71,0.5493077345465955
72,0.5565775023533104
73,0.5638472701600251
75,0.5783868057734547
81,0.6211278239723879
92,0.6978055381236272
184,0.997454502667085
