prefix_length,realised_reduction
0,0.0
23,0.20035887982428613
35,0.2971779887041105
41,0.3533603310323188
44,0.3831836366488861
45,0.38960915437715715
46,0.40106683401317855
47,0.41252451364919984
92,0.7271238625666772
184,0.997454502667085
