prefix_length,realised_reduction
0,0.0
23,0.35784142610605585
25,0.38895807185440856
26,0.4045163947285849
27,0.42007471760276127
29,0.45119136335111387
35,0.5445413005961719
46,0.7156828522121117
92,0.950003922183872
184,0.997454502667085
