prefix_length,realised_reduction
0,0.0
23,0.2064765061186068
35,0.31923635080012547
41,0.37541869312833387
43,0.3997813382491371
44,0.40572442736115466
45,0.41166751647317223
46,0.4176106055851898
92,0.7192304675243175
184,0.997454502667085
